"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"region","level","sl_lrn_domain_index",4,-0.00645161290322574,-0.00778642936596208,1
"region","prev","sl_lrn_domain_index",4,-0.0133088763188868,-0.0124849101458778,0
"infill","level","sl_lrn_domain_pc_ridge",4,-0.148053392658509,-0.119021134593993,0
"infill","prev","sl_lrn_domain_pc_ridge",4,-0.119538093434126,-0.105595472924947,0
"region","level","sl_lrn_domain_pc_ridge",4,-0.159621802002225,-0.13615127919911,0
"region","prev","sl_lrn_domain_pc_ridge",4,-0.348132766495186,-0.265190311725638,0
"infill","level","sl_lrn_domain_pc_enet",4,-0.187764182424917,-0.173748609566185,0
"infill","prev","sl_lrn_domain_pc_enet",4,-0.120218435354215,-0.139058850565685,0
"region","level","sl_lrn_domain_pc_enet",4,-0.303337041156841,-0.254505005561735,0
"region","prev","sl_lrn_domain_pc_enet",4,-0.526204185201731,-0.521683033802319,0
"infill","level","sl_lrn_domain_pc1_ols",4,-0.538375973303671,-0.530367074527253,0
"infill","prev","sl_lrn_domain_pc1_ols",4,-0.560013988248849,-0.566684998326724,0
"region","level","sl_lrn_domain_pc1_ols",4,-0.790211345939933,-0.734371523915462,0
"region","prev","sl_lrn_domain_pc1_ols",4,-0.695043169974531,-0.707753925839112,0
"infill","level","sl_lrn_hapc",4,-0.178420467185762,-0.114794215795328,0
"infill","prev","sl_lrn_hapc",4,-0.127213381925865,-0.135837376089313,0
"region","level","sl_lrn_hapc",4,-0.0263626251390434,-0.0260289210233592,0
"region","prev","sl_lrn_hapc",4,-0.123162165937188,-0.121134457530861,1
"infill","level","sl_lrn_hapc_lasso",4,-0.0719688542825361,-0.0255839822024472,0
"infill","prev","sl_lrn_hapc_lasso",4,-0.0434758663040958,-0.0484182678046317,1
"region","level","sl_lrn_hapc_lasso",4,-0.017908787541713,-0.017797552836485,0
"region","prev","sl_lrn_hapc_lasso",4,-0.0623159582468222,-0.0633536439899478,0
"infill","level","sl_lrn_spatial_gam",4,-0.0725250278086763,-0.0689655172413792,0
"infill","prev","sl_lrn_spatial_gam",4,-0.097069154739531,-0.100613109291932,0
"region","level","sl_lrn_spatial_gam",4,-0.0551724137931034,-0.0671857619577308,1
"region","prev","sl_lrn_spatial_gam",4,-0.0838129369902113,-0.107663697616499,1
"infill","level","sl_lrn_spatial_plus_domain",4,-0.0727474972191323,-0.0723025583982203,0
"infill","prev","sl_lrn_spatial_plus_domain",4,-0.09768101368202,-0.100613109291932,0
"region","level","sl_lrn_spatial_plus_domain",4,-0.0566184649610678,-0.0698553948832036,1
"region","prev","sl_lrn_spatial_plus_domain",4,-0.0842448924266401,-0.109306338052525,1
"infill","level","ridge_min",4,-0.112791991101224,-0.078309232480534,0
"infill","prev","ridge_min",4,-0.102073814807683,-0.0992674577158173,0
"region","level","ridge_min",4,-0.0399332591768631,-0.0427141268075639,0
"region","prev","ridge_min",4,-0.214866139280205,-0.0349315832621002,1
"infill","level","domain_enet",4,-0.089432703003337,-0.0847608453837597,0
"infill","prev","domain_enet",4,-0.0692108683441957,-0.0689377251882724,0
"region","level","domain_enet",4,-0.0173526140155729,-0.00689655172413794,2
"region","prev","domain_enet",4,-0.077367069683724,-0.0269775234835947,1
