"country","outcome","target","arm","reps","mean_r","sd_r","min_r","max_r","range_r"
"Malawi","women_iron","level","spatial_plus_domain",10,0.219789312531895,0.0593503108207147,0.128198585696581,0.313023984836334,0.184825399139753
"Malawi","women_iron","prev","domain_enet",10,0.0478260250869716,0.103513041420124,-0.0996663195079342,0.190207205493185,0.289873525001119
"Malawi","women_iron","prev","domain_index",10,0.266461328787429,0.0291783943751189,0.226158579581244,0.302291445666283,0.076132866085039
"Malawi","women_iron","prev","null_train_mean",10,-0.155579211290424,0.0816474475291837,-0.320390023548323,-0.0394742577185767,0.280915765829746
"Malawi","women_iron","prev","raw_enet",10,-0.0564295228481254,0.110940780846393,-0.230400356418034,0.0924617909632639,0.322862147381298
"Malawi","women_iron","prev","region_mean_jk",10,-0.210133437496557,0.0456309151951506,-0.295260543637785,-0.14324846241629,0.152012081221495
"Malawi","women_iron","prev","spatial",10,0.0510474338203497,0.0541762276070157,-0.0733004457784093,0.133836487625965,0.207136933404374
"Malawi","women_iron","prev","spatial_plus_domain",10,0.0423048815993992,0.0622633813804333,-0.0760680721564551,0.117665774306748,0.193733846463203
"Malawi","women_vitA","level","domain_enet",10,0.032865082699901,0.0771446125892056,-0.080501708293116,0.133891609951381,0.214393318244497
"Malawi","women_vitA","level","domain_index",10,0.215475322592404,0.0371209725103422,0.129893562732376,0.268170882846103,0.138277320113727
"Malawi","women_vitA","level","null_train_mean",10,-0.229512216953669,0.0373314602573076,-0.295041031977617,-0.182941622765808,0.112099409211809
"Malawi","women_vitA","level","raw_enet",10,0.125178336615867,0.0687632330360099,-0.0199083892478677,0.239702558868557,0.259610948116425
"Malawi","women_vitA","level","region_mean_jk",10,0.150189190806861,0.0798135588675947,0.00744605715494982,0.26344593246246,0.25599987530751
"Malawi","women_vitA","level","spatial",10,0.311657067871984,0.0488244087421434,0.245935700225997,0.371345775315302,0.125410075089305
"Malawi","women_vitA","level","spatial_plus_domain",10,0.311214186775534,0.0483296738768178,0.245935700225997,0.371345775315302,0.125410075089305
"Malawi","women_vitA","prev","domain_enet",10,-0.169875789682258,0.0658295226258054,-0.289128589363034,-0.0884257697232534,0.200702819639781
"Malawi","women_vitA","prev","domain_index",10,-5.68206355891698e-05,0.0471158236804477,-0.0709153099172521,0.094180203489037,0.165095513406289
"Malawi","women_vitA","prev","null_train_mean",10,-0.15604672644292,0.0548505070585878,-0.229718320492125,-0.0596747321807143,0.170043588311411
"Malawi","women_vitA","prev","raw_enet",10,-0.147822688720327,0.0533062455257694,-0.244383042450935,-0.0924492657977105,0.151933776653224
"Malawi","women_vitA","prev","region_mean_jk",10,-0.0868506755390987,0.0609005661390621,-0.230164385206491,-0.0251879425933402,0.204976442613151
"Malawi","women_vitA","prev","spatial",10,0.205360825476154,0.0553255810063231,0.125478903592734,0.282114455700192,0.156635552107458
"Malawi","women_vitA","prev","spatial_plus_domain",10,0.203577288859049,0.0541657704625685,0.119891541093133,0.282114455700192,0.162222914607059
"Malawi","women_zinc","level","domain_enet",10,-0.226793300840351,0.0866972293421192,-0.348973317314087,-0.0843093955450967,0.26466392176899
"Malawi","women_zinc","level","domain_index",10,-0.299126995698768,0.0404629361306972,-0.369286287089014,-0.222716337391558,0.146569949697456
"Malawi","women_zinc","level","null_train_mean",10,-0.192369580213581,0.0783323291527799,-0.289935035490661,-0.0607418270606758,0.229193208429985
"Malawi","women_zinc","level","raw_enet",10,-0.196259323902862,0.0743254342852681,-0.316149604651871,-0.0843093955450967,0.231840209106774
"Malawi","women_zinc","level","region_mean_jk",10,0.148934672912407,0.0794713452508705,0.0272976265858224,0.260739595037894,0.233441968452072
"Malawi","women_zinc","level","spatial",10,0.121672012830794,0.0504646223206842,0.0150178610483342,0.20141065830721,0.186392797258876
"Malawi","women_zinc","level","spatial_plus_domain",10,0.110343005030254,0.0677212161109016,-0.046438725668878,0.20141065830721,0.247849383976088
"Malawi","women_zinc","prev","domain_enet",10,-0.179185544531694,0.0727131301772026,-0.268850390638476,-0.0776964943803257,0.19115389625815
"Malawi","women_zinc","prev","domain_index",10,-0.352435849356885,0.0728611862631074,-0.429570003634773,-0.201076487532386,0.228493516102387
"Malawi","women_zinc","prev","null_train_mean",10,-0.196568866223637,0.0630342962678685,-0.291506427235092,-0.112939736158964,0.178566691076128
"Malawi","women_zinc","prev","raw_enet",10,-0.12464848554776,0.0692186256914769,-0.249365258711881,-0.0493385388783815,0.2000267198335
"Malawi","women_zinc","prev","region_mean_jk",10,0.185175539778634,0.0759629249349485,0.0962384805306035,0.311091867566859,0.214853387036256
"Malawi","women_zinc","prev","spatial",10,-0.273414489612428,0.0623866712735125,-0.350188566915097,-0.153882642353891,0.196305924561206
"Malawi","women_zinc","prev","spatial_plus_domain",10,-0.273414489612428,0.0623866712735125,-0.350188566915097,-0.153882642353891,0.196305924561206
