"target","outcome","representation","learner","country","n_areas","n_predictors","spearman","topk"
"prev","women_vitA","pc12","index","SierraLeone",14,42,0.0445924623986321,0.25
"prev","women_vitA","pc123","enet","Gambia",30,61,-0.0520951681139521,0.375
"prev","women_vitA","pc123","enet","Ghana",75,61,NA,0.105263157894737
"prev","women_vitA","pc123","enet","Malawi",87,61,0.111693309981582,0.363636363636364
"prev","women_vitA","pc123","enet","SierraLeone",14,61,-0.204186538351631,0.25
"prev","women_vitA","pc123","index","Gambia",30,61,0.405262861859438,0.375
"prev","women_vitA","pc123","index","Ghana",75,61,0.0769322854638216,0.421052631578947
"prev","women_vitA","pc123","index","Malawi",87,61,0.202255453209891,0.363636363636364
"prev","women_vitA","pc123","index","SierraLeone",14,61,0.0774500662713084,0.5
"prev","women_vitA","pcvar","enet","Gambia",30,89,NA,0.125
"prev","women_vitA","pcvar","enet","Ghana",75,89,0.127891470988444,0.315789473684211
"prev","women_vitA","pcvar","enet","Malawi",87,89,0.00217629956595162,0.272727272727273
"prev","women_vitA","pcvar","enet","SierraLeone",14,89,-0.208880481762013,0.25
"prev","women_vitA","pcvar","index","Gambia",30,89,0.456419378295662,0.625
"prev","women_vitA","pcvar","index","Ghana",75,89,0.0779192998175984,0.421052631578947
"prev","women_vitA","pcvar","index","Malawi",87,89,0.199236715102281,0.318181818181818
"prev","women_vitA","pcvar","index","SierraLeone",14,89,0.185410764710102,0.5
"prev","women_vitA","sup1","enet","Gambia",30,21,0.254609267583955,0.375
"prev","women_vitA","sup1","enet","Ghana",75,21,0.114073270035569,0.368421052631579
"prev","women_vitA","sup1","enet","Malawi",87,21,0.0690799604160128,0.409090909090909
"prev","women_vitA","sup1","enet","SierraLeone",14,21,0.330923010431954,0.5
"prev","women_vitA","sup1","index","Gambia",30,21,0.371002075622335,0.375
"prev","women_vitA","sup1","index","Ghana",75,21,0.0364464189153862,0.368421052631579
"prev","women_vitA","sup1","index","Malawi",87,21,0.229353892966579,0.272727272727273
"prev","women_vitA","sup1","index","SierraLeone",14,21,-0.0821440096816907,0.5
"prev","women_vitA","raw","enet","Gambia",30,329,NA,0.125
"prev","women_vitA","raw","enet","Ghana",75,329,NA,0.105263157894737
"prev","women_vitA","raw","enet","Malawi",87,329,0.162169419269298,0.318181818181818
"prev","women_vitA","raw","enet","SierraLeone",14,329,-0.00704091511557349,0.5
"prev","child_iron","mean1","enet","Gambia",30,21,0.509734122633576,0.375
"prev","child_iron","mean1","enet","Ghana",75,21,0.520181497569293,0.578947368421053
"prev","child_iron","mean1","enet","Malawi",87,21,0.0969975366054512,0.454545454545455
"prev","child_iron","mean1","enet","SierraLeone",14,21,0.169230769230769,0
"prev","child_iron","mean1","index","Gambia",30,21,0.556457896423646,0.375
"prev","child_iron","mean1","index","Ghana",75,21,0.512642842209685,0.631578947368421
"prev","child_iron","mean1","index","Malawi",87,21,-0.191888215575185,0.272727272727273
"prev","child_iron","mean1","index","SierraLeone",14,21,0.164835164835165,0.25
"prev","child_iron","pc1","enet","Gambia",30,21,0.521081324839736,0.5
"prev","child_iron","pc1","enet","Ghana",75,21,0.457459313867102,0.526315789473684
"prev","child_iron","pc1","enet","Malawi",87,21,0.0761022515689595,0.409090909090909
"prev","child_iron","pc1","enet","SierraLeone",14,21,0.283516483516484,0.25
"prev","child_iron","pc1","index","Gambia",30,21,0.526866173023269,0.375
"prev","child_iron","pc1","index","Ghana",75,21,0.445808664674982,0.473684210526316
"prev","child_iron","pc1","index","Malawi",87,21,-0.12145897460976,0.181818181818182
"prev","child_iron","pc1","index","SierraLeone",14,21,-0.0373626373626374,0.25
"prev","child_iron","pc12","enet","Gambia",30,42,0.473912562727856,0.375
"prev","child_iron","pc12","enet","Ghana",75,42,0.243492857012783,0.368421052631579
"prev","child_iron","pc12","enet","Malawi",87,42,0.0521971699100138,0.318181818181818
"prev","child_iron","pc12","enet","SierraLeone",14,42,0.0989010989010989,0.25
"prev","child_iron","pc12","index","Gambia",30,42,0.53042607959775,0.375
"prev","child_iron","pc12","index","Ghana",75,42,0.479618391742313,0.473684210526316
"prev","child_iron","pc12","index","Malawi",87,42,-0.105981323493685,0.227272727272727
"prev","child_iron","pc12","index","SierraLeone",14,42,0.261538461538461,0.25
"prev","child_iron","pc123","enet","Gambia",30,61,0.43831349698304,0.375
"prev","child_iron","pc123","enet","Ghana",75,61,0.218463950108631,0.315789473684211
"prev","child_iron","pc123","enet","Malawi",87,61,0.0569125179518585,0.318181818181818
"prev","child_iron","pc123","enet","SierraLeone",14,61,0.0769230769230769,0.25
"prev","child_iron","pc123","index","Gambia",30,61,0.517966406587065,0.5
"prev","child_iron","pc123","index","Ghana",75,61,0.518796555202092,0.578947368421053
"prev","child_iron","pc123","index","Malawi",87,61,-0.115621793281364,0.227272727272727
"prev","child_iron","pc123","index","SierraLeone",14,61,0.296703296703297,0.25
"prev","child_iron","pcvar","enet","Gambia",30,89,0.393147182319306,0.375
"prev","child_iron","pcvar","enet","Ghana",75,89,0.500963637504839,0.631578947368421
"prev","child_iron","pcvar","enet","Malawi",87,89,0.0807081524608968,0.318181818181818
"prev","child_iron","pcvar","enet","SierraLeone",14,89,0.00659340659340659,0.5
"prev","child_iron","pcvar","index","Gambia",30,89,0.506174216059095,0.5
"prev","child_iron","pcvar","index","Ghana",75,89,0.567655037475913,0.578947368421053
"prev","child_iron","pcvar","index","Malawi",87,89,-0.0945258551367086,0.227272727272727
"prev","child_iron","pcvar","index","SierraLeone",14,89,0.243956043956044,0.25
"prev","child_iron","sup1","enet","Gambia",30,21,0.432306154638603,0.375
"prev","child_iron","sup1","enet","Ghana",75,21,0.478104949567846,0.578947368421053
"prev","child_iron","sup1","enet","Malawi",87,21,0.0430856946802211,0.272727272727273
"prev","child_iron","sup1","enet","SierraLeone",14,21,0.107692307692308,0.25
"prev","child_iron","sup1","index","Gambia",30,21,0.514184005851678,0.5
"prev","child_iron","sup1","index","Ghana",75,21,0.546823790942452,0.578947368421053
"prev","child_iron","sup1","index","Malawi",87,21,-0.169141449586092,0.227272727272727
"prev","child_iron","sup1","index","SierraLeone",14,21,0.230769230769231,0.25
"prev","child_iron","raw","enet","Gambia",30,329,0.381354991791335,0.375
"prev","child_iron","raw","enet","Ghana",75,329,0.494324480796093,0.578947368421053
"prev","child_iron","raw","enet","Malawi",87,329,-0.014219008892139,0.409090909090909
"prev","child_iron","raw","enet","SierraLeone",14,329,-0.27032967032967,0.25
"prev","women_iron","mean1","enet","Gambia",30,21,0.258315720810817,0.25
"prev","women_iron","mean1","enet","Ghana",75,21,0.349186885388882,0.526315789473684
"prev","women_iron","mean1","enet","Malawi",87,21,0.139603147269853,0.272727272727273
"prev","women_iron","mean1","enet","SierraLeone",14,21,-0.226373626373626,0.25
"prev","women_iron","mean1","index","Gambia",30,21,-0.248303483570088,0
"prev","women_iron","mean1","index","Ghana",75,21,0.299130386387361,0.473684210526316
"prev","women_iron","mean1","index","Malawi",87,21,-0.0237423466879177,0.318181818181818
"prev","women_iron","mean1","index","SierraLeone",14,21,-0.481318681318681,0
"prev","women_iron","pc1","enet","Gambia",30,21,0.553342978170975,0.5
"prev","women_iron","pc1","enet","Ghana",75,21,0.389516970672373,0.368421052631579
"prev","women_iron","pc1","enet","Malawi",87,21,0.172925739112545,0.227272727272727
"prev","women_iron","pc1","enet","SierraLeone",14,21,-0.0241758241758242,0.25
"prev","women_iron","pc1","index","Gambia",30,21,0.0718656139723462,0.125
"prev","women_iron","pc1","index","Ghana",75,21,0.389329924254718,0.578947368421053
"prev","women_iron","pc1","index","Malawi",87,21,0.0259175714332045,0.318181818181818
"prev","women_iron","pc1","index","SierraLeone",14,21,-0.195604395604396,0
"prev","women_iron","pc12","enet","Gambia",30,42,0.582712207410448,0.625
"prev","women_iron","pc12","enet","Ghana",75,42,0.256109710326841,0.421052631578947
"prev","women_iron","pc12","enet","Malawi",87,42,0.304059394289048,0.454545454545455
"prev","women_iron","pc12","enet","SierraLeone",14,42,0.279120879120879,0.25
"prev","women_iron","pc12","index","Gambia",30,42,0.320614085864244,0.25
"prev","women_iron","pc12","index","Ghana",75,42,0.346582623727693,0.473684210526316
"prev","women_iron","pc12","index","Malawi",87,42,0.175961797480435,0.409090909090909
"prev","women_iron","pc12","index","SierraLeone",14,42,-0.107692307692308,0
"prev","women_iron","pc123","enet","Gambia",30,61,NA,0.125
"prev","women_iron","pc123","enet","Ghana",75,61,0.235246840665385,0.473684210526316
"prev","women_iron","pc123","enet","Malawi",87,61,0.215597169222214,0.272727272727273
"prev","women_iron","pc123","enet","SierraLeone",14,61,0.0505494505494506,0.25
"prev","women_iron","pc123","index","Gambia",30,61,0.446545780936529,0.375
"prev","women_iron","pc123","index","Ghana",75,61,0.300295829451208,0.473684210526316
"prev","women_iron","pc123","index","Malawi",87,61,0.192400942789496,0.409090909090909
"prev","women_iron","pc123","index","SierraLeone",14,61,-0.0901098901098901,0.25
"prev","women_iron","pcvar","enet","Gambia",30,89,0.661920128692662,0.5
"prev","women_iron","pcvar","enet","Ghana",75,89,0.38799182295919,0.578947368421053
"prev","women_iron","pcvar","enet","Malawi",87,89,0.321313091843152,0.454545454545455
"prev","women_iron","pcvar","enet","SierraLeone",14,89,0.661538461538462,0.25
"prev","women_iron","pcvar","index","Gambia",30,89,0.548225612470158,0.5
"prev","women_iron","pcvar","index","Ghana",75,89,0.348697687065786,0.473684210526316
"prev","women_iron","pcvar","index","Malawi",87,89,0.212477804374717,0.409090909090909
"prev","women_iron","pcvar","index","SierraLeone",14,89,-0.195604395604396,0
"prev","women_iron","sup1","enet","Gambia",30,21,0.742018026618497,0.625
"prev","women_iron","sup1","enet","Ghana",75,21,0.398898067927041,0.526315789473684
"prev","women_iron","sup1","enet","Malawi",87,21,0.153413510333547,0.227272727272727
"prev","women_iron","sup1","enet","SierraLeone",14,21,0.340659340659341,0.25
"prev","women_iron","sup1","index","Gambia",30,21,0.301924576348216,0.25
"prev","women_iron","sup1","index","Ghana",75,21,0.332827517937106,0.473684210526316
"prev","women_iron","sup1","index","Malawi",87,21,0.141065638800727,0.454545454545455
"prev","women_iron","sup1","index","SierraLeone",14,21,-0.327472527472527,0
"prev","women_iron","raw","enet","Gambia",30,329,0.451218158315536,0.5
"prev","women_iron","raw","enet","Ghana",75,329,0.300353382195101,0.368421052631579
"prev","women_iron","raw","enet","Malawi",87,329,0.160790761916498,0.545454545454545
"prev","women_iron","raw","enet","SierraLeone",14,329,-0.415384615384615,0
"prev","women_folate","mean1","enet","Ghana",75,21,0.0227320111795047,0.210526315789474
"prev","women_folate","mean1","enet","Malawi",87,21,0.169687794194633,0.363636363636364
"prev","women_folate","mean1","enet","SierraLeone",14,21,-0.00659340659340659,0.25
"prev","women_folate","mean1","index","Ghana",75,21,0.121783721334713,0.157894736842105
"prev","women_folate","mean1","index","Malawi",87,21,0.0984950655753694,0.318181818181818
"prev","women_folate","mean1","index","SierraLeone",14,21,0.248351648351648,0.25
"prev","women_folate","pc1","enet","Ghana",75,21,0.0190977397997093,0.157894736842105
"prev","women_folate","pc1","enet","Malawi",87,21,0.191926213215477,0.318181818181818
"prev","women_folate","pc1","enet","SierraLeone",14,21,0.010989010989011,0.25
"prev","women_folate","pc1","index","Ghana",75,21,0.101218020938459,0.263157894736842
"prev","women_folate","pc1","index","Malawi",87,21,0.055004946837242,0.318181818181818
"prev","women_folate","pc1","index","SierraLeone",14,21,0.0197802197802198,0.25
"prev","women_folate","pc12","enet","Ghana",75,42,0.0316680431604135,0.105263157894737
"prev","women_folate","pc12","enet","Malawi",87,42,0.104117503871138,0.318181818181818
"prev","women_folate","pc12","enet","SierraLeone",14,42,-0.27032967032967,0
"prev","women_folate","pc12","index","Ghana",75,42,0.022803271402638,0.105263157894737
"prev","women_folate","pc12","index","Malawi",87,42,0.0577789312944257,0.363636363636364
"prev","women_folate","pc12","index","SierraLeone",14,42,0.0549450549450549,0.25
"prev","women_folate","pc123","enet","Ghana",75,62,0.0784860097589546,0.263157894736842
"prev","women_folate","pc123","enet","Malawi",87,62,-0.141650072097193,0.181818181818182
"prev","women_folate","pc123","enet","SierraLeone",14,62,-0.0857142857142857,0.25
"prev","women_folate","pc123","index","Ghana",75,62,0.00912130856105519,0.105263157894737
"prev","women_folate","pc123","index","Malawi",87,62,0.0623215635598807,0.272727272727273
"prev","women_folate","pc123","index","SierraLeone",14,62,0.120879120879121,0.25
"prev","women_folate","pcvar","enet","Ghana",75,84,0.0784860097589546,0.263157894736842
"prev","women_folate","pcvar","enet","Malawi",87,84,0.359109974460505,0.272727272727273
"prev","women_folate","pcvar","enet","SierraLeone",14,84,-0.103296703296703,0
"prev","women_folate","pcvar","index","Ghana",75,84,0.0361146810839279,0.105263157894737
"prev","women_folate","pcvar","index","Malawi",87,84,0.208895923502208,0.409090909090909
"prev","women_folate","pcvar","index","SierraLeone",14,84,0.120879120879121,0.25
"prev","women_folate","sup1","enet","Ghana",75,21,-0.0672839026824087,0.263157894736842
"prev","women_folate","sup1","enet","Malawi",87,21,0.255597534313249,0.454545454545455
"prev","women_folate","sup1","enet","SierraLeone",14,21,0.371428571428571,0.5
"prev","women_folate","sup1","index","Ghana",75,21,0.0561673078736226,0.157894736842105
"prev","women_folate","sup1","index","Malawi",87,21,0.0961120453705405,0.409090909090909
"prev","women_folate","sup1","index","SierraLeone",14,21,0.265934065934066,0.25
"prev","women_folate","raw","enet","Ghana",75,331,0.114999748092429,0.315789473684211
"prev","women_folate","raw","enet","Malawi",87,331,0.253642713051476,0.409090909090909
"prev","women_folate","raw","enet","SierraLeone",14,331,0.534065934065934,0.5
"prev","women_b12","mean1","enet","Ghana",75,21,0.0247225489626413,0.210526315789474
"prev","women_b12","mean1","enet","Malawi",87,21,-0.115750268230723,0.136363636363636
"prev","women_b12","mean1","enet","SierraLeone",14,21,0.033035170207414,0.25
"prev","women_b12","mean1","index","Ghana",75,21,0.129252371367018,0.263157894736842
"prev","women_b12","mean1","index","Malawi",87,21,0.243550460779538,0.227272727272727
"prev","women_b12","mean1","index","SierraLeone",14,21,-0.269787223360548,0.25
"prev","women_b12","pc1","enet","Ghana",75,21,0.076315295372079,0.210526315789474
"prev","women_b12","pc1","enet","Malawi",87,21,0.0448130545301041,0.227272727272727
"prev","women_b12","pc1","enet","SierraLeone",14,21,-0.0220234468049427,0.25
"prev","women_b12","pc1","index","Ghana",75,21,0.148499236408226,0.210526315789474
"prev","women_b12","pc1","index","Malawi",87,21,0.257375254523465,0.181818181818182
"prev","women_b12","pc1","index","SierraLeone",14,21,-0.275293085061784,0.25
"prev","women_b12","pc12","enet","Ghana",75,42,0.24204490244326,0.421052631578947
"prev","women_b12","pc12","enet","Malawi",87,42,0.0744773586634978,0.227272727272727
"prev","women_b12","pc12","enet","SierraLeone",14,42,0.0660703404148281,0.25
"prev","women_b12","pc12","index","Ghana",75,42,0.279571370994643,0.368421052631579
"prev","women_b12","pc12","index","Malawi",87,42,0.408929915712087,0.318181818181818
"prev","women_b12","pc12","index","SierraLeone",14,42,-0.187199297842013,0.25
"prev","women_b12","pc123","enet","Ghana",75,62,0.228863914800048,0.368421052631579
"prev","women_b12","pc123","enet","Malawi",87,62,-0.00838505880096575,0.272727272727273
"prev","women_b12","pc123","enet","SierraLeone",14,62,0.033035170207414,0.25
"prev","women_b12","pc123","index","Ghana",75,62,0.266816634195615,0.368421052631579
"prev","women_b12","pc123","index","Malawi",87,62,0.323237301055078,0.272727272727273
"prev","women_b12","pc123","index","SierraLeone",14,62,-0.187199297842013,0.25
"prev","women_b12","pcvar","enet","Ghana",75,84,0.16694278255078,0.368421052631579
"prev","women_b12","pcvar","enet","Malawi",87,84,-0.356863881258035,0.0454545454545455
"prev","women_b12","pcvar","enet","SierraLeone",14,84,0.00550586170123567,0.25
"prev","women_b12","pcvar","index","Ghana",75,84,0.233634645402255,0.263157894736842
"prev","women_b12","pcvar","index","Malawi",87,84,0.262882146687943,0.318181818181818
"prev","women_b12","pcvar","index","SierraLeone",14,84,-0.151411196783981,0.25
"prev","women_b12","sup1","enet","Ghana",75,21,0.130711460795185,0.210526315789474
"prev","women_b12","sup1","enet","Malawi",87,21,-0.0848867279987928,0.181818181818182
"prev","women_b12","sup1","enet","SierraLeone",14,21,-0.115623095725949,0.25
"prev","women_b12","sup1","index","Ghana",75,21,0.225273571150964,0.315789473684211
"prev","women_b12","sup1","index","Malawi",87,21,0.346665577476083,0.272727272727273
"prev","women_b12","sup1","index","SierraLeone",14,21,-0.269787223360548,0.25
"prev","women_b12","raw","enet","Ghana",75,331,0.0947916300411086,0.210526315789474
"prev","women_b12","raw","enet","Malawi",87,331,-0.104592575569941,0.181818181818182
"prev","women_b12","raw","enet","SierraLeone",14,331,-0.016517585103707,0.25
"level","child_vitA","mean1","enet","Gambia",30,21,0.634260289210234,0.5
"level","child_vitA","mean1","enet","Ghana",75,21,0.392347083926031,0.631578947368421
"level","child_vitA","mean1","enet","Malawi",87,21,0.0555332798716921,0.272727272727273
"level","child_vitA","mean1","enet","SierraLeone",14,21,0.142857142857143,0.25
"level","child_vitA","mean1","index","Gambia",30,21,0.65027808676307,0.5
"level","child_vitA","mean1","index","Ghana",75,21,0.400967283072546,0.631578947368421
"level","child_vitA","mean1","index","Malawi",87,21,0.198822628854706,0.318181818181818
"level","child_vitA","mean1","index","SierraLeone",14,21,-0.0681318681318681,0.25
"level","child_vitA","pc1","enet","Gambia",30,21,0.589766407119021,0.5
"level","child_vitA","pc1","enet","Ghana",75,21,0.367226173541963,0.631578947368421
"level","child_vitA","pc1","enet","Malawi",87,21,0.162918276591091,0.363636363636364
"level","child_vitA","pc1","enet","SierraLeone",14,21,0.0197802197802198,0.25
"level","child_vitA","pc1","index","Gambia",30,21,0.631590656284761,0.5
"level","child_vitA","pc1","index","Ghana",75,21,0.361422475106686,0.578947368421053
"level","child_vitA","pc1","index","Malawi",87,21,0.234617627761172,0.454545454545455
"level","child_vitA","pc1","index","SierraLeone",14,21,0.0681318681318681,0.5
"level","child_vitA","pc12","enet","Gambia",30,42,0.672080088987764,0.5
"level","child_vitA","pc12","enet","Ghana",75,42,0.334822190611664,0.631578947368421
"level","child_vitA","pc12","enet","Malawi",87,42,0.159182036888532,0.363636363636364
"level","child_vitA","pc12","enet","SierraLeone",14,42,-0.0549450549450549,0.25
"level","child_vitA","pc12","index","Gambia",30,42,0.618687430478309,0.375
"level","child_vitA","pc12","index","Ghana",75,42,0.350128022759602,0.578947368421053
"level","child_vitA","pc12","index","Malawi",87,42,0.229441568856164,0.5
"level","child_vitA","pc12","index","SierraLeone",14,42,0.0417582417582418,0.5
"level","child_vitA","pc123","enet","Gambia",30,61,0.598665183537264,0.5
"level","child_vitA","pc123","enet","Ghana",75,61,0.330611664295875,0.578947368421053
"level","child_vitA","pc123","enet","Malawi",87,61,0.142469198804403,0.363636363636364
"level","child_vitA","pc123","enet","SierraLeone",14,61,0.0505494505494506,0.5
"level","child_vitA","pc123","index","Gambia",30,61,0.5853170189099,0.375
"level","child_vitA","pc123","index","Ghana",75,61,0.339886201991465,0.578947368421053
"level","child_vitA","pc123","index","Malawi",87,61,0.223208427498724,0.5
"level","child_vitA","pc123","index","SierraLeone",14,61,0.00659340659340659,0.5
"level","child_vitA","pcvar","enet","Gambia",30,89,0.710789766407119,0.5
"level","child_vitA","pcvar","enet","Ghana",75,89,0.319203413940256,0.473684210526316
"level","child_vitA","pcvar","enet","Malawi",87,89,0.146733979733178,0.272727272727273
"level","child_vitA","pcvar","enet","SierraLeone",14,89,-0.27032967032967,0.25
"level","child_vitA","pcvar","index","Gambia",30,89,0.612903225806452,0.5
"level","child_vitA","pcvar","index","Ghana",75,89,0.366543385490754,0.578947368421053
"level","child_vitA","pcvar","index","Malawi",87,89,0.261190493548152,0.409090909090909
"level","child_vitA","pcvar","index","SierraLeone",14,89,0.0417582417582418,0.5
"level","child_vitA","sup1","enet","Gambia",30,21,0.253392658509455,0.5
"level","child_vitA","sup1","enet","Ghana",75,21,0.293883357041252,0.368421052631579
"level","child_vitA","sup1","enet","Malawi",87,21,0.0412808923233943,0.409090909090909
"level","child_vitA","sup1","enet","SierraLeone",14,21,0.12967032967033,0.5
"level","child_vitA","sup1","index","Gambia",30,21,0.584872080088988,0.5
"level","child_vitA","sup1","index","Ghana",75,21,0.377809388335704,0.631578947368421
"level","child_vitA","sup1","index","Malawi",87,21,0.21130713712911,0.454545454545455
"level","child_vitA","sup1","index","SierraLeone",14,21,-0.0373626373626374,0.5
"level","child_vitA","raw","enet","Gambia",30,329,0.692547274749722,0.625
"level","child_vitA","raw","enet","Ghana",75,329,0.345889046941678,0.684210526315789
"level","child_vitA","raw","enet","Malawi",87,329,0.20733396515273,0.454545454545455
"level","child_vitA","raw","enet","SierraLeone",14,329,0.208791208791209,0.25
"level","women_vitA","mean1","enet","Gambia",30,21,0.540378197997775,0.5
"level","women_vitA","mean1","enet","Ghana",75,21,0.255618776671408,0.421052631578947
"level","women_vitA","mean1","enet","Malawi",87,21,0.272125829262958,0.363636363636364
"level","women_vitA","mean1","enet","SierraLeone",14,21,-0.0021978021978022,0.5
"level","women_vitA","mean1","index","Gambia",30,21,0.728142380422692,0.5
"level","women_vitA","mean1","index","Ghana",75,21,0.270867709815078,0.421052631578947
"level","women_vitA","mean1","index","Malawi",87,21,0.342913902456805,0.363636363636364
"level","women_vitA","mean1","index","SierraLeone",14,21,-0.0681318681318681,0.5
"level","women_vitA","pc1","enet","Gambia",30,21,0.607119021134594,0.5
"level","women_vitA","pc1","enet","Ghana",75,21,0.285092460881935,0.368421052631579
"level","women_vitA","pc1","enet","Malawi",87,21,0.257672960559889,0.363636363636364
"level","women_vitA","pc1","enet","SierraLeone",14,21,0.0417582417582418,0.75
