"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"region","prev","sl_lrn_enet",2,0.0588952707519996,0.0588952707519996,1
"infill","level","sl_lrn_ridge",2,-0.0491361084785303,-0.0491361084785303,1
"infill","prev","sl_lrn_ridge",2,-0.0242596798963556,-0.0242596798963556,0
"region","level","sl_lrn_ridge",2,-0.0378635999125173,-0.0378635999125173,1
"region","prev","sl_lrn_ridge",2,-0.123910243110092,-0.123910243110092,0
"infill","level","sl_lrn_ranger",2,0.0500200481154772,0.0500200481154772,1
"infill","prev","sl_lrn_ranger",2,-0.00795999338729431,-0.00795999338729431,1
"region","level","sl_lrn_ranger",2,0.0755540570095502,0.0755540570095502,2
"region","prev","sl_lrn_ranger",2,-0.055396853473351,-0.055396853473351,0
"infill","level","sl_lrn_xgb",2,0.100896697528614,0.100896697528614,2
"infill","prev","sl_lrn_xgb",2,0.0408603540198149,0.0408603540198149,2
"region","level","sl_lrn_xgb",2,0.224511555004739,0.224511555004739,2
"region","prev","sl_lrn_xgb",2,0.0851216648916801,0.0851216648916801,2
"infill","level","sl_lrn_domain_index",2,0.00530363782168114,0.00530363782168114,2
"infill","prev","sl_lrn_domain_index",2,0.00934747924341318,0.00934747924341318,2
"region","level","sl_lrn_domain_index",2,-0.000164030035722101,-0.000164030035722101,0
"region","prev","sl_lrn_domain_index",2,-0.00456876136363517,-0.00456876136363517,1
"infill","level","sl_lrn_domain_pc_ridge",2,-0.0875191368375009,-0.0875191368375009,0
"infill","prev","sl_lrn_domain_pc_ridge",2,-0.058526849453928,-0.058526849453928,1
"region","level","sl_lrn_domain_pc_ridge",2,-0.195815411533134,-0.195815411533134,1
"region","prev","sl_lrn_domain_pc_ridge",2,-0.147325630276112,-0.147325630276112,0
"infill","level","sl_lrn_domain_pc_enet",2,-0.13239905941428,-0.13239905941428,0
"infill","prev","sl_lrn_domain_pc_enet",2,-0.168950962376069,-0.168950962376069,0
"region","level","sl_lrn_domain_pc_enet",2,-0.218695821959601,-0.218695821959601,0
"region","prev","sl_lrn_domain_pc_enet",2,-0.229530095205855,-0.229530095205855,0
"infill","level","sl_lrn_domain_pc1_ols",2,-0.114957716701903,-0.114957716701903,0
"infill","prev","sl_lrn_domain_pc1_ols",2,-0.185363549860298,-0.185363549860298,0
"region","level","sl_lrn_domain_pc1_ols",2,-0.105471312969308,-0.105471312969308,0
"region","prev","sl_lrn_domain_pc1_ols",2,-0.192474106306365,-0.192474106306365,0
"infill","level","sl_lrn_hapc",2,0.0324141576146388,0.0324141576146388,1
"infill","prev","sl_lrn_hapc",2,-0.0720844064038216,-0.0720844064038216,0
"region","level","sl_lrn_hapc",2,0.0414266967995918,0.0414266967995918,1
"region","prev","sl_lrn_hapc",2,-0.0209282060347302,-0.0209282060347302,1
"infill","level","sl_lrn_hapc_lasso",2,-0.0255157833345484,-0.0255157833345484,1
"infill","prev","sl_lrn_hapc_lasso",2,-0.0355543533145206,-0.0355543533145206,0
"region","level","sl_lrn_hapc_lasso",2,-0.000555879565502668,-0.000555879565502668,1
"region","prev","sl_lrn_hapc_lasso",2,0.032005876749071,0.032005876749071,2
"infill","level","sl_lrn_spatial_gam",2,-0.127214405482248,-0.127214405482248,0
"infill","prev","sl_lrn_spatial_gam",2,-0.0756209718113138,-0.0756209718113138,0
"region","level","sl_lrn_spatial_gam",2,-0.133529561857549,-0.133529561857549,0
"region","prev","sl_lrn_spatial_gam",2,-0.0681024025560067,-0.0681024025560067,0
"infill","level","sl_lrn_spatial_plus_domain",2,-0.0997576000583218,-0.0997576000583218,0
"infill","prev","sl_lrn_spatial_plus_domain",2,-0.050594295386718,-0.050594295386718,0
"region","level","sl_lrn_spatial_plus_domain",2,-0.0617755340088941,-0.0617755340088941,0
"region","prev","sl_lrn_spatial_plus_domain",2,-0.061667822201033,-0.061667822201033,0
"infill","level","ridge_min",2,-0.0721732157177225,-0.0721732157177225,0
"infill","prev","ridge_min",2,-0.0955163481481002,-0.0955163481481002,0
"region","level","ridge_min",2,-0.0504756871035941,-0.0504756871035941,1
"region","prev","ridge_min",2,-0.24482688011243,-0.24482688011243,0
"infill","level","domain_enet",2,-0.000473864547641617,-0.000473864547641617,1
"infill","prev","domain_enet",2,-0.0757621078876159,-0.0757621078876159,0
"region","level","domain_enet",2,0.0524440475322592,0.0524440475322592,1
"region","prev","domain_enet",2,-0.211860996858667,-0.211860996858667,0
