"country","outcome","rep","arm","n_areas","spearman","topk"
"Ghana","women_vitA",3,"rf",75,-0.0942325924533696,0.0526315789473684
"Ghana","women_vitA",3,"mean",75,-0.138518962276252,0.210526315789474
"Ghana","women_vitA",4,"mse_discrete",75,-0.180142886901136,0.210526315789474
"Ghana","women_vitA",4,"mse_nnls",75,-0.0671306926370741,0.210526315789474
"Ghana","women_vitA",4,"rank_discrete",75,0.020148122889746,0.210526315789474
"Ghana","women_vitA",4,"rank_nnls",75,0.00904882510313814,0.263157894736842
"Ghana","women_vitA",4,"domain_index",75,0.020148122889746,0.210526315789474
"Ghana","women_vitA",4,"enet",75,-0.18694720203419,0.210526315789474
"Ghana","women_vitA",4,"rf",75,-0.0375325652061198,0.157894736842105
"Ghana","women_vitA",4,"mean",75,-0.180142886901136,0.210526315789474
"Ghana","women_vitA",5,"mse_discrete",75,-0.0723300985284865,0.263157894736842
"Ghana","women_vitA",5,"mse_nnls",75,-0.0681730816928585,0.157894736842105
"Ghana","women_vitA",5,"rank_discrete",75,0.0311848033968824,0.210526315789474
"Ghana","women_vitA",5,"rank_nnls",75,0.0921375442767809,0.210526315789474
"Ghana","women_vitA",5,"domain_index",75,0.114469866329353,0.210526315789474
"Ghana","women_vitA",5,"enet",75,-0.0723300985284865,0.263157894736842
"Ghana","women_vitA",5,"rf",75,0.0451995500225718,0.210526315789474
"Ghana","women_vitA",5,"mean",75,-0.0723300985284865,0.263157894736842
"Ghana","child_iron",1,"mse_discrete",75,0.577492411609947,0.578947368421053
"Ghana","child_iron",1,"mse_nnls",75,0.563742932232481,0.631578947368421
"Ghana","child_iron",1,"rank_discrete",75,0.555190556171107,0.631578947368421
"Ghana","child_iron",1,"rank_nnls",75,0.571552864962983,0.631578947368421
"Ghana","child_iron",1,"domain_index",75,0.577363911802681,0.631578947368421
"Ghana","child_iron",1,"enet",75,0.494595758166988,0.421052631578947
"Ghana","child_iron",1,"rf",75,0.577206856482689,0.631578947368421
"Ghana","child_iron",1,"mean",75,-0.127422334276022,0.157894736842105
"Ghana","child_iron",2,"mse_discrete",75,0.498979029370396,0.526315789473684
"Ghana","child_iron",2,"mse_nnls",75,0.439497896362583,0.526315789473684
"Ghana","child_iron",2,"rank_discrete",75,0.502862579101103,0.526315789473684
"Ghana","child_iron",2,"rank_nnls",75,0.474364177400768,0.578947368421053
"Ghana","child_iron",2,"domain_index",75,0.503847744290143,0.526315789473684
"Ghana","child_iron",2,"enet",75,0.443324335067838,0.578947368421053
"Ghana","child_iron",2,"rf",75,0.490869263756273,0.578947368421053
"Ghana","child_iron",2,"mean",75,-0.208072147908702,0.157894736842105
"Ghana","child_iron",3,"mse_discrete",75,0.552449226949432,0.578947368421053
"Ghana","child_iron",3,"mse_nnls",75,0.52125232929651,0.631578947368421
"Ghana","child_iron",3,"rank_discrete",75,0.518782277445729,0.526315789473684
"Ghana","child_iron",3,"rank_nnls",75,0.530147371510592,0.578947368421053
