"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"infill","prev","sl_lrn_domain_pc_ridge",6,-0.0413883165152839,-0.0332001762665464,3
"region","level","sl_lrn_domain_pc_ridge",6,-0.0139260312944523,-0.0212233285917497,3
"region","prev","sl_lrn_domain_pc_ridge",6,-0.12889231629016,-0.104609980763751,2
"infill","level","sl_lrn_domain_pc_enet",6,-0.0612375533428165,-0.0596301564722617,2
"infill","prev","sl_lrn_domain_pc_enet",6,-0.119071144874493,-0.0544106611457373,1
"region","level","sl_lrn_domain_pc_enet",6,-0.139284020862968,-0.131152204836415,0
"region","prev","sl_lrn_domain_pc_enet",6,-0.19255529299848,-0.0896217113020586,2
"infill","level","sl_lrn_domain_pc1_ols",6,-0.129388335704125,-0.133541963015647,0
"infill","prev","sl_lrn_domain_pc1_ols",6,-0.106283777161509,-0.105959269024701,0
"region","level","sl_lrn_domain_pc1_ols",6,-0.184713134186818,-0.205263157894737,1
"region","prev","sl_lrn_domain_pc1_ols",6,-0.0318993361966757,-0.0322386405277951,2
"infill","level","sl_lrn_hapc",6,0.0308345187292556,0.0367567567567568,4
"infill","prev","sl_lrn_hapc",6,0.0162632228972913,-0.0159255122435976,2
"region","level","sl_lrn_hapc",6,0.000308202939781899,-0.0214224751066856,2
"region","prev","sl_lrn_hapc",6,-0.00782458327621237,-0.000270281371675257,3
"infill","level","sl_lrn_hapc_lasso",6,0.0278615457562826,0.018520625889047,4
"infill","prev","sl_lrn_hapc_lasso",6,0.0106425768002599,-0.0286298144962105,2
"region","level","sl_lrn_hapc_lasso",6,-0.00590327169274536,0.00701280227596018,3
"region","prev","sl_lrn_hapc_lasso",6,-0.0536931883377675,-0.0273429342954951,1
"infill","level","sl_lrn_spatial_gam",6,0.0437363679468943,0.0175391180654338,4
"infill","prev","sl_lrn_spatial_gam",6,0.0619193431588897,0.0288049801587242,4
"region","level","sl_lrn_spatial_gam",6,0.0546989094357515,0.0358179231863442,5
"region","prev","sl_lrn_spatial_gam",6,0.0708973997819057,0.0103015759663792,3
"infill","level","sl_lrn_spatial_plus_domain",6,0.0474348032242769,0.0285490753911806,4
"infill","prev","sl_lrn_spatial_plus_domain",6,0.0621480548962825,0.0288049801587242,4
"region","level","sl_lrn_spatial_plus_domain",6,0.0470981507823613,0.0290469416785206,5
"region","prev","sl_lrn_spatial_plus_domain",6,0.0719445571479405,0.0235188024238066,4
"infill","level","ridge_min",6,-0.00110004741583688,-0.00483641536273111,3
"infill","prev","ridge_min",6,-0.0510487167028182,-0.0359097954379652,0
"region","level","ridge_min",6,-0.018610715979137,-0.0176813655761024,2
"region","prev","ridge_min",6,-0.118669726860057,-0.0914306241470154,0
"infill","level","domain_enet",6,-0.0266998577524893,-0.0428591749644381,2
"infill","prev","domain_enet",6,-0.0354979208400156,-0.0485371270978357,2
"region","level","domain_enet",6,-0.0658843053579896,-0.113157894736842,2
"region","prev","domain_enet",6,-0.10435015702719,-0.0868342696939993,3
