"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"region","level","lasso_min",18,-0.0758512713980599,-0.0907909689444728,5
"region","prev","lasso_min",18,-0.165320682740117,-0.114353872105574,4
"country","level","lasso_1se",17,0.0327488196203734,0.0791208791208791,9
"country","prev","lasso_1se",9,0.031172845906787,0.0940538881954065,5
"infill","level","lasso_1se",18,-0.190871972777584,-0.1664977056793,1
"infill","prev","lasso_1se",18,-0.273681339503375,-0.276235761059982,0
"region","level","lasso_1se",18,-0.366224711288234,-0.307087120130821,0
"region","prev","lasso_1se",18,-0.478992125804589,-0.451111811202593,1
"country","level","lasso_nested",22,-0.0657385990411899,-0.0270697012802276,8
"country","prev","lasso_nested",20,-0.0567586838106805,-0.0117278660215265,9
"infill","level","lasso_nested",18,-0.0598663119336096,-0.08,5
"infill","prev","lasso_nested",18,-0.0686908329981768,-0.06580134175293,4
"region","level","lasso_nested",18,-0.053660919315543,-0.0581153247037685,5
"region","prev","lasso_nested",18,-0.0855231660569743,-0.0710296925691729,5
"country","level","ridge_nested_1se",9,0.00309210382114725,0.0133997155049788,5
"country","prev","ridge_nested_1se",7,0.0615373784165932,0.0759552337536738,6
"infill","level","ridge_nested_1se",18,-0.087352222190714,-0.0829810901001113,0
"infill","prev","ridge_nested_1se",18,-0.0698026253440491,-0.085133691830355,1
"region","level","ridge_nested_1se",18,-0.110580096645887,-0.109354826951252,0
"region","prev","ridge_nested_1se",18,-0.157969514987614,-0.141307729140075,2
"country","level","enet_nested_1se",18,0.0213813713850747,-0.0455041660101546,7
"country","prev","enet_nested_1se",12,0.0486194981791357,0.0670639739840996,7
"infill","level","enet_nested_1se",18,-0.0527405620878785,-0.0525027808676307,4
"infill","prev","enet_nested_1se",18,-0.0562034475202017,-0.0642388849010757,3
"region","level","enet_nested_1se",18,-0.0642238730802591,-0.082158491258661,4
"region","prev","enet_nested_1se",18,-0.0523400593431614,-0.042299573731162,6
"country","level","lasso_nested_1se",19,0.0245447768077506,-0.0271412680756395,7
"country","prev","lasso_nested_1se",11,0.0464347823664035,0.117123302741799,7
"infill","level","lasso_nested_1se",18,-0.0488412615490165,-0.0616240266963293,5
"infill","prev","lasso_nested_1se",18,-0.0613762916584221,-0.0691765705542823,3
"region","level","lasso_nested_1se",18,-0.0682168035732652,-0.0761416843239023,5
"region","prev","lasso_nested_1se",18,-0.0525076322175041,-0.0488787035279963,5
"country","level","sparse5",22,-0.163117067240225,-0.0687272030295286,8
"country","prev","sparse5",22,-0.101806076133114,-0.0939280299969103,9
"infill","level","sparse5",18,-0.0676127256641033,-0.0580907187850576,4
"infill","prev","sparse5",18,-0.0627762846171766,-0.0513476056913742,3
"region","level","sparse5",18,-0.0988074393960983,-0.0832005689900426,4
"region","prev","sparse5",18,-0.063383232817859,-0.0556695440767015,6
"country","level","sparse10",22,-0.102338831012299,-0.0189710178586708,9
"country","prev","sparse10",22,-0.0645011951690703,-0.0505152703011832,8
"infill","level","sparse10",18,-0.0413868821371173,-0.046162576721092,5
"infill","prev","sparse10",18,-0.0303560252472419,-0.0246196397320381,6
"region","level","sparse10",18,-0.0578207191667204,-0.0419973439941363,4
"region","prev","sparse10",18,-0.0841859792717989,-0.0660003046596284,5
"country","level","sparse20",22,0.0277803821353186,0.00613805824332139,12
"country","prev","sparse20",22,-0.0209558999875757,-0.0704129714862367,7
"infill","level","sparse20",18,-0.0226126973189941,-0.0229235208488642,5
"infill","prev","sparse20",18,-0.00970212280773878,0.000909558951070089,9
"region","level","sparse20",18,-0.0366147373877913,-0.049203413940256,3
"region","prev","sparse20",18,-0.0300828127085412,-0.0159952169389743,7
"country","level","sparse10w",22,-0.106023317234085,0.00956618464961068,11
"country","prev","sparse10w",22,-0.0687340879649772,-0.0639851669131101,9
"infill","level","sparse10w",18,-0.0448298148327421,-0.0459546312910516,5
"infill","prev","sparse10w",18,-0.0352929692065136,-0.0234905198838222,5
"region","level","sparse10w",18,-0.0678560698313232,-0.0434422751678903,3
"region","prev","sparse10w",18,-0.0880939630138581,-0.0735927264013755,4
