"estimand","n_train","n_test","country","outcome","target","rep","mse_pick","rank_pick","library","w_mean","wr_mean","rho_mean","w_lasso","wr_lasso","rho_lasso","w_enet","wr_enet","rho_enet","w_ridge","wr_ridge","rho_ridge","w_ranger","wr_ranger","rho_ranger","w_xgb","wr_xgb","rho_xgb","w_domain_index","wr_domain_index","rho_domain_index","w_domain_pc_ridge","wr_domain_pc_ridge","rho_domain_pc_ridge","w_domain_pc_enet","wr_domain_pc_enet","rho_domain_pc_enet","w_domain_pc1_ols","wr_domain_pc1_ols","rho_domain_pc1_ols","w_hapc","wr_hapc","rho_hapc","w_hapc_lasso","wr_hapc_lasso","rho_hapc_lasso"
"country",119,87,NA,"women_iron","prev",1,"ridge","ridge","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0238933546416376,0,NA,0.0334518415784606,0,NA,0.0669536752344296,0.459369574382858,NA,0.206870787592331,0,NA,0.0566374529543087,0.201566219022939,NA,0.106422420427291,0.270683786429413,NA,0.184260085107829,0,NA,0.160763808678894,0,NA,0.104897798414045,0.0683804201647892,NA,0.114599695962589,0,NA,-0.019604036108641,0,NA,0.13175412027332
"country",192,14,NA,"women_iron","prev",1,"domain_pc_enet","domain_pc_enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,0.0397577969477645,0,NA,0.214490167406941,0,NA,0.265018958126306,0,NA,0.170534987249059,0.196318661328152,NA,0.122157189285144,0,NA,0.169383883306075,0,NA,0.226473541738846,0,NA,0.209805046930516,0.803681338671848,NA,0.30231387635578,0,NA,0.0399624210936575,0,NA,0.157983281892906,0,NA,0.12133230225294
"country",101,75,NA,"women_folate","prev",1,"hapc","hapc","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0288883562986327,0,NA,0.0614405266076175,0,NA,0.0532601465757391,0,NA,0.272509514775888,0,NA,0.319581647670694,0,NA,0.165614332626509,0,NA,0.250313475186664,0,NA,0.0280057966311543,0,NA,0.045129979430749,0,NA,-0.21240901502645,1,NA,0.340520305229997,0,NA,0.289150641265788
"country",89,87,NA,"women_folate","prev",1,"ridge","domain_pc_enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0865891870900293,0,NA,-0.016745433704382,0,NA,-0.0959065305718705,0.457349193261617,NA,0.0577698338946657,0,NA,-0.0536535626477298,0,NA,-0.138096566503567,0,NA,-0.0386210206352464,0,NA,0.0470657399048719,0.542650806738383,NA,0.0635389077353039,0,NA,-0.280820497130025,0,NA,-0.211231076453189,0,NA,-0.166014144526751
"country",162,14,NA,"women_folate","prev",1,"enet","enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.0576837443508384,NA,0.0859322073985769,0,NA,0.17350731998928,0.827750895501721,NA,0.222571428774365,0,NA,0.0660324789133214,0,NA,0.0340174610958414,0,NA,0.0723357851594223,0,NA,-0.0523949055253295,0,NA,0.0547244806263935,0.11456536014744,NA,0.114790698201853,0,NA,0.0720596349194785,0,NA,0.0503244868032896,0,NA,0.0404524697640693
"country",101,75,NA,"women_b12","prev",1,"domain_pc_enet","domain_pc_enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.125928477169153,0,NA,0.11266632317438,0,NA,-0.12556929827645,0,NA,-0.067100483011698,0,NA,-0.0887139720054233,0,NA,-0.0869747183652654,0,NA,-0.0548015351116874,0,NA,-0.127929705592622,0.989322982129234,NA,0.232470206269961,0.0106770178707658,NA,0.0688118550919212,0,NA,-0.00625890583309411,0,NA,0.0124516117006459
"country",89,87,NA,"women_b12","prev",1,"domain_pc_enet","lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.295645679200799,0,NA,-0.160921338846536,0,NA,-0.224796727498782,0,NA,-0.30360978029616,0,NA,-0.289675658212159,0,NA,-0.166710242447574,0,NA,-0.308004186860348,0,NA,-0.411265972884811,1,NA,-0.396435184597984,0,NA,-0.194701394204853,0,NA,-0.193861567363471,0,NA,-0.209486038159736
"country",162,14,NA,"women_b12","prev",1,"hapc_lasso","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.715061284592378,NA,-0.175183098520592,0,NA,0.192765686492087,0.161377528720085,NA,0.198487450200963,0,NA,0.0754644898930546,0,NA,0.0736714881770842,0,NA,0.109361583378032,0.0372090023361358,NA,0.21514868462029,0,NA,-0.076138485718817,0,NA,-0.0912574461243735,0,NA,-0.183406073518519,0,NA,0.156653623819027,0.0863521843514006,NA,0.193533292849205
"country",176,30,NA,"child_vitA","level",1,"hapc_lasso","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.64994267192091,NA,-0.0028142406170396,0,NA,0.203920316971164,0,NA,0.142209993396434,0,NA,0.19508254457407,0,NA,0.182025093550517,0,NA,0.0972353070658155,0.128267647653932,NA,0.261624477217698,0,NA,0.0381245872771297,0,NA,-0.0540801013230455,0.0316829508775034,NA,0.0736033458067356,0.190106729547654,NA,0.233814659916355,0,NA,0.245166189742461
"country",131,75,NA,"child_vitA","level",1,"lasso","enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0191257271737109,0.196372427270852,NA,0.325906154913788,0.803627572729148,NA,0.338141248064912,0,NA,0.219660492179576,0,NA,0.163454865744942,0,NA,0.124208615811669,0,NA,0.27525756686062,0,NA,0.107243901137031,0,NA,0.228217583942775,0,NA,-0.222703250947526,0,NA,0.222660545561309,0,NA,0.30523674798484
"country",119,87,NA,"child_vitA","level",1,"ranger","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.00371638743815825,0,NA,0.271941318900442,0.351734497064135,NA,0.356993305796895,0,NA,0.363609172482552,0,NA,0.288085742771685,0.110948603049601,NA,0.304977923372739,0.537316899886264,NA,0.3989460190856,0,NA,0.303610596781085,0,NA,0.183506622988178,0,NA,-0.350121065375303,0,NA,0.288748041589517,0,NA,0.337879219484404
"country",192,14,NA,"child_vitA","level",1,"hapc","hapc","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.00567365332812997,0,NA,0.341660336923202,0.152700592787752,NA,0.371614152402138,0.409691768923911,NA,0.425960651601877,0,NA,0.342775954208827,0,NA,0.290640343976345,0.00755546557565121,NA,0.398524604617096,0,NA,0.393070287279928,0.14908468607582,NA,0.290636953042346,0,NA,0.0659570572118384,0.280967486636866,NA,0.426108157230828,0,NA,0.402018962102922
"country",176,30,NA,"women_vitA","level",1,"hapc_lasso","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0508641103396878,0,NA,0.084472815320273,0,NA,0.244855822143958,0,NA,0.227649130530486,0,NA,0.105245432533568,0,NA,0.0559520140876073,0,NA,0.332956196346027,0,NA,0.0286748844375963,0,NA,0.0718578032137354,0.341470419704188,NA,0.314252696456086,0,NA,0.191488003521902,0.658529580295812,NA,0.269148139995598
"country",131,75,NA,"women_vitA","level",1,"enet","hapc_lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.021634597064315,0,NA,0.191272086691934,0.472540230713968,NA,0.240292531895585,0.16072989691026,NA,0.267431804836385,0,NA,0.169978113489564,0,NA,0.227347461698607,0,NA,0.257107777718465,0,NA,-0.0334810227939999,0,NA,-0.0131523222160036,0.0410852918616543,NA,0.288619014573213,0,NA,0.21113542945604,0.325644580514117,NA,0.36720226338547
"country",119,87,NA,"women_vitA","level",1,"domain_pc_enet","domain_pc_enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0103501182068304,0.0027542860356943,NA,0.354742914114799,0.258865393132598,NA,0.312476855148839,0,NA,0.4082894174619,0,NA,0.253439680957129,0.00312081542106519,NA,0.271720552627831,0,NA,0.333855576128757,0,NA,0.310753453923943,0.539826108480946,NA,0.449601196410768,0.195433396929696,NA,0.299081327446233,0,NA,0.185892323030907,0,NA,0.319569861843042
"country",192,14,NA,"women_vitA","level",1,"domain_index","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.0761162567697508,NA,-0.0249817961573395,0,NA,0.275315017768494,0,NA,0.285379309877113,0,NA,0.303698830805957,0,NA,0.330097251987087,0,NA,0.252800911483059,0.923883743230249,NA,0.37148699237718,0,NA,0.224839269728454,0,NA,0.243253736809267,0,NA,0.311465765130348,0,NA,0.315899411333858,0,NA,0.358759121612457
"country",176,30,NA,"child_iron","level",1,"ranger","ranger","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.66733162087374,NA,0.0052584128960587,0,NA,0.0413053048646269,0.0329217009132474,NA,0.196062073519701,0,NA,0.0955205811138014,0.212757199837571,NA,0.316854501430773,0.0869894783754424,NA,0.193876293198327,0,NA,0.0744794188861986,0,NA,0.18025974025974,0,NA,0.0738850979528946,0,NA,-0.142247413603346,0,NA,0.209951573849879,0,NA,0.0770019810697777
"country",131,75,NA,"child_iron","level",1,"domain_pc_ridge","enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,0.0118810849991825,0.23995570803186,NA,0.119879357283937,0,NA,0.133940105695831,0,NA,-0.0366839267602626,0,NA,0.0137084289756045,0,NA,0.0920301072972829,0,NA,-0.191192014092777,0.750361625139807,NA,-0.0159451235787114,0,NA,-0.109779533443656,0.00968266682833317,NA,-0.0881545934981049,0,NA,-0.109112261784018,0,NA,-0.167794800619228
"country",119,87,NA,"child_iron","level",1,"domain_index","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,0.00147323757346923,0,NA,0.421400085457912,0,NA,0.433634809856146,0,NA,0.464534966528985,0,NA,0.421727674120496,0,NA,0.368209656744054,0.583143402057436,NA,0.474562028201111,0.13279540562668,NA,0.474184589089873,0,NA,0.411031192137872,0.00375436918868659,NA,0.220303375587523,0,NA,0.4002634952286,0.280306823127197,NA,0.467205526278308
"country",192,14,NA,"child_iron","level",1,"domain_index","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,0.00113805344941992,0,NA,0.178144413097143,0,NA,0.205599110218919,0,NA,0.2639876027453,0,NA,0.24199400482869,0,NA,0.280577747334726,0.988716962385394,NA,0.294324593766107,0,NA,0.205856821202832,0,NA,0.156837479315303,0,NA,0.186102935192469,0.0112830376146057,NA,0.266330738138513,0,NA,0.227062026964707
"country",176,30,NA,"women_iron","level",1,"hapc","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.00288923785497731,0.184238029714755,NA,0.208159922186484,0.117925535346876,NA,0.226894227118776,0,NA,-0.0216514547359265,0,NA,0.224395773717808,0,NA,0.174290116662998,0,NA,0.369440898084966,0,NA,0.129253797050407,0,NA,-0.0652838648455833,0,NA,-0.0164164648910412,0.697836434938369,NA,0.345436935945411,0,NA,0.300737398195025
"country",131,75,NA,"women_iron","level",1,"ridge","hapc","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0352459371604658,0,NA,-0.0339763848507745,0,NA,-0.056913734048223,0,NA,-0.0828478148898242,0,NA,-0.154924464848129,0,NA,-0.0728500507126461,0,NA,-0.0295094218758341,0,NA,-0.086295667426645,0,NA,-0.140392581139101,0,NA,-0.138472214808093,1,NA,0.0534351145038168,0,NA,0.0303795441200021
"country",119,87,NA,"women_iron","level",1,"domain_pc_enet","domain_pc_enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0370057302352779,0.0294030435426313,NA,0.258438968807862,0,NA,0.256950576840906,0,NA,0.131021222048141,0,NA,0.137658453211793,0,NA,0.133307221193562,0,NA,0.194808431847315,0,NA,0.152214784218772,0.813285153741925,NA,0.265503489531406,0.157311802715443,NA,0.0812775957840764,0,NA,0.0114869676684233,0,NA,0.128364905284148
"country",192,14,NA,"women_iron","level",1,"enet","hapc","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,0.0045466758246898,0,NA,0.082392914304316,0.908428926251614,NA,0.243594525676152,0,NA,0.230732713018474,0,NA,0.17577245476494,0,NA,0.288900794834929,0.0739114863867661,NA,0.290511488484388,0.01765958736162,NA,0.277037612239915,0,NA,0.271605335973741,0,NA,0.0943171337113095,0,NA,0.329371592111331,0,NA,0.287941160513252
"country",101,75,NA,"women_folate","level",1,"mean","hapc","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,0.00196560789866182,0,NA,0.0934010528463751,0.0362320414372325,NA,0.126755969714618,0,NA,0.0957666182288243,0,NA,0.0255794991263832,0,NA,0.140966802562609,0,NA,0.254187536400699,0,NA,0.307338380896913,0,NA,0.0370540610316427,0,NA,-0.258485730926034,0,NA,0.340943506115317,0.963767958562767,NA,0.333570180547466
"country",89,87,NA,"women_folate","level",1,"domain_pc_enet","domain_pc_enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,-0.0132137494528682,0,NA,-0.102270866431996,0,NA,-0.110776302349336,0,NA,0.061679513876507,0,NA,-0.119594824651004,0,NA,0.0276642832822608,0,NA,-0.050374531835206,0,NA,0.00985905121632321,1,NA,0.0930371127000341,0,NA,-0.346663261831801,0,NA,-0.318845760980593,0,NA,-0.280456247871978
"country",162,14,NA,"women_folate","level",1,"domain_pc_enet","lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.418235527257737,NA,-0.00330905234963411,0.435165684569679,NA,0.227843474309199,0,NA,0.201022918280854,0,NA,0.0591974438333467,0,NA,-0.199289828257553,0,NA,-0.0637446881778704,0,NA,-0.162144120266286,0,NA,0.0605918191941131,0.0234799979331587,NA,0.0852530692488014,0.123118790239426,NA,0.154189970941105,0,NA,0.00292564789764043,0,NA,-0.0815018043612335
"country",101,75,NA,"women_b12","level",1,"hapc_lasso","ridge","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.0668643310898253,NA,-0.0412777658718983,0,NA,0.14618520675597,0.0198405624316544,NA,0.2407105416424,0.0224824184560617,NA,0.38377402446127,0,NA,0.290413511939429,0,NA,-0.149714618520676,0,NA,0.260500873616773,0,NA,0.197833430401864,0,NA,0.0674548631333722,0,NA,-0.220349446709377,0,NA,0.292626674432149,0.890812688022459,NA,0.341374490390215
"country",89,87,NA,"women_b12","level",1,"hapc","hapc_lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0,NA,0.00600624975130373,0,NA,0.466530473272046,0.262591380555105,NA,0.575212802179094,0,NA,0.591947565543071,0.154930321651287,NA,0.599421178072864,0.147150461442223,NA,0.208256724548859,0,NA,0.574889342866871,0,NA,0.557643854273068,0,NA,0.509312223357167,0,NA,0.451617296561117,0,NA,0.587691521961185,0.435327836351385,NA,0.60638406537283
"country",162,14,NA,"women_b12","level",1,"hapc_lasso","hapc_lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso",0.132789172411841,NA,0.0557244415678384,0.0200287291312571,NA,0.437473978951706,0,NA,0.35167190968738,0,NA,0.506727014329042,0.266367729938176,NA,0.487646088339607,0.0200968349306071,NA,0.353506614109442,0,NA,0.519609461994098,0,NA,0.382046147050148,0,NA,0.266547269748123,0,NA,0.0311208209314371,0,NA,0.494053440705881,0.560717533588119,NA,0.574187684617132
