country,outcome,replicate,n_regions_total,n_regions_anchored,fraction_clusters,clusters_retained,n_retained,pct_survey_used,mae_admin2_pp,bias_admin2_pp,mae_admin1_pp,bias_admin1_pp
Gambia,child_vitA,1,6,2,1,29,262,25.7,11.737,-6.296,5.821,-5.821
Gambia,child_vitA,2,6,2,1,18,316,31,10.159,-2.219,3.662,-1.452
Gambia,child_vitA,3,6,2,1,24,474,46.5,13.296,8.308,8.446,8.446
Gambia,child_vitA,4,6,2,1,18,244,23.9,11.648,-6.014,5.744,-5.643
Gambia,child_vitA,5,6,2,1,29,334,32.7,10.441,1.328,4.028,1.224
Gambia,child_vitA,6,6,2,1,16,258,25.3,10.736,0.984,4.292,1.709
Gambia,child_vitA,7,6,2,1,15,298,29.2,11.805,4.402,6.262,4.645
Gambia,child_vitA,8,6,2,1,24,402,39.4,10.692,3.374,4.402,3.48
Gambia,child_vitA,9,6,2,1,18,244,23.9,11.648,-6.014,5.744,-5.643
Gambia,child_vitA,10,6,2,1,29,262,25.7,11.737,-6.296,5.821,-5.821
Gambia,child_vitA,11,6,2,1,23,442,43.3,12.351,6.745,6.653,6.653
Gambia,child_vitA,12,6,2,1,18,244,23.9,11.648,-6.014,5.744,-5.643
Gambia,child_vitA,13,6,2,1,17,284,27.8,10.913,-4.811,4.756,-4.203
Gambia,child_vitA,14,6,2,1,28,302,29.6,10.839,-3.925,4.704,-3.47
Gambia,child_vitA,15,6,2,1,31,320,31.4,11.507,-6.226,5.718,-5.718
Gambia,child_vitA,16,6,2,1,28,302,29.6,10.839,-3.925,4.704,-3.47
Gambia,child_vitA,17,6,2,1,15,226,22.2,11.061,-3.708,4.746,-3.143
Gambia,child_vitA,18,6,2,1,28,302,29.6,10.839,-3.925,4.704,-3.47
Gambia,child_vitA,19,6,2,1,24,474,46.5,13.296,8.308,8.446,8.446
Gambia,child_vitA,20,6,2,1,37,478,46.9,10.226,3.963,4.091,2.9
Gambia,child_vitA,21,6,2,1,37,478,46.9,10.226,3.963,4.091,2.9
Gambia,child_vitA,22,6,2,1,37,478,46.9,10.226,3.963,4.091,2.9
Gambia,child_vitA,23,6,2,1,28,302,29.6,10.839,-3.925,4.704,-3.47
Gambia,child_vitA,24,6,2,1,24,474,46.5,13.296,8.308,8.446,8.446
Gambia,child_vitA,25,6,2,1,15,226,22.2,11.061,-3.708,4.746,-3.143
Gambia,child_vitA,1,6,3,0.25,8,172,16.9,16.477,10.457,11.151,11.151
Gambia,child_vitA,2,6,3,0.25,6,161,15.8,10.54,-3.978,5.151,-1.646
Gambia,child_vitA,3,6,3,0.25,6,119,11.7,12.315,-8.993,8.434,-8.434
Gambia,child_vitA,4,6,3,0.25,9,120,11.8,13.295,2.454,9.578,4.218
Gambia,child_vitA,5,6,3,0.25,11,159,15.6,9.496,-3.041,4.519,-3.461
Gambia,child_vitA,6,6,3,0.25,11,155,15.2,12.172,4.729,6.506,1.577
Gambia,child_vitA,7,6,3,0.25,9,97,9.5,14.872,7.661,8.86,8.77
Gambia,child_vitA,8,6,3,0.25,6,101,9.9,11.711,0.376,8.613,1.878
Gambia,child_vitA,9,6,3,0.25,8,158,15.5,11.181,-0.05,5.704,0.483
Gambia,child_vitA,10,6,3,0.25,9,83,8.1,12.23,-4.688,6.905,-5.584
Gambia,child_vitA,11,6,3,0.25,9,68,6.7,10.555,-4.166,5.297,-3.486
Gambia,child_vitA,12,6,3,0.25,11,106,10.4,12.141,-9.057,8.37,-8.37
Gambia,child_vitA,13,6,3,0.25,8,124,12.2,10.149,-5.039,5.302,-5.302
Gambia,child_vitA,14,6,3,0.25,8,120,11.8,13.151,0.49,7.228,1.265
Gambia,child_vitA,15,6,3,0.25,8,157,15.4,8.837,0.182,4.4,-0.154
Gambia,child_vitA,16,6,3,0.25,9,135,13.2,14.052,8.542,10.694,6.317
Gambia,child_vitA,17,6,3,0.25,11,188,18.4,9.496,-2.672,6.955,-4.986
Gambia,child_vitA,18,6,3,0.25,9,109,10.7,12.983,-10.67,10.597,-10.597
Gambia,child_vitA,19,6,3,0.25,6,80,7.8,12.817,-9.198,8.661,-8.661
Gambia,child_vitA,20,6,3,0.25,11,159,15.6,9.924,-0.469,5.381,-2.49
Gambia,child_vitA,21,6,3,0.25,9,123,12.1,12.461,-6.085,7.08,-5.061
Gambia,child_vitA,22,6,3,0.25,11,113,11.1,14.118,6.397,10.808,7.379
Gambia,child_vitA,23,6,3,0.25,8,133,13,10.298,1.512,4.789,0.959
Gambia,child_vitA,24,6,3,0.25,8,105,10.3,12.829,0.299,7.955,1.176
Gambia,child_vitA,25,6,3,0.25,11,179,17.5,13.963,9.132,7.629,7.629
Gambia,child_vitA,1,6,3,0.5,19,171,16.8,13.013,-9.403,9.355,-9.355
Gambia,child_vitA,2,6,3,0.5,17,271,26.6,10.276,-2.375,4.962,-2.216
Gambia,child_vitA,3,6,3,0.5,17,300,29.4,9.689,-1.704,3.84,-2.343
Gambia,child_vitA,4,6,3,0.5,16,300,29.4,10.183,2.246,4.895,2.223
Gambia,child_vitA,5,6,3,0.5,23,354,34.7,10.072,1.858,4.817,-0.401
Gambia,child_vitA,6,6,3,0.5,17,335,32.8,9.777,2.498,2.794,2.275
Gambia,child_vitA,7,6,3,0.5,17,279,27.4,9.864,0.662,3.19,0.967
Gambia,child_vitA,8,6,3,0.5,13,230,22.5,10.94,-5.186,5.582,-4.413
Gambia,child_vitA,9,6,3,0.5,16,256,25.1,11.115,5.011,5.19,4.808
Gambia,child_vitA,10,6,3,0.5,22,309,30.3,11.282,4.797,6.642,2.603
Gambia,child_vitA,11,6,3,0.5,18,203,19.9,11.387,-0.684,6.287,1.153
Gambia,child_vitA,12,6,3,0.5,22,293,28.7,10.969,3.522,4.361,2.927
Gambia,child_vitA,13,6,3,0.5,18,207,20.3,11.66,-6.579,7.588,-6.789
Gambia,child_vitA,14,6,3,0.5,13,212,20.8,11.012,-3.492,5.076,-2.754
Gambia,child_vitA,15,6,3,0.5,22,354,34.7,10.586,4.302,6.258,1.754
Gambia,child_vitA,16,6,3,0.5,18,193,18.9,12.519,-8.73,8.607,-8.607
Gambia,child_vitA,17,6,3,0.5,18,201,19.7,11.842,2.475,5.346,3.289
Gambia,child_vitA,18,6,3,0.5,22,327,32.1,13.528,6.674,8.834,7.144
Gambia,child_vitA,19,6,3,0.5,16,265,26,10.661,-1.549,4.294,-1.276
Gambia,child_vitA,20,6,3,0.5,12,179,17.5,11.953,2.404,5.208,2.917
Gambia,child_vitA,21,6,3,0.5,13,144,14.1,13.811,-9.956,9.374,-9.374
Gambia,child_vitA,22,6,3,0.5,19,210,20.6,12.422,-8.613,8.505,-8.505
Gambia,child_vitA,23,6,3,0.5,22,274,26.9,11.028,4.516,4.972,3.012
Gambia,child_vitA,24,6,3,0.5,16,290,28.4,12.818,5.628,6.781,5.95
Gambia,child_vitA,25,6,3,0.5,13,227,22.3,11.871,-1.408,3.532,-0.872
Gambia,child_vitA,1,6,3,0.75,25,467,45.8,10.063,2.202,4.034,1.748
Gambia,child_vitA,2,6,3,0.75,36,482,47.3,9.372,-1.774,3.792,-2.949
Gambia,child_vitA,3,6,3,0.75,33,471,46.2,9.971,3.937,4.425,2.45
Gambia,child_vitA,4,6,3,0.75,20,264,25.9,10.894,-3.596,3.671,-2.752
Gambia,child_vitA,5,6,3,0.75,34,467,45.8,11.359,5.41,4.604,4.462
Gambia,child_vitA,6,6,3,0.75,19,373,36.6,10.534,-0.598,3.927,0.135
Gambia,child_vitA,7,6,3,0.75,26,481,47.2,9.682,2.047,3.189,2.002
Gambia,child_vitA,8,6,3,0.75,23,475,46.6,13.158,7.997,8.012,7.778
Gambia,child_vitA,9,6,3,0.75,26,457,44.8,9.407,3.391,3.28,3.28
Gambia,child_vitA,10,6,3,0.75,34,503,49.3,10.855,3.911,4.672,3.554
Gambia,child_vitA,11,6,3,0.75,28,284,27.8,10.472,-2.082,4.094,-2.208
Gambia,child_vitA,12,6,3,0.75,23,412,40.4,10.553,1.658,4.553,1.754
Gambia,child_vitA,13,6,3,0.75,25,447,43.8,9.084,0.25,3.245,-0.216
Gambia,child_vitA,14,6,3,0.75,30,330,32.4,11.499,-4.785,6.054,-4.317
Gambia,child_vitA,15,6,3,0.75,20,297,29.1,11.015,-4.722,4.965,-3.985
Gambia,child_vitA,16,6,3,0.75,34,489,47.9,10.082,3.523,4.274,2.263
Gambia,child_vitA,17,6,3,0.75,29,366,35.9,10.972,-4.5,4.783,-3.848
Gambia,child_vitA,18,6,3,0.75,33,447,43.8,10.637,2.064,4.341,1.343
Gambia,child_vitA,19,6,3,0.75,23,461,45.2,14.113,8.493,7.809,7.661
Gambia,child_vitA,20,6,3,0.75,25,440,43.1,8.988,2.083,3.916,1.419
Gambia,child_vitA,21,6,3,0.75,23,468,45.9,12.4,6.233,7.267,5.889
Gambia,child_vitA,22,6,3,0.75,26,482,47.3,8.99,1.453,2.791,1.129
Gambia,child_vitA,23,6,3,0.75,27,268,26.3,11.812,-6.015,6.314,-6.106
Gambia,child_vitA,24,6,3,0.75,26,403,39.5,9.438,-0.327,4.242,-1.493
Gambia,child_vitA,25,6,3,0.75,30,404,39.6,10.703,-4.694,4.735,-3.417
Gambia,child_vitA,1,6,3,1,34,553,54.2,9.41,-0.748,2.578,-1.359
Gambia,child_vitA,2,6,3,1,45,571,56,9.798,1.091,2.2,0.235
Gambia,child_vitA,3,6,3,1,31,607,59.5,12.45,6.618,6.468,6.468
Gambia,child_vitA,4,6,3,1,34,625,61.3,9.004,2.074,1.988,1.861
Gambia,child_vitA,5,6,3,1,38,453,44.4,11.118,-5.124,4.625,-4.446
Gambia,child_vitA,6,6,3,1,47,629,61.7,9.167,-0.536,2.556,-1.464
Gambia,child_vitA,7,6,3,1,45,643,63,10.789,5.185,4.161,4.161
Gambia,child_vitA,8,6,3,1,38,453,44.4,11.118,-5.124,4.625,-4.446
Gambia,child_vitA,9,6,3,1,34,625,61.3,9.004,2.074,1.988,1.861
Gambia,child_vitA,10,6,3,1,39,413,40.5,11.851,-6.21,5.718,-5.718
Gambia,child_vitA,11,6,3,1,34,553,54.2,9.41,-0.748,2.578,-1.359
Gambia,child_vitA,12,6,3,1,34,625,61.3,9.004,2.074,1.988,1.861
Gambia,child_vitA,13,6,3,1,38,453,44.4,11.118,-5.124,4.625,-4.446
Gambia,child_vitA,14,6,3,1,26,409,40.1,10.476,-3.03,3.198,-2.186
Gambia,child_vitA,15,6,3,1,45,571,56,9.798,1.091,2.2,0.235
Gambia,child_vitA,16,6,3,1,39,413,40.5,11.851,-6.21,5.718,-5.718
Gambia,child_vitA,17,6,3,1,31,607,59.5,12.45,6.618,6.468,6.468
Gambia,child_vitA,18,6,3,1,36,467,45.8,10.687,0.991,3.782,0.904
Gambia,child_vitA,19,6,3,1,32,567,55.6,11.206,4.21,4.48,4.48
Gambia,child_vitA,20,6,3,1,26,409,40.1,10.476,-3.03,3.198,-2.186
Gambia,child_vitA,21,6,3,1,25,449,44,10.146,-1.738,3.229,-0.861
Gambia,child_vitA,22,6,3,1,45,571,56,9.798,1.091,2.2,0.235
Gambia,child_vitA,23,6,3,1,34,625,61.3,9.004,2.074,1.988,1.861
Gambia,child_vitA,24,6,3,1,45,643,63,10.789,5.185,4.161,4.161
Gambia,child_vitA,25,6,3,1,45,571,56,9.798,1.091,2.2,0.235
Gambia,child_vitA,1,6,4,0.25,11,179,17.5,11.589,1.575,5.639,1.967
Gambia,child_vitA,2,6,4,0.25,10,215,21.1,12.559,1.725,5.623,3.453
Gambia,child_vitA,3,6,4,0.25,11,139,13.6,12.76,-1.662,8.04,-2.491
Gambia,child_vitA,4,6,4,0.25,11,174,17.1,10.753,-7.81,7.746,-7.296
Gambia,child_vitA,5,6,4,0.25,10,107,10.5,12.012,-3.913,6.435,-3.042
Gambia,child_vitA,6,6,4,0.25,11,159,15.6,13.279,-0.974,8.386,-2.078
Gambia,child_vitA,7,6,4,0.25,13,142,13.9,13.085,7.864,8.862,8.862
Gambia,child_vitA,8,6,4,0.25,10,203,19.9,11.764,-0.277,4.874,1.072
Gambia,child_vitA,9,6,4,0.25,13,167,16.4,9.313,-3.455,6.294,-4.934
Gambia,child_vitA,10,6,4,0.25,11,124,12.2,13.524,-12.142,11.675,-11.675
Gambia,child_vitA,11,6,4,0.25,13,232,22.7,11.46,2.427,7.934,1.043
Gambia,child_vitA,12,6,4,0.25,13,161,15.8,16.648,10.667,11.333,7.046
Gambia,child_vitA,13,6,4,0.25,11,104,10.2,13.05,-3.226,7.949,0.144
Gambia,child_vitA,14,6,4,0.25,13,178,17.5,11.884,3.103,6.986,4.518
Gambia,child_vitA,15,6,4,0.25,13,217,21.3,9.952,-0.259,7.18,-2.47
Gambia,child_vitA,16,6,4,0.25,11,146,14.3,13.344,-3.424,8.199,-4.069
Gambia,child_vitA,17,6,4,0.25,10,174,17.1,10.032,-5.151,5.37,-4.659
Gambia,child_vitA,18,6,4,0.25,13,205,20.1,9.343,2.151,5.494,2.047
Gambia,child_vitA,19,6,4,0.25,10,101,9.9,9.926,-6.943,6.989,-6.989
Gambia,child_vitA,20,6,4,0.25,13,164,16.1,9.597,-1.289,6.115,-3.719
Gambia,child_vitA,21,6,4,0.25,11,118,11.6,12.049,-9.619,8.323,-7.53
Gambia,child_vitA,22,6,4,0.25,11,160,15.7,11.746,-1.058,8.64,-0.49
Gambia,child_vitA,23,6,4,0.25,10,182,17.8,11.273,-2.092,5.296,-2.649
Gambia,child_vitA,24,6,4,0.25,8,117,11.5,13.074,-1.689,6.449,-0.817
Gambia,child_vitA,25,6,4,0.25,10,177,17.4,10.146,-0.708,4.465,-1.261
Gambia,child_vitA,1,6,4,0.5,27,420,41.2,9.015,-1.49,3.104,-1.98
Gambia,child_vitA,2,6,4,0.5,27,393,38.5,9.118,1.28,3.243,-0.026
Gambia,child_vitA,3,6,4,0.5,23,294,28.8,11.108,-2.076,5.982,-2.54
Gambia,child_vitA,4,6,4,0.5,26,380,37.3,12.426,6.173,5.81,5.81
Gambia,child_vitA,5,6,4,0.5,21,345,33.8,10.766,-0.895,4.287,-1.485
Gambia,child_vitA,6,6,4,0.5,26,419,41.1,12.455,4.356,5.942,4.615
Gambia,child_vitA,7,6,4,0.5,27,387,37.9,9.488,0.656,3.915,0.767
Gambia,child_vitA,8,6,4,0.5,26,409,40.1,10.976,2.841,5.438,0.534
Gambia,child_vitA,9,6,4,0.5,26,299,29.3,10.249,-1.41,4.703,-2.867
Gambia,child_vitA,10,6,4,0.5,26,386,37.8,10.344,0.153,2.89,-0.65
Gambia,child_vitA,11,6,4,0.5,23,282,27.6,11.835,-6.964,6.783,-5.441
Gambia,child_vitA,12,6,4,0.5,21,380,37.3,10.557,2.619,4.104,2.231
Gambia,child_vitA,13,6,4,0.5,27,322,31.6,9.217,-1.04,4.354,-0.727
Gambia,child_vitA,14,6,4,0.5,17,284,27.8,10.68,-2.456,3.929,-1.46
Gambia,child_vitA,15,6,4,0.5,23,286,28,11.248,-0.585,5.931,0.528
Gambia,child_vitA,16,6,4,0.5,23,271,26.6,11.055,-1.595,3.961,-1.245
Gambia,child_vitA,17,6,4,0.5,21,375,36.8,10.116,0.359,3.874,-0.141
Gambia,child_vitA,18,6,4,0.5,21,340,33.3,10.353,-1.952,3.854,-1.639
Gambia,child_vitA,19,6,4,0.5,21,345,33.8,9.891,0.493,3.053,0.258
Gambia,child_vitA,20,6,4,0.5,23,256,25.1,12.167,-4.798,5.467,-4.504
Gambia,child_vitA,21,6,4,0.5,26,395,38.7,10.172,2.402,3.401,2.056
Gambia,child_vitA,22,6,4,0.5,26,289,28.3,11.071,0.989,3.944,0.271
Gambia,child_vitA,23,6,4,0.5,21,424,41.6,9.605,1.825,3.576,1.418
Gambia,child_vitA,24,6,4,0.5,22,283,27.7,11.502,-4.302,5.517,-2.986
Gambia,child_vitA,25,6,4,0.5,23,295,28.9,10.828,-2.016,4.911,0.441
Gambia,child_vitA,1,6,4,0.75,33,395,38.7,11.463,-2.861,4.622,-2.421
Gambia,child_vitA,2,6,4,0.75,32,578,56.7,9.605,1.385,2.77,1.19
Gambia,child_vitA,3,6,4,0.75,35,409,40.1,11.936,-4.559,5.168,-3.799
Gambia,child_vitA,4,6,4,0.75,42,578,56.7,10.008,-1.139,4.136,-0.528
Gambia,child_vitA,5,6,4,0.75,31,511,50.1,9.857,0.251,2.938,-0.153
Gambia,child_vitA,6,6,4,0.75,39,601,58.9,10.077,3.987,4.239,2.057
Gambia,child_vitA,7,6,4,0.75,36,459,45,10.527,-1.607,3.497,-0.754
Gambia,child_vitA,8,6,4,0.75,39,499,48.9,10.888,2.479,3.549,2.217
Gambia,child_vitA,9,6,4,0.75,35,473,46.4,10.465,-1.153,4.045,-0.562
Gambia,child_vitA,10,6,4,0.75,25,391,38.3,10.859,-1.65,3.365,-0.762
Gambia,child_vitA,11,6,4,0.75,25,404,39.6,12.012,-2.561,4.801,-2.553
Gambia,child_vitA,12,6,4,0.75,31,523,51.3,9.198,0.324,2.927,-0.042
Gambia,child_vitA,13,6,4,0.75,32,523,51.3,9.389,0.375,1.884,0.413
Gambia,child_vitA,14,6,4,0.75,32,562,55.1,9.548,-0.311,2.524,-0.672
Gambia,child_vitA,15,6,4,0.75,39,525,51.5,10.195,0.765,2.627,0.067
Gambia,child_vitA,16,6,4,0.75,40,575,56.4,10.177,2.03,3.134,1.313
Gambia,child_vitA,17,6,4,0.75,36,436,42.7,10.718,-3.895,4.171,-2.889
Gambia,child_vitA,18,6,4,0.75,35,463,45.4,10.427,-2.305,3.322,-1.314
Gambia,child_vitA,19,6,4,0.75,29,548,53.7,11.009,2.2,4.174,2.61
Gambia,child_vitA,20,6,4,0.75,39,585,57.4,11.037,4.499,4.206,3.688
Gambia,child_vitA,21,6,4,0.75,35,467,45.8,10.878,-4.796,4.547,-3.378
Gambia,child_vitA,22,6,4,0.75,31,475,46.6,10.049,-0.274,3.366,-0.59
Gambia,child_vitA,23,6,4,0.75,39,524,51.4,10.92,4.364,4.633,2.833
Gambia,child_vitA,24,6,4,0.75,39,554,54.3,9.847,3.212,3.903,2.194
Gambia,child_vitA,25,6,4,0.75,35,459,45,10.472,-4.124,3.536,-3.178
Gambia,child_vitA,1,6,4,1,52,776,76.1,10.778,4.379,3.268,3.268
Gambia,child_vitA,2,6,4,1,55,794,77.8,8.825,1.287,1.004,0.634
Gambia,child_vitA,3,6,4,1,44,560,54.9,10.561,-1.131,2.606,-0.791
Gambia,child_vitA,4,6,4,1,52,704,69,10.022,0.947,2.089,0.092
Gambia,child_vitA,5,6,4,1,33,542,53.1,10.421,-2.542,2.658,-1.567
Gambia,child_vitA,6,6,4,1,39,700,68.6,11.131,3.374,3.465,3.465
Gambia,child_vitA,7,6,4,1,41,758,74.3,9.175,2.108,1.933,1.933
Gambia,child_vitA,8,6,4,1,52,776,76.1,10.778,4.379,3.268,3.268
Gambia,child_vitA,9,6,4,1,54,762,74.7,9.176,-0.127,2.099,-0.94
Gambia,child_vitA,10,6,4,1,42,718,70.4,9.076,0.842,1.046,0.723
Gambia,child_vitA,11,6,4,1,47,578,56.7,10.596,-3.545,2.827,-2.827
Gambia,child_vitA,12,6,4,1,53,736,72.2,9.976,2.514,1.819,1.819
Gambia,child_vitA,13,6,4,1,41,758,74.3,9.175,2.108,1.933,1.933
Gambia,child_vitA,14,6,4,1,47,578,56.7,10.596,-3.545,2.827,-2.827
Gambia,child_vitA,15,6,4,1,52,776,76.1,10.778,4.379,3.268,3.268
Gambia,child_vitA,16,6,4,1,54,762,74.7,9.176,-0.127,2.099,-0.94
Gambia,child_vitA,17,6,4,1,44,560,54.9,10.561,-1.131,2.606,-0.791
Gambia,child_vitA,18,6,4,1,41,686,67.3,9.427,-0.383,2.141,-0.857
Gambia,child_vitA,19,6,4,1,55,722,70.8,9.445,-1.273,2.131,-2.131
Gambia,child_vitA,20,6,4,1,46,618,60.6,10.184,-2.372,2.616,-1.644
Gambia,child_vitA,21,6,4,1,46,546,53.5,11.484,-5.242,4.558,-4.558
Gambia,child_vitA,22,6,4,1,41,758,74.3,9.175,2.108,1.933,1.933
Gambia,child_vitA,23,6,4,1,44,560,54.9,10.561,-1.131,2.606,-0.791
Gambia,child_vitA,24,6,4,1,55,722,70.8,9.445,-1.273,2.131,-2.131
Gambia,child_vitA,25,6,4,1,39,700,68.6,11.131,3.374,3.465,3.465
Gambia,child_vitA,1,6,6,0.25,17,272,26.7,9.97,-5.23,6.509,-4.996
Gambia,child_vitA,2,6,6,0.25,17,285,27.9,10.682,1.008,4.563,-0.855
Gambia,child_vitA,3,6,6,0.25,17,271,26.6,9.718,-1.334,4.897,-0.398
