"country","Admin2","gee_traveltime_city_mean","gee_traveltime_city_median","gee_traveltime_city_logmean","gee_traveltime_city_p90"
"ghana","Sekyere South",47.2834008097166,46,3.80286875431239,70.7
"ghana","Suame",0.212121212121212,0,0.0907797658652724,0
"ghana","Banda",231.1004784689,189,5.32824986278058,405.4
"ghana","Berekum East",78.6036697247706,70,4.29956546913086,126
"ghana","Berekum West",77.0252631578947,75,4.31986832784541,106
"ghana","Dormaa",152.41077676697,130,4.96117074602478,251
"ghana","Dormaa East",78.7492537313433,78,4.32737062322332,111
"ghana","Dormaa West",152.866369710468,153,5.02849439974398,175
"ghana","Jaman North",152.945768282662,142,5.01092473137197,199.4
"ghana","Jaman South",112.074324324324,110,4.70965968498186,142
"ghana","Sunyani",35.5774410774411,22,2.9511714215264,80
"ghana","Sunyani West",41.4131832797428,38,3.51496411618849,79
"ghana","Tain",100.425069380204,98,4.57766274200957,137
"ghana","Wenchi",59.4254062038405,58,4.01605527509573,91.7
"ghana","Atebubu-Amantin",198.165054803353,192,5.26954100970448,250
"ghana","Kintampo North",146.713394559002,126,4.88219501497116,252
"ghana","Kintampo South",69.7051926298157,70,4.18245402569227,104
"ghana","Nkoranza North",108.993300852619,102,4.54355121050204,200
"ghana","Nkoranza South",99.331486611265,89,4.51858357986375,163.8
"ghana","Pru East",267.899435608004,258,5.57182473608791,356
"ghana","Pru West",156.331351351351,151,5.0342802615937,206
"ghana","Sene East",414.311295296839,379,5.98076060672966,609
"ghana","Sene West",356.639105564223,339,5.84713589650318,487
"ghana","Techiman",26.7777777777778,22,2.93707688833723,54.6
"ghana","Techiman North",32.7758620689655,33,3.27920705777649,57.7
"ghana","Abura-Asebu-Kwamankese",28.4153498871332,27,3.15342975212554,50.8
"ghana","Agona East",25.1167108753316,25,3.07417700199117,42
"ghana","Agona West",33.8917647058824,34,3.29550458638473,58
"ghana","Ajumako-Enyan-Essiam",50.006589785832,49,3.89802398055918,67.4
"ghana","Asikuma-Odoben-Brakwa",69.5590809628009,64,4.19016203236714,105
"ghana","Assin Central",74.6807228915663,65,4.25427076115101,124.9
"ghana","Assin North",87.7491166077739,83,4.43417094921815,126.2
"ghana","Assin South",91.274206041828,65,4.32297200795163,197
"ghana","Awutu Senya East",13.906976744186,8,1.9021458425967,32
"ghana","Awutu Senya West",20.7916666666667,21,2.9283597769785,34.3
"ghana","Cape Coast",7.21739130434783,4,1.41286896759955,19.3
"ghana","Effutu",22.0108695652174,21,3.10017767888838,30
"ghana","Ekumfi",36.230303030303,35,3.56669417840691,54
"ghana","Gomoa Central",30.6785714285714,30,3.41608036929316,44
"ghana","Gomoa East",17.2143974960876,15,2.48471320412649,38
"ghana","Gomoa West",36.2278481012658,35,3.56944836063081,52
"ghana","Komenda-Edina-Eguafo-Abirem-",23.2742537313433,20,2.77719849449316,46.5
"ghana","Mfantseman",22.1784702549575,20,2.89470903420373,40
"ghana","Twifo-Atti-Morkwa",131.305206463196,119,4.83500923250464,199
"ghana","Twifo-Hemang-Lower Denkyira",69.0457902511078,65,4.13494254911115,111.4
"ghana","Upper Denkyira East",83.304054054054,76,4.36282450601814,127
"ghana","Upper Denkyira West",97.0220588235294,99,4.52667907276526,138
"ghana","Abuakwa North",23.2340425531915,20,3.04981332632498,41.3
"ghana","Abuakwa South",46.9347826086956,40,3.73065261933788,79.7
"ghana","Achiase",38.9814049586777,32,3.53754478964867,72.7
"ghana","Akwapem North",23.2083333333333,19,2.96295486432709,48.2
"ghana","Akwapem South",19.5692307692308,20,2.88887839489409,31
"ghana","Akyemansa",62.5708333333333,60,4.06820444825976,95.1
"ghana","Asene-Manso-Akroso",35.334,35,3.46740054667279,52
"ghana","Asuogyaman",94.0311457174638,86,4.45197449971093,151.2
"ghana","Atiwa East",96.6734992679356,84,4.4191586956132,177.8
"ghana","Atiwa West",110.690962099125,81,4.55348551418733,227.5
"ghana","Ayensuano",43.8959044368601,38.5,3.6820169274634,67
"ghana","Birim Central",18.6850393700787,18,2.4827842138403,36.4
"ghana","Birim North",96.0464767616192,87,4.53626556355997,137.4
"ghana","Birim South",38.1185983827493,37,3.27800884331001,73
"ghana","Denkyembour",59.821568627451,55,3.96874780131445,98
"ghana","Fanteakwa North",115.428571428571,107,4.67944296625025,174
"ghana","Fanteakwa South",55.5404530744337,51,3.90480973996519,96
"ghana","Kwaebibirem",96.5021097046414,86,4.51474586171551,157
"ghana","Kwahu Afram Plains North",238.052936910805,239,5.42630227267894,335
"ghana","Kwahu Afram Plains South",230.054460864806,219,5.40645886019868,324
"ghana","Kwahu East",97.8598639455782,93,4.54413444753014,140
"ghana","Kwahu South",115.804278074866,111,4.71462715773157,167
"ghana","Kwahu West",70.9008438818565,62,4.2122100913476,109.7
"ghana","Lower Manya-Krobo",58.8421052631579,51,3.99865497706968,98
"ghana","New Juaben North",14.168,12,2.27310063951684,32
"ghana","New Juaben South",4.55555555555556,0,0.949181087847654,14
"ghana","Nsawam Adoagyiri",16.1062801932367,16,2.70231414025402,27
"ghana","Okere",31.0083333333333,29,3.32072140117781,49
"ghana","Suhum",31.9619952494062,30,3.42404478559974,49
"ghana","Upper Manya",83.6636904761905,74,4.36330787689922,137
"ghana","Upper West Akim",41.9452736318408,41,3.71532895453932,57
"ghana","West Akim",67.3720930232558,56,4.11992314821498,120
"ghana","Yilo-Krobo",37.3026548672566,35,3.52000630378835,58
"ghana","Ablekuma Central",0,0,0,0
"ghana","Ablekuma North",0,0,0,0
"ghana","Ablekuma West",0,0,0,0
"ghana","Accra",0,0,0,0
"ghana","Ada East",57.6204620462046,57,4.03603324119791,75.8
"ghana","Ada West",45.091922005571,42,3.7885679387123,62.2
"ghana","Adenta",1.56989247311828,0,0.526403523772578,6
"ghana","Ashaiman",0,0,0,0
"ghana","Ayawaso Central",0,0,0,0
"ghana","Ayawaso East",0,0,0,0
"ghana","Ayawaso North",0,0,0,0
"ghana","Ayawaso West",0,0,0,0
"ghana","Ga Central",1.83050847457627,0,0.379340466481573,5
"ghana","Ga East",1.18556701030928,0,0.371193129884502,3.40000000000001
"ghana","Ga North",5.53333333333333,2,1.17666246194066,16
"ghana","Ga South",23.9182692307692,23,3.1150238117267,36
"ghana","Ga West",14.3543689320388,15,2.16328015579024,30
"ghana","Korle-Klottey",0,0,0,0
"ghana","Kpone-Katamanso",8.07473309608541,5,1.47904393511847,22
"ghana","Krowor",0,0,0,0
"ghana","La-Dade-Kotopon",0,0,0,0
"ghana","La-Nkwantanang-Madina",5.14117647058824,0,1.03306119636649,15
"ghana","Ledzokuku",0,0,0,0
"ghana","Ningo-Prampram",24.1197278911565,23,2.76842893168746,47
"ghana","Okaikwei North",0,0,0,0
"ghana","Shai Osudoku",51.5850877192982,51,3.82245872227314,86
"ghana","Tema",0,0,0,0
"ghana","Tema West",0.0181818181818182,0,0.0126026760101808,0
"ghana","Weija Gbawe",3.28795811518325,0,0.677253892997337,10
"ghana","Bunkpurugu Nakpanduri",92.0109051254089,93,4.47758741995685,129.4
"ghana","Chereponi",138.072215422277,134,4.91279550898858,177
"ghana","East Mamprusi",102.978859390364,101,4.59849688959331,144
"ghana","Mamprugu Moagduri",183.974308300395,172,5.19137978958555,253
"ghana","West Mamprusi",81.4664082687338,78,4.31790321102026,125
"ghana","Yunyoo-Nasuan",79.7543252595156,76,4.3337141743585,118
"ghana","Gushegu",67.4550031466331,64,4.00008432683582,123
"ghana","Karaga",91.0568886492316,81,4.43238879728181,152
"ghana","Kpandai",154.960872836719,150,5.02665531207343,201
"ghana","Kumbungu",129.930601092896,128,4.69017968627766,234
"ghana","Mion",61.7301587301587,59,4.02314067594672,101
"ghana","Nanton",42.5183887915937,38,3.66000167506404,75
"ghana","Nanumba North",96.6812243374393,92,4.47001427159374,158
"ghana","Nanumba South",97.2632325141777,97,4.54491282714392,133
"ghana","Saboba",88.7073288331726,84,4.42750158460413,135
"ghana","Sagnerigu",9.42916666666667,8,1.90620041915603,22
"ghana","Savelugu",54.2896739130435,45,3.75369015067495,106
"ghana","Tamale",24.9477806788512,21,2.87984721084134,53
"ghana","Tatale Sanguli",140.019334880124,132,4.91229756157816,194
"ghana","Tolon",98.1967418546366,98,4.44374174760159,160
"ghana","Yendi",39.8674418604651,36,3.46427745726118,76
"ghana","Zabzugu",117.423018292683,121,4.74145948795924,153.9
"ghana","Biakoye",96.5068493150685,87,4.46361840239702,160
"ghana","Jasikan",54.6219135802469,52,3.93643060585067,82
"ghana","Kadjebi",66.3407682775713,60,4.13995987402132,100.4
"ghana","Krachi East",192.74839105118,179,5.20251716578896,304
"ghana","Krachi Nchumuru",201.714992927864,195,5.29272667288864,257
"ghana","Krachi West",258.877737226277,254,5.54731110871779,315
"ghana","Nkwanta North",108.945635528331,106,4.67063574918214,146
"ghana","Nkwanta South",138.840979541228,136,4.89024365816431,199
"ghana","Bole",192.044800657624,188,5.20112641946949,280
"ghana","Central Gonja",148.962148280482,145,4.86567446199583,245
"ghana","East Gonja",284.501126126126,287,5.63986411486704,338
"ghana","North East Gonja",156.89465648855,155,4.94172427222957,246
"ghana","North Gonja",226.6955918084,196,5.31619671194026,385
"ghana","Sawla-Tuna-Kalba",252.802112395377,238,5.50056460138258,358
"ghana","West Gonja",194.307292599892,185,5.19943770174884,306
"ghana","Bawku",26.264406779661,20,2.84907794175527,56.2
"ghana","Bawku West",89.3299373040752,86,4.40164500793263,145
"ghana","Binduri",46.368085106383,40,3.65830282369372,89
"ghana","Bolga East",11.7093023255814,9.5,2.29654277909532,21
"ghana","Bolgatanga",26.6382428940568,18,2.81943646824152,67.4
"ghana","Bongo",43.3809523809524,38,3.67046241282964,74
"ghana","Builsa North",92.3333333333333,84,4.45176176652794,146
"ghana","Builsa South",131.649898028552,126,4.85969968186158,178
"ghana","Garu",68.1306532663317,65,4.10654316606031,119
"ghana","Kasena Nankana East",65.0906113537118,60,4.02791231671001,115
"ghana","Kasena Nankana West",93.9133333333333,85,4.41725690880962,164
"ghana","Nabdam",50.3013698630137,49,3.83820964209643,84
"ghana","Pusiga",30.9269102990033,29,3.30137747131923,51
"ghana","Talensi",66.9075376884422,63,3.99252336891047,124
"ghana","Tempane",52.7195652173913,51,3.9388278619093,73
"ghana","Daffiama-Bussie-Issa",275.507540603248,273,5.61836959480533,308
"ghana","Jirapa",256.990147783251,255,5.5495851693434,287
"ghana","Lambussie-Karni",234.504184100418,237,5.45196034719563,273
"ghana","Lawra",222.4976,220,5.40659945764522,244
"ghana","Nadowli-Kaleo",249.157270029674,245,5.51838570467868,279
"ghana","Nandom",196.541922290389,195,5.28347859107119,215
"ghana","Sissala East",200.618083003953,198,5.27688810906382,265
"ghana","Sissala West",236.863822805578,238,5.45443412289837,291
"ghana","Wa East",278.424759662547,276,5.62058573039867,336
"ghana","Wa Municipal",224.510980966325,224,5.41649832242167,243
"ghana","Wa West",242.928974069899,243,5.4912664490142,275
"ghana","Adaklu",74.2380952380952,70,4.14622219995555,129.6
"ghana","Afadzato South",42.4555214723926,38,3.64497633203678,75
"ghana","Agotime Ziope",76.9812834224599,80,4.27455322396193,113.7
"ghana","Akatsi North",81.319783197832,78,4.35794685782102,118.2
"ghana","Akatsi South",59.2399355877617,53,4.00918239487609,98
"ghana","Anloga",88.4360902255639,86,4.48008090463764,106.5
"ghana","Central Tongu",91.18375,83,4.47866264052206,125.1
"ghana","Ho Municipal",35.0832095096582,29,3.17251221926024,72.8000000000001
"ghana","Ho West",82.3708721422523,63,4.20413372335182,190
"ghana","Hohoe",39.6902106567534,35,3.3677000988376,82
"ghana","Keta Municipal",60.0674486803519,58,3.99369353348917,92
"ghana","Ketu North",37.6553106212425,35,3.55372653152538,56
"ghana","Ketu South",13.2056074766355,13,2.27305797610201,27
"ghana","Kpando",72.6424731182796,60,4.20305277010407,124.9
"ghana","North Dayi",89.8915441176471,90,4.45768851338997,128
"ghana","North Tongu",99.485393258427,89,4.52063487419141,165
"ghana","South Dayi",86.7085308056872,65,4.31535369485084,170
"ghana","South Tongu",65.9775725593667,62,4.15827739709705,94
"ghana","Ahanta West",35.7632398753894,30,3.26678228486584,71
"ghana","Effia Kwesimintsim",15.216,14,2.02413850249254,33
"ghana","Ellembelle",174.944396920445,142,4.95653246409084,344
"ghana","Jomoro",146.32361516035,131,4.89702286060302,248.6
"ghana","Mpohor",52.4350649350649,47,3.85218538585821,84
"ghana","Nzema East",183.716429699842,130,4.86906389443738,422.5
"ghana","Prestea-Huni Valley",152.468705882353,147,5.00215568094517,202
"ghana","Sekondi Takoradi",4.21212121212121,0,0.700911930270258,13
"ghana","Shama",16.3393665158371,13,2.28770342359326,36
"ghana","Tarkwa Nsuaem",92.0918462980319,86,4.41615989196572,150.4
"ghana","Wassa Amenfi Central",198,180,5.24837410611311,289
"ghana","Wassa Amenfi East",136.538209606987,122.5,4.85376976502928,216
"ghana","Wassa Amenfi West",227.965416178195,221,5.41635989384644,290
"ghana","Wassa East",119.406266050334,106,4.64384966430719,214
"ghana","Aowin",208.098371335505,194,5.28381674661832,314
"ghana","Bia East",199.507027027027,189,5.2819813808566,260
"ghana","Bia West",213.618795499669,204,5.3373868981884,292
"ghana","Bibiani-Anhwiaso-Bekwai-",136.922064777328,133.5,4.90204287915579,178
"ghana","Bodi",145.575989782886,141,4.96910390768319,186
"ghana","Juaboso",179.650744416873,158.5,5.13704227271786,283
"ghana","Sefwi-Akontombra",194.540971168437,188,5.25569086632242,249
"ghana","Sefwi-Wiawso",133.960169491525,124.5,4.86522478243327,184
"ghana","Suaman",162.970276008493,150,5.07547356473479,217
"sierraleone","Kailahun",114.213325183374,91,4.5529708584002,193
"sierraleone","Kenema",80.8277505446623,65,4.10008366556689,155
"sierraleone","Kono",160.76565688275,157,5.04951957508335,218
"sierraleone","Bombali",113.079864323158,104,4.47435204814184,204
"sierraleone","Kambia",147.288961928239,149,4.97736359999754,185
"sierraleone","Koinadugu",228.999455745289,229,5.40744226440692,291
"sierraleone","Port Loko",80.2714265476696,76,4.30559891439302,129
"sierraleone","Tonkolili",102.751362126246,95,4.56495115013285,166
"sierraleone","Bo",69.8608959757023,67,4.0411349344915,117
"sierraleone","Bonthe",209.92032967033,203,5.30389318915055,303
"sierraleone","Moyamba",122.202991972756,113,4.69555813044783,201
"sierraleone","Pujehun",120.010015240583,114,4.75230438213597,174
"sierraleone","Western Rural",28.3453333333333,18,2.77952982266513,63.1
"sierraleone","Western Urban",1.45918367346939,0,0.384104151019262,3
"malawi","Balaka Town",47.7272727272727,47,3.88582087024642,49
"malawi","TA Kalembo",65.5521064301552,64,4.14941939806016,92
"malawi","TA Nsamala",57.7961630695444,57,4.0471576682535,76
"malawi","Blantyre City",0.910034602076125,0,0.370586268952614,3
"malawi","TA Chigaru",34.041935483871,32,3.49811231504543,48.2
"malawi","TA Kapeni",15.4806201550388,14,2.5696615744858,31
"malawi","TA Kuntaja",26.1861575178998,21,3.03639424833197,52
"malawi","TA Kunthembwe",54.5895117540687,54,3.94943632835236,82
"malawi","TA Lundu",47.7055214723926,41,3.76155429574245,83.6
"malawi","TA Machinjili",9.15909090909091,8,2.13105240873135,17
"malawi","TA Makata",41.9275362318841,40,3.69186897480467,66.2
"malawi","TA Somba",23.0846905537459,18,2.90101360087731,50.4
"malawi","Chikwawa Boma",22.4444444444444,23,3.15316294041336,24
"malawi","Lengwe National Park",147.091934084996,133,4.88892999984111,255.8
"malawi","Majete Game Reserve - Chikwawa",114.549878345499,112,4.67375948407679,174
"malawi","Ngabu Urban",53.8888888888889,54,4.00496361301133,56
"malawi","TA Chapananga",97.1752265861027,99,4.54149406220836,131.8
"malawi","TA Kasisi",43.3362831858407,38.5,3.70656023463715,69
"malawi","TA Katunga",38.9,38.5,3.64186105466384,54.1
"malawi","TA Makhwira",80.3543859649123,78,4.33392572038762,121
"malawi","TA Maseya",32.9314285714286,33,3.50193495656192,42
"malawi","TA Ngabu",72.2482863670982,69,4.26248915945157,99
"malawi","Chiradzulu Boma",20,20,3.04334853317556,21
"malawi","TA Chitera",30.4473684210526,30,3.32832544774321,52
"malawi","TA Kadewere",29.3425196850394,28,3.36131975540408,42.7
"malawi","TA Likoswe",9.25735294117647,9,2.1857258366278,15.5
"malawi","TA Mpama",16.8595505617978,14,2.76874283569668,28
"malawi","TA Nchema",35.7699115044248,35,3.55459742158198,51
"malawi","TA Nkalo",19.0943396226415,18,2.94522261225375,29
"malawi","Chitipa Boma",155.1,154.5,5.05030979597355,157.6
"malawi","Nyika N.P. - Chitipa",266.84099378882,259,5.5724306639173,339
"malawi","TA Kameme",138.192384769539,135,4.92019185630589,166.2
"malawi","TA Mwabulambya",171.551094890511,172.5,5.14032959786522,201
"malawi","TA Mwenemisuku",208.654046997389,205,5.33640343313486,249
"malawi","TA Mwenewenya",251.092550790068,244,5.52013104255192,304.5
"malawi","TA Nthalire",249.653478854025,247,5.517271334954,291.8
"malawi","Dedza Boma",53.5652173913044,49,3.98375243953158,75.8
"malawi","Lake Malawi",167.785215366705,171,5.11264999353933,204
"malawi","SC Chauma",46.9047619047619,46,3.86204039321877,55
"malawi","SC Chilikumwendo",63.6193771626298,64,4.15658675152212,76
"malawi","SC Kamenya Gwaza",83.68669527897,81,4.41929040075568,109.8
"malawi","TA Kachindamoto",112.763157894737,109,4.71830035434049,141
"malawi","TA Kaphuka",43.7170068027211,44,3.77719801455333,55
"malawi","TA Kasumbu",105.730659025788,84,4.56457207187811,187.3
"malawi","TA Pemba",77.6055327868852,80,4.33747389114325,97
"malawi","TA Tambala",88.6333333333333,80,4.41926552718316,143.1
"malawi","Dowa Boma",36.4,35,3.61656158539525,40.8
"malawi","Mponela Urban",27.25,27,3.3390817876545,28.9
"malawi","SC Chakhaza",72.1959229898075,70,4.2546325914288,102
"malawi","SC Kayembe",90.8536585365854,92,4.48216267522839,120.8
"malawi","SC Mkukula",35.0280172413793,31,3.48558548548356,59
"malawi","SC Mponela",37.4114583333333,35.5,3.6106052527695,51
"malawi","TA Chiwere",46.6602870813397,46,3.83282755737101,62
"malawi","TA Dzoole",46.2252873563218,46,3.82171350118827,61
"malawi","TA Msakambewa",56.8007380073801,55,4.00811646991931,82
"malawi","Karonga Town",126.942307692308,127,4.85138717712242,130
"malawi","Nyipa N. P. - Karonga",296.169329073482,301,5.6422845874452,412
"malawi","SC Mwakaboko",150.792763157895,148.5,5.00989210023403,185.7
"malawi","SC Mwirang'ombe",123.617647058824,116,4.80670293487177,166
"malawi","TA Kilupula",158,160,5.0622873584413,181
"malawi","TA Kyungu",186.5149464185,178,5.19423390818467,263
"malawi","TA Wasambo",104.77990430622,100,4.64490644981361,133
"malawi","Kasungu Boma",72.2857142857143,72,4.29356312818635,76
"malawi","Kasungu National Park",204.4375,202,5.29297816301027,278
"malawi","SC Chilowamatambe",108.291005291005,109,4.68050317664319,132
"malawi","SC Chisikwa",127.055555555556,118.5,4.84025667716387,154.9
"malawi","SC Kawamba",118.304291287386,112,4.75077976584925,162
"malawi","SC Lukwa",94.6785714285714,93,4.55093856133319,113
"malawi","SC M'nyanja",123.014705882353,124,4.81039534382539,145
"malawi","SC Njombwa",73.3123028391167,72,4.29424657267366,90.4
"malawi","SC Simlemba",132.191780821918,132,4.88810616647967,147
"malawi","TA Chulu",120.965065502183,119,4.79059905191908,146
"malawi","TA Kaluluma",128.966355140187,122,4.85112013247536,161.6
"malawi","TA Kaomba",80.9444444444444,78,4.39021755204491,102
"malawi","TA Kapelula",171.040302267003,172,5.13967283454093,196
"malawi","TA Mwase",87.4690265486726,87,4.47802436273618,100
"malawi","TA Santhe",120.605351170569,122,4.78825263678676,143.4
"malawi","TA Wimbe",129.063535911602,127,4.84916635574331,158
"malawi","Lilongwe City",4.01541425818882,3,1.17285307147993,10
"malawi","SC Chitekwele",97.4721603563474,94,4.52150649058966,150
"malawi","SC Mtema",31.2524752475248,32,3.18703216240031,57
"malawi","SC Njewa",15.568,16,2.66186867839533,25
"malawi","SC Tsabango",7.27380952380952,6.5,1.88328941512754,13
"malawi","TA Chadza",29.0643015521064,29,3.25448141908042,50
"malawi","TA Chimutu",32.5909090909091,21,3.16597014545649,83.7
"malawi","TA Chiseka",68.5512016718913,61,4.11937170675686,111
"malawi","TA Chitukula",33.4195804195804,34,3.45641447077477,49
"malawi","TA Kabudula",58.2331288343558,59,4.02512770939019,82
"malawi","TA Kalolo",44.6204081632653,43,3.77472796040015,65
"malawi","TA Kalumba",5.96666666666667,5,1.79489494642618,11
"malawi","TA Kalumbu",39.8284518828452,35,3.60316344779836,67.2
"malawi","TA Khongoni",96.6238938053097,98,4.56807451125538,116
"malawi","TA Malili",21.710875331565,21,2.94371312311046,37
"malawi","TA Mazengera",38.3705463182898,36,3.57975286103743,62
"malawi","Lake Chilwa",202.946666666667,193,5.30801420679038,239.6
"malawi","Lake Chiuta",222.939393939394,215,5.38768533387042,301
"malawi","Liwonda National Park",89.6542443064182,93,4.46052017153645,118
"malawi","Liwonde Town",29.4318181818182,29,3.41326706761194,32
"malawi","SC Chamba",54.6909090909091,45,3.88033045471513,102.6
"malawi","SC Chikweo",145.91,135,4.96848494160519,189
"malawi","SC Chiwalo",120.333333333333,119.5,4.79725632108678,128.7
"malawi","SC Mlomba",167.47533632287,131,4.9489844208451,334
"malawi","SC Mposa",102.042635658915,91,4.50904479777005,172.6
"malawi","SC Ngokwe",153.984210526316,151,5.04053577881539,170.2
"malawi","SC Sitola",39.7304785894207,34,3.6076997850536,68.4
"malawi","TA Kawinga",163.283555555556,123,4.99407763478117,291.6
"malawi","TA Liwonde",86.7476280834915,88,4.43255118397143,119.4
"malawi","TA Nyambi",163.802850356295,161,5.09497590292534,195
"malawi","Lake Malombe",99.5794392523364,99,4.58196804774547,131
"malawi","Mangochi Town",72.6666666666667,73,4.29944429847692,74
"malawi","Monkey Bay Urban",119.647058823529,118,4.79224120335298,125.6
"malawi","SC Chowe",117.521512385919,117,4.75289895302926,149
"malawi","SC Mbwana Nyambi",158.89904357067,154,5.05374397941904,203
"malawi","SC Namabvi",197.120614035088,196.5,5.25545446674241,267
"malawi","TA Chimwala",120.159663865546,118,4.75402008535829,164
"malawi","TA Jalasi",134.645066273932,123,4.8749372746744,185.2
"malawi","TA Katuli",155.411320754717,145,5.0242370265204,213.1
