"group","predictor","meta_z","mu","tau2","k_countries","sign_agree","p_perm","p_fwer","q_bh_perm"
"child_iron","Healthcare access",2.66695582790395,1.33347791395198,0,4,4,0.00599700149925037,0.0674662668665667,0.0359820089955022
"women_vitA","Agricultural production, land use",2.55805043119617,1.86682786882578,1.13034694685896,4,4,0.00549725137431284,0.0759620189905048,0.0233883058470765
"women_iron","Adult nutrition",2.46387919917177,1.23193959958589,0,4,3,0.00499750124937531,0.110944527736132,0.0299850074962519
"women_iron","Fertility, reproductive health",-2.44251269979799,-1.22125634989899,0,4,3,0.00399800099950025,0.116441779110445,0.0299850074962519
"women_vitA","Adult nutrition",2.39427719023755,1.19713859511877,0,4,4,0.00649675162418791,0.121939030484758,0.0233883058470765
"child_vitA","Water and sanitation",-2.39374657327015,-1.48808608899875,0.545823003369763,4,4,0.0079960019990005,0.12343828085957,0.0205611479974299
"vitA","Household assets and characteristics",-2.11989493523611,-1.9671289354941,2.44426826527158,4,3,0.0104947526236882,0.15192403798101,0.0236131934032984
"all","Education, employment, SES",-1.61557644240965,-0.807788221204824,0,4,4,0.0119940029985007,0.15992003998001,0.0239880059970015
"iron","Fertility, reproductive health",-2.29124520389756,-1.14562260194878,0,4,4,0.0134932533733133,0.173413293353323,0.0809595202398801
"women_vitA","Household assets and characteristics",-2.25392315272272,-1.42483343407473,0.598490194892088,4,3,0.0169915042478761,0.180909545227386,0.0475476547440565
"women_iron","Climate and weather",2.22920282597063,1.17188937877047,0.105437155148615,4,3,0.0174912543728136,0.191404297851074,0.0787106446776612
"all","Household assets and characteristics",-1.56301143088712,-1.2287464893614,1.47206714693855,4,3,0.0194902548725637,0.194902548725637,0.0350824587706147
"women_vitA","Soil characteristics",-2.20610405555567,-1.21668959104473,0.216655407065122,4,4,0.0184907546226887,0.202898550724638,0.0475476547440565
"child_iron","Fertility, reproductive health",-2.13997770799714,-1.06998885399857,0,4,4,0.0199900049975013,0.226886556721639,0.0899550224887556
"vitA","Dietary diversity",-1.94284556495104,-1.27117468654758,0.712355380466056,4,3,0.015992003998001,0.239880059970015,0.031984007996002
"iron","Healthcare access",2.07098980384239,1.0354949019212,0,4,3,0.0229885057471264,0.278860569715142,0.0863568215892054
"women_folate","Adult nutrition",2.05866163614623,1.46098555185687,0.510925859236468,3,3,0.0184907546226887,0.283858070964518,0.332833583208396
"iron","Climate and weather",2.06015440949751,1.1582051531049,0.264245547438789,4,3,0.0239880059970015,0.288855572213893,0.0863568215892054
"child_vitA","Healthcare access",2.02828219996089,1.24950360391292,0.518022675273978,4,3,0.0249875062468766,0.295352323838081,0.0449775112443778
"child_vitA","Dietary diversity",-2.00723508214798,-1.24174297209189,0.530829895328555,4,3,0.0249875062468766,0.311844077961019,0.0449775112443778
"women_vitA","Fertility, reproductive health",-2.01824632467146,-1.13869798673678,0.273294186923847,4,4,0.0259870064967516,0.31384307846077,0.0584707646176911
"child_vitA","Household assets and characteristics",-1.99636118893243,-2.50942443691347,5.32018805349948,4,3,0.0214892553723138,0.31984007996002,0.0449775112443778
"vitA","Healthcare access",1.79887267696881,1.06424946246521,0.40005797454171,4,3,0.0329835082458771,0.335832083958021,0.0593703148425787
"child_iron","Climate and weather",1.90819828458498,1.14452092743932,0.438998911282009,4,3,0.0334832583708146,0.366816591704148,0.120539730134933
"women_iron","Dietary diversity",-1.71808016602025,-1.16480856442135,0.838578821593813,4,3,0.0574712643678161,0.522738630684658,0.206896551724138
"all","Ruralness, population density, built environment",-1.22850385123256,-0.708226574996366,0.329386868420976,4,2,0.0649675162418791,0.539730134932534,0.106310481123075
"women_vitA","Dietary diversity",-1.72926076174953,-1.30060640100327,1.26271987337548,4,3,0.0559720139930035,0.541229385307346,0.111944027986007
"child_vitA","Ecosystem productivity/greenness",-1.69530842908091,-0.991126162359863,0.367163417470672,4,3,0.0654672663668166,0.568215892053973,0.107128254054791
"child_iron","Water and sanitation",-1.67221096873337,-0.981276453614205,0.377401689159461,4,3,0.0634682658670665,0.583208395802099,0.190404797601199
"women_folate","Fertility, reproductive health",-1.65467355233925,-0.955326220864023,0,3,3,0.0589705147426287,0.602698650674663,0.357571214392804
"iron","Dietary diversity",-1.601502424113,-1.11759474552943,0.947930658728,4,3,0.0739630184907546,0.612693653173413,0.221889055472264
"women_folate","Ruralness, population density, built environment",-1.6214482782066,-0.936143599899637,0,3,3,0.0794602698650675,0.63368315842079,0.357571214392804
"vitA","Infant and child morbidity/mortality",1.44049052830824,0.720245264154118,0,4,3,0.0939530234882559,0.67216391804098,0.143928035982009
"women_folate","Dietary diversity",-1.53942290735314,-1.5347229314296,1.98170950474463,3,3,0.0749625187406297,0.700649675162419,0.357571214392804
"child_iron","Education, employment, SES",-1.53734550874195,-0.821006353658382,0.140801439819865,4,2,0.0899550224887556,0.702648675662169,0.190704647676162
"vitA","Ecosystem productivity/greenness",-1.38739771663161,-0.767453251214404,0.223944995877798,4,3,0.095952023988006,0.722138930534733,0.143928035982009
"iron","Water and sanitation",-1.45225107807544,-0.775908574578516,0.141820086819845,4,3,0.104447776111944,0.723638180909545,0.235007496251874
"child_iron","Ruralness, population density, built environment",-1.47992011325277,-0.739960056626386,0,4,3,0.0954522738630685,0.747126436781609,0.190704647676162
"iron","Agricultural production, land use",1.41021851988022,0.895396412058127,0.612567353691582,4,3,0.102448775612194,0.758120939530235,0.235007496251874
"women_vitA","Infant and child morbidity/mortality",1.46561469498512,0.732807347492559,0,4,3,0.108945527236382,0.772613693153423,0.196101949025487
"child_iron","Dietary diversity",-1.44672864218825,-1.0703809266375,1.18958876195419,4,2,0.105947026486757,0.775112443778111,0.190704647676162
"child_iron","Agricultural production, land use",1.42910612935173,1.08174008553971,1.29180084097701,4,2,0.105447276361819,0.786606696651674,0.190704647676162
"women_vitA","Healthcare access",1.43598889759638,0.878995321017511,0.498756065085487,4,2,0.120439780109945,0.79560219890055,0.197083276543546
"vitA","Food fortification and supplementation",-1.30044728126837,-0.650223640634186,0,4,3,0.108445777111444,0.797101449275362,0.150155691385077
"child_vitA","Infant and child morbidity/mortality",1.41536636163136,0.707683180815678,0,4,3,0.131934032983508,0.816591704147926,0.197901049475262
"child_iron","Infant and child morbidity/mortality",1.37993855548308,0.786346222304042,0.298877227968306,4,3,0.134432783608196,0.831584207896052,0.219980918631593
"women_iron","Agricultural production, land use",1.34925803716546,0.709052738576545,0.104655963301497,4,3,0.127936031984008,0.84607696151924,0.376526022702934
"women_iron","Healthcare access",1.31170209999685,0.737511889890417,0.264525571412763,4,3,0.146426786606697,0.868065967016492,0.376526022702934
"women_vitA","Food fortification and supplementation",-1.31922848102284,-0.65961424051142,0,4,3,0.136431784107946,0.868065967016492,0.204647676161919
"child_vitA","Food fortification and supplementation",-1.2816660815139,-0.640833040756952,0,4,3,0.15192403798101,0.893553223388306,0.210356360281398
"women_folate","Water and sanitation",-1.24378344887652,-0.718098709022462,0,3,3,0.175912043978011,0.907546226886557,0.63328335832084
"iron","Infant and child morbidity/mortality",1.18706677063837,0.593533385319187,0,4,3,0.169915042478761,0.908045977011494,0.31664167916042
"iron","Education, employment, SES",-1.17864698843207,-0.589323494216037,0,4,3,0.175912043978011,0.910544727636182,0.31664167916042
"child_vitA","Malaria",-1.21679222031971,-0.622084583508362,0.045504773953883,4,3,0.181409295352324,0.919540229885057,0.233240522595845
"vitA","Malaria",-1.09463428310355,-0.747354200566902,0.864553544145178,4,3,0.193403298350825,0.929535232383808,0.248661383593917
"women_iron","Malaria incidence and treatment",-1.14451439458933,-0.572257197294666,0,4,3,0.196901549225387,0.945027486256872,0.443028485757121
"all","Adult and maternal mortality",0.776156581243036,0.448114211113966,0,3,2,0.226386806596702,0.96751624187906,0.339580209895052
"vitA","Ruralness, population density, built environment",-0.976088412318936,-0.627504381727028,0.653161196025759,4,2,0.247876061969015,0.972513743128436,0.297451274362819
"iron","Ruralness, population density, built environment",-0.963396311539246,-0.583809036446654,0.468898064723383,4,3,0.265867066466767,0.980509745127436,0.435055199672891
"women_vitA","Malaria",-1.0119007543832,-0.872623817625442,1.97466646253609,4,3,0.259370314842579,0.983508245877061,0.359128128243571
"women_iron","Food fortification and supplementation",0.970546784327486,0.485273392163743,0,4,3,0.293353323338331,0.988505747126437,0.538912362000818
"child_iron","Adult and maternal mortality",0.984470854991042,0.568384513138419,0,3,3,0.274862568715642,0.989505247376312,0.412293853073463
"women_vitA","Ruralness, population density, built environment",-0.964191008183274,-0.709113846988001,1.16354418621299,4,2,0.297851074462769,0.989505247376312,0.382951381452131
"child_vitA","Ruralness, population density, built environment",-0.958738092465929,-0.545894916466054,0.296815298766733,4,2,0.297351324337831,0.992003998000999,0.356821589205397
"child_iron","Household assets and characteristics",-0.927469104393933,-0.669252518713151,1.0827690580945,4,2,0.307846076961519,0.992503748125937,0.426248414254411
"iron","Food fortification and supplementation",0.87836485529112,0.43918242764556,0,4,3,0.31384307846077,0.993003498250875,0.460569715142429
"all","Infant and child morbidity/mortality",0.654732450834319,0.327366225417159,0,4,3,0.319340329835082,0.99400299850075,0.442163533617807
"child_vitA","Adult and maternal mortality",0.916908782405479,0.529377532344136,0,3,3,0.325337331334333,0.995502248875562,0.366004497751124
"vitA","Adult and maternal mortality",0.781227874825818,0.451042123829126,0,3,2,0.340829585207396,0.995502248875562,0.383433283358321
"women_iron","Malaria",-0.907408295755708,-0.595813199185495,0.724545831234119,4,3,0.307846076961519,0.996501749125437,0.538912362000818
"women_iron","Water and sanitation",-0.902003137757715,-0.570540695542828,0.60035801472928,4,2,0.329335332333833,0.996501749125437,0.538912362000818
"women_folate","Ecosystem productivity/greenness",0.904042419507927,0.521949134261742,0,3,3,0.31584207896052,0.997501249375312,0.892353823088456
"women_vitA","Ecosystem productivity/greenness",-0.841346682175966,-0.543780340068944,0.670925252045706,4,2,0.35432283858071,0.997501249375312,0.425187406296852
"iron","Malaria",-0.801568577439246,-0.489320323726101,0.490613781639777,4,3,0.355822088955522,0.997501249375312,0.460569715142429
"women_iron","Infant and child morbidity/mortality",0.801441096668665,0.400720548334333,0,4,3,0.381309345327336,0.999000499750125,0.571964017991004
"iron","Household assets and characteristics",-0.768941188212993,-0.571776937663136,1.21170403923541,4,2,0.370814592703648,0.999000499750125,0.460569715142429
"iron","Malaria incidence and treatment",-0.749387420014883,-0.374693710007441,0,4,4,0.383808095952024,0.999000499750125,0.460569715142429
"child_iron","Food fortification and supplementation",0.786182926254755,0.393091463127377,0,4,3,0.395302348825587,0.999500249875062,0.508245877061469
"child_iron","Malaria",-0.644427944767526,-0.382827448266707,0.411618687367485,4,3,0.482758620689655,0.999500249875062,0.579310344827586
"child_iron","Built environment",0.279695178817375,0.139847589408687,0,4,2,0.754622688655672,1,0.799012258576594
"child_iron","Ecosystem productivity/greenness",-0.137645233428911,-0.0804168159666493,0.365310358683207,4,2,0.890054972513743,1,0.890054972513743
"child_iron","Malaria incidence and treatment",-0.354260445440434,-0.177130222720217,0,4,3,0.705647176411794,1,0.793853073463268
"child_vitA","Built environment",-0.307403242708746,-0.195160333012287,0.612227049892677,4,3,0.747126436781609,1,0.791075050709939
"child_vitA","Malaria incidence and treatment",-0.068667491191937,-0.0343337455959685,0,4,1,0.946526736631684,1,0.946526736631684
"women_folate","Adult and maternal mortality",-0.0855558463756105,-0.0604971191423487,0,2,1,0.930034982508746,1,0.930034982508746
"women_folate","Agricultural production, land use",-0.265535817663951,-0.181202315846812,0.397019670728026,3,2,0.759620189905047,1,0.930034982508746
"women_folate","Built environment",0.544784590181751,0.314531529791794,0,3,3,0.550724637681159,1,0.901185770750988
"women_folate","Climate and weather",0.62911795622911,0.464540079499328,0.635699318178198,3,2,0.495752123938031,1,0.892353823088456
"women_folate","Education, employment, SES",-0.675522571188205,-0.390013138319178,0,3,3,0.434782608695652,1,0.892353823088456
"women_folate","Food fortification and supplementation",-0.290666785999477,-0.23301507409219,0.927962009512545,3,1,0.75712143928036,1,0.930034982508746
"women_folate","Healthcare access",0.661597880362484,0.381973714322566,0,3,2,0.458770614692654,1,0.892353823088456
"women_folate","Household assets and characteristics",-0.638323699301748,-0.368536359621982,0,3,2,0.475262368815592,1,0.892353823088456
"women_folate","Infant and child morbidity/mortality",-0.473210521615953,-0.273208222038334,0,3,2,0.621189405297351,1,0.930034982508746
"women_folate","Malaria",0.0947764680878041,0.0547192193633357,0,3,2,0.914542728635682,1,0.930034982508746
"women_folate","Malaria incidence and treatment",-0.224521264778183,-0.143448568787881,0.224612628847507,3,2,0.8015992003998,1,0.930034982508746
"women_folate","Soil characteristics",-0.106297043157302,-0.0613706264809294,0,3,1,0.906546726636682,1,0.930034982508746
"women_iron","Adult and maternal mortality",-0.570953508088481,-0.622167272376634,2.5623295052711,3,1,0.537231384307846,1,0.659670164917541
"women_iron","Built environment",-0.38863972402385,-0.346086150975459,2.1720064001544,4,2,0.691154422788606,1,0.715642178910545
"women_iron","Ecosystem productivity/greenness",-0.342169068800992,-0.231515094956172,0.831205654743524,4,1,0.715642178910545,1,0.715642178910545
"women_iron","Education, employment, SES",-0.715281269547385,-0.357640634773692,0,4,3,0.43928035982009,1,0.608234344366278
"women_iron","Household assets and characteristics",-0.557375878744056,-0.474301356613121,1.8964923438795,4,2,0.549725137431284,1,0.659670164917541
"women_iron","Ruralness, population density, built environment",-0.488526609293145,-0.427658016266923,2.06532676611238,4,2,0.595702148925537,1,0.670164917541229
"women_vitA","Adult and maternal mortality",0.645546967246157,0.372706715314115,0,3,2,0.467766116941529,1,0.52623688155922
"women_vitA","Built environment",0.0499903792561105,0.0286492291532221,0.313750851497572,4,2,0.956021989005497,1,0.977511244377811
"women_vitA","Malaria incidence and treatment",0.0338533437311513,0.0169266718655757,0,4,2,0.977511244377811,1,0.977511244377811
"iron","Adult and maternal mortality",-0.0396459695388351,-0.0268913796191075,0.380223240793264,3,1,0.96351824087956,1,0.96351824087956
"iron","Built environment",-0.173614933020339,-0.103119280783386,0.411125330422624,4,2,0.842578710644678,1,0.892142164212012
"iron","Ecosystem productivity/greenness",-0.252197324142705,-0.155965955461411,0.529814112177901,4,1,0.780109945027486,1,0.877623688155922
"vitA","Built environment",-0.142129732416749,-0.0832555519295326,0.372513178140322,4,3,0.868565717141429,1,0.919657818149749
"vitA","Malaria incidence and treatment",-0.0174070737303929,-0.00870353686519643,0,4,1,0.987006496751624,1,0.987006496751624
"all","Built environment",0.16010708403111,0.080053542015555,0,4,2,0.800099950024987,1,0.800099950024987
"all","Ecosystem productivity/greenness",-0.560576045535626,-0.280288022767813,0,4,2,0.380809595202399,1,0.489612336688798
"all","Food fortification and supplementation",-0.237885439845534,-0.118942719922767,0,4,2,0.719140429785107,1,0.761442808007761
"all","Malaria",-0.384725603675164,-0.200726420657566,0.088847084219825,4,3,0.556221889055472,1,0.667466266866567
"all","Malaria incidence and treatment",-0.247878376190716,-0.123939188095358,0,4,3,0.698150924537731,1,0.761442808007761
