"group","predictor","meta_z","mu","tau2","k_countries","sign_agree","p_perm","p_fwer","domain","q_bh_perm"
"all","soilgrids_organic_carbon",-2.31076706982042,-1.3133584263107,0.292153716825928,4,4,0.000499750124937531,0.0439780109945027,"Soil characteristics",0.00776694985840413
"all","dhs_hh_cattle",2.28038882481826,1.62212843792734,0.518007519249826,3,3,0.000499750124937531,0.0499750124937531,"Agricultural production, land use",0.00776694985840413
"iron","dhs_hh_cows",3.33514983341256,1.67398411523413,0.00770162119770163,4,4,0.000999500249875062,0.0509745127436282,"Agricultural production, land use",0.0338921448366726
"all","dhs_w_no_education",2.27349023579019,1.1367451178951,0,4,4,0.000499750124937531,0.0524737631184408,"Education, employment, SES",0.00776694985840413
"all","dhs_w_primary_edu",-2.27349023579019,-1.1367451178951,0,4,4,0.000499750124937531,0.0524737631184408,"Education, employment, SES",0.00776694985840413
"vitA","npp_npp_t0",-3.12517564172008,-2.2854567845204,1.13922840869506,4,4,0.000499750124937531,0.0549725137431284,"Ecosystem productivity/greenness",0.0186406796601699
"all","tclim_vpd_t0",2.26356434178384,1.39666911022553,0.522864840202168,4,3,0.000499750124937531,0.0559720139930035,"Climate and weather",0.00776694985840413
"all","lst_night_annual_range_t0",2.24872060638661,1.12436030319331,0,4,3,0.000999500249875062,0.0604697651174413,"Climate and weather",0.0100760430595513
"all","dhs_w_any_media",-2.24637962514605,-1.4619782377247,0.694242237563738,4,4,0.000499750124937531,0.0609695152423788,"Fertility, reproductive health",0.00776694985840413
"all","lst_night_annual_mean_t0",2.24433890181424,1.12216945090712,0,4,4,0.000499750124937531,0.0609695152423788,"Climate and weather",0.00776694985840413
"vitA","aef_A15",3.07727203981548,1.70216196018473,0.223855012868526,4,3,0.000999500249875062,0.0654672663668166,"Agricultural production, land use",0.0207118662890777
"all","npp_npp_t0",-2.22487501845169,-1.59032906906243,1.04372636074714,4,4,0.00149925037481259,0.0674662668665667,"Ecosystem productivity/greenness",0.0130051253443046
"vitA","dhs_c_fg_legumes",3.06393397641375,1.53196698820688,0,4,4,0.000999500249875062,0.0699650174912544,"Dietary diversity",0.0207118662890777
"all","npp_gpp_t0",-2.20258365024899,-1.33234275015061,0.463615820547044,4,4,0.000999500249875062,0.0749625187406297,"Ecosystem productivity/greenness",0.0100760430595513
"women_b12","dhs_hh_goats",3.86015781411103,2.46758190011604,0.225897858256483,3,3,0.000499750124937531,0.0769615192403798,"Agricultural production, land use",0.0372813593203398
"all","aef_A54",-2.19581686196952,-1.09790843098476,0,4,3,0.000499750124937531,0.0789605197401299,"Agricultural production, land use",0.00776694985840413
"all","aef_A45",2.19105184348134,1.11764257482087,0.0407838827129693,4,3,0.000999500249875062,0.0814592703648176,"Agricultural production, land use",0.0100760430595513
"vitA","aef_A03",3.01889456058299,1.72547884009454,0.306722524150378,4,3,0.000999500249875062,0.0819590204897551,"Agricultural production, land use",0.0207118662890777
"all","aef_A37",2.18986740829167,1.11018897107635,0.0280593054973291,4,3,0.000499750124937531,0.0819590204897551,"Agricultural production, land use",0.00776694985840413
"women_b12","soilgrids_nitrogen",-3.81860097875384,-2.34070844519813,0.127216506455329,3,3,0.000999500249875062,0.0834582708645677,"Soil characteristics",0.0466016991504248
"vitA","aef_A36",-2.9912505640233,-1.49562528201165,0,4,4,0.00149925037481259,0.0894552723638181,"Agricultural production, land use",0.0254191086275044
"vitA","lst_night_annual_max_t0",2.96820424991478,1.57501639018155,0.126270169028668,4,4,0.000999500249875062,0.0969515242378811,"Climate and weather",0.0207118662890777
"all","aef_A36",-2.14934095560475,-1.07467047780238,0,4,4,0.000999500249875062,0.101949025487256,"Agricultural production, land use",0.0100760430595513
"all","lst_night_annual_sd_t0",2.14220000515916,1.07110000257958,0,4,3,0.000999500249875062,0.106946526736632,"Climate and weather",0.0100760430595513
"vitA","aef_A02",2.9191984130227,1.45959920651135,0,4,4,0.00149925037481259,0.118940529735132,"Agricultural production, land use",0.0254191086275044
"women_iron","dhs_hh_cook_indoors",-3.8002011672502,-3.8002011672502,0,1,1,0.0859570214892554,0.120439780109945,"Built environment",0.363104905880393
"iron","soil_aluminium_mean_20_50",-3.10781693937778,-1.55390846968889,0,4,4,0.00199900049975012,0.120939530234883,"Soil characteristics",0.0438604227298116
"all","soil_magnesium_stdev_0_20",-2.11136264430032,-1.05568132215016,0,4,4,0.000999500249875062,0.123938030984508,"Soil characteristics",0.0100760430595513
"child_vitA","lst_night_m07_t0",3.77261040492767,2.22739140377033,0.394341499607471,4,4,0.000999500249875062,0.124937531234383,"Climate and weather",0.0414237325781554
"all","dhs_hh_goats_any",2.10760336206076,1.05380168103038,0,4,4,0.000499750124937531,0.126436781609195,"Agricultural production, land use",0.00776694985840413
"women_iron","soil_aluminium_stdev_0_20",3.70584111650338,1.85292055825169,0,4,4,0.000499750124937531,0.128435782108946,"Soil characteristics",0.0266295423716713
"women_iron","lst_night_m08_t0",3.67410891148139,2.07288225228133,0.273225141757341,4,4,0.000499750124937531,0.131934032983508,"Climate and weather",0.0266295423716713
"all","lcover_grass_frac_t0",2.09044946239952,1.15264400366501,0.216104894703396,4,3,0.000499750124937531,0.134432783608196,"Built environment",0.00776694985840413
"iron","dhs_hh_water_30min",-3.08338799960312,-1.54169399980156,0,4,4,0.000499750124937531,0.135432283858071,"Water and sanitation",0.0266295423716713
"child_iron","spam_share_roots",-3.72959764641842,-1.86479882320921,0,4,4,0.000499750124937531,0.136431784107946,"Agricultural production, land use",0.0266295423716713
"child_iron","map_interventions202106africairscoverage",3.65643430558308,2.00843787207823,0.206872094351668,4,4,0.000499750124937531,0.141929035482259,"Malaria incidence and treatment",0.0266295423716713
"child_vitA","lst_night_m08_t0",3.6496070799917,2.33513194356359,0.637535109089496,4,4,0.000499750124937531,0.141929035482259,"Climate and weather",0.0310677994336165
"women_vitA","aef_A03",3.56616836076285,1.78308418038143,0,4,4,0.000499750124937531,0.152423788105947,"Agricultural production, land use",0.062135598867233
"iron","aef_A36",-3.04834421335565,-1.52417210667782,0,4,4,0.000999500249875062,0.154422788605697,"Agricultural production, land use",0.0338921448366726
"iron","soil_phosphorus_mean_0_20",3.04088999809606,1.52044499904803,0,4,4,0.00149925037481259,0.158420789605197,"Soil characteristics",0.039944313557507
"women_iron","lst_night_m05_t0",3.49222191596779,1.8746012252932,0.152588063117969,4,4,0.000999500249875062,0.159420289855072,"Climate and weather",0.0414237325781554
"child_iron","aef_A06",-3.54737255235574,-1.77368627617787,0,4,4,0.000999500249875062,0.162418790604698,"Agricultural production, land use",0.0414237325781554
"all","dhs_w_bmi_overweight",-2.05676561337565,-1.13185944182071,0.211366005014508,4,3,0.000999500249875062,0.162918540729635,"Adult nutrition",0.0100760430595513
"iron","spam_share_cereals",3.02528342501532,1.51264171250766,0,4,4,0.000999500249875062,0.164917541229385,"Agricultural production, land use",0.0338921448366726
"women_b12","npp_gpp_t0",-3.73014443400581,-2.52580346632753,0.375526836487879,3,3,0.000999500249875062,0.167416291854073,"Ecosystem productivity/greenness",0.0466016991504248
"women_vitA","soil_aluminium_stdev_0_20",3.46812085594027,1.94428633071851,0.257164157858738,4,4,0.000999500249875062,0.172413793103448,"Soil characteristics",0.0745627186406796
"all","dhs_w_reads_newspaper",-2.04435559420657,-1.02217779710328,0,4,4,0.00149925037481259,0.173413293353323,"Fertility, reproductive health",0.0130051253443046
"child_vitA","lst_night_m04_t0",3.48030442809437,1.84772120826692,0.127452906607857,4,4,0.00149925037481259,0.173913043478261,"Climate and weather",0.0430169530619306
"vitA","lcover_tree_frac_t0",-2.80891476109261,-1.40445738054631,0,4,4,0.000999500249875062,0.181409295352324,"Built environment",0.0207118662890777
"vitA","lst_night_annual_range_t0",2.80017365602335,1.56223194271531,0.245033644298659,4,3,0.000499750124937531,0.186906546726637,"Climate and weather",0.0186406796601699
"vitA","soil_aluminium_mean_20_50",-2.79967909486947,-1.39983954743474,0,4,4,0.000999500249875062,0.186906546726637,"Soil characteristics",0.0207118662890777
"vitA","aef_A45",2.79071837403339,1.41762945232889,0.032175206058974,4,3,0.00199900049975012,0.193403298350825,"Agricultural production, land use",0.0286779687079537
"vitA","soil_aluminium_stdev_0_20",2.79190680397012,2.20413866116235,1.49307866206142,4,4,0.00149925037481259,0.193403298350825,"Soil characteristics",0.0254191086275044
"child_vitA","aef_A15",3.40481460471091,1.82504181412063,0.149261058512037,4,4,0.000999500249875062,0.193903048475762,"Agricultural production, land use",0.0414237325781554
"women_iron","soil_aluminium_stdev_20_50",3.33693697693205,1.98796819505315,0.419655098191963,4,4,0.000499750124937531,0.195902048975512,"Soil characteristics",0.0266295423716713
"women_b12","dhs_hh_goats_any",3.56555036565808,2.3836737164075,0.340792954530081,3,3,0.00149925037481259,0.19640179910045,"Agricultural production, land use",0.0466016991504248
"all","dhs_w_mean_parity",2.01951866989176,1.16480974548068,0.330681862868014,4,3,0.000999500249875062,0.1984007996002,"Fertility, reproductive health",0.0100760430595513
"women_iron","lst_night_m07_t0",3.32384618736478,1.66192309368239,0,4,4,0.000499750124937531,0.202898550724638,"Climate and weather",0.0266295423716713
"iron","map_interventions202106africairscoverage",2.95865961935009,1.47932980967505,0,4,4,0.000999500249875062,0.203898050974513,"Malaria incidence and treatment",0.0338921448366726
"all","dhs_CN_ANMC_C_ANY",2.0107667662553,1.09465593955312,0.185473553359634,4,3,0.00199900049975012,0.209895052473763,"Adult nutrition",0.0162092866610173
"all","lst_night_annual_max_t0",2.00641953237768,1.00320976618884,0,4,4,0.000999500249875062,0.213893053473263,"Climate and weather",0.0100760430595513
"all","spam_share_cereals",2.00480961263152,1.00240480631576,0,4,4,0.000499750124937531,0.213893053473263,"Agricultural production, land use",0.00776694985840413
"child_vitA","lcover_grass_frac_t0",3.29735097508252,1.64867548754126,0,4,4,0.000499750124937531,0.214892553723138,"Built environment",0.0310677994336165
"all","map_interventions202406globalantimalarialeffectivetreatment",-2.00314056431285,-1.00157028215643,0,4,3,0.000999500249875062,0.215392303848076,"Malaria incidence and treatment",0.0100760430595513
"child_iron","aef_A36",-3.30627767924717,-1.65313883962359,0,4,4,0.000999500249875062,0.222388805597201,"Agricultural production, land use",0.0414237325781554
"child_iron","dhs_hh_cows",3.2909202686569,1.70752725015373,0.0768632519156905,4,4,0.000499750124937531,0.228385807096452,"Agricultural production, land use",0.0266295423716713
"women_iron","soil_phosphorus_stdev_0_20",3.23956198963967,1.61978099481983,0,4,4,0.00149925037481259,0.229385307346327,"Soil characteristics",0.0466016991504248
"all","dhs_hh_water_30min",-1.98982546882458,-0.994912734412292,0,4,4,0.00249875062468766,0.229385307346327,"Water and sanitation",0.0190211016940509
"iron","dhs_CH_VACC_C_DP1",-2.92888319309521,-1.49117416657974,0.0368421167818023,4,4,0.00199900049975012,0.229885057471264,"Infant and child morbidity/mortality",0.0438604227298116
"all","soil_aluminium_mean_20_50",-1.9835773386613,-0.991788669330651,0,4,4,0.000999500249875062,0.233383308345827,"Soil characteristics",0.0100760430595513
"women_iron","lst_night_m03_t0",3.21747873563807,1.60873936781904,0,4,4,0.000499750124937531,0.23488255872064,"Climate and weather",0.0266295423716713
"all","dhs_w_mean_bmi",-1.98308473287645,-1.1854327355306,0.429325958946349,4,3,0.00249875062468766,0.235382308845577,"Fertility, reproductive health",0.0190211016940509
"child_vitA","aef_A45",3.20638437039239,1.6031921851962,0,4,4,0.00199900049975012,0.242378810594703,"Agricultural production, land use",0.0497084790937864
"child_vitA","lst_night_m05_t0",3.19962556941,3.41035539659819,3.54423678666043,4,4,0.00149925037481259,0.247376311844078,"Climate and weather",0.0430169530619306
"child_vitA","aef_A61",3.19792358455566,1.69023322207628,0.117421684061469,4,4,0.00199900049975012,0.248375812093953,"Agricultural production, land use",0.0497084790937864
"women_b12","precip_y2015",-3.33489820090718,-2.63118270692499,0.867489222470996,3,3,0.00149925037481259,0.248375812093953,"Climate and weather",0.0466016991504248
"women_iron","lst_night_annual_mean_t0",3.15546971268355,1.74390769656038,0.221740436285867,4,4,0.000999500249875062,0.254372813593203,"Climate and weather",0.0414237325781554
"women_iron","lst_night_m06_t0",3.154648824278,1.577324412139,0,4,4,0.00149925037481259,0.254372813593203,"Climate and weather",0.0466016991504248
"iron","lst_night_m08_t0",2.88776548514789,2.29313800453026,1.52229879634198,4,3,0.00249875062468766,0.255872063968016,"Climate and weather",0.0490544201583419
"all","aef_A49",-1.95633101941631,-1.24519904451018,0.620514295731648,4,3,0.00149925037481259,0.258370814592704,"Agricultural production, land use",0.0130051253443046
"vitA","aef_A37",2.69594728666269,1.45641070470174,0.167360310557901,4,3,0.000999500249875062,0.269365317341329,"Agricultural production, land use",0.0207118662890777
"all","dhs_hh_cattle_any",1.94050226832591,1.19809223522095,0.143598171540774,3,3,0.00149925037481259,0.274362818590705,"Agricultural production, land use",0.0130051253443046
"all","dhs_RH_DELA_C_SKP",-1.9381991545505,-1.00994232229233,0.0860662942230051,4,3,0.00299850074962519,0.276361819090455,"Fertility, reproductive health",0.0200745780955676
"vitA","lst_night_annual_sd_t0",2.67853733996931,1.47347361616995,0.210456840336628,4,3,0.00149925037481259,0.282858570714643,"Climate and weather",0.0254191086275044
"women_iron","soil_aluminium_mean_20_50",-3.07629396274688,-1.89005883282007,0.509923591614407,4,4,0.00199900049975012,0.286856571714143,"Soil characteristics",0.0573559374159074
"women_b12","precip_y2014",-3.20249419634326,-2.28612005451535,0.528771644329295,3,3,0.00249875062468766,0.293353323338331,"Climate and weather",0.0621355988672331
"child_vitA","lst_night_annual_max_t0",3.09341117426634,1.54670558713317,0,4,4,0.000999500249875062,0.294352823588206,"Climate and weather",0.0414237325781554
"women_b12","wapor_sd_t0",3.18762566949625,1.84037653835942,0,3,3,0.00199900049975012,0.298850574712644,"Ecosystem productivity/greenness",0.0573559374159074
"all","dhs_c_fg_eggs",-1.91592112410566,-1.10162229165041,0.322422319619444,4,3,0.000499750124937531,0.299850074962519,"Dietary diversity",0.00776694985840413
"all","aef_A50",1.91494551945887,0.98456836622428,0.057399015691146,4,4,0.00199900049975012,0.300849575212394,"Agricultural production, land use",0.0162092866610173
"women_vitA","aef_A36",-3.07207355957115,-1.53603677978558,0,4,4,0.00149925037481259,0.305347326336832,"Agricultural production, land use",0.0869898384141263
"women_b12","aod_t0",-3.15565691495449,-2.29100180143227,0.581220934093912,3,3,0.00149925037481259,0.308345827086457,"Climate and weather",0.0466016991504248
"women_iron","lst_night_annual_max_t0",3.02818674630751,1.51409337315376,0,4,4,0.00299850074962519,0.313343328335832,"Climate and weather",0.0699025487256372
"vitA","soil_phosphorus_stdev_0_20",2.64690819413738,1.32345409706869,0,4,4,0.00199900049975012,0.314842578710645,"Soil characteristics",0.0286779687079537
"iron","aef_A54",-2.80419457148443,-1.46575665016636,0.0928673449644807,4,3,0.00349825087456272,0.31584207896052,"Agricultural production, land use",0.059311253464177
"child_vitA","aef_A37",3.03035320794514,1.51517660397257,0,4,4,0.00149925037481259,0.324837581209395,"Agricultural production, land use",0.0430169530619306
"all","aef_A63",1.89045202689173,0.945226013445867,0,4,3,0.00349825087456272,0.331834082958521,"Agricultural production, land use",0.0200745780955676
"iron","lst_night_m07_t0",2.78656128003541,1.3932806400177,0,4,3,0.00249875062468766,0.335332333833083,"Climate and weather",0.0490544201583419
"iron","lst_night_m03_t0",2.77664585727981,1.38832292863991,0,4,4,0.000499750124937531,0.343328335832084,"Climate and weather",0.0266295423716713
"child_iron","dhs_hh_cattle_any",3.01714634644431,2.18212125957073,0.569228776009775,3,3,0.00349825087456272,0.344327836081959,"Agricultural production, land use",0.118622506928354
"all","tclim_ro_t0",-1.88311374115773,-1.05851477839866,0.26386514789586,4,3,0.00299850074962519,0.344327836081959,"Climate and weather",0.0200745780955676
"all","dhs_c_bottle_fed",-1.87936171107022,-0.939680855535109,0,4,3,0.00249875062468766,0.350324837581209,"Infant and child morbidity/mortality",0.0190211016940509
"women_b12","aef_A14",3.03530180558097,1.75243231452393,0,3,3,0.000999500249875062,0.35632183908046,"Agricultural production, land use",0.0466016991504248
"iron","spam_share_roots",-2.75905761603703,-1.37952880801851,0,4,4,0.00149925037481259,0.35832083958021,"Agricultural production, land use",0.039944313557507
"women_vitA","soil_aluminium_stdev_20_50",2.97258354741795,1.54197284594584,0.0763296488059094,4,4,0.000999500249875062,0.358820589705147,"Soil characteristics",0.0745627186406796
"all","spam_share_roots",-1.87261163629711,-0.936305818148555,0,4,4,0.00149925037481259,0.361819090454773,"Agricultural production, land use",0.0130051253443046
"iron","aef_A06",-2.75067349087558,-1.37533674543779,0,4,4,0.00349825087456272,0.364817591204398,"Agricultural production, land use",0.059311253464177
"women_b12","dhs_w_barrier_distance",3.01861000451469,2.39634744482504,0.890631168323258,3,3,0.00149925037481259,0.365317341329335,"Healthcare access",0.0466016991504248
"women_vitA","dhs_w_bmi_overweight",-2.96301845992231,-1.56324428252325,0.113383997188777,4,3,0.000499750124937531,0.365317341329335,"Adult nutrition",0.062135598867233
"child_iron","dhs_w_high_parity",2.97226290513599,1.486131452568,0,4,4,0.00349825087456272,0.365817091454273,"Fertility, reproductive health",0.118622506928354
"women_iron","aef_A15",2.91618290139817,1.45809145069909,0,4,4,0.00149925037481259,0.372813593203398,"Agricultural production, land use",0.0466016991504248
"all","soil_magnesium_stdev_20_50",-1.86209040590025,-0.931045202950125,0,4,3,0.00349825087456272,0.373813093453273,"Soil characteristics",0.0200745780955676
"vitA","aef_A57",2.57765953867186,1.28882976933593,0,4,4,0.00349825087456272,0.379310344827586,"Agricultural production, land use",0.0466016991504248
"all","dhs_w_listens_radio",-1.85938603389159,-1.06731447062254,0.31797040225962,4,3,0.00199900049975012,0.380809595202399,"Fertility, reproductive health",0.0162092866610173
"child_iron","dhs_hh_water_30min",-2.93232149074534,-1.46616074537267,0,4,4,0.000499750124937531,0.388305847076462,"Water and sanitation",0.0266295423716713
"all","dhs_w_secondary_plus",-1.85196481602714,-0.989310414986863,0.141457353836663,4,3,0.00149925037481259,0.395302348825587,"Education, employment, SES",0.0130051253443046
"iron","dhs_hh_cattle_any",2.71263822763627,1.56614241093987,0,3,3,0.00199900049975012,0.397301349325337,"Agricultural production, land use",0.0438604227298116
"women_vitA","lst_night_annual_range_t0",2.90889792312687,1.45444896156343,0,4,4,0.00199900049975012,0.39880059970015,"Climate and weather",0.0869898384141263
"vitA","soil_aluminium_stdev_20_50",2.56124835637564,2.04014106660508,1.53791458673487,4,4,0.00199900049975012,0.401299350324838,"Soil characteristics",0.0286779687079537
"women_vitA","aef_A57",2.90501418668975,1.68508562600751,0.345883361365689,4,4,0.00199900049975012,0.401799100449775,"Agricultural production, land use",0.0869898384141263
"women_b12","dhs_w_any_media",-2.9208248912427,-2.17279486723532,0.660151285554158,3,3,0.00299850074962519,0.410294852573713,"Fertility, reproductive health",0.0699025487256372
"child_iron","dhs_w_mean_parity",2.90061091097505,1.74997947283249,0.455951632382815,4,4,0.00399800099950025,0.412793603198401,"Fertility, reproductive health",0.124271197734466
"all","soil_phosphorus_mean_0_20",1.83831648667663,0.919158243338317,0,4,4,0.00349825087456272,0.413293353323338,"Soil characteristics",0.0200745780955676
"all","dhs_w_barrier_distance",1.83481930116819,1.00808495132052,0.207445826267787,4,3,0.00299850074962519,0.419290354822589,"Healthcare access",0.0200745780955676
"women_vitA","aef_A02",2.87224301203314,1.46298807512974,0.037765433105951,4,4,0.00349825087456272,0.422788605697151,"Agricultural production, land use",0.0869898384141263
"all","dhs_WS_TLET_P_BAS",-1.82925836587302,-0.929775822667907,0.0333950793252531,4,3,0.00449775112443778,0.424787606196902,"Water and sanitation",0.0233008495752124
"women_vitA","lst_night_m04_t0",2.86820661047883,1.7921548986094,0.561673402972583,4,4,0.00299850074962519,0.426786606696652,"Climate and weather",0.0869898384141263
"women_b12","aef_A61",2.88359859164749,1.9879419420418,0.425801405667216,3,3,0.00349825087456272,0.431284357821089,"Agricultural production, land use",0.0721574696522706
"vitA","soilgrids_ph",2.51007708403198,1.25503854201599,0,4,4,0.00349825087456272,0.444277861069465,"Soil characteristics",0.0466016991504248
"all","tclim_pr_t0",-1.81727608575333,-0.968163029439302,0.135311814268012,4,3,0.00349825087456272,0.445777111444278,"Climate and weather",0.0200745780955676
"vitA","soil_phosphorus_mean_0_20",2.50462806400511,1.25231403200256,0,4,3,0.00199900049975012,0.450774612693653,"Soil characteristics",0.0286779687079537
"all","aef_A38",1.81176043102982,0.969859915421193,0.146242404597296,4,4,0.00349825087456272,0.451774112943528,"Agricultural production, land use",0.0200745780955676
"all","dhs_w_delivery_csection",-1.81152135692846,-0.993075110775812,0.202090788186514,4,3,0.00299850074962519,0.452773613193403,"Fertility, reproductive health",0.0200745780955676
"women_vitA","tclim_tmmx_t0",2.8254830820109,1.73819921268666,0.513818005929197,4,3,0.00299850074962519,0.459270364817591,"Climate and weather",0.0869898384141263
"child_vitA","aef_A02",2.82099060879751,1.45621033789296,0.065871697323308,4,3,0.00399800099950025,0.460769615192404,"Agricultural production, land use",0.0710121129911235
"women_folate","dhs_w_sib_female_n",-2.88064775403806,-2.68673693456336,0.739802597842784,2,2,0.00749625187406297,0.460769615192404,"Adult and maternal mortality",0.70732441998179
"iron","tclim_vpd_t0",2.64090904561721,1.35074243503151,0.0464011081539384,4,3,0.00149925037481259,0.461269365317341,"Climate and weather",0.039944313557507
"child_vitA","npp_npp_t0",-2.81818001801753,-1.40909000900877,0,4,4,0.00249875062468766,0.461769115442279,"Ecosystem productivity/greenness",0.0548255284122645
"women_vitA","tclim_ro_t0",-2.8156990884048,-1.59657141233169,0.286068817256383,4,4,0.00349825087456272,0.464767616191904,"Climate and weather",0.0869898384141263
"women_iron","aef_A36",-2.79041074746412,-1.39520537373206,0,4,4,0.00399800099950025,0.465267366316842,"Agricultural production, land use",0.0877208454596231
"iron","lst_night_m05_t0",2.62899467595853,1.58028452486907,0.445277203624608,4,3,0.00449775112443778,0.469765117441279,"Climate and weather",0.0699025487256372
"vitA","aef_A50",2.49083184166928,1.36782222796128,0.206231005363567,4,4,0.00499750124937531,0.469765117441279,"Agricultural production, land use",0.0559220389805097
"women_iron","dhs_hh_cows",2.78395940927864,1.64044098031453,0.388850225081987,4,4,0.00549725137431284,0.470764617691154,"Agricultural production, land use",0.102523738130935
"women_vitA","soil_phosphorus_mean_0_20",2.80841142332411,2.07278593048968,1.17895084854334,4,3,0.00249875062468766,0.470764617691154,"Soil characteristics",0.0869898384141263
