"vocab","target","estimand","country","outcome","arm","n_units","spearman"
"full","level","infill","Malawi","women_zinc","null_train_mean",87,-0.215233097816285
"full","level","infill","Malawi","women_zinc","region_mean_jk",87,0.164906830031754
"full","level","infill","Malawi","women_zinc","spatial",87,0.126057082452431
"full","level","infill","Malawi","women_zinc","domain_index",87,-0.145740686739083
"full","level","infill","Malawi","women_zinc","spatial_plus_domain",87,0.126057082452431
"full","level","region","Malawi","women_zinc","null_train_mean",87,-0.573167091406886
"full","level","region","Malawi","women_zinc","spatial",87,0.0571371291098637
"full","level","region","Malawi","women_zinc","domain_index",87,-0.350331705183349
"full","level","region","Malawi","women_zinc","spatial_plus_domain",87,0.0571371291098637
"full","level","region","SierraLeone","child_vitA","null_train_mean",14,-0.459796555926036
"full","level","region","SierraLeone","child_vitA","spatial",14,-0.219343357419481
"full","level","region","SierraLeone","child_vitA","domain_index",14,-0.213186813186813
"full","level","region","SierraLeone","child_vitA","spatial_plus_domain",14,-0.219343357419481
"full","level","region","SierraLeone","women_vitA","null_train_mean",14,-0.446071285599886
"full","level","region","SierraLeone","women_vitA","spatial",14,-0.365572262365801
"full","level","region","SierraLeone","women_vitA","domain_index",14,0.217582417582418
"full","level","region","SierraLeone","women_vitA","spatial_plus_domain",14,-0.324445382849648
"full","level","region","SierraLeone","child_iron","null_train_mean",14,-0.452933920762961
"full","level","region","SierraLeone","child_iron","spatial",14,-0.443256368118534
"full","level","region","SierraLeone","child_iron","domain_index",14,0.257142857142857
"full","level","region","SierraLeone","child_iron","spatial_plus_domain",14,-0.443256368118534
"full","level","region","SierraLeone","women_iron","null_train_mean",14,0.0137252703261503
"full","level","region","SierraLeone","women_iron","spatial",14,0.0434117061559389
"full","level","region","SierraLeone","women_iron","domain_index",14,0.116483516483516
"full","level","region","SierraLeone","women_iron","spatial_plus_domain",14,0.0434117061559389
"full","level","region","SierraLeone","women_folate","null_train_mean",14,-0.505547457013204
"full","level","region","SierraLeone","women_folate","spatial",14,-0.562067353387419
"full","level","region","SierraLeone","women_folate","domain_index",14,-0.67032967032967
"full","level","region","SierraLeone","women_folate","spatial_plus_domain",14,-0.562067353387419
"full","level","region","SierraLeone","women_b12","null_train_mean",14,-0.773190228373135
"full","level","region","SierraLeone","women_b12","spatial",14,-0.53693426034977
"full","level","region","SierraLeone","women_b12","domain_index",14,-0.586813186813187
"full","level","region","SierraLeone","women_b12","spatial_plus_domain",14,-0.559782526747633
"full","level","country","Gambia","child_vitA","domain_index",30,0.716573971078977
"full","level","country","Ghana","child_vitA","domain_index",75,0.360597439544808
"full","level","country","Malawi","child_vitA","domain_index",87,0.177188889698914
"full","level","country","SierraLeone","child_vitA","domain_index",14,0.0681318681318681
"full","level","country","Gambia","women_vitA","domain_index",30,0.749499443826474
"full","level","country","Ghana","women_vitA","domain_index",75,0.319743954480797
"full","level","country","Malawi","women_vitA","domain_index",87,0.204964642414522
"full","level","country","SierraLeone","women_vitA","domain_index",14,-0.120879120879121
"full","level","country","Gambia","child_iron","domain_index",30,0.496774193548387
"full","level","country","Ghana","child_iron","domain_index",75,0.517183499288762
"full","level","country","Malawi","child_iron","domain_index",87,-0.0608004665743238
"full","level","country","SierraLeone","child_iron","domain_index",14,0.252747252747253
"full","level","country","Gambia","women_iron","domain_index",30,0.378420467185762
"full","level","country","Ghana","women_iron","domain_index",75,0.250384068278805
"full","level","country","Malawi","women_iron","domain_index",87,0.268334912881825
"full","level","country","SierraLeone","women_iron","domain_index",14,-0.032967032967033
"full","level","country","Ghana","women_folate","domain_index",75,-0.10728307254623
"full","level","country","Malawi","women_folate","domain_index",87,-0.0685098782532624
"full","level","country","SierraLeone","women_folate","domain_index",14,0.0769230769230769
"full","level","country","Ghana","women_b12","domain_index",75,0.593769559032717
"full","level","country","Malawi","women_b12","domain_index",87,0.431599475103886
"full","level","country","SierraLeone","women_b12","domain_index",14,0.41978021978022
"cluster_agg","level","infill","Gambia","child_vitA","null_train_mean",30,-0.329503395960609
"cluster_agg","level","infill","Gambia","child_vitA","region_mean_jk",30,0.585896261584499
"cluster_agg","level","infill","Gambia","child_vitA","spatial",30,0.666963292547275
"cluster_agg","level","infill","Gambia","child_vitA","domain_index",30,0.739043381535039
"cluster_agg","level","infill","Gambia","child_vitA","spatial_plus_domain",30,0.664071190211346
"cluster_agg","level","region","Gambia","child_vitA","null_train_mean",30,-0.667176297606191
"cluster_agg","level","region","Gambia","child_vitA","spatial",30,0.745939933259177
"cluster_agg","level","region","Gambia","child_vitA","domain_index",30,0.648498331479422
"cluster_agg","level","region","Gambia","child_vitA","spatial_plus_domain",30,0.745939933259177
"cluster_agg","level","infill","Gambia","women_vitA","null_train_mean",30,-0.337672901645582
"cluster_agg","level","infill","Gambia","women_vitA","region_mean_jk",30,0.487052617979157
"cluster_agg","level","infill","Gambia","women_vitA","spatial",30,0.612903225806452
"cluster_agg","level","infill","Gambia","women_vitA","domain_index",30,0.731256952169077
"cluster_agg","level","infill","Gambia","women_vitA","spatial_plus_domain",30,0.589321468298109
"cluster_agg","level","region","Gambia","women_vitA","null_train_mean",30,-0.716647193142976
"cluster_agg","level","region","Gambia","women_vitA","spatial",30,0.665406006674082
"cluster_agg","level","region","Gambia","women_vitA","domain_index",30,0.698776418242492
"cluster_agg","level","region","Gambia","women_vitA","spatial_plus_domain",30,0.6440489432703
"cluster_agg","level","infill","Gambia","child_iron","null_train_mean",30,-0.307718047467345
"cluster_agg","level","infill","Gambia","child_iron","region_mean_jk",30,0.143819224155244
"cluster_agg","level","infill","Gambia","child_iron","spatial",30,0.371301446051168
"cluster_agg","level","infill","Gambia","child_iron","domain_index",30,0.511234705228031
"cluster_agg","level","infill","Gambia","child_iron","spatial_plus_domain",30,0.351501668520578
"cluster_agg","level","region","Gambia","child_iron","null_train_mean",30,-0.486085588255939
"cluster_agg","level","region","Gambia","child_iron","spatial",30,0.48476084538376
"cluster_agg","level","region","Gambia","child_iron","domain_index",30,0.538153503893215
"cluster_agg","level","region","Gambia","child_iron","spatial_plus_domain",30,0.30901001112347
"cluster_agg","level","infill","Gambia","women_iron","null_train_mean",30,-0.296825373220713
"cluster_agg","level","infill","Gambia","women_iron","region_mean_jk",30,0.468591170879501
"cluster_agg","level","infill","Gambia","women_iron","spatial",30,0.576195773081201
"cluster_agg","level","infill","Gambia","women_iron","domain_index",30,0.711679644048943
"cluster_agg","level","infill","Gambia","women_iron","spatial_plus_domain",30,0.5559510567297
"cluster_agg","level","region","Gambia","women_iron","null_train_mean",30,-0.634498274866296
"cluster_agg","level","region","Gambia","women_iron","spatial",30,0.670745272525028
"cluster_agg","level","region","Gambia","women_iron","domain_index",30,0.755728587319244
"cluster_agg","level","region","Gambia","women_iron","spatial_plus_domain",30,0.670745272525028
"cluster_agg","level","infill","Ghana","child_vitA","null_train_mean",75,-0.196629855673668
"cluster_agg","level","infill","Ghana","child_vitA","region_mean_jk",75,0.438827415487944
"cluster_agg","level","infill","Ghana","child_vitA","spatial",75,0.368307254623044
"cluster_agg","level","infill","Ghana","child_vitA","domain_index",75,0.231706970128023
"cluster_agg","level","infill","Ghana","child_vitA","spatial_plus_domain",75,0.35850640113798
"cluster_agg","level","region","Ghana","child_vitA","null_train_mean",75,-0.577742166215411
"cluster_agg","level","region","Ghana","child_vitA","spatial",75,0.252660028449502
"cluster_agg","level","region","Ghana","child_vitA","domain_index",75,0.235817923186344
"cluster_agg","level","region","Ghana","child_vitA","spatial_plus_domain",75,0.252660028449502
"cluster_agg","level","infill","Ghana","women_vitA","null_train_mean",75,-0.162878330059694
"cluster_agg","level","infill","Ghana","women_vitA","region_mean_jk",75,0.326448852275908
"cluster_agg","level","infill","Ghana","women_vitA","spatial",75,0.425291607396871
"cluster_agg","level","infill","Ghana","women_vitA","domain_index",75,0.492318634423898
"cluster_agg","level","infill","Ghana","women_vitA","spatial_plus_domain",75,0.439530583214794
"cluster_agg","level","region","Ghana","women_vitA","null_train_mean",75,-0.553827317763478
"cluster_agg","level","region","Ghana","women_vitA","spatial",75,0.514935988620199
"cluster_agg","level","region","Ghana","women_vitA","domain_index",75,0.50054054054054
"cluster_agg","level","region","Ghana","women_vitA","spatial_plus_domain",75,0.512147937411095
"cluster_agg","level","infill","Ghana","child_iron","null_train_mean",75,-0.177467699196057
"cluster_agg","level","infill","Ghana","child_iron","region_mean_jk",75,0.378772943754716
"cluster_agg","level","infill","Ghana","child_iron","spatial",75,0.527837837837838
"cluster_agg","level","infill","Ghana","child_iron","domain_index",75,0.503442389758179
"cluster_agg","level","infill","Ghana","child_iron","spatial_plus_domain",75,0.533541963015647
"cluster_agg","level","region","Ghana","child_iron","null_train_mean",75,-0.556384520793882
"cluster_agg","level","region","Ghana","child_iron","spatial",75,0.532517780938834
"cluster_agg","level","region","Ghana","child_iron","domain_index",75,0.469672830725462
"cluster_agg","level","region","Ghana","child_iron","spatial_plus_domain",75,0.525064011379801
"cluster_agg","level","infill","Ghana","women_iron","null_train_mean",75,-0.175072429636356
"cluster_agg","level","infill","Ghana","women_iron","region_mean_jk",75,0.37331071327822
"cluster_agg","level","infill","Ghana","women_iron","spatial",75,0.588492176386913
"cluster_agg","level","infill","Ghana","women_iron","domain_index",75,0.420825035561878
"cluster_agg","level","infill","Ghana","women_iron","spatial_plus_domain",75,0.588492176386913
"cluster_agg","level","region","Ghana","women_iron","null_train_mean",75,-0.517355030966714
"cluster_agg","level","region","Ghana","women_iron","spatial",75,0.441650071123755
"cluster_agg","level","region","Ghana","women_iron","domain_index",75,0.33448079658606
"cluster_agg","level","region","Ghana","women_iron","spatial_plus_domain",75,0.396927453769559
"cluster_agg","level","infill","Ghana","women_folate","null_train_mean",75,-0.168104372735406
"cluster_agg","level","infill","Ghana","women_folate","region_mean_jk",75,0.40562207912274
"cluster_agg","level","infill","Ghana","women_folate","spatial",75,0.572347083926031
"cluster_agg","level","infill","Ghana","women_folate","domain_index",75,0.303229018492176
"cluster_agg","level","infill","Ghana","women_folate","spatial_plus_domain",75,0.578933143669986
"cluster_agg","level","region","Ghana","women_folate","null_train_mean",75,-0.628443359259562
"cluster_agg","level","region","Ghana","women_folate","spatial",75,0.446799431009957
"cluster_agg","level","region","Ghana","women_folate","domain_index",75,0.200739687055477
"cluster_agg","level","region","Ghana","women_folate","spatial_plus_domain",75,0.430355618776671
"cluster_agg","level","infill","Ghana","women_b12","null_train_mean",75,-0.232994402625498
"cluster_agg","level","infill","Ghana","women_b12","region_mean_jk",75,0.477587882156241
"cluster_agg","level","infill","Ghana","women_b12","spatial",75,0.563655761024182
"cluster_agg","level","infill","Ghana","women_b12","domain_index",75,0.571251778093883
"cluster_agg","level","infill","Ghana","women_b12","spatial_plus_domain",75,0.563655761024182
"cluster_agg","level","region","Ghana","women_b12","null_train_mean",75,-0.636657838267842
"cluster_agg","level","region","Ghana","women_b12","spatial",75,0.524125177809388
"cluster_agg","level","region","Ghana","women_b12","domain_index",75,0.568392603129445
"cluster_agg","level","region","Ghana","women_b12","spatial_plus_domain",75,0.524125177809388
"cluster_agg","level","infill","Malawi","child_vitA","null_train_mean",87,-0.160662179078188
"cluster_agg","level","infill","Malawi","child_vitA","region_mean_jk",87,0.0508720381710593
"cluster_agg","level","infill","Malawi","child_vitA","spatial",87,0.0349019464897572
"cluster_agg","level","infill","Malawi","child_vitA","domain_index",87,-0.0116552453160312
"cluster_agg","level","infill","Malawi","child_vitA","spatial_plus_domain",87,0.0349019464897572
"cluster_agg","level","region","Malawi","child_vitA","null_train_mean",87,-0.522470654632332
"cluster_agg","level","region","Malawi","child_vitA","spatial",87,0.0418823357877087
"cluster_agg","level","region","Malawi","child_vitA","domain_index",87,0.0165305824888824
"cluster_agg","level","region","Malawi","child_vitA","spatial_plus_domain",87,0.0418823357877087
"cluster_agg","level","infill","Malawi","women_vitA","null_train_mean",87,-0.218418532783102
"cluster_agg","level","infill","Malawi","women_vitA","region_mean_jk",87,0.137863323340736
"cluster_agg","level","infill","Malawi","women_vitA","spatial",87,0.31160239119341
"cluster_agg","level","infill","Malawi","women_vitA","domain_index",87,0.311511263395786
"cluster_agg","level","infill","Malawi","women_vitA","spatial_plus_domain",87,0.309898301377852
"cluster_agg","level","region","Malawi","women_vitA","null_train_mean",87,-0.560388086743131
"cluster_agg","level","region","Malawi","women_vitA","spatial",87,0.3940912736021
"cluster_agg","level","region","Malawi","women_vitA","domain_index",87,0.32738572574178
"cluster_agg","level","region","Malawi","women_vitA","spatial_plus_domain",87,0.396059634030765
"cluster_agg","level","infill","Malawi","child_iron","null_train_mean",87,-0.212312728240868
"cluster_agg","level","infill","Malawi","child_iron","region_mean_jk",87,0.394970618996017
"cluster_agg","level","infill","Malawi","child_iron","spatial",87,0.206012612087191
"cluster_agg","level","infill","Malawi","child_iron","domain_index",87,0.259249471458774
"cluster_agg","level","infill","Malawi","child_iron","spatial_plus_domain",87,0.185290150907633
"cluster_agg","level","region","Malawi","child_iron","null_train_mean",87,-0.701285506472629
"cluster_agg","level","region","Malawi","child_iron","spatial",87,0.0195924764890282
"cluster_agg","level","region","Malawi","child_iron","domain_index",87,0.165597433841219
"cluster_agg","level","region","Malawi","child_iron","spatial_plus_domain",87,-0.002824961726325
"cluster_agg","level","infill","Malawi","women_iron","null_train_mean",87,-0.196748274468698
"cluster_agg","level","infill","Malawi","women_iron","region_mean_jk",87,0.128961403922565
"cluster_agg","level","infill","Malawi","women_iron","spatial",87,0.221786833855799
"cluster_agg","level","infill","Malawi","women_iron","domain_index",87,0.363053145731574
"cluster_agg","level","infill","Malawi","women_iron","spatial_plus_domain",87,0.302863235401327
"cluster_agg","level","region","Malawi","women_iron","null_train_mean",87,-0.581732034575527
"cluster_agg","level","region","Malawi","women_iron","spatial",87,0.181854632937231
"cluster_agg","level","region","Malawi","women_iron","domain_index",87,0.349602682802362
"cluster_agg","level","region","Malawi","women_iron","spatial_plus_domain",87,0.210049573521907
"cluster_agg","level","infill","Malawi","women_folate","null_train_mean",87,-0.204393318389059
"cluster_agg","level","infill","Malawi","women_folate","region_mean_jk",87,0.361599269656413
"cluster_agg","level","infill","Malawi","women_folate","spatial",87,0.491916964350805
"cluster_agg","level","infill","Malawi","women_folate","domain_index",87,0.503827367500182
"cluster_agg","level","infill","Malawi","women_folate","spatial_plus_domain",87,0.584147408325435
"cluster_agg","level","region","Malawi","women_folate","null_train_mean",87,-0.683763402290563
"cluster_agg","level","region","Malawi","women_folate","spatial",87,0.381315156375301
"cluster_agg","level","region","Malawi","women_folate","domain_index",87,0.461835678355325
"cluster_agg","level","region","Malawi","women_folate","spatial_plus_domain",87,0.536487570168404
"cluster_agg","level","infill","Malawi","women_b12","null_train_mean",87,-0.204044548137217
"cluster_agg","level","infill","Malawi","women_b12","region_mean_jk",87,0.581555633973079
"cluster_agg","level","infill","Malawi","women_b12","spatial",87,0.63403987752424
"cluster_agg","level","infill","Malawi","women_b12","domain_index",87,0.76484471823285
"cluster_agg","level","infill","Malawi","women_b12","spatial_plus_domain",87,0.675329882627397
"cluster_agg","level","region","Malawi","women_b12","null_train_mean",87,-0.761650569188354
"cluster_agg","level","region","Malawi","women_b12","spatial",87,0.602300065612014
"cluster_agg","level","region","Malawi","women_b12","domain_index",87,0.752478676095356
"cluster_agg","level","region","Malawi","women_b12","spatial_plus_domain",87,0.675092950353576
"cluster_agg","level","infill","Malawi","child_zinc","null_train_mean",87,-0.160987697979906
"cluster_agg","level","infill","Malawi","child_zinc","region_mean_jk",87,-0.0790367027594322
"cluster_agg","level","infill","Malawi","child_zinc","spatial",87,-0.172650725377269
"cluster_agg","level","infill","Malawi","child_zinc","domain_index",87,-0.00853867463731136
"cluster_agg","level","infill","Malawi","child_zinc","spatial_plus_domain",87,-0.16497776481738
"cluster_agg","level","region","Malawi","child_zinc","null_train_mean",87,-0.501683108858814
"cluster_agg","level","region","Malawi","child_zinc","spatial",87,-0.179375956841875
"cluster_agg","level","region","Malawi","child_zinc","domain_index",87,0.0559524677407596
"cluster_agg","level","region","Malawi","child_zinc","spatial_plus_domain",87,-0.179375956841875
"cluster_agg","level","infill","Malawi","women_zinc","null_train_mean",87,-0.215233097816285
"cluster_agg","level","infill","Malawi","women_zinc","region_mean_jk",87,0.164906830031754
"cluster_agg","level","infill","Malawi","women_zinc","spatial",87,0.126057082452431
"cluster_agg","level","infill","Malawi","women_zinc","domain_index",87,0.0853867463731136
"cluster_agg","level","infill","Malawi","women_zinc","spatial_plus_domain",87,0.112497266166071
"cluster_agg","level","region","Malawi","women_zinc","null_train_mean",87,-0.573167091406886
"cluster_agg","level","region","Malawi","women_zinc","spatial",87,0.0571371291098637
"cluster_agg","level","region","Malawi","women_zinc","domain_index",87,0.0595064518480717
"cluster_agg","level","region","Malawi","women_zinc","spatial_plus_domain",87,0.0461471167164832
"cluster_agg","level","region","SierraLeone","child_vitA","null_train_mean",14,-0.459796555926036
"cluster_agg","level","region","SierraLeone","child_vitA","spatial",14,-0.219343357419481
"cluster_agg","level","region","SierraLeone","child_vitA","domain_index",14,0.112087912087912
"cluster_agg","level","region","SierraLeone","child_vitA","spatial_plus_domain",14,-0.219343357419481
