source_path,group,status,detail,frozen_md5,live_md5,checked_on
results/tables/corrected/slice_coverage.csv,tables_corrected,unchanged,,441f2a701ee9249c653a3eda3d239d7f,441f2a701ee9249c653a3eda3d239d7f,2026-08-27
results/tables/corrected/trust_flags.csv,tables_corrected,unchanged,,c7042be83f91677cf84d8bec488975dd,c7042be83f91677cf84d8bec488975dd,2026-08-27
results/tables/cv_performance_all.csv,tables,unchanged,,196545c251b2d7354ccd13a49ee5f127,196545c251b2d7354ccd13a49ee5f127,2026-08-27
results/tables/diagnostics_binary.csv,tables,unchanged,,24eda945bd64131b0d833ce08543e33c,24eda945bd64131b0d833ce08543e33c,2026-08-27
results/tables/diagnostics_binary_calibrated.csv,tables,unchanged,,7e686bab051bd0644299696f7a52cb93,7e686bab051bd0644299696f7a52cb93,2026-08-27
results/tables/diagnostics_continuous.csv,tables,unchanged,,640ef0b6b27d9477023da76ef4eb5ca4,640ef0b6b27d9477023da76ef4eb5ca4,2026-08-27
results/tables/domain_ablation_all.csv,tables,unchanged,,274c60bf5f015b2a58cb915f8165bd60,274c60bf5f015b2a58cb915f8165bd60,2026-08-27
results/tables/national_estimates_all.csv,tables,unchanged,,6ff8d60986d03c57b3f8c95d75dc3987,6ff8d60986d03c57b3f8c95d75dc3987,2026-08-27
results/tables/single_var_importance.csv,tables,unchanged,,b938b4b1b3e16e354c413fcf2d2a859a,b938b4b1b3e16e354c413fcf2d2a859a,2026-08-27
results/tables/sl_prescreened_main.csv,tables,unchanged,,2a9da1eae2c1ee147a9f7f35062ea3c6,2a9da1eae2c1ee147a9f7f35062ea3c6,2026-08-27
results/tables/transportability_area_loco_metrics.csv,tables,unchanged,,e18a1d414f1449913a91de48161dbbef,e18a1d414f1449913a91de48161dbbef,2026-08-27
results/tables/transportability_area_loco_predictions.csv,tables,unchanged,,c2bdb11ca71bc1f7dce3e7bdf9375637,c2bdb11ca71bc1f7dce3e7bdf9375637,2026-08-27
results/tables/transportability_area_selected_vars.csv,tables,unchanged,,8ee2f553993735706f4473bab32aa341,8ee2f553993735706f4473bab32aa341,2026-08-27
results/tables/transportability_experiments_folds.csv,tables,unchanged,,1d03f41348d54df1d4de3c14f18fc9ff,1d03f41348d54df1d4de3c14f18fc9ff,2026-08-27
results/tables/transportability_experiments_summary.csv,tables,unchanged,,90e9422ee838875714cd465219b45794,90e9422ee838875714cd465219b45794,2026-08-27
results/tables/transportability_loco_results.csv,tables,unchanged,,ba6e64710c272a560c4b93d29555b208,ba6e64710c272a560c4b93d29555b208,2026-08-27
results/tables/transportability_recipe_bakeoff.csv,tables,unchanged,,bcf58731f93edf02bb48a6cf3d078982,bcf58731f93edf02bb48a6cf3d078982,2026-08-27
results/tables/transportability_within_country_ceiling.csv,tables,unchanged,,e2d5f2eafc70359b253068b7a9856bf0,e2d5f2eafc70359b253068b7a9856bf0,2026-08-27
sandbox_parsimony/out/decision_accuracy.csv,sandbox_parsimony_out,unchanged,,be2a3e8ae66e08d56f10fb3264d50edc,be2a3e8ae66e08d56f10fb3264d50edc,2026-08-27
sandbox_parsimony/out/hygiene_effect.csv,sandbox_parsimony_out,unchanged,,cbb714fc34126e0527995a9cad5a6873,cbb714fc34126e0527995a9cad5a6873,2026-08-27
sandbox_parsimony/out/level_reliability.csv,sandbox_parsimony_out,unchanged,,683585fff084b4fe1e022fa6dc7241f3,683585fff084b4fe1e022fa6dc7241f3,2026-08-27
sandbox_parsimony/out/level_reliability_ext.csv,sandbox_parsimony_out,unchanged,,04cfffa1c566ba7b8bc9540759902b6a,04cfffa1c566ba7b8bc9540759902b6a,2026-08-27
sandbox_parsimony/out/loco_bakeoff.csv,sandbox_parsimony_out,unchanged,,688b36fe9929962781cb6edaea8f46d3,688b36fe9929962781cb6edaea8f46d3,2026-08-27
sandbox_parsimony/out/loco_headline.csv,sandbox_parsimony_out,unchanged,,0122ec46eff745e0c76d91f083c60979,0122ec46eff745e0c76d91f083c60979,2026-08-27
sandbox_parsimony/out/loco_spatial.csv,sandbox_parsimony_out,unchanged,,f7eed425560eb4883ed65608ff8ed0c7,f7eed425560eb4883ed65608ff8ed0c7,2026-08-27
sandbox_parsimony/out/national_recovery.csv,sandbox_parsimony_out,unchanged,,d68534d87e136e5b2a2cfaa9535640d9,d68534d87e136e5b2a2cfaa9535640d9,2026-08-27
sandbox_parsimony/out/spatial_plus_soil_rescored.csv,sandbox_parsimony_out,unchanged,,6c514c056f708fafe5171d66f03e6a4b,6c514c056f708fafe5171d66f03e6a4b,2026-08-27
