"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"infill","level","ridge_nested_1se",18,-0.085895381846847,-0.082007012614576,0
"infill","prev","ridge_nested_1se",18,-0.0802467610868954,-0.0816295381399511,2
"region","level","ridge_nested_1se",18,-0.0861885765828403,-0.0700668041145765,0
"region","prev","ridge_nested_1se",18,-0.160897176963718,-0.0813425610311125,1
"country","level","enet_nested_1se",18,0.0241793182799918,0.0153141391493947,12
"country","prev","enet_nested_1se",19,-0.113476346313958,-0.103237290659965,6
"infill","level","enet_nested_1se",18,-0.0599279468885981,-0.0610744966805965,4
"infill","prev","enet_nested_1se",18,-0.057819562659983,-0.0339413841366095,6
"region","level","enet_nested_1se",18,-0.0845463924578349,-0.0669838845610171,3
"region","prev","enet_nested_1se",18,-0.102069471870802,-0.107924652102962,2
"country","level","lasso_nested_1se",19,0.0190303428611148,0.017797552836485,12
"country","prev","lasso_nested_1se",19,-0.124731731750806,-0.0758377562841447,5
"infill","level","lasso_nested_1se",18,-0.0673686589066046,-0.0656284760845384,3
"infill","prev","lasso_nested_1se",18,-0.0528059872830202,-0.0308488533971226,5
"region","level","lasso_nested_1se",18,-0.0792824636010319,-0.0655415853343511,4
"region","prev","lasso_nested_1se",18,-0.0859329912424005,-0.0890198679701317,3
"country","level","sparse5",22,-0.113742763531441,-0.0491180654338549,6
"country","prev","sparse5",22,-0.0974692192132212,-0.096684166217742,6
"infill","level","sparse5",18,-0.0564638926277201,-0.0539855410706063,4
"infill","prev","sparse5",18,-0.0275723686695824,-0.0210554968648578,7
"region","level","sparse5",18,-0.102754674767605,-0.0760520851215939,2
"region","prev","sparse5",18,-0.0789043095940207,-0.0722879803632294,5
"country","level","sparse10",22,-0.0339940231309968,-0.0202418207681365,11
"country","prev","sparse10",22,-0.0286123721880121,-0.0361354810329434,9
"infill","level","sparse10",18,-0.0548403392572965,-0.0336169636560047,5
"infill","prev","sparse10",18,-0.0182645438833242,-0.0237328606856224,8
"region","level","sparse10",18,-0.0649904029578372,-0.0476142742582197,6
"region","prev","sparse10",18,-0.0732265647729839,-0.0493760746808628,4
"country","level","sparse20",22,-0.0525407362466194,-0.0357980173330563,8
"country","prev","sparse20",22,-0.0293708938411693,-0.032424526086586,9
"infill","level","sparse20",18,-0.0310078652515169,-0.0387748778887512,4
"infill","prev","sparse20",18,-0.00358623841633756,-0.0138963743765006,8
"region","level","sparse20",18,-0.0536107945377595,-0.0544683192741759,3
"region","prev","sparse20",18,-0.0332235163171924,-0.0284941909964624,7
"country","level","sparse10w",22,-0.0354631756247153,-0.0264765971990373,8
"country","prev","sparse10w",22,-0.0299788442219244,-0.0316947325579847,9
"infill","level","sparse10w",18,-0.0571058605349733,-0.0376631187577459,4
"infill","prev","sparse10w",18,-0.0126454713606702,-0.0121871160457393,8
"region","level","sparse10w",18,-0.0644754737659475,-0.0619025539738409,6
"region","prev","sparse10w",18,-0.0679492964203433,-0.0601701467967845,4
