"target","outcome","heldout","set","n_train_countries","train_set","spearman"
"level","child_vitA","Malawi","climate_soil",2,"Ghana+SierraLeone",0.173051687686812
"level","child_vitA","Malawi","full",3,"Gambia+Ghana+SierraLeone",0.268298461762776
"level","child_vitA","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.225632426915506
"level","child_vitA","SierraLeone","full",1,"Gambia",0.0197802197802198
"level","child_vitA","SierraLeone","climate_soil",1,"Gambia",0.468131868131868
"level","child_vitA","SierraLeone","full",1,"Ghana",-0.0549450549450549
"level","child_vitA","SierraLeone","climate_soil",1,"Ghana",0.56043956043956
"level","child_vitA","SierraLeone","full",1,"Malawi",0.292307692307692
"level","child_vitA","SierraLeone","climate_soil",1,"Malawi",0.6
"level","child_vitA","SierraLeone","full",2,"Gambia+Ghana",-0.0857142857142857
"level","child_vitA","SierraLeone","climate_soil",2,"Gambia+Ghana",0.450549450549451
"level","child_vitA","SierraLeone","full",2,"Gambia+Malawi",0.195604395604396
"level","child_vitA","SierraLeone","climate_soil",2,"Gambia+Malawi",0.468131868131868
"level","child_vitA","SierraLeone","full",2,"Ghana+Malawi",0.142857142857143
"level","child_vitA","SierraLeone","climate_soil",2,"Ghana+Malawi",0.56043956043956
"level","child_vitA","SierraLeone","full",3,"Gambia+Ghana+Malawi",0.0417582417582418
"level","child_vitA","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.397802197802198
"level","women_vitA","Gambia","full",1,"Ghana",0.781979977753059
"level","women_vitA","Gambia","climate_soil",1,"Ghana",0.719688542825362
"level","women_vitA","Gambia","full",1,"Malawi",0.710344827586207
"level","women_vitA","Gambia","climate_soil",1,"Malawi",0.627586206896552
"level","women_vitA","Gambia","full",2,"Ghana+Malawi",0.737486095661847
"level","women_vitA","Gambia","climate_soil",2,"Ghana+Malawi",0.766852057842047
"level","women_vitA","Gambia","full",2,"Ghana+SierraLeone",0.763737486095662
"level","women_vitA","Gambia","climate_soil",2,"Ghana+SierraLeone",0.725027808676307
"level","women_vitA","Gambia","full",2,"Malawi+SierraLeone",0.726362625139043
"level","women_vitA","Gambia","climate_soil",2,"Malawi+SierraLeone",0.621802002224694
"level","women_vitA","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.765962180200222
"level","women_vitA","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.745494994438265
"level","women_vitA","Ghana","full",1,"Gambia",0.236813655761024
"level","women_vitA","Ghana","climate_soil",1,"Gambia",0.432347083926031
"level","women_vitA","Ghana","full",1,"Malawi",0.497524893314367
"level","women_vitA","Ghana","climate_soil",1,"Malawi",0.431408250355619
"level","women_vitA","Ghana","full",2,"Gambia+Malawi",0.354082503556188
"level","women_vitA","Ghana","climate_soil",2,"Gambia+Malawi",0.430640113798008
"level","women_vitA","Ghana","full",2,"Gambia+SierraLeone",0.240910384068279
"level","women_vitA","Ghana","climate_soil",2,"Gambia+SierraLeone",0.3950213371266
"level","women_vitA","Ghana","full",2,"Malawi+SierraLeone",0.452802275960171
"level","women_vitA","Ghana","climate_soil",2,"Malawi+SierraLeone",0.436273115220484
"level","women_vitA","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.309843527738265
"level","women_vitA","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.43448079658606
"level","women_vitA","Malawi","full",1,"Gambia",0.26102646351243
"level","women_vitA","Malawi","climate_soil",1,"Gambia",0.200371801414303
"level","women_vitA","Malawi","full",1,"Ghana",0.298953852883283
"level","women_vitA","Malawi","climate_soil",1,"Ghana",0.236895822701757
"level","women_vitA","Malawi","full",2,"Gambia+Ghana",0.277775752715608
"level","women_vitA","Malawi","climate_soil",2,"Gambia+Ghana",0.228092877451338
"level","women_vitA","Malawi","full",2,"Gambia+SierraLeone",0.183112196544434
"level","women_vitA","Malawi","climate_soil",2,"Gambia+SierraLeone",0.152037617554859
"level","women_vitA","Malawi","full",2,"Ghana+SierraLeone",0.2514033680834
"level","women_vitA","Malawi","climate_soil",2,"Ghana+SierraLeone",0.196107020485529
"level","women_vitA","Malawi","full",3,"Gambia+Ghana+SierraLeone",0.245990376904571
"level","women_vitA","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.206732521688416
"level","women_vitA","SierraLeone","full",1,"Gambia",0.0153846153846154
"level","women_vitA","SierraLeone","climate_soil",1,"Gambia",0.498901098901099
"level","women_vitA","SierraLeone","full",1,"Ghana",-0.0637362637362637
"level","women_vitA","SierraLeone","climate_soil",1,"Ghana",0.010989010989011
"level","women_vitA","SierraLeone","full",1,"Malawi",-0.287912087912088
"level","women_vitA","SierraLeone","climate_soil",1,"Malawi",0.00659340659340659
"level","women_vitA","SierraLeone","full",2,"Gambia+Ghana",0.010989010989011
"level","women_vitA","SierraLeone","climate_soil",2,"Gambia+Ghana",0.362637362637363
"level","women_vitA","SierraLeone","full",2,"Gambia+Malawi",-0.0285714285714286
"level","women_vitA","SierraLeone","climate_soil",2,"Gambia+Malawi",0.314285714285714
"level","women_vitA","SierraLeone","full",2,"Ghana+Malawi",0.00659340659340659
"level","women_vitA","SierraLeone","climate_soil",2,"Ghana+Malawi",0.2
"level","women_vitA","SierraLeone","full",3,"Gambia+Ghana+Malawi",-0.0241758241758242
"level","women_vitA","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.38021978021978
"level","child_iron","Gambia","full",1,"Ghana",0.50166852057842
"level","child_iron","Gambia","climate_soil",1,"Ghana",0.55194660734149
"level","child_iron","Gambia","full",1,"Malawi",-0.335261401557286
"level","child_iron","Gambia","climate_soil",1,"Malawi",0.305450500556174
"level","child_iron","Gambia","full",2,"Ghana+Malawi",0.394883203559511
"level","child_iron","Gambia","climate_soil",2,"Ghana+Malawi",0.54349276974416
"level","child_iron","Gambia","full",2,"Ghana+SierraLeone",0.50789766407119
"level","child_iron","Gambia","climate_soil",2,"Ghana+SierraLeone",0.523470522803115
"level","child_iron","Gambia","full",2,"Malawi+SierraLeone",-0.260511679644049
"level","child_iron","Gambia","climate_soil",2,"Malawi+SierraLeone",0.362402669632925
"level","child_iron","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.405561735261402
"level","child_iron","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.536373748609566
"level","child_iron","Ghana","full",1,"Gambia",0.45448079658606
"level","child_iron","Ghana","climate_soil",1,"Gambia",0.556699857752489
"level","child_iron","Ghana","full",1,"Malawi",-0.0631294452347084
"level","child_iron","Ghana","climate_soil",1,"Malawi",0.314679943100996
"level","child_iron","Ghana","full",2,"Gambia+Malawi",0.522930298719772
"level","child_iron","Ghana","climate_soil",2,"Gambia+Malawi",0.586543385490754
"level","child_iron","Ghana","full",2,"Gambia+SierraLeone",0.473655761024182
"level","child_iron","Ghana","climate_soil",2,"Gambia+SierraLeone",0.539544807965861
"level","child_iron","Ghana","full",2,"Malawi+SierraLeone",0.11778093883357
"level","child_iron","Ghana","climate_soil",2,"Malawi+SierraLeone",0.416073968705548
"level","child_iron","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.555704125177809
"level","child_iron","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.567368421052632
"level","child_iron","Malawi","full",1,"Gambia",-0.080848582051469
"level","child_iron","Malawi","climate_soil",1,"Gambia",0.242928482904425
"level","child_iron","Malawi","full",1,"Ghana",-0.0249507909892834
"level","child_iron","Malawi","climate_soil",1,"Ghana",0.148173798935627
"level","child_iron","Malawi","full",2,"Gambia+Ghana",-0.0566632645622221
"level","child_iron","Malawi","climate_soil",2,"Gambia+Ghana",0.152967121090617
"level","child_iron","Malawi","full",2,"Gambia+SierraLeone",-0.111704454326748
"level","child_iron","Malawi","climate_soil",2,"Gambia+SierraLeone",0.166745644091274
"level","child_iron","Malawi","full",2,"Ghana+SierraLeone",-0.0518881679667566
"level","child_iron","Malawi","climate_soil",2,"Ghana+SierraLeone",0.12488153386309
"level","child_iron","Malawi","full",3,"Gambia+Ghana+SierraLeone",-0.0568090690384195
"level","child_iron","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.142615003280601
"level","child_iron","SierraLeone","full",1,"Gambia",0.213186813186813
"level","child_iron","SierraLeone","climate_soil",1,"Gambia",0.463736263736264
"level","child_iron","SierraLeone","full",1,"Ghana",0.138461538461538
"level","child_iron","SierraLeone","climate_soil",1,"Ghana",0.186813186813187
"level","child_iron","SierraLeone","full",1,"Malawi",-0.0945054945054945
"level","child_iron","SierraLeone","climate_soil",1,"Malawi",-0.279120879120879
"level","child_iron","SierraLeone","full",2,"Gambia+Ghana",0.125274725274725
"level","child_iron","SierraLeone","climate_soil",2,"Gambia+Ghana",0.235164835164835
"level","child_iron","SierraLeone","full",2,"Gambia+Malawi",0.191208791208791
"level","child_iron","SierraLeone","climate_soil",2,"Gambia+Malawi",0.230769230769231
"level","child_iron","SierraLeone","full",2,"Ghana+Malawi",0.230769230769231
"level","child_iron","SierraLeone","climate_soil",2,"Ghana+Malawi",0.261538461538461
"level","child_iron","SierraLeone","full",3,"Gambia+Ghana+Malawi",0.257142857142857
"level","child_iron","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.314285714285714
"level","women_iron","Gambia","full",1,"Ghana",0.566629588431591
"level","women_iron","Gambia","climate_soil",1,"Ghana",0.656062291434928
"level","women_iron","Gambia","full",1,"Malawi",0.018020022246941
"level","women_iron","Gambia","climate_soil",1,"Malawi",0.493659621802002
"level","women_iron","Gambia","full",2,"Ghana+Malawi",0.593325917686318
"level","women_iron","Gambia","climate_soil",2,"Ghana+Malawi",0.697886540600667
"level","women_iron","Gambia","full",2,"Ghana+SierraLeone",0.623136818687431
"level","women_iron","Gambia","climate_soil",2,"Ghana+SierraLeone",0.672969966629588
"level","women_iron","Gambia","full",2,"Malawi+SierraLeone",0.0229143492769744
"level","women_iron","Gambia","climate_soil",2,"Malawi+SierraLeone",0.599555061179088
"level","women_iron","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.61245828698554
"level","women_iron","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.712124582869855
"level","women_iron","Ghana","full",1,"Gambia",0.173997155049787
"level","women_iron","Ghana","climate_soil",1,"Gambia",0.263100995732575
"level","women_iron","Ghana","full",1,"Malawi",0.497724039829303
"level","women_iron","Ghana","climate_soil",1,"Malawi",0.441052631578947
"level","women_iron","Ghana","full",2,"Gambia+Malawi",0.387880512091038
"level","women_iron","Ghana","climate_soil",2,"Gambia+Malawi",0.355163584637269
"level","women_iron","Ghana","full",2,"Gambia+SierraLeone",0.176842105263158
"level","women_iron","Ghana","climate_soil",2,"Gambia+SierraLeone",0.251322901849218
"level","women_iron","Ghana","full",2,"Malawi+SierraLeone",0.448990042674253
"level","women_iron","Ghana","climate_soil",2,"Malawi+SierraLeone",0.434992887624467
"level","women_iron","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.352375533428165
"level","women_iron","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.319857752489331
"level","women_iron","Malawi","full",1,"Gambia",0.0158015601078953
"level","women_iron","Malawi","climate_soil",1,"Gambia",0.210559889188598
"level","women_iron","Malawi","full",1,"Ghana",0.220966683677189
"level","women_iron","Malawi","climate_soil",1,"Ghana",0.295691477728366
"level","women_iron","Malawi","full",2,"Gambia+Ghana",0.207206386236057
"level","women_iron","Malawi","climate_soil",2,"Gambia+Ghana",0.289658817525698
"level","women_iron","Malawi","full",2,"Gambia+SierraLeone",0.0363782168112561
"level","women_iron","Malawi","climate_soil",2,"Gambia+SierraLeone",0.195633155937887
"level","women_iron","Malawi","full",2,"Ghana+SierraLeone",0.217722534081796
"level","women_iron","Malawi","climate_soil",2,"Ghana+SierraLeone",0.321826930086754
"level","women_iron","Malawi","full",3,"Gambia+Ghana+SierraLeone",0.218706714296129
"level","women_iron","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.289221404097106
"level","women_iron","SierraLeone","full",1,"Gambia",0.164835164835165
"level","women_iron","SierraLeone","climate_soil",1,"Gambia",0.283516483516484
"level","women_iron","SierraLeone","full",1,"Ghana",-0.208791208791209
"level","women_iron","SierraLeone","climate_soil",1,"Ghana",0.0197802197802198
"level","women_iron","SierraLeone","full",1,"Malawi",-0.252747252747253
"level","women_iron","SierraLeone","climate_soil",1,"Malawi",0.0021978021978022
"level","women_iron","SierraLeone","full",2,"Gambia+Ghana",0.0725274725274725
"level","women_iron","SierraLeone","climate_soil",2,"Gambia+Ghana",0.0725274725274725
"level","women_iron","SierraLeone","full",2,"Gambia+Malawi",0.191208791208791
"level","women_iron","SierraLeone","climate_soil",2,"Gambia+Malawi",0.213186813186813
"level","women_iron","SierraLeone","full",2,"Ghana+Malawi",-0.27032967032967
"level","women_iron","SierraLeone","climate_soil",2,"Ghana+Malawi",-0.0153846153846154
"level","women_iron","SierraLeone","full",3,"Gambia+Ghana+Malawi",-0.032967032967033
"level","women_iron","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.107692307692308
"level","women_folate","Ghana","full",1,"Malawi",-0.071778093883357
"level","women_folate","Ghana","climate_soil",1,"Malawi",0.0788335704125178
"level","women_folate","Ghana","full",2,"Malawi+SierraLeone",-0.0603129445234708
"level","women_folate","Ghana","climate_soil",2,"Malawi+SierraLeone",-0.00679943100995732
"level","women_folate","Malawi","full",1,"Ghana",0.000838375738135161
"level","women_folate","Malawi","climate_soil",1,"Ghana",0.0869176933731865
"level","women_folate","Malawi","full",2,"Ghana+SierraLeone",0.104450681635926
"level","women_folate","Malawi","climate_soil",2,"Ghana+SierraLeone",0.279525406429977
"level","women_folate","SierraLeone","full",1,"Ghana",-0.0285714285714286
"level","women_folate","SierraLeone","climate_soil",1,"Ghana",-0.0549450549450549
"level","women_folate","SierraLeone","full",1,"Malawi",0.230769230769231
"level","women_folate","SierraLeone","climate_soil",1,"Malawi",0.0725274725274725
"level","women_folate","SierraLeone","full",2,"Ghana+Malawi",0.2
"level","women_folate","SierraLeone","climate_soil",2,"Ghana+Malawi",0.103296703296703
"level","women_b12","Ghana","full",1,"Malawi",0.59425320056899
"level","women_b12","Ghana","climate_soil",1,"Malawi",0.584267425320057
"level","women_b12","Ghana","full",2,"Malawi+SierraLeone",0.59977240398293
"level","women_b12","Ghana","climate_soil",2,"Malawi+SierraLeone",0.600455192034139
"level","women_b12","Malawi","full",1,"Ghana",0.458536852081359
"level","women_b12","Malawi","climate_soil",1,"Ghana",0.456604942771743
"level","women_b12","Malawi","full",2,"Ghana+SierraLeone",0.450590508128599
"level","women_b12","Malawi","climate_soil",2,"Ghana+SierraLeone",0.493402347452067
"level","women_b12","SierraLeone","full",1,"Ghana",0.520879120879121
"level","women_b12","SierraLeone","climate_soil",1,"Ghana",0.402197802197802
"level","women_b12","SierraLeone","full",1,"Malawi",0.397802197802198
"level","women_b12","SierraLeone","climate_soil",1,"Malawi",0.375824175824176
"level","women_b12","SierraLeone","full",2,"Ghana+Malawi",0.56043956043956
"level","women_b12","SierraLeone","climate_soil",2,"Ghana+Malawi",0.384615384615385
"prev","child_vitA","Gambia","full",1,"Ghana",0.629023748560913
"prev","child_vitA","Gambia","climate_soil",1,"Ghana",0.63570601217877
"prev","child_vitA","Gambia","full",1,"Malawi",0.54660916394068
"prev","child_vitA","Gambia","climate_soil",1,"Malawi",-0.177302727993799
"prev","child_vitA","Gambia","full",2,"Ghana+Malawi",0.597394367436391
"prev","child_vitA","Gambia","climate_soil",2,"Ghana+Malawi",0.153469321090109
"prev","child_vitA","Gambia","full",2,"Ghana+SierraLeone",0.629023748560913
"prev","child_vitA","Gambia","climate_soil",2,"Ghana+SierraLeone",0.626796327354961
"prev","child_vitA","Gambia","full",2,"Malawi+SierraLeone",0.602294694089486
"prev","child_vitA","Gambia","climate_soil",2,"Malawi+SierraLeone",0.450607309964139
"prev","child_vitA","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.609199699827938
"prev","child_vitA","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.376879668047119
"prev","child_vitA","Ghana","full",1,"Gambia",0.354579838549385
"prev","child_vitA","Ghana","climate_soil",1,"Gambia",0.265621595520549
"prev","child_vitA","Ghana","full",1,"Malawi",0.366541568042617
"prev","child_vitA","Ghana","climate_soil",1,"Malawi",0.0928458051141361
"prev","child_vitA","Ghana","full",2,"Gambia+Malawi",0.342162424123077
"prev","child_vitA","Ghana","climate_soil",2,"Gambia+Malawi",0.233182524347236
"prev","child_vitA","Ghana","full",2,"Gambia+SierraLeone",0.33639516168884
"prev","child_vitA","Ghana","climate_soil",2,"Gambia+SierraLeone",0.251125118587084
"prev","child_vitA","Ghana","full",2,"Malawi+SierraLeone",0.291880439789026
"prev","child_vitA","Ghana","climate_soil",2,"Malawi+SierraLeone",0.221534078245493
"prev","child_vitA","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.348399611644548
"prev","child_vitA","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.243378474724801
"prev","child_vitA","Malawi","full",1,"Gambia",0.230914423157611
"prev","child_vitA","Malawi","climate_soil",1,"Gambia",0.0967622027574649
"prev","child_vitA","Malawi","full",1,"Ghana",0.202403122695337
"prev","child_vitA","Malawi","climate_soil",1,"Ghana",0.0940737362320999
"prev","child_vitA","Malawi","full",2,"Gambia+Ghana",0.209248545864964
"prev","child_vitA","Malawi","climate_soil",2,"Gambia+Ghana",0.0626254555320319
"prev","child_vitA","Malawi","full",2,"Gambia+SierraLeone",0.134310365489874
"prev","child_vitA","Malawi","climate_soil",2,"Gambia+SierraLeone",0.0329619551303155
"prev","child_vitA","Malawi","full",2,"Ghana+SierraLeone",0.136546988901732
"prev","child_vitA","Malawi","climate_soil",2,"Ghana+SierraLeone",0.0561640990088858
"prev","child_vitA","Malawi","full",3,"Gambia+Ghana+SierraLeone",0.189932252762551
"prev","child_vitA","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.0504482836230257
"prev","child_vitA","SierraLeone","full",1,"Gambia",0.0373626373626374
"prev","child_vitA","SierraLeone","climate_soil",1,"Gambia",0.23956043956044
"prev","child_vitA","SierraLeone","full",1,"Ghana",-0.0153846153846154
"prev","child_vitA","SierraLeone","climate_soil",1,"Ghana",0.428571428571429
"prev","child_vitA","SierraLeone","full",1,"Malawi",-0.248351648351648
"prev","child_vitA","SierraLeone","climate_soil",1,"Malawi",-0.0813186813186813
"prev","child_vitA","SierraLeone","full",2,"Gambia+Ghana",0.0241758241758242
"prev","child_vitA","SierraLeone","climate_soil",2,"Gambia+Ghana",0.301098901098901
"prev","child_vitA","SierraLeone","full",2,"Gambia+Malawi",0.0813186813186813
"prev","child_vitA","SierraLeone","climate_soil",2,"Gambia+Malawi",0.248351648351648
"prev","child_vitA","SierraLeone","full",2,"Ghana+Malawi",0.0373626373626374
"prev","child_vitA","SierraLeone","climate_soil",2,"Ghana+Malawi",0.367032967032967
"prev","child_vitA","SierraLeone","full",3,"Gambia+Ghana+Malawi",0.0417582417582418
"prev","child_vitA","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.402197802197802
"prev","women_vitA","Gambia","full",1,"Ghana",0.4202812887031
"prev","women_vitA","Gambia","climate_soil",1,"Ghana",0.488098872419011
"prev","women_vitA","Gambia","full",1,"Malawi",0.412302749442405
"prev","women_vitA","Gambia","climate_soil",1,"Malawi",0.248977357517582
"prev","women_vitA","Gambia","full",2,"Ghana+Malawi",0.44773685027667
"prev","women_vitA","Gambia","climate_soil",2,"Ghana+Malawi",0.6234993769314
"prev","women_vitA","Gambia","full",2,"Ghana+SierraLeone",0.400804266390226
"prev","women_vitA","Gambia","climate_soil",2,"Ghana+SierraLeone",0.424270558333448
"prev","women_vitA","Gambia","full",2,"Malawi+SierraLeone",0.499128029632325
"prev","women_vitA","Gambia","climate_soil",2,"Malawi+SierraLeone",0.498189377954596
"prev","women_vitA","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.472376456817052
"prev","women_vitA","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.609654264684899
"prev","women_vitA","Ghana","full",1,"Gambia",0.0551265794627907
"prev","women_vitA","Ghana","climate_soil",1,"Gambia",0.204878590583031
"prev","women_vitA","Ghana","full",1,"Malawi",0.160225330096427
"prev","women_vitA","Ghana","climate_soil",1,"Malawi",0.203379791008777
"prev","women_vitA","Ghana","full",2,"Gambia+Malawi",0.0760549393715756
"prev","women_vitA","Ghana","climate_soil",2,"Gambia+Malawi",0.206048385372692
"prev","women_vitA","Ghana","full",2,"Gambia+SierraLeone",0.103161278013259
"prev","women_vitA","Ghana","climate_soil",2,"Gambia+SierraLeone",0.209356711262203
"prev","women_vitA","Ghana","full",2,"Malawi+SierraLeone",0.250610255641354
"prev","women_vitA","Ghana","climate_soil",2,"Malawi+SierraLeone",0.131528801662547
"prev","women_vitA","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.0925600127319536
"prev","women_vitA","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.208662145605842
"prev","women_vitA","Malawi","full",1,"Gambia",0.202255453209891
"prev","women_vitA","Malawi","climate_soil",1,"Gambia",0.105655833766361
"prev","women_vitA","Malawi","full",1,"Ghana",0.19319923888706
"prev","women_vitA","Malawi","climate_soil",1,"Ghana",0.126646594096023
"prev","women_vitA","Malawi","full",2,"Gambia+Ghana",0.199236715102281
"prev","women_vitA","Malawi","climate_soil",2,"Gambia+Ghana",0.0694309764750372
"prev","women_vitA","Malawi","full",2,"Gambia+SierraLeone",0.199166511890476
"prev","women_vitA","Malawi","climate_soil",2,"Gambia+SierraLeone",0.102637095658751
"prev","women_vitA","Malawi","full",2,"Ghana+SierraLeone",0.184072821352424
"prev","women_vitA","Malawi","climate_soil",2,"Ghana+SierraLeone",0.129314316144609
"prev","women_vitA","Malawi","full",3,"Gambia+Ghana+SierraLeone",0.202255453209891
"prev","women_vitA","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.0875434051206991
"prev","women_vitA","SierraLeone","full",1,"Gambia",-0.138471330606279
"prev","women_vitA","SierraLeone","climate_soil",1,"Gambia",0.349698784073483
"prev","women_vitA","SierraLeone","full",1,"Ghana",0.190104708120484
"prev","women_vitA","SierraLeone","climate_soil",1,"Ghana",0.22296231199316
"prev","women_vitA","SierraLeone","full",1,"Malawi",-0.185410764710102
"prev","women_vitA","SierraLeone","climate_soil",1,"Malawi",0.119695556964749
"prev","women_vitA","SierraLeone","full",2,"Gambia+Ghana",0.208880481762013
"prev","women_vitA","SierraLeone","climate_soil",2,"Gambia+Ghana",0.288677519738513
"prev","women_vitA","SierraLeone","full",2,"Gambia+Malawi",0.0305106321674851
"prev","women_vitA","SierraLeone","climate_soil",2,"Gambia+Malawi",0.354392727483866
"prev","women_vitA","SierraLeone","full",2,"Ghana+Malawi",0.124389500375132
"prev","women_vitA","SierraLeone","climate_soil",2,"Ghana+Malawi",0.00704091511557349
"prev","women_vitA","SierraLeone","full",3,"Gambia+Ghana+Malawi",0.185410764710102
"prev","women_vitA","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.312147236790425
"prev","child_iron","Gambia","full",1,"Ghana",0.558015355549982
"prev","child_iron","Gambia","climate_soil",1,"Ghana",0.566915121986186
"prev","child_iron","Gambia","full",1,"Malawi",-0.397374571376502
"prev","child_iron","Gambia","climate_soil",1,"Malawi",0.25364334343181
"prev","child_iron","Gambia","full",2,"Ghana+Malawi",0.480142399233198
"prev","child_iron","Gambia","climate_soil",2,"Ghana+Malawi",0.566915121986186
"prev","child_iron","Gambia","full",2,"Ghana+SierraLeone",0.562020250446274
"prev","child_iron","Gambia","climate_soil",2,"Ghana+SierraLeone",0.587384584789455
"prev","child_iron","Gambia","full",2,"Malawi+SierraLeone",-0.235621316398497
"prev","child_iron","Gambia","climate_soil",2,"Malawi+SierraLeone",0.302814552991836
"prev","child_iron","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.507064192702715
"prev","child_iron","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.538435869390334
"prev","child_iron","Ghana","full",1,"Gambia",0.537828804433829
"prev","child_iron","Ghana","climate_soil",1,"Gambia",0.519224887892979
"prev","child_iron","Ghana","full",1,"Malawi",-0.175345125892693
"prev","child_iron","Ghana","climate_soil",1,"Malawi",0.376504435289497
"prev","child_iron","Ghana","full",2,"Gambia+Malawi",0.491126263370805
"prev","child_iron","Ghana","climate_soil",2,"Gambia+Malawi",0.564856597228786
"prev","child_iron","Ghana","full",2,"Gambia+SierraLeone",0.518725166420278
"prev","child_iron","Ghana","climate_soil",2,"Gambia+SierraLeone",0.526278099536248
"prev","child_iron","Ghana","full",2,"Malawi+SierraLeone",-0.0225302995406457
"prev","child_iron","Ghana","climate_soil",2,"Malawi+SierraLeone",0.397464181630225
"prev","child_iron","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.567512259912284
"prev","child_iron","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.579848241409824
"prev","child_iron","Malawi","full",1,"Gambia",-0.0643184417622606
"prev","child_iron","Malawi","climate_soil",1,"Gambia",0.116105184860122
"prev","child_iron","Malawi","full",1,"Ghana",-0.0631966084757096
