indicator_id,level1,level2
PR_DESC_W_TOT,Fertility Preferences,Desire for children
PR_DESC_W_UND,Fertility Preferences,Desire for children
PR_DESC_W_UNW,Fertility Preferences,Desire for children
PR_DESC_W_WNM,Fertility Preferences,Desire for children
PR_DESL_M_NUM,Fertility Preferences,Desire to limit childbearing
PR_DESL_M_UNW,Fertility Preferences,Desire to limit childbearing
PR_DESL_M_WNM,Fertility Preferences,Desire to limit childbearing
PR_DESL_W_NUM,Fertility Preferences,Desire to limit childbearing
PR_DESL_W_UNW,Fertility Preferences,Desire to limit childbearing
PR_DESL_W_WNM,Fertility Preferences,Desire to limit childbearing
PR_IDLC_M_ID0,Fertility Preferences,Ideal number of children
PR_IDLC_M_ID1,Fertility Preferences,Ideal number of children
PR_IDLC_M_ID2,Fertility Preferences,Ideal number of children
PR_IDLC_M_ID3,Fertility Preferences,Ideal number of children
PR_IDLC_M_ID4,Fertility Preferences,Ideal number of children
PR_IDLC_M_ID5,Fertility Preferences,Ideal number of children
PR_IDLC_M_ID6,Fertility Preferences,Ideal number of children
PR_IDLC_M_IDN,Fertility Preferences,Ideal number of children
PR_IDLC_M_M5A,Fertility Preferences,Ideal number of children
PR_IDLC_M_M5M,Fertility Preferences,Ideal number of children
PR_IDLC_M_MNA,Fertility Preferences,Ideal number of children
PR_IDLC_M_MNM,Fertility Preferences,Ideal number of children
PR_IDLC_M_N5A,Fertility Preferences,Ideal number of children
PR_IDLC_M_N5M,Fertility Preferences,Ideal number of children
PR_IDLC_M_NMA,Fertility Preferences,Ideal number of children
PR_IDLC_M_NMM,Fertility Preferences,Ideal number of children
PR_IDLC_M_NUM,Fertility Preferences,Ideal number of children
PR_IDLC_M_TOT,Fertility Preferences,Ideal number of children
PR_IDLC_M_U5A,Fertility Preferences,Ideal number of children
PR_IDLC_M_U5M,Fertility Preferences,Ideal number of children
PR_IDLC_M_UNA,Fertility Preferences,Ideal number of children
PR_IDLC_M_UNM,Fertility Preferences,Ideal number of children
PR_IDLC_M_UNW,Fertility Preferences,Ideal number of children
PR_IDLC_W_ID0,Fertility Preferences,Ideal number of children
PR_IDLC_W_ID1,Fertility Preferences,Ideal number of children
PR_IDLC_W_ID2,Fertility Preferences,Ideal number of children
PR_IDLC_W_ID3,Fertility Preferences,Ideal number of children
PR_IDLC_W_ID4,Fertility Preferences,Ideal number of children
PR_IDLC_W_ID5,Fertility Preferences,Ideal number of children
PR_IDLC_W_ID6,Fertility Preferences,Ideal number of children
PR_IDLC_W_IDN,Fertility Preferences,Ideal number of children
PR_IDLC_W_MNA,Fertility Preferences,Ideal number of children
PR_IDLC_W_MNM,Fertility Preferences,Ideal number of children
PR_IDLC_W_NMA,Fertility Preferences,Ideal number of children
PR_IDLC_W_NMM,Fertility Preferences,Ideal number of children
PR_IDLC_W_NUM,Fertility Preferences,Ideal number of children
PR_IDLC_W_TOT,Fertility Preferences,Ideal number of children
PR_IDLC_W_UNA,Fertility Preferences,Ideal number of children
PR_IDLC_W_UNM,Fertility Preferences,Ideal number of children
PR_IDLC_W_UNW,Fertility Preferences,Ideal number of children
PR_MIDL_W_MNA,Fertility Preferences,Mean ideal number of children
PR_MIDL_W_NUM,Fertility Preferences,Mean ideal number of children
PR_MIDL_W_UNW,Fertility Preferences,Mean ideal number of children
PR_PLSA_W_LAT,Fertility Preferences,Fertility planning status (all pregnancy outcomes)
PR_PLSA_W_MIS,Fertility Preferences,Fertility planning status (all pregnancy outcomes)
PR_PLSA_W_NOM,Fertility Preferences,Fertility planning status (all pregnancy outcomes)
PR_PLSA_W_NUM,Fertility Preferences,Fertility planning status (all pregnancy outcomes)
PR_PLSA_W_THN,Fertility Preferences,Fertility planning status (all pregnancy outcomes)
PR_PLSA_W_TOT,Fertility Preferences,Fertility planning status (all pregnancy outcomes)
PR_PLSA_W_UNW,Fertility Preferences,Fertility planning status (all pregnancy outcomes)
PR_PLST_W_LAT,Fertility Preferences,Fertility planning status
PR_PLST_W_MIS,Fertility Preferences,Fertility planning status
PR_PLST_W_NOM,Fertility Preferences,Fertility planning status
PR_PLST_W_NUM,Fertility Preferences,Fertility planning status
PR_PLST_W_THN,Fertility Preferences,Fertility planning status
PR_PLST_W_TOT,Fertility Preferences,Fertility planning status
PR_PLST_W_UNW,Fertility Preferences,Fertility planning status
PR_WTFR_W_WFR,Fertility Preferences,Wanted fertility rates
RH_ANCC_W_IRN,Reproductive Health,Components of antenatal care
RH_ANCC_W_NUM,Reproductive Health,Components of antenatal care
RH_ANCC_W_PAR,Reproductive Health,Components of antenatal care
RH_ANCC_W_UNW,Reproductive Health,Components of antenatal care
RH_ANCN_W_DKM,Reproductive Health,Number of antenatal care visits
RH_ANCN_W_N01,Reproductive Health,Number of antenatal care visits
RH_ANCN_W_N23,Reproductive Health,Number of antenatal care visits
RH_ANCN_W_N47,Reproductive Health,Number of antenatal care visits
RH_ANCN_W_N4P,Reproductive Health,Number of antenatal care visits
RH_ANCN_W_N8P,Reproductive Health,Number of antenatal care visits
RH_ANCN_W_NON,Reproductive Health,Number of antenatal care visits
RH_ANCN_W_TOT,Reproductive Health,Number of antenatal care visits
RH_ANCP_W_AUX,Reproductive Health,Antenatal care
RH_ANCP_W_CHW,Reproductive Health,Antenatal care
RH_ANCP_W_DOC,Reproductive Health,Antenatal care
RH_ANCP_W_MIS,Reproductive Health,Antenatal care
RH_ANCP_W_NON,Reproductive Health,Antenatal care
RH_ANCP_W_NRS,Reproductive Health,Antenatal care
RH_ANCP_W_NUM,Reproductive Health,Antenatal care
RH_ANCP_W_OHW,Reproductive Health,Antenatal care
RH_ANCP_W_OTH,Reproductive Health,Antenatal care
RH_ANCP_W_SKP,Reproductive Health,Antenatal care
RH_ANCP_W_TBA,Reproductive Health,Antenatal care
RH_ANCP_W_TOT,Reproductive Health,Antenatal care
RH_ANCP_W_UNW,Reproductive Health,Antenatal care
RH_ANCS_W_BLP,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCS_W_BLS,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCS_W_HGT,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCS_W_NUM,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCS_W_SGN,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCS_W_UNW,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCS_W_URN,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCS_W_WGT,Reproductive Health,Antenatal care services (of those receiving ANC)
RH_ANCT_W_DKM,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_MED,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_NMA,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_NON,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_NUM,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_T45,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_T67,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_T8P,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_TL4,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_TOT,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_UNA,Reproductive Health,Timing of antenatal care visits
RH_ANCT_W_UNW,Reproductive Health,Timing of antenatal care visits
RH_CPCN_C_BRF,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_CRD,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_DNG,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_NUM,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_OBB,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_S2P,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_TMP,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_UNW,Reproductive Health,Content of postnatal care for newborns
RH_CPCN_C_WGH,Reproductive Health,Content of postnatal care for newborns
RH_DELA_C_AUX,Reproductive Health,Assistance during delivery
RH_DELA_C_CSA,Reproductive Health,Assistance during delivery
RH_DELA_C_CSC,Reproductive Health,Assistance during delivery
RH_DELA_C_CSM,Reproductive Health,Assistance during delivery
RH_DELA_C_CSP,Reproductive Health,Assistance during delivery
RH_DELA_C_DKM,Reproductive Health,Assistance during delivery
RH_DELA_C_DOC,Reproductive Health,Assistance during delivery
RH_DELA_C_NON,Reproductive Health,Assistance during delivery
RH_DELA_C_NRS,Reproductive Health,Assistance during delivery
RH_DELA_C_NUM,Reproductive Health,Assistance during delivery
RH_DELA_C_OHP,Reproductive Health,Assistance during delivery
RH_DELA_C_OHW,Reproductive Health,Assistance during delivery
RH_DELA_C_REL,Reproductive Health,Assistance during delivery
RH_DELA_C_SKN,Reproductive Health,Assistance during delivery
RH_DELA_C_SKP,Reproductive Health,Assistance during delivery
RH_DELA_C_TBA,Reproductive Health,Assistance during delivery
RH_DELA_C_TOT,Reproductive Health,Assistance during delivery
RH_DELA_C_UNW,Reproductive Health,Assistance during delivery
RH_DELP_C_DHF,Reproductive Health,Place of delivery
RH_DELP_C_DKM,Reproductive Health,Place of delivery
RH_DELP_C_HOM,Reproductive Health,Place of delivery
RH_DELP_C_NUM,Reproductive Health,Place of delivery
RH_DELP_C_OTH,Reproductive Health,Place of delivery
RH_DELP_C_PRV,Reproductive Health,Place of delivery
RH_DELP_C_PUB,Reproductive Health,Place of delivery
RH_DELP_C_TOT,Reproductive Health,Place of delivery
RH_DELP_C_UNW,Reproductive Health,Place of delivery
RH_DURH_W_D12,Reproductive Health,Duration of stay in health facility
RH_DURH_W_D3P,Reproductive Health,Duration of stay in health facility
RH_DURH_W_DKM,Reproductive Health,Duration of stay in health facility
RH_DURH_W_H05,Reproductive Health,Duration of stay in health facility
RH_DURH_W_H06,Reproductive Health,Duration of stay in health facility
RH_DURH_W_H12,Reproductive Health,Duration of stay in health facility
RH_DURH_W_NUM,Reproductive Health,Duration of stay in health facility
RH_DURH_W_TOT,Reproductive Health,Duration of stay in health facility
RH_DURH_W_UNW,Reproductive Health,Duration of stay in health facility
RH_PAHC_W_ALN,Reproductive Health,Problems in accessing health care
RH_PAHC_W_DIS,Reproductive Health,Problems in accessing health care
RH_PAHC_W_FEM,Reproductive Health,Problems in accessing health care
RH_PAHC_W_KNW,Reproductive Health,Problems in accessing health care
RH_PAHC_W_MON,Reproductive Health,Problems in accessing health care
RH_PAHC_W_NUM,Reproductive Health,Problems in accessing health care
RH_PAHC_W_PR1,Reproductive Health,Problems in accessing health care
RH_PAHC_W_PRM,Reproductive Health,Problems in accessing health care
RH_PAHC_W_TRN,Reproductive Health,Problems in accessing health care
RH_PAHC_W_UNW,Reproductive Health,Problems in accessing health care
RH_PCCP_C_CHW,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_DKM,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_DOC,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_NON,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_NRS,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_NUM,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_OHW,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_TBA,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_TOT,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCP_C_UNW,Reproductive Health,Type of provider of first postnatal checkup for the newborn
RH_PCCT_C_D12,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_D36,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_DKM,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_DY2,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_H13,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_H4P,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_L1H,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_NON,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_NUM,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_TOT,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCCT_C_UNW,Reproductive Health,Timing of first postnatal checkup for the newborn
RH_PCMP_W_CHW,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_DKM,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_DOC,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_NON,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_NRS,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_NUM,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_OHW,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_TBA,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_TOT,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMP_W_UNW,Reproductive Health,Type of provider of first postnatal checkup for the mother
RH_PCMT_W_23H,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_D12,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_D36,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_D7P,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_DKM,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_DY2,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_L4H,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_NON,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_NUM,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_TOT,Reproductive Health,Timing of first postnatal checkup for the mother
RH_PCMT_W_UNW,Reproductive Health,Timing of first postnatal checkup for the mother
RH_TTIJ_W_DKM,Reproductive Health,Tetanus toxoid injections
RH_TTIJ_W_NUM,Reproductive Health,Tetanus toxoid injections
RH_TTIJ_W_PRT,Reproductive Health,Tetanus toxoid injections
RH_TTIJ_W_TOT,Reproductive Health,Tetanus toxoid injections
RH_TTIJ_W_TT0,Reproductive Health,Tetanus toxoid injections
RH_TTIJ_W_TT1,Reproductive Health,Tetanus toxoid injections
RH_TTIJ_W_TT2,Reproductive Health,Tetanus toxoid injections
RH_TTIJ_W_UNW,Reproductive Health,Tetanus toxoid injections
SV_BACK_M_NUM,Survey Characteristics,Background characteristics
SV_BACK_M_PCM,Survey Characteristics,Background characteristics
SV_BACK_M_UNW,Survey Characteristics,Background characteristics
SV_BACK_W_NUM,Survey Characteristics,Background characteristics
SV_BACK_W_PCW,Survey Characteristics,Background characteristics
SV_BACK_W_UNW,Survey Characteristics,Background characteristics
SV_HRES_H_ABS,Survey Characteristics,Results of the household interviews
SV_HRES_H_DES,Survey Characteristics,Results of the household interviews
SV_HRES_H_DNF,Survey Characteristics,Results of the household interviews
SV_HRES_H_INN,Survey Characteristics,Results of the household interviews
SV_HRES_H_INT,Survey Characteristics,Results of the household interviews
SV_HRES_H_NOR,Survey Characteristics,Results of the household interviews
SV_HRES_H_OCC,Survey Characteristics,Results of the household interviews
SV_HRES_H_OTH,Survey Characteristics,Results of the household interviews
SV_HRES_H_POS,Survey Characteristics,Results of the household interviews
SV_HRES_H_REF,Survey Characteristics,Results of the household interviews
SV_HRES_H_RES,Survey Characteristics,Results of the household interviews
SV_HRES_H_SEL,Survey Characteristics,Results of the household interviews
SV_HRES_H_TOT,Survey Characteristics,Results of the household interviews
SV_HRES_H_VAC,Survey Characteristics,Results of the household interviews
SV_HRSM_H_ABS,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_DES,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_DNF,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_INN,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_INT,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_NOR,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_OCC,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_OTH,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_POS,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_REF,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_RES,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_SEL,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_TOT,Survey Characteristics,Results of the household interviews for men's subsample
SV_HRSM_H_VAC,Survey Characteristics,Results of the household interviews for men's subsample
SV_INTV_H_MED,Survey Characteristics,Interview date and duration
SV_INTV_H_MNI,Survey Characteristics,Interview date and duration
SV_INTV_H_NUM,Survey Characteristics,Interview date and duration
SV_INTV_H_UNW,Survey Characteristics,Interview date and duration
SV_INTV_H_YRI,Survey Characteristics,Interview date and duration
SV_INTV_M_MED,Survey Characteristics,Interview date and duration
SV_INTV_M_MNI,Survey Characteristics,Interview date and duration
SV_INTV_M_NUM,Survey Characteristics,Interview date and duration
SV_INTV_M_UNW,Survey Characteristics,Interview date and duration
SV_INTV_W_MED,Survey Characteristics,Interview date and duration
SV_INTV_W_MNI,Survey Characteristics,Interview date and duration
SV_INTV_W_NUM,Survey Characteristics,Interview date and duration
SV_INTV_W_UNW,Survey Characteristics,Interview date and duration
SV_RESI_M_ELG,Survey Characteristics,Results of the individual interviews
SV_RESI_M_INC,Survey Characteristics,Results of the individual interviews
SV_RESI_M_INN,Survey Characteristics,Results of the individual interviews
SV_RESI_M_INT,Survey Characteristics,Results of the individual interviews
SV_RESI_M_NAH,Survey Characteristics,Results of the individual interviews
SV_RESI_M_ORR,Survey Characteristics,Results of the individual interviews
SV_RESI_M_OTH,Survey Characteristics,Results of the individual interviews
SV_RESI_M_POS,Survey Characteristics,Results of the individual interviews
SV_RESI_M_PRT,Survey Characteristics,Results of the individual interviews
SV_RESI_M_REF,Survey Characteristics,Results of the individual interviews
SV_RESI_M_RES,Survey Characteristics,Results of the individual interviews
SV_RESI_M_TOT,Survey Characteristics,Results of the individual interviews
SV_RESI_W_ELG,Survey Characteristics,Results of the individual interviews
SV_RESI_W_INC,Survey Characteristics,Results of the individual interviews
SV_RESI_W_INN,Survey Characteristics,Results of the individual interviews
SV_RESI_W_INT,Survey Characteristics,Results of the individual interviews
SV_RESI_W_NAH,Survey Characteristics,Results of the individual interviews
SV_RESI_W_ORR,Survey Characteristics,Results of the individual interviews
SV_RESI_W_OTH,Survey Characteristics,Results of the individual interviews
SV_RESI_W_POS,Survey Characteristics,Results of the individual interviews
SV_RESI_W_PRT,Survey Characteristics,Results of the individual interviews
SV_RESI_W_REF,Survey Characteristics,Results of the individual interviews
SV_RESI_W_RES,Survey Characteristics,Results of the individual interviews
SV_RESI_W_TOT,Survey Characteristics,Results of the individual interviews
SX_AAFS_M_M20,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M25,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M2A,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M2B,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M30,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M35,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M40,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M45,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M50,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M55,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_M_M60,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M20,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M25,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M2A,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M2B,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M30,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M35,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M40,Sexual Activity,Median age at first sexual intercourse
SX_AAFS_W_M45,Sexual Activity,Median age at first sexual intercourse
SX_LSEX_M_1PY,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_M_1YR,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_M_4WK,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_M_MIS,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_M_NSX,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_M_NUM,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_M_TOT,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_M_UNW,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_1PY,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_1YR,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_4WK,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_MIS,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_NSX,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_NUM,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_TOT,Sexual Activity,Timing of last sexual intercourse
SX_LSEX_W_UNW,Sexual Activity,Timing of last sexual intercourse
SX_SACY_M_ESX,Sexual Activity,Sexual activity among 15-19 year olds
SX_SACY_M_NUM,Sexual Activity,Sexual activity among 15-19 year olds
SX_SACY_M_SAC,Sexual Activity,Sexual activity among 15-19 year olds
SX_SACY_M_UNW,Sexual Activity,Sexual activity among 15-19 year olds
SX_SACY_W_ESX,Sexual Activity,Sexual activity among 15-19 year olds
SX_SACY_W_NUM,Sexual Activity,Sexual activity among 15-19 year olds
SX_SACY_W_SAC,Sexual Activity,Sexual activity among 15-19 year olds
SX_SACY_W_UNW,Sexual Activity,Sexual activity among 15-19 year olds
SX_SBAG_M_B15,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_M_B18,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_M_B20,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_M_B22,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_M_B25,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_M_NSX,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_M_NUM,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_M_UNW,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_B15,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_B18,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_B20,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_B22,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_B25,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_NSX,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_NUM,Sexual Activity,First sexual intercourse by exact age
SX_SBAG_W_UNW,Sexual Activity,First sexual intercourse by exact age
SX_SBAY_M_B15,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_M_B18,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_M_B20,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_M_MSX,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_M_NSX,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_M_NUM,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_M_UNW,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_W_B15,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_W_B18,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_W_B20,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_W_MSX,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_W_NSX,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_W_NUM,Sexual Activity,First sexual intercourse by exact age (age 20-24)
SX_SBAY_W_UNW,Sexual Activity,First sexual intercourse by exact age (age 20-24)
WE_AWBT_M_AGR,Women's Empowerment,Attitude toward wife beating
WE_AWBT_M_ARG,Women's Empowerment,Attitude toward wife beating
WE_AWBT_M_BFD,Women's Empowerment,Attitude toward wife beating
WE_AWBT_M_NEG,Women's Empowerment,Attitude toward wife beating
WE_AWBT_M_NUM,Women's Empowerment,Attitude toward wife beating
WE_AWBT_M_OUT,Women's Empowerment,Attitude toward wife beating
WE_AWBT_M_REF,Women's Empowerment,Attitude toward wife beating
WE_AWBT_M_UNW,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_AGR,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_ARG,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_BFD,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_NEG,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_NUM,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_OUT,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_REF,Women's Empowerment,Attitude toward wife beating
WE_AWBT_W_UNW,Women's Empowerment,Attitude toward wife beating
WE_DMAK_M_2DC,Women's Empowerment,Participation in decision making
WE_DMAK_M_MPC,Women's Empowerment,Participation in decision making
WE_DMAK_M_NON,Women's Empowerment,Participation in decision making
WE_DMAK_M_NUM,Women's Empowerment,Participation in decision making
WE_DMAK_M_OHC,Women's Empowerment,Participation in decision making
WE_DMAK_M_UNW,Women's Empowerment,Participation in decision making
WE_DMAK_W_3DC,Women's Empowerment,Participation in decision making
WE_DMAK_W_CKD,Women's Empowerment,Participation in decision making
WE_DMAK_W_DPC,Women's Empowerment,Participation in decision making
WE_DMAK_W_FAM,Women's Empowerment,Participation in decision making
WE_DMAK_W_MPC,Women's Empowerment,Participation in decision making
WE_DMAK_W_NON,Women's Empowerment,Participation in decision making
WE_DMAK_W_NUM,Women's Empowerment,Participation in decision making
WE_DMAK_W_OHC,Women's Empowerment,Participation in decision making
WE_DMAK_W_UNW,Women's Empowerment,Participation in decision making
WE_DMKH_M_DKM,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_M_ELS,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_M_HUS,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_M_JNT,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_M_NUM,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_M_OTH,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_M_TOT,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_M_WIF,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_DKM,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_ELS,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_HUS,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_JNT,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_NUM,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_OTH,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_TOT,Women's Empowerment,Participation in decision making: Own health care
WE_DMKH_W_WIF,Women's Empowerment,Participation in decision making: Own health care
WE_DMKP_M_DKM,Women's Empowerment,Participation in decision making: Major household purchases
WE_DMKP_M_ELS,Women's Empowerment,Participation in decision making: Major household purchases
WE_DMKP_M_HUS,Women's Empowerment,Participation in decision making: Major household purchases
