"mkt_name","adm1_name","adm2_name","lat","lon","n_months","fpi_cur","fpi_prev","fpi_volatility","fpi_seasonal_range","stp_cur","stp_prev","coverage","interpolated","fpi_rel_national","fpi_inflation_12m","staple_rel_national","staple_inflation_12m","country"
"Mulanje Boma","Southern Region","Mulanje",-16.03,35.5,12,-0.241984884803173,-0.460008291211018,0.0757923754352614,0.481838086892738,5.17324353435003,4.51843653489853,41.79,0,0.0327275130070524,0.218023406407844,0.317976347285492,0.654806999451495,"Malawi"
"Mulomba","Southern Region","Zomba",-15.76,35.52,12,-0.271675268071979,-0.423650944161748,0.0712292436501129,0.283943750341174,5.00518950305452,4.37877106086192,41.79,0,0.00303712973824677,0.151975676089769,0.149922315989984,0.626418442192597,"Malawi"
"Muloza","Southern Region","Mulanje",-16.08,35.73,12,-0.317683607035901,-0.557093678783121,0.0690011525384516,0.388935806156954,5.02877519619709,4.4104132238031,41.79,0,-0.0429712092256751,0.23941007174722,0.173508009132559,0.618361972393989,"Malawi"
"Mwansambo","Central Region","Nkhotakota",-13.3,34.12,12,-0.286078661524864,-0.578256616685095,0.0661680043721843,0.34294475112683,4.81744452000389,4.23206794409248,41.79,0,-0.0113662637146386,0.29217795516023,-0.0378226670606399,0.585376575911415,"Malawi"
"Mwanza Boma","Southern Region","Mwanza",-15.6,34.52,12,-0.198027697423425,-0.445062969216871,0.0623660244616739,0.353931457992982,4.95764133844759,4.5137277496499,41.79,0,0.0766847003868006,0.247035271793446,0.102374151383055,0.443913588797692,"Malawi"
"Mzimba","Northern Region","Mzimba",-11.9,33.6,12,-0.136633407803018,-0.321321028741661,0.0415064605958529,0.210721031315653,4.76429577405314,4.66906984131628,41.79,0,0.138078990007207,0.184687620938642,-0.0909714130113901,0.0952259327368639,"Malawi"
"Mzuzu","Northern Region","Mzimba",-11.45,33.92,12,-0.206041719565423,-0.464866775350085,0.0800705256087029,0.460341718333999,4.89939079252559,4.43325515000045,41.79,0,0.0686706782448027,0.258825055784662,0.0441236054610608,0.466135642525142,"Malawi"
"Nambuma","Central Region","Dowa",-13.7,33.6,12,-0.209226682866509,-0.395111216007035,0.0679617780989829,0.344840486291729,4.79048812924674,4.31473904538961,41.79,0,0.0654857149437172,0.185884533140527,-0.064779057817792,0.475749083857131,"Malawi"
"Namwera","Southern Region","Mangochi",-14.36,35.5,12,-0.262895592347975,-0.448478351083093,0.0556097425569442,0.420280193893305,4.82003744886222,4.30729472511284,41.79,0,0.0118168054622512,0.185582758735118,-0.0352297382023119,0.512742723749385,"Malawi"
"Nanjiri","Central Region","Lilongwe",-14.07,33.84,12,-0.288148872148261,-0.494831607669395,0.0591921826695613,0.430782916092454,4.81467574269056,4.56010789423259,41.79,0,-0.013436474338035,0.206682735521135,-0.0405914443739697,0.254567848457969,"Malawi"
"Nayuchi","Southern Region","Machinga",-14.98,35.87,12,-0.263368835688563,-0.479746181987698,0.0636882706677773,0.361013345537331,4.77913245389254,4.13218932375157,41.79,0,0.0113435621216627,0.216377346299135,-0.0761347331719966,0.646943130140968,"Malawi"
"Nchalo","Southern Region","Chikwawa",-16.27,34.87,12,-0.281354314262597,-0.352809692722855,0.0618342074649882,0.261215499263618,5.02034793259057,4.64879381392099,41.79,0,-0.006641916452371,0.0714553784602578,0.165080745526036,0.371554118669582,"Malawi"
"Neno Boma","Southern Region","Neno",-15.4,34.65,12,-0.178127091906827,-0.363880622116691,0.0654988291753436,0.308301359654517,4.9775617965887,4.30315581929756,41.79,0,0.0965853059033986,0.185753530209864,0.122294609524169,0.674405977291143,"Malawi"
"Ngabu","Southern Region","Nsanje",-16.47,34.87,12,-0.272621120184797,-0.415309886302511,0.0614441266027926,0.283943750341174,5.02766594221904,4.70132698412371,41.79,0,0.00209127762542854,0.142688766117714,0.172398755154502,0.326338958095323,"Malawi"
"Nkhamenya","Central Region","Kasungu",-12.57,33.52,12,-0.226563339005298,-0.426736032612786,0.0700067971655989,0.376477571234912,4.75307109168786,4.32873681943657,41.79,0,0.048149058804928,0.200172693607488,-0.102196095376671,0.424334272251293,"Malawi"
"Nkhatabay Boma","Northern Region","Nkhata Bay",-11.61,34.3,12,-0.198540205370019,-0.500659911551129,0.0776154049991994,0.405465108108164,4.9101259690418,4.73514947614803,41.79,0,0.0761721924402071,0.302119706181111,0.0548587819772681,0.17497649289377,"Malawi"
"Nkhate","Southern Region","Chikwawa",-16.15,34.96,12,-0.434163738488503,-0.52111550270681,0.090898249166154,0.270290329739912,4.92490285578563,4.35516107751016,41.79,0,-0.159451340678277,0.0869517642183078,0.0696356687210953,0.569741778275465,"Malawi"
"Nkhoma","Central Region","Kasungu",-12.72,33.4,12,-0.210107220578856,-0.482582251587693,0.100520107076374,0.53062825106217,4.78743517592826,4.46691089894448,41.79,0,0.0646051772313694,0.272475031008836,-0.0678320111362787,0.320524276983771,"Malawi"
"Nkhotakota Boma","Central Region","Nkhotakota",-12.92,34.3,12,-0.229894880379624,-0.36330807963182,0.090748397615702,0.464305608131098,4.90821150928826,4.5261989407133,41.79,0,0.0448175174306013,0.133413199252195,0.0529443222237242,0.382012568574958,"Malawi"
"Nsanama","Southern Region","Machinga",-15,35.49,12,-0.267122217416884,-0.460612233138217,0.0806151443507192,0.44507424620321,4.72395193459038,4.15302080409086,41.79,0,0.00759018039334186,0.193490015721333,-0.131315252474151,0.570931130499523,"Malawi"
"Nsanje Boma","Southern Region","Nsanje",-16.93,35.26,12,-0.231276805922758,-0.416721633721413,0.0986331841853143,0.365459773494465,5.0663257691309,4.66359753538932,41.79,0,0.0434355918874674,0.185444827798655,0.211058582066366,0.402728233741578,"Malawi"
"Nserema","Southern Region","Machinga",-14.72,35.55,12,-0.263390171529218,-0.484753228542214,0.0733314118897474,0.395312736644146,4.88280373205347,4.31828477654549,41.79,0,0.0113222262810082,0.221363057012996,0.0275365449889389,0.564518955507983,"Malawi"
"Nsikawanjala","Central Region","Dedza",-14.39,34.34,12,-0.247050429054338,-0.570960817455093,0.0627091012186636,0.186877373329815,4.70457198416457,4.11142484520372,41.79,0,0.027661968755888,0.323910388400756,-0.150695202899962,0.593147138960848,"Malawi"
"Nsundwe","Central Region","Ntchisi",-13.38,33.95,12,-0.302496260345937,-0.469939717175024,0.0877846139487869,0.416160397224912,4.74415813464216,4.3453440312731,41.79,0,-0.0277838625357112,0.167443456829087,-0.111109052422369,0.398814103369067,"Malawi"
"Nsungwi","Central Region","Dowa",-13.53,33.46,12,-0.185047912376995,-0.436008534610834,0.0885261107427535,0.350860974073313,4.74074237666034,4.31151091130984,41.79,0,0.0896644854332311,0.25096062223384,-0.114524810404194,0.429231465350503,"Malawi"
"Ntaja","Southern Region","Machinga",-14.87,35.53,12,-0.184955855638827,-0.456493467632094,0.101369996988018,0.400622483632377,5.00492159295069,4.5001890235798,41.79,0,0.0897565421713992,0.271537611993267,0.149654405886156,0.504732569370888,"Malawi"
"Ntakataka","Central Region","Dedza",-14.22,34.51,12,-0.315228567508859,-0.534254263151529,0.0505939035820591,0.231801614057324,4.5012497055521,4.16723997124341,41.79,0,-0.0405161696986328,0.219025695642671,-0.354017481512438,0.334009734308689,"Malawi"
"Ntcheu Boma","Central Region","Ntcheu",-14.82,34.63,12,-0.312585905372527,-0.52411216723431,0.0634210049248895,0.324496045574497,4.92488611185177,4.37987320825467,41.79,0,-0.037873507562301,0.211526261861783,0.0696189247872372,0.545012903597098,"Malawi"
"Ntchisi Boma","Central Region","Ntchisi",-13.37,33.92,12,-0.285399991978356,-0.558905483152541,0.0667031310894124,0.302280871872934,4.85918151099585,4.32649119459702,41.79,0,-0.01068759416813,0.273505491174186,0.00391432393131375,0.532690316398826,"Malawi"
"Nthalire","Northern Region","Chitipa",-10.35,33.65,12,-0.399676769946888,-0.683665437081173,0.0698344045236302,0.232931557680373,4.70737674331244,4.29593383414093,41.79,0,-0.124964372136663,0.283988667134285,-0.147890443752091,0.411442909171512,"Malawi"
"Ntonda","Central Region","Ntcheu",-14.98,34.75,12,-0.226764371777426,-0.441771676911783,0.0968463914826628,0.48097266061631,4.93586562487467,4.51049603301707,41.79,0,0.0479480260328003,0.215007305134357,0.0805984378101341,0.425369591857603,"Malawi"
"Ntowe","Southern Region","Nsanje",-17.09,35.22,12,-0.224787437505456,-0.453645933480948,0.0517218177561868,0.352440639799944,4.97599874755776,4.45080142292704,41.79,0,0.0499249603047697,0.228858495975492,0.120731560493222,0.525197324630719,"Malawi"
"Phalombe Boma","Southern Region","Phalombe",-15.81,35.65,12,-0.205253100841089,-0.51738318663687,0.0571483987695731,0.298044859487328,5.05562339178413,4.44099621868859,41.79,0,0.0694592969691363,0.31213008579578,0.200356204719592,0.614627173095537,"Malawi"
"Phaloni","Southern Region","Phalombe",-15.62,35.76,12,-0.264473648542492,-0.478941789181524,0.0565114502630078,0.435318071257845,4.83768313208026,4.25725266102266,41.79,0,0.0102387492677338,0.214468140639032,-0.0175840549842707,0.5804304710576,"Malawi"
"Phalula","Southern Region","Balaka",-15.22,34.89,12,-0.263801570427978,-0.523274726477384,0.0481572419018345,0.326215736454024,4.45747945667378,4.08628727148456,41.79,0,0.0109108273822477,0.259473156049406,-0.397787730390755,0.371192185189217,"Malawi"
"Rumphi Boma","Northern Region","Rumphi",-11.02,33.87,12,-0.254160815573289,-0.4264036863218,0.0622270847641822,0.510825623765991,5.04531375026263,4.7790852159913,41.79,0,0.0205515822369364,0.172242870748511,0.190046563198099,0.266228534271333,"Malawi"
"Salima","Central Region","Salima",-13.78,34.43,12,-0.338935106263953,-0.458691736886092,0.0892516903574183,0.331777392317005,4.83534111822445,4.3281329411558,41.79,0,-0.0642227084537271,0.119756630622139,-0.0199260688400855,0.507208177068646,"Malawi"
"Santhe","Central Region","Lilongwe",-13.93,33.43,12,-0.286675289314787,-0.581226479609581,0.0584574437565089,0.400323708607746,4.80557000282792,4.43523529951714,41.79,0,-0.0119628915045614,0.294551190294794,-0.049697184236611,0.370334703310783,"Malawi"
"Sharpevaley","Central Region","Ntcheu",-14.62,34.73,12,-0.3250201123711,-0.552981103076546,0.0465110672217638,0.302949544582569,4.90561040254954,4.38259926813664,41.79,0,-0.0503077145608745,0.227960990705446,0.0503432154850101,0.523011134412902,"Malawi"
"Songani","Southern Region","Zomba",-15.32,35.39,12,-0.256127716489967,-0.515493460418747,0.0715571267817451,0.439698279750407,4.9243569391921,4.34931382876984,41.79,0,0.0185846813202584,0.25936574392878,0.0690897521275708,0.57504311042227,"Malawi"
"Songwe","Central Region","Lilongwe City",-13.96,33.78,12,-0.165024957481575,-0.403246681032304,0.0614442166681292,0.418368512944072,5.01324153839445,4.57934006518044,41.79,0,0.109687440328651,0.23822172355073,0.15797435132992,0.43390147321401,"Malawi"
"Sorgin","Southern Region","Nsanje",-16.54,35.01,12,-0.282225920401028,-0.418967516351403,0.100871350509625,0.573345980747325,5.03362778251359,4.6690529767885,41.79,0,-0.00751352259080179,0.136741595950375,0.17836059544906,0.36457480572509,"Malawi"
"Thavite","Central Region","Salima",-13.5,34.26,12,-0.122252507747601,-0.36416475405512,0.107664155373965,0.685767073262323,5.14936587622177,4.8457235814759,41.79,0,0.152459890062624,0.241912246307519,0.294098689157238,0.303642294745868,"Malawi"
"Thekerani","Southern Region","Thyolo",-16.32,35.2,12,-0.239120859951559,-0.423788697104495,0.0637418534813963,0.442852640179785,4.94073887318158,4.5060311956352,41.79,0,0.0355915378586673,0.184667837152937,0.0854716861170477,0.434707677546383,"Malawi"
"Thete","Central Region","Dedza",-14.3,34.08,12,-0.316624202191373,-0.484165936368236,0.0739258345446007,0.341303163890879,4.87051515403104,4.34579442656872,41.79,0,-0.0419118043811473,0.167541734176863,0.0152479669665064,0.524720727462324,"Malawi"
"Thondwe","Southern Region","Zomba",-15.49,35.24,12,-0.209639037618508,-0.477333734863153,0.101791051076837,0.660357357736954,4.95717877968188,4.36613401947274,41.79,0,0.0650733601917181,0.267694697244646,0.101911592617346,0.591044760209144,"Malawi"
"Thyolo Boma","Southern Region","Thyolo",-16.07,35.15,12,-0.214749807001562,-0.392866009793994,0.100552573034395,0.525424423187143,4.86222703353402,4.60455965586654,41.79,0,0.0599625908086639,0.178116202792432,0.00695984646948755,0.257667377667477,"Malawi"
"Tomali","Southern Region","Chikwawa",-16.18,34.77,12,-0.236699727088548,-0.336240445127623,0.0645462225556842,0.362292936242956,4.92955015619949,4.36963903333022,41.79,0,0.0380126707216777,0.0995407180390745,0.0742829691349538,0.559911122869265,"Malawi"
"Tsangano turnoff","Central Region","Ntcheu",-14.82,34.64,12,-0.348987554209447,-0.566397035332499,0.0493591628174123,0.192371892647456,4.69245106636312,4.2645095972685,41.79,0,-0.0742751563992208,0.217409481123053,-0.162816120701416,0.427941469094616,"Malawi"
"Uliwa","Northern Region","Karonga",-10.45,34.21,12,-0.397050953047842,-0.571313518622933,0.0540935876077097,0.44558510189759,4.9732488682849,4.54972802352947,41.79,0,-0.122338555237616,0.174262565575091,0.11798168122037,0.42352084475543,"Malawi"
"Ulongwe","Southern Region","Balaka",-14.85,35.17,12,-0.2404709978726,-0.419043172975177,0.0596875808971218,0.35965557207687,4.96931151766057,4.64675760156489,41.79,0,0.0342413999376258,0.178572175102577,0.114044330596034,0.322553916095679,"Malawi"
"Vigwagwa","Northern Region","Mzuzu City",-11.44,34.01,12,-0.174790320217814,-0.488079185317764,0.0776963808920871,0.531505829003529,5.10714647836743,4.56377293680714,41.79,0,0.0999220775924113,0.31328886509995,0.251879291302893,0.543373541560285,"Malawi"
"Waliranji","Central Region","Mchinji",-13.98,33.28,12,-0.302094311867947,-0.53378848761301,0.0918388565317138,0.437213806422745,4.88562573521143,4.55205337164162,41.79,0,-0.0273819140577214,0.231694175745063,0.0303585481468929,0.333572363569805,"Malawi"
"Zomba Boma","Southern Region","Zomba City",-15.39,35.32,12,-0.277291937124776,-0.471875855436852,0.0907265297255008,0.344840486291729,4.86093186005382,4.41130052238908,41.79,0,-0.00257953931454991,0.194583918312077,0.00566467298928419,0.449631337664735,"Malawi"
