"country","Admin1","Admin2","gid_2","pcode","pcode_name","overlap_share","second_share","n_cod_polys","cod_level","many_to_one"
"Gambia","Banjul","Banjul","GMB.1.1_1","GM0102","Banjul North",0.707,0.171,4,2,FALSE
"Gambia","Banjul","Kanifing","GMB.1.2_1","GM0503","Mangrove",0.301,0.203,8,2,FALSE
"Gambia","Lower River","Jarra Central","GMB.2.1_1","GM0801","Jarra Central",0.902,0.085,3,2,FALSE
"Gambia","Lower River","Jarra East","GMB.2.2_1","GM0802","Jarra East",0.969,0.003,3,2,FALSE
"Gambia","Lower River","Jarra West","GMB.2.3_1","GM0803","Jarra West",0.905,0.065,3,2,FALSE
"Gambia","Lower River","Kiang Central","GMB.2.4_1","GM0804","Kiang Central",0.96,0.024,3,2,FALSE
"Gambia","Lower River","Kiang East","GMB.2.5_1","GM0805","Kiang East",0.963,0.034,3,2,FALSE
"Gambia","Lower River","Kiang West","GMB.2.6_1","GM0806","Kiang West",0.952,0.014,5,2,FALSE
"Gambia","Maccarthy Island","Fulladu West","GMB.3.1_1","GM0406","Upper Fuladu West",0.569,0.393,4,2,FALSE
"Gambia","Maccarthy Island","Janjanbureh","GMB.3.2_1","GM0402","Janjanbureh",0.841,0.091,3,2,FALSE
"Gambia","Maccarthy Island","Lower Saloum","GMB.3.3_1","GM0701","Lower Saloum",0.943,0.024,4,2,FALSE
"Gambia","Maccarthy Island","Niamina Dankunku","GMB.3.4_1","GM0403","Niamina Dankunku",0.959,0.041,2,2,FALSE
"Gambia","Maccarthy Island","Niamina East","GMB.3.5_1","GM0404","Niamina East",0.966,0.031,4,2,FALSE
"Gambia","Maccarthy Island","Niamina West","GMB.3.6_1","GM0405","Niamina West",0.937,0.027,4,2,FALSE
"Gambia","Maccarthy Island","Niani","GMB.3.7_1","GM0702","Niani",0.893,0.032,6,2,FALSE
"Gambia","Maccarthy Island","Nianija","GMB.3.8_1","GM0703","Nianija",0.766,0.227,4,2,FALSE
"Gambia","Maccarthy Island","Sami","GMB.3.9_1","GM0704","Sami",0.955,0.024,6,2,FALSE
"Gambia","Maccarthy Island","Upper Saloum","GMB.3.10_1","GM0705","Upper Saloum",0.888,0.033,7,2,FALSE
"Gambia","North Bank","Central Baddibu","GMB.4.1_1","GM0601","Central Baddibu",0.937,0.042,3,2,FALSE
"Gambia","North Bank","Jokadu","GMB.4.2_1","GM0602","Jokadu",0.96,0.028,3,2,FALSE
"Gambia","North Bank","Lower Baddibu","GMB.4.3_1","GM0603","Lower Baddibu",0.514,0.447,3,2,FALSE
"Gambia","North Bank","Lower Nuimi","GMB.4.4_1","GM0604","Lower Niumi",0.911,0.088,2,2,FALSE
"Gambia","North Bank","Upper Baddibu","GMB.4.5_1","GM0607","Sabach - Sanjal",0.478,0.475,9,2,FALSE
"Gambia","North Bank","Upper Nuimi","GMB.4.6_1","GM0606","Upper Niumi",0.965,0.001,3,2,FALSE
"Gambia","Upper River","Fulladu East","GMB.5.1_1","GM0204","Jimara",0.394,0.366,7,2,FALSE
"Gambia","Upper River","Kantora","GMB.5.2_1","GM0202","Kantora",0.955,0.013,3,2,FALSE
"Gambia","Upper River","Sandu","GMB.5.3_1","GM0203","Sandu",0.934,0.023,6,2,FALSE
"Gambia","Upper River","Wuli","GMB.5.4_1","GM0207","Wuli East",0.551,0.405,6,2,FALSE
"Gambia","Western","Foni Bintang Karanai","GMB.6.1_1","GM0301","Foni Bintang Karenai",0.892,0.074,3,2,FALSE
"Gambia","Western","Foni Bondali","GMB.6.2_1","GM0302","Foni Bondali",0.889,0.097,4,2,FALSE
"Gambia","Western","Foni Brefet","GMB.6.3_1","GM0303","Foni Brefet",0.875,0.103,3,2,FALSE
"Gambia","Western","Foni Jarrol","GMB.6.4_1","GM0304","Foni Jarrol",0.798,0.183,3,2,FALSE
"Gambia","Western","Foni Kansala","GMB.6.5_1","GM0305","Foni Kansala",0.961,0.019,4,2,FALSE
"Gambia","Western","Kombo Central","GMB.6.6_1","GM0306","Kombo Central",0.863,0.119,4,2,FALSE
"Gambia","Western","Kombo East","GMB.6.7_1","GM0307","Kombo East",0.989,0,2,2,FALSE
"Gambia","Western","Kombo Saint Mary","GMB.6.8_1","GM0308","Kombo North/St Marie",0.865,0.066,8,2,FALSE
"Gambia","Western","Kombo South","GMB.6.9_1","GM0309","Kombo South",0.934,0.058,3,2,FALSE
"Ghana","Ahafo","Asunafo North","GHA1.1_2","GH0101","Asunafo North Municipal",0.998,0.001,8,2,FALSE
"Ghana","Ahafo","Asunafo South","GHA1.2_2","GH0102","Asunafo South",0.996,0.002,6,2,FALSE
"Ghana","Ahafo","Asutifi North","GHA1.3_2","GH0103","Asutifi North",0.998,0.001,7,2,FALSE
"Ghana","Ahafo","Asutifi South","GHA1.4_2","GH0104","Asutifi South",0.994,0.002,8,2,FALSE
"Ghana","Ahafo","Tano North","GHA1.5_2","GH0105","Tano North Municipal",0.997,0.001,8,2,FALSE
"Ghana","Ahafo","Tano South","GHA1.6_2","GH0106","Tano South Municipal",0.997,0.001,6,2,FALSE
"Ghana","Ashanti","Adansi Akrofuom","GHA2.1_2","GH0201","Adansi Akrofuom",0.996,0.002,9,2,FALSE
"Ghana","Ashanti","Adansi Asokwa","GHA2.2_2","GH0202","Adansi Asokwa",0.995,0.002,7,2,FALSE
"Ghana","Ashanti","Adansi North","GHA2.3_2","GH0203","Adansi North",0.996,0.002,7,2,FALSE
"Ghana","Ashanti","Adansi South","GHA2.4_2","GH0204","Adansi South",0.996,0.002,7,2,FALSE
"Ghana","Ashanti","Afigya-Kwabre North","GHA2.5_2","GH0205","Afigya Kwabre North",0.995,0.003,5,2,FALSE
"Ghana","Ashanti","Afigya-Kwabre South","GHA2.6_2","GH0206","Afigya Kwabre South",0.995,0.002,8,2,FALSE
"Ghana","Ashanti","Ahafo-Ano North","GHA2.7_2","GH0207","Ahafo Ano North",0.996,0.002,5,2,FALSE
"Ghana","Ashanti","Ahafo-Ano South East","GHA2.8_2","GH0208","Ahafo Ano South East",0.997,0.001,7,2,FALSE
"Ghana","Ashanti","Ahafo-Ano South West","GHA2.9_2","GH0209","Ahafo Ano South West",0.997,0.001,6,2,FALSE
"Ghana","Ashanti","Amansie Central","GHA2.10_2","GH0210","Amansie Central",0.995,0.001,8,2,FALSE
"Ghana","Ashanti","Amansie South","GHA2.11_2","GH0211","Amansie South",0.996,0.001,6,2,FALSE
"Ghana","Ashanti","Amansie West","GHA2.12_2","GH0212","Amansie West",0.996,0.001,7,2,FALSE
"Ghana","Ashanti","Asante-Akim Central","GHA2.13_2","GH0213","Asante Akim Central Municipal",0.994,0.002,7,2,FALSE
"Ghana","Ashanti","Asante-Akim North","GHA2.14_2","GH0214","Asante Akim North",0.997,0.001,8,2,FALSE
"Ghana","Ashanti","Asante-Akim South","GHA2.15_2","GH0215","Asante Akim South",0.997,0.001,9,2,FALSE
"Ghana","Ashanti","Asokore-Mampong","GHA2.16_2","GH0216","Asokore Mampong Municipal",0.98,0.01,6,2,FALSE
"Ghana","Ashanti","Asokwa","GHA2.17_2","GH0217","Asokwa Municipal",0.993,0.006,5,2,FALSE
"Ghana","Ashanti","Atwima-Kwanwoma","GHA2.18_2","GH0218","Atwima Kwanwoma",0.994,0.002,7,2,FALSE
"Ghana","Ashanti","Atwima-Mponua","GHA2.19_2","GH0219","Atwima Mponua",0.997,0.001,10,2,FALSE
"Ghana","Ashanti","Atwima-Nwabiagya North","GHA2.20_2","GH0220","Atwima Nwabiagya North",0.992,0.003,6,2,FALSE
"Ghana","Ashanti","Atwima-Nwabiagya South","GHA2.21_2","GH0221","Atwima Nwabiagya South",0.995,0.001,8,2,FALSE
"Ghana","Ashanti","Bekwai","GHA2.22_2","GH0222","Bekwai Municipal",0.996,0.002,7,2,FALSE
"Ghana","Ashanti","Bosome Freho","GHA2.23_2","GH0223","Bosome Freho",0.995,0.002,10,2,FALSE
"Ghana","Ashanti","Bosomtwe","GHA2.24_2","GH0224","Bosomtwe",0.996,0.001,8,2,FALSE
"Ghana","Ashanti","Ejisu","GHA2.25_2","GH0225","Ejisu Municipal",0.995,0.002,8,2,FALSE
"Ghana","Ashanti","Ejura-Sekyedumase","GHA2.26_2","GH0226","Ejura-Sekyedumase",0.998,0.001,10,2,FALSE
"Ghana","Ashanti","Juaben","GHA2.27_2","GH0227","Juaben Municipal",0.995,0.002,6,2,FALSE
"Ghana","Ashanti","Kumasi","GHA2.28_2","GH0228","Kumasi Metropolitan",0.995,0.002,7,2,FALSE
"Ghana","Ashanti","Kwabre East","GHA2.29_2","GH0229","Kwabre East",0.994,0.003,7,2,FALSE
"Ghana","Ashanti","Kwadaso","GHA2.30_2","GH0230","Kwadaso Municipal",0.993,0.005,6,2,FALSE
"Ghana","Ashanti","Mampong","GHA2.31_2","GH0231","Mampong Municipal",0.997,0.001,5,2,FALSE
"Ghana","Ashanti","Obuasi","GHA2.32_2","GH0233","Obuasi Municipal",0.995,0.003,5,2,FALSE
"Ghana","Ashanti","Obuasi East","GHA2.33_2","GH0232","Obuasi East",0.995,0.003,5,2,FALSE
"Ghana","Ashanti","Offinso","GHA2.34_2","GH0234","Offinso Municipal",0.997,0.001,7,2,FALSE
"Ghana","Ashanti","Offinso North","GHA2.35_2","GH0235","Offinso North",0.998,0.001,9,2,FALSE
"Ghana","Ashanti","Oforikrom","GHA2.36_2","GH0236","Oforikrom Municipal",0.988,0.004,6,2,FALSE
"Ghana","Ashanti","Old Tafo","GHA2.37_2","GH0237","Old Tafo Municipal",0.989,0.004,6,2,FALSE
"Ghana","Ashanti","Sekyere Afram Plains North","GHA2.38_2","GH0238","Sekyere Afram Plains North",0.998,0.001,8,2,FALSE
"Ghana","Ashanti","Sekyere Central","GHA2.39_2","GH0239","Sekyere Central",0.998,0.001,6,2,FALSE
"Ghana","Ashanti","Sekyere East","GHA2.40_2","GH0240","Sekyere East",0.994,0.003,6,2,FALSE
"Ghana","Ashanti","Sekyere Kumawu","GHA2.41_2","GH0241","Sekyere Kumawu",0.996,0.002,7,2,FALSE
"Ghana","Ashanti","Sekyere South","GHA2.42_2","GH0242","Sekyere South",0.996,0.002,9,2,FALSE
"Ghana","Ashanti","Suame","GHA2.43_2","GH0243","Suame Municipal",0.99,0.007,7,2,FALSE
"Ghana","Bono","Banda","GHA3.1_2","GH0301","Banda",0.999,0,6,2,FALSE
"Ghana","Bono","Berekum East","GHA3.2_2","GH0302","Berekum East Municipal",0.998,0.001,7,2,FALSE
"Ghana","Bono","Berekum West","GHA3.3_2","GH0303","Berekum West",0.998,0.001,5,2,FALSE
"Ghana","Bono","Dormaa","GHA3.4_2","GH0305","Dormaa Municipal",0.998,0.001,7,2,FALSE
"Ghana","Bono","Dormaa East","GHA3.5_2","GH0304","Dormaa East",0.998,0.001,7,2,FALSE
"Ghana","Bono","Dormaa West","GHA3.6_2","GH0306","Dormaa West",0.996,0.002,4,2,FALSE
"Ghana","Bono","Jaman North","GHA3.7_2","GH0307","Jaman North",0.998,0.001,5,2,FALSE
"Ghana","Bono","Jaman South","GHA3.8_2","GH0308","Jaman South Municipal",0.998,0.001,5,2,FALSE
"Ghana","Bono","Sunyani","GHA3.9_2","GH0309","Sunyani Municipal",0.996,0.002,5,2,FALSE
"Ghana","Bono","Sunyani West","GHA3.10_2","GH0310","Sunyani West",0.997,0.001,9,2,FALSE
"Ghana","Bono","Tain","GHA3.11_2","GH0311","Tain",0.998,0.001,6,2,FALSE
"Ghana","Bono","Wenchi","GHA3.12_2","GH0312","Wenchi Municipal",0.997,0.001,7,2,FALSE
"Ghana","Bono East","Atebubu-Amantin","GHA4.1_2","GH0401","Atebubu Amantin",0.998,0,8,2,FALSE
"Ghana","Bono East","Kintampo North","GHA4.2_2","GH0402","Kintampo North Municipal",0.999,0,6,2,FALSE
"Ghana","Bono East","Kintampo South","GHA4.3_2","GH0403","Kintampo South",0.999,0,8,2,FALSE
"Ghana","Bono East","Nkoranza North","GHA4.4_2","GH0404","Nkoranza North",0.998,0.001,8,2,FALSE
"Ghana","Bono East","Nkoranza South","GHA4.5_2","GH0405","Nkoranza South",0.997,0.001,5,2,FALSE
"Ghana","Bono East","Pru East","GHA4.6_2","GH0406","Pru East",0.998,0.001,6,2,FALSE
"Ghana","Bono East","Pru West","GHA4.7_2","GH0407","Pru West",0.998,0.001,7,2,FALSE
"Ghana","Bono East","Sene East","GHA4.8_2","GH0408","Sene East",0.999,0,10,2,FALSE
"Ghana","Bono East","Sene West","GHA4.9_2","GH0409","Sene West",0.999,0,5,2,FALSE
"Ghana","Bono East","Techiman","GHA4.10_2","GH0410","Techiman Municipal",0.998,0.001,7,2,FALSE
"Ghana","Bono East","Techiman North","GHA4.11_2","GH0411","Techiman North",0.997,0.001,5,2,FALSE
"Ghana","Central","Abura-Asebu-Kwamankese","GHA5.1_2","GH0501","Abura-Asebu-Kwamankese",0.994,0.002,5,2,FALSE
"Ghana","Central","Agona East","GHA5.2_2","GH0502","Agona East",0.997,0.001,6,2,FALSE
"Ghana","Central","Agona West","GHA5.3_2","GH0503","Agona West Municipal",0.996,0.001,7,2,FALSE
"Ghana","Central","Ajumako-Enyan-Essiam","GHA5.4_2","GH0504","Ajumako-Enyan-Essiam",0.996,0.001,7,2,FALSE
"Ghana","Central","Asikuma-Odoben-Brakwa","GHA5.5_2","GH0505","Asikuma-Odoben-Brakwa",0.998,0.001,7,2,FALSE
"Ghana","Central","Assin Central","GHA5.6_2","GH0506","Assin Fosu",0.997,0.002,5,2,FALSE
"Ghana","Central","Assin North","GHA5.7_2","GH0507","Assin North",0.995,0.002,9,2,FALSE
"Ghana","Central","Assin South","GHA5.8_2","GH0508","Assin South",0.997,0.001,7,2,FALSE
"Ghana","Central","Awutu Senya East","GHA5.10_2","GH0510","Awutu Senya East",0.991,0.003,5,2,FALSE
"Ghana","Central","Awutu Senya West","GHA5.9_2","GH0509","Awutu Senya",0.995,0.002,7,2,FALSE
"Ghana","Central","Cape Coast","GHA5.11_2","GH0511","Cape Coast Metropolitan",0.988,0.005,4,2,FALSE
"Ghana","Central","Effutu","GHA5.12_2","GH0512","Effutu Municipal",0.994,0.003,4,2,FALSE
"Ghana","Central","Ekumfi","GHA5.13_2","GH0513","Ekumfi",0.996,0.001,4,2,FALSE
"Ghana","Central","Gomoa Central","GHA5.14_2","GH0514","Gomoa Central",0.995,0.002,4,2,FALSE
"Ghana","Central","Gomoa East","GHA5.15_2","GH0515","Gomoa East",0.996,0.001,9,2,FALSE
"Ghana","Central","Gomoa West","GHA5.16_2","GH0516","Gomoa West",0.996,0.001,7,2,FALSE
"Ghana","Central","Komenda-Edina-Eguafo-Abirem-","GHA5.17_2","GH0517","Komenda-Edina-Eguafo-Abirem Municipal",0.997,0.001,5,2,FALSE
"Ghana","Central","Mfantseman","GHA5.18_2","GH0518","Mfantseman Municipal",0.994,0.003,4,2,FALSE
"Ghana","Central","Twifo-Atti-Morkwa","GHA5.19_2","GH0519","Twifo Atti-Morkwa",0.998,0.001,9,2,FALSE
"Ghana","Central","Twifo-Hemang-Lower Denkyira","GHA5.20_2","GH0520","Twifo Hemang Lower Denkyira",0.996,0.001,7,2,FALSE
"Ghana","Central","Upper Denkyira East","GHA5.21_2","GH0521","Upper Denkyira East Municipal",0.995,0.002,6,2,FALSE
"Ghana","Central","Upper Denkyira West","GHA5.22_2","GH0522","Upper Denkyira West",0.995,0.001,7,2,FALSE
"Ghana","Eastern","Abuakwa North","GHA6.1_2","GH0601","Abuakwa North",0.995,0.002,5,2,FALSE
"Ghana","Eastern","Abuakwa South","GHA6.2_2","GH0602","Abuakwa South",0.995,0.002,7,2,FALSE
"Ghana","Eastern","Achiase","GHA6.3_2","GH0603","Achiase",0.997,0.002,6,2,FALSE
"Ghana","Eastern","Akwapem North","GHA6.4_2","GH0604","Akwapem North",0.995,0.002,8,2,FALSE
"Ghana","Eastern","Akwapem South","GHA6.5_2","GH0605","Akwapem South",0.993,0.002,8,2,FALSE
"Ghana","Eastern","Akyemansa","GHA6.6_2","GH0606","Akyem Mansa",0.994,0.002,9,2,FALSE
"Ghana","Eastern","Asene-Manso-Akroso","GHA6.7_2","GH0607","Asene Akroso Manso",0.996,0.001,9,2,FALSE
"Ghana","Eastern","Asuogyaman","GHA6.8_2","GH0608","Asuogyaman",0.998,0.001,7,2,FALSE
"Ghana","Eastern","Atiwa East","GHA6.9_2","GH0609","Atiwa East",0.997,0.001,8,2,FALSE
"Ghana","Eastern","Atiwa West","GHA6.10_2","GH0610","Atiwa West",0.997,0.001,8,2,FALSE
"Ghana","Eastern","Ayensuano","GHA6.11_2","GH0611","Ayensuano",0.996,0.001,9,2,FALSE
"Ghana","Eastern","Birim Central","GHA6.12_2","GH0612","Birim Central Municipal",0.992,0.004,5,2,FALSE
"Ghana","Eastern","Birim North","GHA6.13_2","GH0613","Birim North",0.995,0.002,6,2,FALSE
"Ghana","Eastern","Birim South","GHA6.14_2","GH0614","Birim South",0.993,0.003,7,2,FALSE
"Ghana","Eastern","Denkyembour","GHA6.15_2","GH0615","Denkyembour",0.995,0.002,7,2,FALSE
"Ghana","Eastern","Fanteakwa North","GHA6.16_2","GH0616","Fanteakwa North",0.999,0.001,6,2,FALSE
"Ghana","Eastern","Fanteakwa South","GHA6.17_2","GH0617","Fanteakwa South",0.994,0.002,8,2,FALSE
"Ghana","Eastern","Kwaebibirem","GHA6.18_2","GH0618","Kwaebibirem",0.997,0.001,6,2,FALSE
"Ghana","Eastern","Kwahu Afram Plains North","GHA6.19_2","GH0619","Kwahu Afram Plains North",0.999,0.001,9,2,FALSE
"Ghana","Eastern","Kwahu Afram Plains South","GHA6.20_2","GH0620","Kwahu Afram Plains South",0.999,0,9,2,FALSE
"Ghana","Eastern","Kwahu East","GHA6.21_2","GH0621","Kwahu East",0.996,0.001,6,2,FALSE
"Ghana","Eastern","Kwahu South","GHA6.22_2","GH0622","Kwahu South",0.998,0.001,6,2,FALSE
"Ghana","Eastern","Kwahu West","GHA6.23_2","GH0623","Kwahu West",0.995,0.002,6,2,FALSE
"Ghana","Eastern","Lower Manya-Krobo","GHA6.24_2","GH0624","Lower Manya",0.996,0.002,6,2,FALSE
"Ghana","Eastern","New Juaben North","GHA6.25_2","GH0625","New Juaben North Municipal",0.992,0.002,6,2,FALSE
"Ghana","Eastern","New Juaben South","GHA6.26_2","GH0626","New Juaben South Municipal",0.991,0.003,6,2,FALSE
"Ghana","Eastern","Nsawam Adoagyiri","GHA6.27_2","GH0627","Nsawam Adoagyiri",0.994,0.002,6,2,FALSE
"Ghana","Eastern","Okere","GHA6.28_2","GH0628","Okere",0.995,0.003,5,2,FALSE
"Ghana","Eastern","Suhum","GHA6.29_2","GH0629","Suhum Municipal",0.994,0.003,6,2,FALSE
"Ghana","Eastern","Upper Manya","GHA6.30_2","GH0630","Upper Manya",0.998,0.001,7,2,FALSE
"Ghana","Eastern","Upper West Akim","GHA6.31_2","GH0631","Upper West Akim",0.995,0.002,9,2,FALSE
"Ghana","Eastern","West Akim","GHA6.32_2","GH0632","West Akim",0.996,0.001,6,2,FALSE
"Ghana","Eastern","Yilo-Krobo","GHA6.33_2","GH0633","Yilo Krobo",0.994,0.001,9,2,FALSE
"Ghana","Greater Accra","Ablekuma Central","GHA7.1_2","GH0701","Ablekuma Central Municipal",0.994,0.004,4,2,FALSE
"Ghana","Greater Accra","Ablekuma North","GHA7.2_2","GH0702","Ablekuma North Municipal",0.991,0.003,10,2,FALSE
"Ghana","Greater Accra","Ablekuma West","GHA7.3_2","GH0703","Ablekuma West Municipal",0.971,0.011,5,2,FALSE
"Ghana","Greater Accra","Accra","GHA7.4_2","GH0704","Accra Metropolis",0.97,0.01,4,2,FALSE
"Ghana","Greater Accra","Ada East","GHA7.5_2","GH0705","Ada East",0.994,0.002,4,2,FALSE
"Ghana","Greater Accra","Ada West","GHA7.6_2","GH0706","Ada West",0.996,0.002,6,2,FALSE
"Ghana","Greater Accra","Adenta","GHA7.7_2","GH0707","Adenta Municipal",0.996,0.002,7,2,FALSE
"Ghana","Greater Accra","Ashaiman","GHA7.8_2","GH0708","Ashaiman Municipal",0.984,0.009,4,2,FALSE
"Ghana","Greater Accra","Ayawaso Central","GHA7.9_2","GH0709","Ayawaso Central Municipal",0.963,0.034,4,2,FALSE
"Ghana","Greater Accra","Ayawaso East","GHA7.10_2","GH0710","Ayawaso East Municipal",0.988,0.005,6,2,FALSE
"Ghana","Greater Accra","Ayawaso North","GHA7.11_2","GH0711","Ayawaso North Municipal",0.978,0.015,6,2,FALSE
"Ghana","Greater Accra","Ayawaso West","GHA7.12_2","GH0712","Ayawaso West",0.988,0.004,9,2,FALSE
"Ghana","Greater Accra","Ga Central","GHA7.13_2","GH0713","Ga Central Municipal",0.988,0.006,5,2,FALSE
"Ghana","Greater Accra","Ga East","GHA7.14_2","GH0714","Ga East",0.992,0.003,6,2,FALSE
"Ghana","Greater Accra","Ga North","GHA7.15_2","GH0715","Ga North Municipal",0.994,0.002,6,2,FALSE
"Ghana","Greater Accra","Ga South","GHA7.16_2","GH0716","Ga South Municipal",0.994,0.003,6,2,FALSE
"Ghana","Greater Accra","Ga West","GHA7.17_2","GH0717","Ga West Municipal",0.993,0.004,7,2,FALSE
"Ghana","Greater Accra","Korle-Klottey","GHA7.18_2","GH0718","Korle Klottey Municipal",0.981,0.01,6,2,FALSE
"Ghana","Greater Accra","Kpone-Katamanso","GHA7.19_2","GH0719","Kpone Katamanso",0.996,0.001,10,2,FALSE
"Ghana","Greater Accra","Krowor","GHA7.20_2","GH0720","Krowor Municipal",0.972,0.012,3,2,FALSE
"Ghana","Greater Accra","La-Dade-Kotopon","GHA7.21_2","GH0721","La Dade-Kotopon",0.992,0.005,5,2,FALSE
"Ghana","Greater Accra","La-Nkwantanang-Madina","GHA7.22_2","GH0722","La-Nkwantanang-Madina",0.993,0.003,6,2,FALSE
"Ghana","Greater Accra","Ledzokuku","GHA7.23_2","GH0723","Ledzokuku Municipal",0.984,0.004,5,2,FALSE
"Ghana","Greater Accra","Ningo-Prampram","GHA7.24_2","GH0724","Ningo/Prampram",0.998,0,4,2,FALSE
"Ghana","Greater Accra","Okaikwei North","GHA7.25_2","GH0725","Okaikwei North Municipal",0.985,0.006,7,2,FALSE
"Ghana","Greater Accra","Shai Osudoku","GHA7.26_2","GH0726","Shai Osudoku",0.999,0,8,2,FALSE
"Ghana","Greater Accra","Tema","GHA7.27_2","GH0727","Tema Metropolitan",0.993,0.003,4,2,FALSE
"Ghana","Greater Accra","Tema West","GHA7.28_2","GH0728","Tema West Municipal",0.991,0.002,6,2,FALSE
"Ghana","Greater Accra","Weija Gbawe","GHA7.29_2","GH0729","Weija Gbawe Municipal",0.995,0.002,7,2,FALSE
"Ghana","North East","Bunkpurugu Nakpanduri","GHA8.1_2","GH0901","Bunkpurugu Nakpanduri",0.997,0.001,6,2,FALSE
"Ghana","North East","Chereponi","GHA8.2_2","GH0902","Chereponi",0.997,0.001,4,2,FALSE
"Ghana","North East","East Mamprusi","GHA8.3_2","GH0903","East Mamprusi",0.998,0,9,2,FALSE
"Ghana","North East","Mamprugu Moagduri","GHA8.4_2","GH0904","Mamprugu Moagduri",0.999,0,7,2,FALSE
"Ghana","North East","West Mamprusi","GHA8.5_2","GH0905","West Mamprusi Municipal",0.998,0.001,9,2,FALSE
"Ghana","North East","Yunyoo-Nasuan","GHA8.6_2","GH0906","Yunyoo-Nasuan",0.998,0.002,4,2,FALSE
"Ghana","Northern","Gushegu","GHA9.1_2","GH0801","Gushegu",0.998,0.001,8,2,FALSE
"Ghana","Northern","Karaga","GHA9.2_2","GH0802","Karaga",0.998,0.001,7,2,FALSE
"Ghana","Northern","Kpandai","GHA9.3_2","GH0803","Kpandai",0.998,0.001,6,2,FALSE
"Ghana","Northern","Kumbungu","GHA9.4_2","GH0804","Kumbungu",0.998,0.001,7,2,FALSE
"Ghana","Northern","Mion","GHA9.5_2","GH0805","Mion",0.997,0.001,10,2,FALSE
"Ghana","Northern","Nanton","GHA9.6_2","GH0806","Nanton",0.997,0.001,6,2,FALSE
"Ghana","Northern","Nanumba North","GHA9.7_2","GH0807","Nanumba North",0.997,0.001,6,2,FALSE
"Ghana","Northern","Nanumba South","GHA9.8_2","GH0808","Nanumba South",0.997,0.001,7,2,FALSE
"Ghana","Northern","Saboba","GHA9.9_2","GH0809","Saboba",0.998,0.001,6,2,FALSE
"Ghana","Northern","Sagnerigu","GHA9.10_2","GH0810","Sagnerigu",0.995,0.002,6,2,FALSE
"Ghana","Northern","Savelugu","GHA9.11_2","GH0811","Savelugu",0.997,0.001,6,2,FALSE
"Ghana","Northern","Tamale","GHA9.12_2","GH0812","Tamale Metropolitan",0.997,0.002,7,2,FALSE
"Ghana","Northern","Tatale Sanguli","GHA9.13_2","GH0813","Tatale Sanguli",0.995,0.002,5,2,FALSE
"Ghana","Northern","Tolon","GHA9.14_2","GH0814","Tolon",0.997,0.001,6,2,FALSE
"Ghana","Northern","Yendi","GHA9.15_2","GH0815","Yendi Municipal",0.997,0.002,6,2,FALSE
"Ghana","Northern","Zabzugu","GHA9.16_2","GH0816","Zabzugu",0.997,0.002,6,2,FALSE
"Ghana","Oti","Biakoye","GHA10.1_2","GH1001","Biakoye",0.997,0.001,8,2,FALSE
"Ghana","Oti","Jasikan","GHA10.2_2","GH1002","Jasikan",0.996,0.002,4,2,FALSE
"Ghana","Oti","Kadjebi","GHA10.3_2","GH1003","Kadjebi",0.997,0.001,5,2,FALSE
"Ghana","Oti","Krachi East","GHA10.4_2","GH1004","Krachi East Municipal",0.999,0,7,2,FALSE
"Ghana","Oti","Krachi Nchumuru","GHA10.5_2","GH1005","Krachi Nchumuru",0.999,0.001,7,2,FALSE
"Ghana","Oti","Krachi West","GHA10.6_2","GH1006","Krachi West",1,0,4,2,FALSE
"Ghana","Oti","Nkwanta North","GHA10.7_2","GH1007","Nkwanta North",0.997,0.001,4,2,FALSE
"Ghana","Oti","Nkwanta South","GHA10.8_2","GH1008","Nkwanta South Municipal",0.998,0.001,6,2,FALSE
"Ghana","Savannah","Bole","GHA11.1_2","GH1101","Bole",0.999,0,7,2,FALSE
"Ghana","Savannah","Central Gonja","GHA11.2_2","GH1102","Central Gonja",0.999,0,9,2,FALSE
"Ghana","Savannah","East Gonja","GHA11.3_2","GH1103","East Gonja Municipal",0.999,0.001,6,2,FALSE
"Ghana","Savannah","North East Gonja","GHA11.4_2","GH1104","North East Gonja",0.998,0,12,2,FALSE
"Ghana","Savannah","North Gonja","GHA11.5_2","GH1105","North Gonja",0.999,0.001,7,2,FALSE
"Ghana","Savannah","Sawla-Tuna-Kalba","GHA11.6_2","GH1106","Sawla-Tuna-Kalba",0.999,0,6,2,FALSE
"Ghana","Savannah","West Gonja","GHA11.7_2","GH1107","West Gonja",0.999,0.001,5,2,FALSE
"Ghana","Upper East","Bawku","GHA12.1_2","GH1201","Bawku Municipal",0.994,0.002,5,2,FALSE
"Ghana","Upper East","Bawku West","GHA12.2_2","GH1202","Bawku West",0.998,0,6,2,FALSE
"Ghana","Upper East","Binduri","GHA12.3_2","GH1203","Binduri",0.996,0.001,4,2,FALSE
"Ghana","Upper East","Bolga East","GHA12.4_2","GH1204","Bolga East",0.992,0.003,5,2,FALSE
"Ghana","Upper East","Bolgatanga","GHA12.5_2","GH1205","Bolgatanga Municipal",0.995,0.003,6,2,FALSE
"Ghana","Upper East","Bongo","GHA12.6_2","GH1206","Bongo",0.997,0.001,5,2,FALSE
"Ghana","Upper East","Builsa North","GHA12.7_2","GH1207","Builsa North",0.996,0.002,4,2,FALSE
"Ghana","Upper East","Builsa South","GHA12.8_2","GH1208","Builsa South",0.997,0.001,7,2,FALSE
"Ghana","Upper East","Garu","GHA12.9_2","GH1209","Garu",0.998,0.001,7,2,FALSE
