"outcome","heldout","n_districts","truth_rank","rank_med","rank_lo","rank_hi","score"
"child_iron","Gambia",30,23,30,27.95,30,0.233333333333333
"child_iron","Gambia",30,25,27,22,29,0.0666666666666667
"child_iron","Gambia",30,6,12,9,17,0.2
"child_iron","Gambia",30,29,14,12,15,0.5
"child_iron","Gambia",30,10,13,8.95,17,0.1
"child_iron","Gambia",30,4,15,11,18.05,0.366666666666667
"child_iron","Gambia",30,13,7,4.95,10,0.2
"child_iron","Gambia",30,14,3,1,8,0.366666666666667
"child_iron","Gambia",30,11,16,13,22,0.166666666666667
"child_iron","Gambia",30,9,8,5,12.05,0.0333333333333333
"child_iron","Gambia",30,16,6,2,9.05,0.333333333333333
"child_iron","Gambia",30,21,12,5,18,0.3
"child_iron","Gambia",30,1,2,1,5,0.0333333333333333
"child_iron","Gambia",30,5,5,2,10.05,0
"child_iron","Gambia",30,22,18,12,18.05,0.133333333333333
"child_iron","Gambia",30,7,21,17,25,0.466666666666667
"child_iron","Gambia",30,20,19,18.95,21,0.0333333333333333
"child_iron","Gambia",30,15,19,13,23.05,0.133333333333333
"child_iron","Gambia",30,12,17,13,18,0.166666666666667
"child_iron","Gambia",30,26,22,21,24,0.133333333333333
"child_iron","Gambia",30,17,8,3,12.05,0.3
"child_iron","Gambia",30,3,2,1,9,0.0333333333333333
"child_iron","Gambia",30,24,10,5,12,0.466666666666667
"child_iron","Gambia",30,2,4,2,8,0.0666666666666667
"child_iron","Gambia",30,30,24,19,26,0.2
"child_iron","Gambia",30,8,28,25.95,30,0.666666666666667
"child_iron","Gambia",30,28,26,24,28,0.0666666666666667
"child_iron","Gambia",30,18,28,27,29,0.333333333333333
"child_iron","Gambia",30,19,23,21,25,0.133333333333333
"child_iron","Gambia",30,27,26,24,27,0.0333333333333333
"child_iron","Ghana",75,69,49,41.95,59.05,0.266666666666667
"child_iron","Ghana",75,46,46,29,65.05,0
"child_iron","Ghana",75,65,48,13.95,60,0.226666666666667
"child_iron","Ghana",75,38,48,26.9,54,0.133333333333333
"child_iron","Ghana",75,22,43,20.7,58.2,0.28
"child_iron","Ghana",75,11,36,12.85,46.05,0.333333333333333
"child_iron","Ghana",75,61,56.5,39.95,61.05,0.06
"child_iron","Ghana",75,50,41.5,20.95,52.15,0.113333333333333
"child_iron","Ghana",75,58,48,21.9,59.05,0.133333333333333
"child_iron","Ghana",75,30,39.5,16,53,0.126666666666667
"child_iron","Ghana",75,32,38,15.9,47,0.08
"child_iron","Ghana",75,67,47,15.9,58,0.266666666666667
"child_iron","Ghana",75,53,55,42.9,61,0.0266666666666667
"child_iron","Ghana",75,60,62,38.95,72,0.0266666666666667
"child_iron","Ghana",75,39,47,35.95,66.05,0.106666666666667
"child_iron","Ghana",75,57,39,20,62,0.24
"child_iron","Ghana",75,66,38,29,51.05,0.373333333333333
"child_iron","Ghana",75,18,29,12,43.05,0.146666666666667
"child_iron","Ghana",75,44,43,28.95,62.05,0.0133333333333333
"child_iron","Ghana",75,64,53,37.9,72,0.146666666666667
"child_iron","Ghana",75,29,63,48.7,66,0.453333333333333
"child_iron","Ghana",75,47,66.5,38.75,70,0.26
"child_iron","Ghana",75,42,54,34.7,61,0.16
"child_iron","Ghana",75,40,60,48.85,68.05,0.266666666666667
"child_iron","Ghana",75,74,64,34.95,68.05,0.133333333333333
"child_iron","Ghana",75,75,69,58.75,72,0.08
"child_iron","Ghana",75,36,67,49.95,71,0.413333333333333
"child_iron","Ghana",75,49,67,59.95,73,0.24
"child_iron","Ghana",75,24,49,17,61,0.333333333333333
"child_iron","Ghana",75,23,54,19,63.05,0.413333333333333
"child_iron","Ghana",75,41,24,5.95,40.05,0.226666666666667
"child_iron","Ghana",75,28,38,17.9,63.05,0.133333333333333
"child_iron","Ghana",75,35,28,7,53.25,0.0933333333333333
"child_iron","Ghana",75,71,21,8.95,47.05,0.666666666666667
"child_iron","Ghana",75,37,24,11.95,48.05,0.173333333333333
"child_iron","Ghana",75,25,28.5,10,45.1,0.0466666666666667
"child_iron","Ghana",75,63,28,11,53.05,0.466666666666667
"child_iron","Ghana",75,27,24,13.95,48.05,0.04
"child_iron","Ghana",75,45,39,21.95,57.05,0.08
"child_iron","Ghana",75,43,13,5.95,28.05,0.4
"child_iron","Ghana",75,17,10,5,17.2,0.0933333333333333
"child_iron","Ghana",75,33,10,3,25,0.306666666666667
"child_iron","Ghana",75,8,16.5,8.95,34,0.113333333333333
"child_iron","Ghana",75,4,36,23.8,55.15,0.426666666666667
"child_iron","Ghana",75,10,34,20,53.05,0.32
"child_iron","Ghana",75,21,9.5,2.95,22.05,0.153333333333333
"child_iron","Ghana",75,2,10.5,3,28.05,0.113333333333333
"child_iron","Ghana",75,1,9,2,17.05,0.106666666666667
"child_iron","Ghana",75,19,31.5,21,48,0.166666666666667
"child_iron","Ghana",75,5,3,1,10.1,0.0266666666666667
"child_iron","Ghana",75,48,55,45,66,0.0933333333333333
"child_iron","Ghana",75,31,29,18,44.2,0.0266666666666667
"child_iron","Ghana",75,13,24,16,36.3,0.146666666666667
"child_iron","Ghana",75,34,23,13,37.15,0.146666666666667
"child_iron","Ghana",75,68,28,15,53.1,0.533333333333333
"child_iron","Ghana",75,3,2,1.95,8.05,0.0133333333333333
"child_iron","Ghana",75,6,1,1,14,0.0666666666666667
"child_iron","Ghana",75,20,10,5,19.05,0.133333333333333
"child_iron","Ghana",75,9,8.5,3,22.1,0.00666666666666667
"child_iron","Ghana",75,12,6,3,18.05,0.08
"child_iron","Ghana",75,54,13.5,3,41.05,0.54
"child_iron","Ghana",75,26,22,7,55.15,0.0533333333333333
"child_iron","Ghana",75,7,17,8,42.1,0.133333333333333
"child_iron","Ghana",75,14,21,9.95,42.1,0.0933333333333333
"child_iron","Ghana",75,62,12,4,33.05,0.666666666666667
"child_iron","Ghana",75,59,62,52.9,66,0.04
"child_iron","Ghana",75,70,33,12.85,54.05,0.493333333333333
"child_iron","Ghana",75,52,61,53.95,66.05,0.12
"child_iron","Ghana",75,15,37,14.95,61.15,0.293333333333333
"child_iron","Ghana",75,55,70,64.95,72,0.2
"child_iron","Ghana",75,51,74,71.95,74,0.306666666666667
"child_iron","Ghana",75,16,75,72.9,75,0.786666666666667
"child_iron","Ghana",75,56,73,71,75,0.226666666666667
"child_iron","Ghana",75,73,72,61.75,73,0.0133333333333333
"child_iron","Ghana",75,72,68,55,71.05,0.0533333333333333
"child_iron","Malawi",87,2,13,8,24.1,0.126436781609195
"child_iron","Malawi",87,18,19,13,28,0.0114942528735632
"child_iron","Malawi",87,11,68,62,71.05,0.655172413793103
"child_iron","Malawi",87,7,35,29,44,0.32183908045977
"child_iron","Malawi",87,62,8,5,17,0.620689655172414
"child_iron","Malawi",87,4,3,2,11.1,0.0114942528735632
"child_iron","Malawi",87,53,61,54.9,65.05,0.0919540229885057
"child_iron","Malawi",87,32,64,57.95,67.05,0.367816091954023
"child_iron","Malawi",87,67,47,38.95,54,0.229885057471264
"child_iron","Malawi",87,5,24,10,40.05,0.218390804597701
"child_iron","Malawi",87,34,87,87,87,0.609195402298851
"child_iron","Malawi",87,64,49,37,61.05,0.172413793103448
"child_iron","Malawi",87,44,79.5,76,81,0.408045977011494
"child_iron","Malawi",87,26,78,74,82.1,0.597701149425287
"child_iron","Malawi",87,59,66.5,57.95,73,0.0862068965517241
"child_iron","Malawi",87,79,72,61,78,0.0804597701149425
"child_iron","Malawi",87,86,33,27.95,38,0.609195402298851
"child_iron","Malawi",87,31,44,34,55,0.149425287356322
"child_iron","Malawi",87,85,56,47.95,64,0.333333333333333
"child_iron","Malawi",87,54,54,44,64,0
"child_iron","Malawi",87,84,53.5,46.95,62.05,0.350574712643678
"child_iron","Malawi",87,43,29,18,53.1,0.160919540229885
"child_iron","Malawi",87,41,65,47.95,72.05,0.275862068965517
"child_iron","Malawi",87,28,58,45,68,0.344827586206897
"child_iron","Malawi",87,33,21,9.9,37,0.137931034482759
"child_iron","Malawi",87,27,40,30,47,0.149425287356322
"child_iron","Malawi",87,36,35,24.95,46.1,0.0114942528735632
"child_iron","Malawi",87,60,31,22,38.05,0.333333333333333
"child_iron","Malawi",87,56,32,19.95,40,0.275862068965517
"child_iron","Malawi",87,1,40,32.95,49.05,0.448275862068966
"child_iron","Malawi",87,76,63.5,54,73,0.14367816091954
"child_iron","Malawi",87,15,66,56,73,0.586206896551724
"child_iron","Malawi",87,61,58.5,49,68,0.028735632183908
"child_iron","Malawi",87,38,61,40,72,0.264367816091954
"child_iron","Malawi",87,25,29,22,44.05,0.0459770114942529
"child_iron","Malawi",87,14,17,13.95,21,0.0344827586206897
"child_iron","Malawi",87,47,20,15,29.05,0.310344827586207
"child_iron","Malawi",87,35,43,29,51.1,0.0919540229885057
"child_iron","Malawi",87,68,49,38.9,61.05,0.218390804597701
"child_iron","Malawi",87,66,29,17.95,41,0.425287356321839
"child_iron","Malawi",87,40,50,37,63,0.114942528735632
"child_iron","Malawi",87,22,66,51.95,71.05,0.505747126436782
"child_iron","Malawi",87,49,81,77,82,0.367816091954023
"child_iron","Malawi",87,78,6,4,10,0.827586206896552
"child_iron","Malawi",87,75,38,29.95,46.1,0.425287356321839
"child_iron","Malawi",87,17,18.5,6.95,27.05,0.0172413793103448
"child_iron","Malawi",87,21,76,70,80,0.632183908045977
"child_iron","Malawi",87,24,10,2,21.05,0.160919540229885
"child_iron","Malawi",87,23,16,6.95,26,0.0804597701149425
"child_iron","Malawi",87,77,38,32,44.05,0.448275862068966
"child_iron","Malawi",87,37,47,39.95,56.05,0.114942528735632
"child_iron","Malawi",87,12,51,44,58.05,0.448275862068966
"child_iron","Malawi",87,20,8,5,13,0.137931034482759
"child_iron","Malawi",87,69,76,69.95,79.05,0.0804597701149425
"child_iron","Malawi",87,87,72,62,76,0.172413793103448
"child_iron","Malawi",87,52,86,85,86,0.390804597701149
"child_iron","Malawi",87,55,83,82,84,0.32183908045977
"child_iron","Malawi",87,81,81,75,83,0
"child_iron","Malawi",87,42,4,1,9.05,0.436781609195402
"child_iron","Malawi",87,80,28,21,42.05,0.597701149425287
"child_iron","Malawi",87,29,10,4.95,16,0.218390804597701
"child_iron","Malawi",87,30,14,9,21.05,0.183908045977011
"child_iron","Malawi",87,16,3,1,4.09999999999999,0.149425287356322
"child_iron","Malawi",87,19,1,1,3.05,0.206896551724138
"child_iron","Malawi",87,48,9,4.95,19.05,0.448275862068966
"child_iron","Malawi",87,46,13,9,19,0.379310344827586
"child_iron","Malawi",87,13,23,18,27,0.114942528735632
"child_iron","Malawi",87,65,49,39,62,0.183908045977011
"child_iron","Malawi",87,50,34,29,40,0.183908045977011
"child_iron","Malawi",87,63,27,17,32.05,0.413793103448276
"child_iron","Malawi",87,74,49,41,57,0.28735632183908
"child_iron","Malawi",87,82,44,33,54.05,0.436781609195402
"child_iron","Malawi",87,9,70,60,74,0.701149425287356
"child_iron","Malawi",87,6,25,15,35.05,0.218390804597701
"child_iron","Malawi",87,8,84,83,84.05,0.873563218390805
"child_iron","Malawi",87,3,85,84,86,0.942528735632184
"child_iron","Malawi",87,45,79,76,82,0.390804597701149
"child_iron","Malawi",87,10,58,51,64.05,0.551724137931034
"child_iron","Malawi",87,72,19,12,27.05,0.609195402298851
"child_iron","Malawi",87,70,22,12.95,30,0.551724137931034
"child_iron","Malawi",87,51,9,5,17,0.482758620689655
"child_iron","Malawi",87,73,37,20,55.15,0.413793103448276
"child_iron","Malawi",87,39,63,51.95,69,0.275862068965517
"child_iron","Malawi",87,58,71,67,73,0.149425287356322
"child_iron","Malawi",87,71,73,70,75,0.0229885057471264
"child_iron","Malawi",87,83,49,37.95,58.05,0.390804597701149
"child_iron","Malawi",87,57,77,75,80.05,0.229885057471264
"child_iron","SierraLeone",14,9,9,5,11,0
"child_iron","SierraLeone",14,6,9,6,10,0.214285714285714
"child_iron","SierraLeone",14,1,8,4,11,0.5
"child_iron","SierraLeone",14,7,1,1,2,0.428571428571429
"child_iron","SierraLeone",14,5,4,3,6,0.0714285714285714
"child_iron","SierraLeone",14,2,2,2,4,0
"child_iron","SierraLeone",14,10,6,5,11,0.285714285714286
"child_iron","SierraLeone",14,12,7,5,9,0.357142857142857
"child_iron","SierraLeone",14,14,9,5,11,0.357142857142857
"child_iron","SierraLeone",14,11,14,13,14,0.214285714285714
"child_iron","SierraLeone",14,3,12,12,13,0.642857142857143
"child_iron","SierraLeone",14,13,13,12,14,0
"child_iron","SierraLeone",14,4,7.5,5,11,0.25
"child_iron","SierraLeone",14,8,3,1,5,0.357142857142857
"child_vitA","Gambia",30,25,24,18.95,30,0.0333333333333333
"child_vitA","Gambia",30,23,23,20,28,0
"child_vitA","Gambia",30,11,13,9,20.05,0.0666666666666667
"child_vitA","Gambia",30,24,15,13,18,0.3
"child_vitA","Gambia",30,10,18.5,12,21.05,0.283333333333333
"child_vitA","Gambia",30,5,15,10.95,20,0.333333333333333
"child_vitA","Gambia",30,8,9,8,14.05,0.0333333333333333
"child_vitA","Gambia",30,14,4,1,7,0.333333333333333
"child_vitA","Gambia",30,2,12,7,20,0.333333333333333
"child_vitA","Gambia",30,15,7,3,10,0.266666666666667
"child_vitA","Gambia",30,4,4,2,7,0
"child_vitA","Gambia",30,16,8,2,13.15,0.266666666666667
"child_vitA","Gambia",30,3,3.5,1,7,0.0166666666666667
"child_vitA","Gambia",30,12,2,1,6,0.333333333333333
"child_vitA","Gambia",30,6,14,7,18,0.266666666666667
"child_vitA","Gambia",30,17,18.5,9,22,0.05
"child_vitA","Gambia",30,22,18,10,20,0.133333333333333
"child_vitA","Gambia",30,29,21,12,23,0.266666666666667
"child_vitA","Gambia",30,18,16,11.95,20.05,0.0666666666666667
"child_vitA","Gambia",30,27,22,22,24,0.166666666666667
"child_vitA","Gambia",30,13,14,7,21,0.0333333333333333
"child_vitA","Gambia",30,1,3,1,10.05,0.0666666666666667
"child_vitA","Gambia",30,9,10.5,7,19,0.05
"child_vitA","Gambia",30,7,5,1,9,0.0666666666666667
"child_vitA","Gambia",30,28,25,23,26,0.1
"child_vitA","Gambia",30,30,28,24.95,30,0.0666666666666667
"child_vitA","Gambia",30,20,28,24,30,0.266666666666667
"child_vitA","Gambia",30,21,28,26,30,0.233333333333333
"child_vitA","Gambia",30,19,25,23,27,0.2
"child_vitA","Gambia",30,26,29,27,30,0.1
"child_vitA","Ghana",75,46,47,43,50.05,0.0133333333333333
"child_vitA","Ghana",75,32,45,33.95,50.05,0.173333333333333
"child_vitA","Ghana",75,64,62,55,65,0.0266666666666667
"child_vitA","Ghana",75,43,54,49.95,58.05,0.146666666666667
"child_vitA","Ghana",75,30,37.5,29,46,0.1
"child_vitA","Ghana",75,21,38,29.95,46,0.226666666666667
"child_vitA","Ghana",75,18,59,56,63,0.546666666666667
"child_vitA","Ghana",75,56,50,45,57,0.08
"child_vitA","Ghana",75,37,54.5,48,61,0.233333333333333
"child_vitA","Ghana",75,49,34.5,24.95,44.05,0.193333333333333
"child_vitA","Ghana",75,63,42,34,47,0.28
"child_vitA","Ghana",75,57,49,39,56,0.106666666666667
"child_vitA","Ghana",75,35,54,51,58.05,0.253333333333333
"child_vitA","Ghana",75,59,65.5,61,72.1,0.0866666666666667
"child_vitA","Ghana",75,72,45,34.95,49.05,0.36
"child_vitA","Ghana",75,70,44,31,57.05,0.346666666666667
"child_vitA","Ghana",75,69,40,34.95,44,0.386666666666667
"child_vitA","Ghana",75,29,36,29.95,42,0.0933333333333333
"child_vitA","Ghana",75,53,41,34.95,50,0.16
"child_vitA","Ghana",75,50,48,37.95,62,0.0266666666666667
"child_vitA","Ghana",75,14,67,65,70,0.706666666666667
"child_vitA","Ghana",75,47,72,69,74,0.333333333333333
"child_vitA","Ghana",75,44,52,46,59,0.106666666666667
"child_vitA","Ghana",75,16,60,51.95,65,0.586666666666667
"child_vitA","Ghana",75,45,69,66,72,0.32
"child_vitA","Ghana",75,41,74,70,75,0.44
"child_vitA","Ghana",75,17,68.5,65,74.05,0.686666666666667
"child_vitA","Ghana",75,34,56,50.95,63,0.293333333333333
"child_vitA","Ghana",75,38,61,55,64,0.306666666666667
"child_vitA","Ghana",75,9,61,53.9,64,0.693333333333333
"child_vitA","Ghana",75,66,31,24.85,42.1,0.466666666666667
"child_vitA","Ghana",75,74,20,9.95,29,0.72
"child_vitA","Ghana",75,24,22,14,31.05,0.0266666666666667
"child_vitA","Ghana",75,71,19,10.95,25.05,0.693333333333333
"child_vitA","Ghana",75,48,15.5,9,23.05,0.433333333333333
"child_vitA","Ghana",75,75,25.5,19,32,0.66
"child_vitA","Ghana",75,31,14,7,24.05,0.226666666666667
"child_vitA","Ghana",75,33,15,8,21,0.24
"child_vitA","Ghana",75,26,32,25.95,40.05,0.08
"child_vitA","Ghana",75,12,14,9.95,21,0.0266666666666667
"child_vitA","Ghana",75,5,9,6,13,0.0533333333333333
"child_vitA","Ghana",75,55,7,6,13,0.64
"child_vitA","Ghana",75,1,24,17,29.05,0.306666666666667
"child_vitA","Ghana",75,23,40,34.95,48.1,0.226666666666667
"child_vitA","Ghana",75,67,41,34,50.05,0.346666666666667
"child_vitA","Ghana",75,11,18,14,26,0.0933333333333333
"child_vitA","Ghana",75,6,12,8.95,17,0.08
"child_vitA","Ghana",75,7,23.5,17,30.05,0.22
"child_vitA","Ghana",75,19,36.5,29,43,0.233333333333333
"child_vitA","Ghana",75,3,13,8,21,0.133333333333333
"child_vitA","Ghana",75,73,56.5,50.95,63,0.22
"child_vitA","Ghana",75,4,28,23.9,35.1,0.32
"child_vitA","Ghana",75,25,29,23,34,0.0533333333333333
"child_vitA","Ghana",75,22,32,26.95,41,0.133333333333333
"child_vitA","Ghana",75,13,26,16,36,0.173333333333333
"child_vitA","Ghana",75,42,2,2,3,0.533333333333333
"child_vitA","Ghana",75,10,1,1,1,0.12
"child_vitA","Ghana",75,2,5,5,6,0.04
"child_vitA","Ghana",75,27,3,2,4,0.32
"child_vitA","Ghana",75,8,4,3,5,0.0533333333333333
"child_vitA","Ghana",75,54,9.5,7,19.05,0.593333333333333
"child_vitA","Ghana",75,60,7,5,17,0.706666666666667
"child_vitA","Ghana",75,15,10,8,19,0.0666666666666667
"child_vitA","Ghana",75,51,19,11,25.05,0.426666666666667
"child_vitA","Ghana",75,20,17,10,25.05,0.04
"child_vitA","Ghana",75,68,56,50,60,0.16
"child_vitA","Ghana",75,28,31,22.95,39,0.04
"child_vitA","Ghana",75,62,50.5,45,56.05,0.153333333333333
"child_vitA","Ghana",75,61,24,12,30.1,0.493333333333333
"child_vitA","Ghana",75,39,66,62.9,69,0.36
"child_vitA","Ghana",75,36,70,65.95,73,0.453333333333333
"child_vitA","Ghana",75,40,70,61.95,75,0.4
"child_vitA","Ghana",75,58,74,71,75,0.213333333333333
"child_vitA","Ghana",75,65,73,70,75,0.106666666666667
"child_vitA","Ghana",75,52,64,61,68,0.16
"child_vitA","Malawi",87,26,10,5,20,0.183908045977011
