variable,na_frac,sd_value,constant_in_some_country,has_inf,range_min,range_max
gee_soilcalcium_stdev_20_50,0,0.13805028177577808,FALSE,FALSE,0.12844346463680267,1.0095833539962769
gee_soilcalcium_annual_mean,0,114.96289654296176,FALSE,FALSE,71.10819666087627,852.1340011842549
gee_soilcalcium_annual_sd,0,130.61437068952208,FALSE,FALSE,86.91415649894618,983.8165047102968
gee_soilcalcium_annual_min,0,0.10865673929567368,FALSE,FALSE,0.11574595421552658,0.852596640586853
gee_soilcalcium_annual_max,0,218.05669630946858,FALSE,FALSE,179.08863830566406,1723.921630859375
gee_soilcalcium_annual_range,0,218.0862555397596,FALSE,FALSE,178.48712319135666,1723.6827999651432
gee_soilcec_mean_0_20,0,2.211853489516912,FALSE,FALSE,5.669278144836426,18.884920120239258
gee_soilcec_mean_20_50,0,2.4249140884217812,FALSE,FALSE,5.009598731994629,17.945083618164063
gee_soilcec_stdev_0_20,0,0.038232606619702084,FALSE,FALSE,0.05787872150540352,0.29191192984580994
gee_soilcec_stdev_20_50,0,0.042186474911278325,FALSE,FALSE,0.054667506366968155,0.3163827061653137
gee_soilcec_annual_mean,0,1.1558818597790712,FALSE,FALSE,2.8302331902086735,9.313658986240625
gee_soilcec_annual_sd,0,1.3272581858865784,FALSE,FALSE,3.011961073022572,10.51635492710072
gee_soilcec_annual_min,0,0.039114759459410606,FALSE,FALSE,0.054667506366968155,0.29191192984580994
gee_soilcec_annual_max,0,2.3325632067443407,FALSE,FALSE,5.669278144836426,18.884920120239258
gee_soilcec_annual_range,0,2.3269626330840323,FALSE,FALSE,5.5335763245821,18.70216277241707
gee_soiliron_mean_0_20,0,11.092802531461428,FALSE,FALSE,35.30263900756836,118.2854232788086
gee_soiliron_mean_20_50,0,6.209727981139048,FALSE,FALSE,14.79032039642334,49.03112030029297
gee_soiliron_stdev_0_20,0,0.08113220981479716,FALSE,FALSE,0.16295704245567322,0.916585902372996
gee_soiliron_stdev_20_50,0,0.13170134667518904,FALSE,FALSE,0.22140276432037354,1.115964412689209
gee_soiliron_annual_mean,0,4.134273699624588,FALSE,FALSE,12.851967975497246,41.99245785176754
gee_soiliron_annual_sd,0,5.294450325468053,FALSE,FALSE,16.383041518266666,55.686121229140426
gee_soiliron_annual_min,0,0.07653872042915139,FALSE,FALSE,0.16295704245567322,0.916585902372996
gee_soiliron_annual_max,0,11.13997253089289,FALSE,FALSE,35.30263900756836,118.2854232788086
gee_soiliron_annual_range,0,11.127569965548545,FALSE,FALSE,34.7161608338356,117.79012340307236
gee_soilmagnesium_mean_0_20,0,62.79360026176043,FALSE,FALSE,52.29878234863281,373.53570556640625
gee_soilmagnesium_mean_20_50,0,70.75948682333217,FALSE,FALSE,36.73457336425781,394.71630859375
gee_soilmagnesium_stdev_0_20,0,0.12757570919055886,FALSE,FALSE,0.11642304807901382,1.8728041648864746
gee_soilmagnesium_stdev_20_50,0,0.14346101400536657,FALSE,FALSE,0.11691596359014511,1.8664039373397827
gee_soilmagnesium_annual_mean,0,33.246995926611845,FALSE,FALSE,22.516312904655933,192.2357348948717
gee_soilmagnesium_annual_sd,0,38.17598817289111,FALSE,FALSE,26.18642956333032,221.74445902981958
gee_soilmagnesium_annual_min,0,0.1275559113470462,FALSE,FALSE,0.11642304807901382,1.8664039373397827
gee_soilmagnesium_annual_max,0,64.8843066494516,FALSE,FALSE,52.29878234863281,394.71630859375
gee_soilmagnesium_annual_range,0,64.88962941317875,FALSE,FALSE,51.802162140607834,394.37864750623703
gee_soilnitrogen_mean_0_20,0,1164106.7330084415,FALSE,FALSE,64.074432373046875,24547132
gee_soilnitrogen_mean_20_50,0,3860.114063805803,FALSE,FALSE,13.542938232421875,71044.9765625
gee_soilnitrogen_stdev_0_20,0,10.569865531935099,FALSE,FALSE,0.635021448135376,96.23815155029297
gee_soilnitrogen_stdev_20_50,0,4.5657804334201435,FALSE,FALSE,0.7849607467651367,63.579856872558594
gee_soilnitrogen_annual_mean,0,291414.3758726743,FALSE,FALSE,20.062961131334305,6143130.919775963
gee_soilnitrogen_annual_sd,0,581797.1852498864,FALSE,FALSE,29.902621569711144,12269339.822105842
gee_soilnitrogen_annual_min,0,4.410994392820708,FALSE,FALSE,0.635021448135376,62.06672668457031
gee_soilnitrogen_annual_max,0,1164107.5634149858,FALSE,FALSE,64.074432373046875,24547132
gee_soilnitrogen_annual_range,0,1164106.4842920688,FALSE,FALSE,63.05357468128204,24547117.995227814
gee_soilphosphorus_mean_0_20,0,2.168604936127863,FALSE,FALSE,5.183628082275391,15.292737007141113
gee_soilphosphorus_mean_20_50,0,1.9396452199338903,FALSE,FALSE,3.451366424560547,12.426186561584473
gee_soilphosphorus_stdev_0_20,0,0.05345788436741598,FALSE,FALSE,0.1050259992480278,0.57499760389328
gee_soilphosphorus_stdev_20_50,0,0.04945069648002607,FALSE,FALSE,0.0348055474460125,0.588667631149292
gee_soilphosphorus_annual_mean,0,1.0273186264787837,FALSE,FALSE,2.3482793122529984,7.048091277480125
gee_soilphosphorus_annual_sd,0,1.1624787544691002,FALSE,FALSE,2.4720551109546913,7.951737694961585
gee_soilphosphorus_annual_min,0,0.047957178926800494,FALSE,FALSE,0.0348055474460125,0.57499760389328
gee_soilphosphorus_annual_max,0,2.1634309675113923,FALSE,FALSE,5.183628082275391,15.292737007141113
gee_soilphosphorus_annual_range,0,2.152764810107826,FALSE,FALSE,4.9543584287166595,15.09322276711464
gee_soilpotassium_mean_0_20,0,35.7929626508598,FALSE,FALSE,47.03837585449219,190.47940063476563
gee_soilpotassium_mean_20_50,0,28.682061370246416,FALSE,FALSE,29.12750816345215,152.2316131591797
gee_soilpotassium_stdev_0_20,0,0.2831039292500858,FALSE,FALSE,0.11203684657812119,5.241109848022461
gee_soilpotassium_stdev_20_50,0,0.29042075694658614,FALSE,FALSE,0.1056101992726326,5.37084436416626
gee_soilpotassium_annual_mean,0,15.931977683945314,FALSE,FALSE,20.444538354873657,85.77627864480019
gee_soilpotassium_annual_sd,0,18.541809107174647,FALSE,FALSE,23.558848391249228,100.04443075551706
gee_soilpotassium_annual_min,0,0.28289031115769675,FALSE,FALSE,0.1056101992726326,5.241109848022461
gee_soilpotassium_annual_max,0,35.74994591374377,FALSE,FALSE,47.03837585449219,190.47940063476563
gee_soilpotassium_annual_range,0,35.763115629212614,FALSE,FALSE,46.527049243450165,190.29846309125423
gee_soilsulfur_mean_0_20,0,3.1759789564353746,FALSE,FALSE,2.019913673400879,36.6785888671875
gee_soilsulfur_mean_20_50,0,1.9228039908047179,FALSE,FALSE,1.3657253980636597,25.607852935791016
gee_soilsulfur_stdev_0_20,0,0.17284537946653813,FALSE,FALSE,0.22325745224952698,1.5975890159606934
gee_soilsulfur_stdev_20_50,0,0.15243458658121667,FALSE,FALSE,0.6697788238525391,2.3671882152557373
gee_soilsulfur_annual_mean,0,1.3186867092499712,FALSE,FALSE,1.2002677917480469,16.562804758548737
gee_soilsulfur_annual_sd,0,1.510385977928628,FALSE,FALSE,0.6196321890620454,17.434935026171033
gee_soilsulfur_annual_min,0,0.17284537946653813,FALSE,FALSE,0.22325745224952698,1.5975890159606934
gee_soilsulfur_annual_max,0,3.177231063376761,FALSE,FALSE,2.019913673400879,36.6785888671875
gee_soilsulfur_annual_range,0,3.133744250416281,FALSE,FALSE,1.3901042938232422,35.08099985122681
gee_soiltotalcarbon_mean_0_20,0,9.292501552771286,FALSE,FALSE,6.947690963745117,59.21463394165039
gee_soiltotalcarbon_mean_20_50,0,5.544187027136468,FALSE,FALSE,5.635807037353516,42.780738830566406
gee_soiltotalcarbon_stdev_0_20,0,1044.2573158040782,FALSE,FALSE,0.26536524295806885,14920.0146484375
gee_soiltotalcarbon_stdev_20_50,0,1015.9827166477219,FALSE,FALSE,0.1445126086473465,14343.9580078125
gee_soiltotalcarbon_annual_mean,0,514.9198886645772,FALSE,FALSE,3.2884540036320686,7325.051761627197
gee_soiltotalcarbon_annual_sd,0,592.6698851480779,FALSE,FALSE,3.328672251777234,8440.598422991645
gee_soiltotalcarbon_annual_min,0,5.15521641869934,FALSE,FALSE,0.1445126086473465,37.4691047668457
gee_soiltotalcarbon_annual_max,0,1041.9658282912383,FALSE,FALSE,6.947690963745117,14920.0146484375
gee_soiltotalcarbon_annual_range,0,1040.510325808703,FALSE,FALSE,6.676999121904373,14904.500499725342
gee_soilzinc_mean_0_20,0,0.940002790690575,FALSE,FALSE,0.4828614294528961,3.799682378768921
gee_soilzinc_mean_20_50,0,0.7675639806228722,FALSE,FALSE,0.3253631591796875,3.007781744003296
gee_soilzinc_stdev_0_20,0,0.05777564141028504,FALSE,FALSE,0.07292339205741882,0.432878315448761
gee_soilzinc_stdev_20_50,0,0.049282828285743464,FALSE,FALSE,0.08718755096197128,0.38029077649116516
gee_soilzinc_annual_mean,0,0.4343324523874543,FALSE,FALSE,0.2657816428691149,1.8185524195432663
gee_soilzinc_annual_sd,0,0.4865294131433315,FALSE,FALSE,0.16723159878091912,1.8277678277751508
gee_soilzinc_annual_min,0,0.04994194340219158,FALSE,FALSE,0.07292339205741882,0.35170936584472656
gee_soilzinc_annual_max,0,0.9382850141311614,FALSE,FALSE,0.4828614294528961,3.799682378768921
gee_soilzinc_annual_range,0,0.922830017438064,FALSE,FALSE,0.3618413656949997,3.5413887202739716
gee_trmm_2010,0,0.03005217524469462,FALSE,FALSE,0.08287041634321213,0.3462570011615753
gee_trmm_2011,0,0.035485978825735176,FALSE,FALSE,0.056167833507061005,0.32665812969207764
gee_trmm_2012,0,0.036885292886521606,FALSE,FALSE,0.06591756641864777,0.38156232237815857
gee_trmm_2013,0,0.04154719830754348,FALSE,FALSE,0.0631863921880722,0.43977564573287964
gee_trmm_2014,0,0.04803202498908884,FALSE,FALSE,0.05817560851573944,0.42248043417930603
gee_trmm_2015,0,0.029857560723631365,FALSE,FALSE,0.06640460342168808,0.2677210569381714
gee_trmm_2016,0,0.03644113276840749,FALSE,FALSE,0.05892191827297211,0.3084326982498169
gee_trmm_2017,0,0.03445319215793006,FALSE,FALSE,0.08075504750013351,0.3038736879825592
gee_trmm_2018,0,0.030824200810699746,FALSE,FALSE,0.06897254288196564,0.2539801597595215
gee_trmm_2019,0,0.03456083750415142,FALSE,FALSE,0.07432729005813599,0.34149229526519775
gee_wsf_2015,0,55.369798557401964,FALSE,FALSE,0,254.99998474121094
