method,outcome,held_out,n_train,n_test,pearson_r,spearman_r,mae_pp,rmse_pp,mean_bias_pp
spatial_all_top7,women_vitA,Malawi,119,97,0.087,0.173,2.52,5.63,-1.76
spatial_all_top7,child_iron,Gambia,186,30,0.481,0.438,45.43,47.51,-45.43
spatial_all_top7,child_iron,Ghana,141,75,0.576,0.531,15.71,19.57,10.88
spatial_all_top7,child_iron,SierraLeone,202,14,0.378,0.371,14.05,15.79,14.05
spatial_all_top7,child_iron,Malawi,119,97,NA,NA,19.77,24.75,-19.77
spatial_all_top7,women_iron,Gambia,186,30,0.743,0.798,25.02,28.6,-25.02
spatial_all_top7,women_iron,Ghana,141,75,0.312,0.237,36,39.12,35.98
spatial_all_top7,women_iron,SierraLeone,202,14,0.082,0.024,6.65,8.44,-2.51
spatial_all_top7,women_iron,Malawi,119,97,NA,NA,17.24,23.78,-17.24
spatial_soil_top7,child_vitA,Gambia,186,30,0.339,0.356,10.93,13.26,5.19
spatial_soil_top7,child_vitA,Ghana,141,75,0.324,0.287,19.31,22.19,17.65
spatial_soil_top7,child_vitA,SierraLeone,202,14,0.228,0.222,6.63,7.85,-1.94
spatial_soil_top7,child_vitA,Malawi,119,97,-0.008,-0.011,17.67,21.86,-9.51
spatial_soil_top7,women_vitA,Gambia,186,30,0.587,0.717,3.55,6.01,-2.87
spatial_soil_top7,women_vitA,Ghana,141,75,0.182,0.133,5.04,5.46,4.05
spatial_soil_top7,women_vitA,SierraLeone,202,14,0.115,0.043,1.52,1.84,-0.01
spatial_soil_top7,women_vitA,Malawi,119,97,0.087,0.173,2.52,5.63,-1.76
spatial_soil_top7,child_iron,Gambia,186,30,0.481,0.438,45.43,47.51,-45.43
spatial_soil_top7,child_iron,Ghana,141,75,0.576,0.531,15.71,19.57,10.88
spatial_soil_top7,child_iron,SierraLeone,202,14,0.378,0.371,14.05,15.79,14.05
spatial_soil_top7,child_iron,Malawi,119,97,NA,NA,19.77,24.75,-19.77
spatial_soil_top7,women_iron,Gambia,186,30,0.743,0.798,25.02,28.6,-25.02
spatial_soil_top7,women_iron,Ghana,141,75,0.312,0.237,36,39.12,35.98
spatial_soil_top7,women_iron,SierraLeone,202,14,0.082,0.024,6.65,8.44,-2.51
spatial_soil_top7,women_iron,Malawi,119,97,NA,NA,17.24,23.78,-17.24
spatial_all_top8,child_vitA,Gambia,186,30,0.43,0.432,9.29,11.7,-0.56
spatial_all_top8,child_vitA,Ghana,141,75,0.379,0.33,19,21.94,17.18
spatial_all_top8,child_vitA,SierraLeone,202,14,0.34,0.38,6.02,7.5,-1.54
spatial_all_top8,child_vitA,Malawi,119,97,0,0.019,15.37,19.25,4.25
spatial_all_top8,women_vitA,Gambia,186,30,0.582,0.666,3.54,6.15,-3.21
spatial_all_top8,women_vitA,Ghana,141,75,0.181,0.134,4.6,5.26,3.53
spatial_all_top8,women_vitA,SierraLeone,202,14,0.144,0.151,1.5,1.8,0.14
spatial_all_top8,women_vitA,Malawi,119,97,0.154,0.21,3.02,5.38,-0.8
spatial_all_top8,child_iron,Gambia,186,30,0.502,0.443,50.44,52.28,-50.44
spatial_all_top8,child_iron,Ghana,141,75,0.585,0.531,16.12,20.13,11.62
spatial_all_top8,child_iron,SierraLeone,202,14,0.296,0.332,12.84,14.94,12.71
spatial_all_top8,child_iron,Malawi,119,97,NA,NA,19.77,24.75,-19.77
spatial_all_top8,women_iron,Gambia,186,30,0.663,0.722,21.55,25.95,-21.55
spatial_all_top8,women_iron,Ghana,141,75,0.31,0.233,36.23,39.38,36.2
spatial_all_top8,women_iron,SierraLeone,202,14,0.054,0.007,6.97,8.75,-2.85
spatial_all_top8,women_iron,Malawi,119,97,NA,NA,17.24,23.78,-17.24
spatial_soil_top8,child_vitA,Gambia,186,30,0.43,0.432,9.29,11.7,-0.56
spatial_soil_top8,child_vitA,Ghana,141,75,0.379,0.33,19,21.94,17.18
spatial_soil_top8,child_vitA,SierraLeone,202,14,0.34,0.38,6.02,7.5,-1.54
spatial_soil_top8,child_vitA,Malawi,119,97,0,0.019,15.37,19.25,4.25
spatial_soil_top8,women_vitA,Gambia,186,30,0.582,0.666,3.54,6.15,-3.21
spatial_soil_top8,women_vitA,Ghana,141,75,0.181,0.134,4.6,5.26,3.53
spatial_soil_top8,women_vitA,SierraLeone,202,14,0.144,0.151,1.5,1.8,0.14
spatial_soil_top8,women_vitA,Malawi,119,97,0.154,0.21,3.02,5.38,-0.8
spatial_soil_top8,child_iron,Gambia,186,30,0.502,0.443,50.44,52.28,-50.44
spatial_soil_top8,child_iron,Ghana,141,75,0.585,0.531,16.12,20.13,11.62
spatial_soil_top8,child_iron,SierraLeone,202,14,0.296,0.332,12.84,14.94,12.71
spatial_soil_top8,child_iron,Malawi,119,97,NA,NA,19.77,24.75,-19.77
spatial_soil_top8,women_iron,Gambia,186,30,0.663,0.722,21.55,25.95,-21.55
spatial_soil_top8,women_iron,Ghana,141,75,0.31,0.233,36.23,39.38,36.2
spatial_soil_top8,women_iron,SierraLeone,202,14,0.054,0.007,6.97,8.75,-2.85
spatial_soil_top8,women_iron,Malawi,119,97,NA,NA,17.24,23.78,-17.24
