"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"region","prev","sl_lrn_ridge",17,-0.152585432454444,-0.0807240442846829,3
"country","level","sl_lrn_ranger",22,-0.0265591722611492,-0.032693481554749,9
"country","prev","sl_lrn_ranger",22,-0.0772900967289814,-0.072175526760065,8
"infill","level","sl_lrn_ranger",18,-0.0172293191781798,-0.00729667353205951,9
"infill","prev","sl_lrn_ranger",18,-0.0296541335560654,-0.0207076819948916,7
"region","level","sl_lrn_ranger",18,0.00884599103790025,0.00974885178974999,11
"region","prev","sl_lrn_ranger",18,-0.0404184162759341,-0.0428516592470293,4
"country","level","sl_lrn_xgb",22,-0.0811154690185253,-0.0761761557623205,7
"country","prev","sl_lrn_xgb",22,-0.103240903434801,-0.136947736954764,6
"infill","level","sl_lrn_xgb",18,-0.0298466828470108,-0.00874779468889852,9
"infill","prev","sl_lrn_xgb",18,-0.0630152703470263,-0.048582790229211,6
"region","level","sl_lrn_xgb",18,0.0183674691594889,0.00872569239488552,9
"region","prev","sl_lrn_xgb",18,-0.0581394876249032,-0.0119525022085795,6
"country","level","sl_lrn_domain_index",22,0,0,0
"country","prev","sl_lrn_domain_index",22,0,0,0
"infill","level","sl_lrn_domain_index",18,0.00042449136313794,-0.00253200568990047,5
"infill","prev","sl_lrn_domain_index",18,0.000320039187598106,-0.000303247954650004,8
"region","level","sl_lrn_domain_index",18,-0.00359544873316451,-0.003292376551778,5
"region","prev","sl_lrn_domain_index",18,-0.00632244884907097,-0.00909614380644667,5
"country","level","sl_lrn_domain_pc_ridge",22,-0.0332413499763446,-0.0740767198661934,7
"country","prev","sl_lrn_domain_pc_ridge",21,-0.047757307279424,-0.023729631075129,10
"infill","level","sl_lrn_domain_pc_ridge",18,-0.0574951434398879,-0.050703152456624,4
"infill","prev","sl_lrn_domain_pc_ridge",18,-0.0782265192866996,-0.0971187012350745,5
"region","level","sl_lrn_domain_pc_ridge",18,-0.0990412116885561,-0.066394001870262,5
"region","prev","sl_lrn_domain_pc_ridge",17,-0.208906543285034,-0.177220650950047,3
"country","level","sl_lrn_domain_pc_enet",21,-0.0971590754483075,-0.150389321468298,5
"country","prev","sl_lrn_domain_pc_enet",18,-0.0175271029634257,-0.0263736263736261,8
"infill","level","sl_lrn_domain_pc_enet",18,-0.104816905813074,-0.104979042622038,2
"infill","prev","sl_lrn_domain_pc_enet",18,-0.120828600604659,-0.101541946415666,1
"region","level","sl_lrn_domain_pc_enet",18,-0.181274710510988,-0.12568255861974,2
"region","prev","sl_lrn_domain_pc_enet",17,-0.288172820255133,-0.211369452859842,3
"country","level","sl_lrn_domain_pc1_ols",22,-0.124718478505336,-0.11091402332606,9
"country","prev","sl_lrn_domain_pc1_ols",22,-0.112566022320007,-0.0937639495233579,7
"infill","level","sl_lrn_domain_pc1_ols",18,-0.175275334371569,-0.118452966804801,3
"infill","prev","sl_lrn_domain_pc1_ols",18,-0.17977396471051,-0.123843944064682,3
"region","level","sl_lrn_domain_pc1_ols",18,-0.257097140202651,-0.124817744404753,3
"region","prev","sl_lrn_domain_pc1_ols",18,-0.208884261592324,-0.144258300657094,3
"country","level","sl_lrn_hapc",22,-0.0549767894242011,-0.0256755674157435,8
"country","prev","sl_lrn_hapc",22,-0.105518821477288,-0.107216055624323,6
"infill","level","sl_lrn_hapc",18,-0.0437214228617092,-0.051687686811985,6
"infill","prev","sl_lrn_hapc",18,-0.0424035800086092,-0.0752328828086232,3
"region","level","sl_lrn_hapc",18,-0.0170990125706911,-0.0241579791499595,4
"region","prev","sl_lrn_hapc",18,-0.0576680504482109,-0.0432406414298136,7
"country","level","sl_lrn_hapc_lasso",22,0.00276104537033836,0.00052054894244602,11
"country","prev","sl_lrn_hapc_lasso",22,-0.0157711549585458,-0.027893599518475,6
"infill","level","sl_lrn_hapc_lasso",18,-0.0287212141553232,-0.008832037184082,6
"infill","prev","sl_lrn_hapc_lasso",18,-0.0247679946452119,-0.040986733471403,4
"region","level","sl_lrn_hapc_lasso",18,-0.03507789691614,-0.0239148445324899,5
"region","prev","sl_lrn_hapc_lasso",18,-0.0689683745983504,-0.0334750253182986,3
"country","level","sl_lrn_spatial_gam",0,NA,NA,0
"country","prev","sl_lrn_spatial_gam",0,NA,NA,0
"infill","level","sl_lrn_spatial_gam",18,-0.005346012940314,-0.0495783207831685,6
"infill","prev","sl_lrn_spatial_gam",18,-0.0136212127550219,-0.0539679139856055,7
"region","level","sl_lrn_spatial_gam",18,-0.00373976475103386,-0.00920214774348901,9
"region","prev","sl_lrn_spatial_gam",18,-0.0372475463515642,-0.045902807381908,5
"country","level","sl_lrn_spatial_plus_domain",0,NA,NA,0
"country","prev","sl_lrn_spatial_plus_domain",0,NA,NA,0
"infill","level","sl_lrn_spatial_plus_domain",18,0.00088077850495777,-0.038933143669986,6
"infill","prev","sl_lrn_spatial_plus_domain",18,-0.0100800394526584,-0.0285985036642651,7
"region","level","sl_lrn_spatial_plus_domain",18,0.000201412967712582,-0.00138404069417451,9
"region","prev","sl_lrn_spatial_plus_domain",18,-0.0343843265702021,-0.0442633810581255,6
"country","level","ridge_min",22,-0.00853407189188596,0.00204279900624801,11
"country","prev","ridge_min",22,-0.0133929226261529,-0.0181948025293373,9
"infill","level","ridge_min",18,-0.0604367102082211,-0.0519936226615415,3
"infill","prev","ridge_min",18,-0.0897346008773686,-0.0822572879203675,1
"region","level","ridge_min",18,-0.0745519950564542,-0.0412832354614735,4
"region","prev","ridge_min",18,-0.186831388786548,-0.126033650229964,2
"country","level","domain_enet",22,-0.0280763074905987,-0.0557477373266846,9
"country","prev","domain_enet",20,-0.0461822943658672,-0.065027975013119,7
"infill","level","domain_enet",18,-0.056596000281538,-0.0774521932944255,4
"infill","prev","domain_enet",18,-0.0810590846409847,-0.068937725188272,2
"region","level","domain_enet",18,-0.0656475246889726,-0.03757369593182,7
"region","prev","domain_enet",18,-0.173934783551136,-0.123187187509407,4
