"country","admin1","admin2","n_clusters","rain_annual_mean_50km","rain_july_25km","rain_seasonality_sd_10km","temp_may_25km","temp_oct_10km","temp_seasonality_sd_10km","temp_peak_month_25km","ndvi_april_50km","ndvi_november_25km","ndvi_december_25km","human_modification_index","grassland_fraction_50km","built_surface_nonres_10km","pop_density_cropland_10km","malaria_effective_treatment","malaria_pf_repro_number","prev_women_iron","n_women_iron","ndef_women_iron","var_women_iron","prev_women_vitA","n_women_vitA","ndef_women_vitA","var_women_vitA","prev_women_b12","n_women_b12","ndef_women_b12","var_women_b12","prev_women_folate","n_women_folate","ndef_women_folate","var_women_folate","prev_women_zinc","n_women_zinc","ndef_women_zinc","var_women_zinc","prev_child_iron","n_child_iron","ndef_child_iron","var_child_iron","prev_child_vitA","n_child_vitA","ndef_child_vitA","var_child_vitA","prev_child_zinc","n_child_zinc","ndef_child_zinc","var_child_zinc"
"Gambia","North Bank","Upper Nuimi",1,0.0893302695020462,0.210582733154297,0.146819245227918,19.837703704834,,0,10,0.152034795843065,0.203549548983574,0.176088348031044,0.432895004749298,0.454952899783016,1.93338799476624,3.38049626350403,0.522933684193457,1.21257897113152,0.0588235294117647,17,1,0.00488499898229188,0,17,0,0,,,,,,,,,,,,,0.444444444444444,9,4,0.0411522633744856,0.222222222222222,9,2,0.0288065843621399,,,,
"Gambia","Upper River","Fulladu East",5,0.0855673963854821,0.12785163919131,0.143424547589065,25.2724720001221,24.5165050506592,3.17523313846179,5,0.182186219245195,0.239073231816292,0.226881194114685,0.440882325172424,0.567277702407194,0.128892490267753,1.28932375907898,0.506418672738162,1.15409087888216,0.334382413449655,152,56,0.00219642251669644,0.0251968204454413,153,4,0.000240803340047858,,,,,,,,,,,,,0.430683291666486,124,55,0.00296607089450572,0.246336969602765,124,30,0.00224582742350433,,,,
"Gambia","Upper River","Kantora",1,0.0874987668732997,0.159761749207973,0.145419209131218,25.4875621795654,24.3273954391479,3.11209712622924,5,0.17505756020546,0.227500192821026,0.222696490585804,0.413394749164581,0.591937439142856,0.107604146003723,1.24156624078751,0.461110250723399,1.21753388919818,0.705882352941176,17,12,0.0183187461835945,0.176470588235294,17,3,0.0128231223285162,,,,,,,,,,,,,0.6,15,9,0.024,0.5625,16,9,0.0230712890625,,,,
"Gambia","Upper River","Sandu",1,0.0847555701887272,0.119553402066231,0.142859804143731,25.1505479812622,24.5957508087158,3.21512949753593,5,0.183627943197886,0.241782501339912,0.235949501395226,0.383917093276978,0.596601774768173,0.143084719777107,1.29824376106262,0.522338667318915,1.14555797197737,0.466666666666667,15,7,0.0248888888888889,0,15,0,0,,,,,,,,,,,,,0.1875,16,3,0.0142822265625,0.25,16,4,0.017578125,,,,
"Gambia","Upper River","Wuli",1,0.086102199699489,0.135497540235519,0.141323660646383,25.2885227203369,24.496693611145,3.1620363603969,5,0.182227802276611,0.238660395145416,0.226640820503235,0.384974002838135,0.580693132408968,0.125344432890415,1.28709375858307,0.511552222296323,1.1480726413654,0.454545454545455,11,5,0.033809166040571,0.0909090909090909,11,1,0.0112697220135237,,,,,,,,,,,,,0.666666666666667,9,6,0.037037037037037,0.111111111111111,9,1,0.0164609053497942,,,,
"Gambia","Western","Foni Bintang Karanai",1,0.0886903250988856,0.22064932435751,0.150349691137715,20.3888292312622,24.4613790512085,2.14177926678118,10,0.152925179650386,0.224635019898415,0.203249499201775,0.418710023164749,0.49286367550395,0.0157828908413649,0.417697980999947,0.522137195771863,1.15943541838946,0.35,20,7,0.0170625,0,20,0,0,,,,,,,,,,,,,0.176470588235294,17,3,0.0128231223285162,0,17,0,0,,,,
"Gambia","Western","Foni Brefet",1,0.0907860231693273,0.254340166846911,0.154584755907238,,24.4919185638428,2.16197207427936,,0.150314836629799,0.18111227452755,0.148897126317024,0.43282812833786,0.409756296707762,0.97580683697015,1.95895737409592,0.521962486805916,1.18673139152412,0.176470588235294,17,3,0.0128231223285162,0.0588235294117647,17,1,0.00488499898229188,,,,,,,,,,,,,0.636363636363636,11,7,0.0315552216378663,0,12,0,0,,,,
"Gambia","Western","Kombo Central",2,0.092051936531884,0.253853090107441,0.152921693899168,17.9205951690674,24.105884552002,2.3790393473558,10,0.146795265562833,0.213004130870104,0.177134534964959,0.604460418224335,0.390818522573865,2.82770209511121,5.41858212153117,0.522428395679877,1.28596340384152,0.242229729614602,41,10,0.00671540808678436,0,42,0,0,,,,,,,,,,,,,0.227372262768817,26,6,0.0101350452053195,0.174231843559703,27,5,0.00799306156941611,,,,
"Gambia","Western","Kombo East",1,0.0908388984511627,0.253853090107441,0.152921693899168,17.9205951690674,24.105884552002,2.3790393473558,10,0.15002948914965,0.206625759601593,0.171487053235372,0.447484821081161,0.421887725289962,2.64883927504222,5.01096494992574,0.522201381366591,1.25224733432417,0.285714285714286,28,8,0.010932944606414,0,28,0,0,,,,,,,,,,,,,0.2,20,4,0.012,0.1,20,2,0.00675,,,,
"Gambia","Western","Kombo Saint Mary",4,0.0898469560907989,0.222577199339867,0.146027459551687,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.174110159277916,0.146541431546211,0.795963525772095,0.45203465715701,4.32520863413811,6.47566815217336,0.522498276750516,1.2580155571391,0.238343921799381,95,21,0.00286635942222113,0.0132030698826296,95,2,0.000205717086762695,,,,,,,,,,,,,0.405557622248582,56,24,0.00645751707012478,0.128387617887681,56,8,0.00299743493198593,,,,
"Gambia","Western","Kombo South",1,0.0908388984511627,0.243427793184916,0.146819245227918,17.9205951690674,24.1926403045654,2.25369894115183,10,0.15002948914965,0.206625759601593,0.171487053235372,0.563709199428558,0.433566108204363,4.66689729690552,7.21082305908203,0.522562338263848,1.29383840134968,0.310344827586207,29,9,0.0110705645987945,0,29,0,0,,,,,,,,,,,,,0.263157894736842,19,5,0.0153083539874617,0.0526315789473684,19,1,0.00393643388249016,,,,
"Ghana","Ahafo","Asunafo North",1,0.13073560153779,0.147657692432404,0.087950169377761,21.829231262207,20.6979198455811,0.989179967383542,3,0.329375822435726,0.410243799289068,0.372471809387207,0.461262226104736,5.76699377583062e-06,0,0.522820651531219,0.56506319941832,3.87728167676063,0.0714285714285714,14,1,0.0071064139941691,0,14,0,0,0,7,0,0,0.428571428571429,7,3,0.0524781341107872,,,,,0,19,0,0,0.105263157894737,19,2,0.00743548622248141,,,,
"Ghana","Ahafo","Tano North",2,0.111651167478494,0.163732535516223,0.0667640025896114,21.6015945275624,19.2718591690063,1.33700903791479,3,0.379308590522179,0.437880922108889,0.384582518289487,0.590205550193787,0.000454867048288168,0.141125657595694,1.23220774531364,0.566285722412871,2.61782562967637,0.0357142857142857,28,1,0.00184493440233236,0,28,0,0,0.0833333333333333,12,1,0.00954861111111111,0.5,12,6,0.03125,,,,,0.186046511627907,43,8,0.00528255373740677,0.116279069767442,43,5,0.00358459003609745,,,,
"Ghana","Ashanti","Adansi Asokwa",1,0.156880858770434,0.162337506810824,0.0927603217187447,21.4164237976074,19.6347637176514,0.713993068716172,3,0.290527293315301,0.377865761518478,0.353332002957662,0.488566726446152,4.42728664860693e-05,0.001974384,1.05370533466339,0.566862780480484,2.95510645258624,0.0625,16,1,0.0054931640625,0,16,0,0,0,6,0,0,0.333333333333333,6,2,0.0555555555555556,,,,,0.125,16,2,0.01025390625,0,16,0,0,,,,
"Ghana","Ashanti","Asante-Akim South",1,0.146997748480815,0.168297852079074,0.0823867228986763,21.424462000529,19.7282791137695,0.946480766276763,3,0.295418103,0.356657892465591,0.330261339743932,0.492970436811447,0.000417235769215819,0.002031336,1.10750424861908,0.567055324444713,2.6344794642474,0.0909090909090909,22,2,0.00563486100676183,0,22,0,0,0,10,0,0,0.8,10,8,0.024,,,,,0.153846153846154,26,4,0.00751024123805189,0,26,0,0,,,,
"Ghana","Ashanti","Asokore-Mampong",1,0.140805310104983,0.176847007125616,0.0800992669388,22.0328803062439,18.9823822975159,1.24415622938102,3,0.327228498955568,0.345322236418724,0.337583765387535,0.927590548992157,0.00012362682708885,3.02326709032059,2.8857696056366,0.570063660668742,1.44124502482266,0.0714285714285714,14,1,0.0071064139941691,0,14,0,0,0.125,8,1,0.0205078125,0.375,8,3,0.0439453125,,,,,0.277777777777778,18,5,0.0167181069958848,0.166666666666667,18,3,0.0115740740740741,,,,
"Ghana","Ashanti","Asokwa",1,0.141533281329314,0.176249891519547,0.0811498696298679,22.1809616088867,18.6762981414795,1.43513157912822,3,0.325171468349604,0.339586267868678,0.32803213596344,0.942231059074402,0.000114568895218883,5.27728033065796,2.97931098937988,0.570211964102722,1.39071259308742,0,12,0,0,0,12,0,0,0,6,0,0,0.666666666666667,6,4,0.0555555555555556,,,,,0.4,15,6,0.024,0,15,0,0,,,,
"Ghana","Ashanti","Atwima-Mponua",2,0.144949532092808,0.178074161203189,0.0908037233658653,21.520580927531,18.4730195999146,1.29659407870532,3,0.330754778992671,0.365769013762474,0.363738149404526,0.495593726634979,0.000112811795824663,0.0093940855,1.02754208445549,0.56645546541919,2.59565541120238,0.0277777777777778,36,1,0.00112525720164609,0,36,0,0,0,16,0,0,0.375,16,6,0.02197265625,,,,,0.09375,32,3,0.0039825439453125,0.15625,32,5,0.0061798095703125,,,,
"Ghana","Ashanti","Atwima-Nwabiagya South",1,0.139945202720967,0.183188997209072,0.0806847200753828,22.1126365661621,18.4073657989502,1.37758914428245,3,0.330488277333123,0.322894617915154,0.317794129252434,0.765881478786469,0.000116887084718209,4.317741156,2.98294937610626,0.569216747269427,1.42823513635444,0.0714285714285714,14,1,0.0071064139941691,0,14,0,0,0,5,0,0,0.8,5,4,0.048,,,,,0.181818181818182,11,2,0.0202854996243426,0,11,0,0,,,,
"Ghana","Ashanti","Bekwai",1,0.148508391109066,0.169331971555948,0.0872358326226318,21.9288845062256,19.1737208366394,1.10494313622358,3,0.311073548518694,0.353034190833569,0.321185708045959,0.701571881771088,0.000119445355547697,1.88370018173009,2.38710090517998,0.566510198551832,1.89836102974927,0.0714285714285714,14,1,0.0071064139941691,0,14,0,0,0.166666666666667,6,1,0.0347222222222222,0.333333333333333,6,2,0.0555555555555556,,,,,0,8,0,0,0.25,8,2,0.03515625,,,,
"Ghana","Ashanti","Kumasi",2,0.141533281329314,0.176548449322582,0.0800992669388,22.1069209575653,18.9823822975159,1.24415622938102,3,0.325171468349604,0.342454252143701,0.332807950675488,0.928784370422363,0.000118406399992297,3.02326709032059,2.8857696056366,0.570127075068682,1.37838399405574,0.111111111111111,27,3,0.00548696844993141,0,28,0,0,0.142857142857143,14,2,0.0131195335276968,0.714285714285714,14,10,0.021865889212828,,,,,0.25,24,6,0.01171875,0.0833333333333333,24,2,0.00477430555555556,,,,
"Ghana","Ashanti","Kwadaso",1,0.141535042942996,0.176249891519547,0.0811498696298679,22.1809616088867,18.6762981414795,1.43513157912822,3,0.324464314,0.339586267868678,0.32803213596344,0.938777446746826,0.000114460429715231,5.27728033065796,2.97931098937988,0.569706720522111,1.40049023135096,0.133333333333333,15,2,0.0115555555555556,0.0666666666666667,15,1,0.00622222222222222,0,8,0,0,0.375,8,3,0.0439453125,,,,,0.181818181818182,11,2,0.0202854996243426,0,11,0,0,,,,
"Ghana","Ashanti","Obuasi",1,0.154822826245525,0.178954650958379,0.10471986611091,21.4200884501139,18.7120971679688,1.05975017452874,3,0.308022329440484,0.35993288954099,0.330824951330821,0.772876083850861,6.41868942502369e-05,1.38374304771423,,0.566938689322977,2.59754994020991,0,6,0,0,0,6,0,0,0,3,0,0,0,3,0,0,,,,,0.0588235294117647,17,1,0.00488499898229188,0.117647058823529,17,2,0.00915937309179727,,,,
"Ghana","Ashanti","Sekyere Kumawu",1,0.134830872052999,0.195703307787577,0.0800751720546982,22.0334510803223,19.9880390167236,1.18925910063911,3,0.328531373005647,0.389297892649968,0.370801051457723,0.65661233663559,0.002317882,0.0225828737020493,0.839309812,0.566584452166553,1.89765385320757,0.0714285714285714,14,1,0.0071064139941691,0,15,0,0,0,7,0,0,0.714285714285714,7,5,0.043731778425656,,,,,0.166666666666667,12,2,0.0173611111111111,0.25,12,3,0.0234375,,,,
"Ghana","Ashanti","Sekyere South",1,0.126055041718933,0.198191454013189,0.0739039028877635,21.6999645233154,17.9407844543457,1.24839983163589,3,0.330511819857817,0.397825578848521,0.356013764937719,0.695408165454865,0.008614254,0,1.74809384346008,0.566477937803302,2.14741466271316,0,13,0,0,0,13,0,0,0.166666666666667,6,1,0.0347222222222222,0.333333333333333,6,2,0.0555555555555556,,,,,0,14,0,0,0,14,0,0,,,,
"Ghana","Bono","Dormaa West",1,0.119337094454052,0.122998004158338,0.0771449720385587,21.8557980855306,21.5947589874268,1.31313189124494,3,0.325214650481939,0.414342125256856,0.363331407308578,0.595113039016724,1.93838806609849e-05,1.53695282278932e-07,0.894306481,0.566253417244384,2.93442451473064,0.111111111111111,9,1,0.0164609053497942,0,9,0,0,0,5,0,0,0.6,5,3,0.072,,,,,0.25,16,4,0.017578125,0.0625,16,1,0.0054931640625,,,,
"Ghana","Bono","Sunyani West",1,0.106562139174283,0.146307001511256,0.0636463488061052,21.6203931172689,20.0837059020996,1.3844869527072,3,0.368120757016269,0.432970414559046,0.360240201155345,0.680238127708435,0.000378475738055741,0.433121770620346,1.31720685958862,0.564421279337677,2.15509396036567,0,7,0,0,0,8,0,0,0,4,0,0,0.75,4,3,0.0703125,,,,,0.166666666666667,6,1,0.0347222222222222,0,6,0,0,,,,
"Ghana","Bono","Wenchi",1,0.10761151872031,0.175708413124084,0.0743661488981109,22.1884860992432,19.7184352874756,1.58730639554333,3,0.311767670241269,0.379151831070582,0.299819519122442,0.549666821956635,0.000561162134509264,0.125057071447372,0.96047306060791,0.567755347610258,2.12569585866761,0,16,0,0,0,16,0,0,0.125,8,1,0.0205078125,0.875,8,7,0.0205078125,,,,,0.0909090909090909,11,1,0.0112697220135237,0.0909090909090909,11,1,0.0112697220135237,,,,
"Ghana","Bono East","Kintampo North",1,0.111304800972704,0.183045395,0.0845510009276832,23.3239393234253,20.9052300453186,1.52958852950287,3,0.247130356729031,0.32644060999155,0.206466339528561,0.176601484417915,0.003471441,0.004533435,0.269263625144958,0.56732156668986,1.92442432829927,0,15,0,0,0,15,0,0,0.166666666666667,6,1,0.0347222222222222,1,6,6,0,,,,,0.421052631578947,19,8,0.0192447878699519,0.210526315789474,19,4,0.0131214462749672,,,,
"Ghana","Bono East","Sene West",1,0.116693030101064,0.190378844738007,0.0892751480487658,23.255911509196,22.469051361084,1.47643086291778,3,0.245010355656797,0.303004503250122,0.19777209063371,0.205981329083443,0.253112122009818,0.001059489,0.329526752233505,0.567238967243598,3.2015508439303,0,12,0,0,0,12,0,0,0,7,0,0,0.714285714285714,7,5,0.043731778425656,,,,,0.214285714285714,14,3,0.0180393586005831,0.142857142857143,14,2,0.0131195335276968,,,,
"Ghana","Bono East","Techiman",1,0.11147816267047,0.177509002387524,0.0731118441853432,21.830060005188,18.7425708770752,1.46721108082484,3,0.337075095910292,0.368540242314339,0.313407190144062,0.67237776517868,0.002226306,0.0579583197250031,1.22922500967979,0.567669736244824,2.18447316907944,0.0769230769230769,13,1,0.00819299044151115,0,13,0,0,0.25,8,2,0.03515625,0.625,8,5,0.0439453125,,,,,0.153846153846154,13,2,0.0150204824761038,0.0769230769230769,13,1,0.00819299044151115,,,,
"Ghana","Central","Agona West",1,0.133144357593815,0.12363896270593,0.0888790121270078,21.23482068,20.4192066192627,1.1569260203002,1,0.208736772835255,0.247543235619863,0.212841957807541,0.701022922992706,0.040906906,0.0341664515435696,3.31868147850037,0.560262990876313,2.80316834383008,0.181818181818182,11,2,0.0202854996243426,0.0909090909090909,11,1,0.0112697220135237,0,4,0,0,0.2,5,1,0.048,,,,,0.19047619047619,21,4,0.0110139293812763,0.19047619047619,21,4,0.0110139293812763,,,,
"Ghana","Central","Asikuma-Odoben-Brakwa",1,0.138241155463799,0.126280218362808,0.0926481005338158,21.1484866142273,20.4169483184814,0.970598116815119,1,0.209094082315763,0.233596600592136,0.226351588964462,0.585379600524902,0.0273424674864661,0.0138531584436805,2.50816494226456,0.560680006054656,2.6160557913086,0.1,20,2,0.00675,0,20,0,0,0,9,0,0,0.555555555555556,9,5,0.0411522633744856,,,,,0.157894736842105,19,3,0.0104971570199738,0.105263157894737,19,2,0.00743548622248141,,,,
"Ghana","Central","Awutu Senya West",1,0.119127808118993,0.104288677374522,0.0814079577044113,22.384646097819,21.3685512542725,1.27963533510731,3,0.189136768132448,0.194977611303329,0.154185757040977,0.75340861082077,0.044565241,0.0458308979868889,4.21995067596436,0.563243552809271,2.14544423109305,0,11,0,0,0,11,0,0,0,5,0,0,0.6,5,3,0.072,,,,,0.166666666666667,12,2,0.0173611111111111,0.0833333333333333,12,1,0.00954861111111111,,,,
"Ghana","Central","Mfantseman",1,0.136373793906668,0.115202076733112,0.0914805741031592,21.8862762451172,20.737829208374,1.11084383637079,1,0.214550798758864,0.302437782287598,0.243664845824242,0.776729643344879,0.0107986164145998,0.10444812476635,3.58062386512756,0.564243878115835,2.03404998879696,0,5,0,0,0,5,0,0,0,2,0,0,0,2,0,0,,,,,0,6,0,0,0.333333333333333,6,2,0.0555555555555556,,,,
"Ghana","Central","Twifo-Atti-Morkwa",1,0.157394930798168,0.153872648874919,0.0987695903611474,21.1606642405192,20.1151103973389,0.819155232327708,3,0.22823175575052,0.249571775396665,0.26992322007815,0.410289585590363,0.002924004,0.0214110985398293,0.609875649213791,0.566118494125883,2.90677468449134,0.111111111111111,9,1,0.0164609053497942,0,9,0,0,0,6,0,0,0.833333333333333,6,5,0.0347222222222222,,,,,0,8,0,0,0.125,8,1,0.0205078125,,,,
