"country","admin1","n_clusters","rain_annual_mean_50km","rain_july_25km","rain_seasonality_sd_10km","temp_may_25km","temp_oct_10km","temp_seasonality_sd_10km","temp_peak_month_25km","ndvi_april_50km","ndvi_november_25km","ndvi_december_25km","human_modification_index","grassland_fraction_50km","built_surface_nonres_10km","pop_density_cropland_10km","malaria_effective_treatment","malaria_pf_repro_number","prev_women_iron","n_women_iron","ndef_women_iron","var_women_iron","prev_women_vitA","n_women_vitA","ndef_women_vitA","var_women_vitA","prev_women_b12","n_women_b12","ndef_women_b12","var_women_b12","prev_women_folate","n_women_folate","ndef_women_folate","var_women_folate","prev_women_zinc","n_women_zinc","ndef_women_zinc","var_women_zinc","prev_child_iron","n_child_iron","ndef_child_iron","var_child_iron","prev_child_vitA","n_child_vitA","ndef_child_vitA","var_child_vitA","prev_child_zinc","n_child_zinc","ndef_child_zinc","var_child_zinc"
"Ghana","Central",6,0.137951521750293,0.1238430413521,0.0924408570669589,21.5739046996138,20.5590756734212,1.04595408547723,1.66666666666667,0.209885209588896,0.254405846612321,0.22310856771138,0.624454498291016,0.0225529413168443,0.0563004270840869,2.77306183675925,0.562448289136743,2.49050190061923,0.0847457627118644,59,5,0.0019719640274809,0.0169491525423729,59,1,0.000423607087384786,0,28,0,0,0.551724137931034,29,16,0.0127926524252737,,,,,0.125,72,9,0.00227864583333333,0.138888888888889,72,10,0.00249164094650206,,,,
"Ghana","Eastern",8,0.130674052963518,0.158520943640421,0.0833055699773156,22.095153371493,21.0363100766354,0.876462625757802,3.375,0.203338337031195,0.239653249271214,0.207880347656707,0.535808298736811,0.0634679228343596,0.0286923247823379,1.71183154412678,0.566792455854122,2.64959075347812,0.0961068448436084,91,9,0.00143192833875519,0.0222139952568007,93,2,0.000350331188250509,0.0477085449046616,43,2,0.00158485254585145,0.570623095858046,43,25,0.008546943430166,,,,,0.247218369765678,110,27,0.00253774701021925,0.181818181818182,110,20,0.00202854996243426,,,,
"Ghana","Greater Accra",11,0.108879598092398,0.0956000630909091,0.0732726889361798,22.9817422809023,22.2760773560975,1.25117842608712,3,0.174071556797746,0.162696096255924,0.11940552249395,0.874828528274189,0.0562972033717966,21.332282001322,4.63063198328018,0.570210834098964,1.48847002422123,0.105691056910569,123,13,0.00115268850487434,0.015748031496063,127,2,0.000183071232284197,0.0483870967741936,62,3,0.00111401094290222,0.516129032258065,62,32,0.00604209324963915,,,,,0.131313131313131,99,13,0.00172833322511927,0.111111111111111,99,11,0.00149644594089039,,,,
"Ghana","North East",3,0.108122368843292,0.2932328861775,0.107719380077324,24.4859479268392,21.8744570414225,1.87215556535322,4,0.117364727938301,0.227814405328698,0.1553912030326,0.491698453823725,0.644776353901043,5.79960008811517e-05,0.465061261629065,0.568895886044186,2.2541967768945,0.0882352941176471,34,3,0.00354925707307144,0.0294117647058823,34,1,0.00125941380012212,0.4375,16,7,0.0230712890625,0.4375,16,7,0.0230712890625,,,,,0.2,45,9,0.00533333333333333,0.222222222222222,45,10,0.00576131687242798,,,,
"Ghana","Northern",9,0.108111372786565,0.25358153451924,0.105309874306339,24.0225182286015,22.4401319622994,1.66375543852936,3.44444444444444,0.135775460599904,0.241472472699395,0.150483864222199,0.456167333655887,0.317542336252239,0.0372110570124025,0.949779048924087,0.569028100706931,2.20937445211598,0.15,100,15,0.0019125,0.0297029702970297,101,3,0.000428030255236091,0.25,48,12,0.005859375,0.645833333333333,48,31,0.00714789496527778,,,,,0.517482517482517,143,74,0.00261917162499098,0.265734265734266,143,38,0.0020467087316322,,,,
"Ghana","Oti",1,0.146243334236956,0.316578008234501,0.131286789131684,21.9999442100525,21.7625637054443,1.30148548638387,3,0.221423445,0.345565356314182,0.28041660413146,0.325866758823395,0.001300899,0.000971130357356742,0.404664248228073,0.567482706794889,3.94078756464434,0,9,0,0,0,9,0,0,0,4,0,0,1,4,4,0,,,,,0.0714285714285714,14,1,0.0071064139941691,0,14,0,0,,,,
"Ghana","Savannah",5,0.0984694237626021,0.159623409174156,0.0897978401960467,23.6628049529789,22.0385851852888,1.64314746033258,3,0.202020786199259,0.241021312773228,0.123503855988383,0.173077589273453,0.0654303965838843,0.000312812753067018,0.087138683721423,0.566812474695891,2.16057789583089,0.0476190476190476,42,2,0.00161969549724652,0.0238095238095238,42,1,0.00083009394233884,0.0869565217391304,23,2,0.00517794033040191,0.782608695652174,23,18,0.0110955864222898,,,,,0.253968253968254,63,16,0.00451115190344215,0.206349206349206,63,13,0.00389926693781569,,,,
"Ghana","Upper East",7,0.0986725050114602,0.259546598863034,0.0997340823467175,24.8608871414548,21.8517701619289,1.66871332176401,5,0.127936133523212,0.202403381466865,0.150092717792307,0.552519934517997,0.662145678118098,0.0293134872857143,0.980141330510379,0.568528429342411,1.8214036534965,0.206896551724138,58,12,0.00424371642953791,0.0517241379310345,58,3,0.00126850219361187,0,29,0,0,0.566666666666667,30,17,0.0122777777777778,,,,,0.506172839506173,81,41,0.00462892400097095,0.209876543209877,81,17,0.00307089592259536,,,,
"Ghana","Upper West",6,0.0940638518145055,0.151686854867472,0.0914900315835811,24.1182907687293,22.1549842357635,1.74920804285026,3.66666666666667,0.163801638498193,0.186094431081232,0.131772718288832,0.422363149623076,0.650908545504509,0.0072208095009132,0.488600245366175,0.568028499591428,1.81142844720604,0.0392156862745098,51,2,0.00110817106542732,0.0192307692307692,52,1,0.0005440657715066,0.0416666666666667,24,1,0.00249565972222222,0.333333333333333,24,8,0.0138888888888889,,,,,0.285714285714286,70,20,0.0043731778425656,0.128571428571429,70,9,0.00240087463556851,,,,
"Ghana","Volta",4,0.106252111287831,0.166230850502429,0.0671930728070456,22.6116975148519,22.3415997028351,0.971675981724929,3,0.196089682310368,0.251935093450951,0.216367034862439,0.603546664118767,0.0449180847502307,0.03335889525,1.98498034477234,0.568656038393057,2.7183252266224,0.0869565217391304,46,4,0.00258897016520095,0,46,0,0,0.0909090909090909,22,2,0.00563486100676183,0.636363636363636,22,14,0.0157776108189331,,,,,0.125,40,5,0.0041015625,0.15,40,6,0.00478125,,,,
"Ghana","Western",6,0.169030128419211,0.168533847563797,0.112668776345239,21.6789459652371,20.2085573408339,1.03207867869661,2.5,0.199787865192802,0.228791895425982,0.227627509170108,0.476240570346514,0.005928504197561,0.71767193621718,1.26006913847393,0.566925246756342,3.12916767737194,0.0227272727272727,44,1,0.000757184447783621,0,44,0,0,0.0526315789473684,19,1,0.00393643388249016,0.0526315789473684,19,1,0.00393643388249016,,,,,0.046875,64,3,0.00104713439941406,0.09375,64,6,0.00199127197265625,,,,
"Ghana","Western North",1,0.165059828808011,0.159215040504932,0.0929677697671504,21.6253266334534,19.8880062103271,1.16597106063259,3,0.26944557509639,0.291803643107414,0.297260545,0.446014881134033,0.000163134160644317,0.005011577,0.419105112552643,0.566081280878459,4.45009490058989,0,7,0,0,0,7,0,0,0,3,0,0,0,3,0,0,,,,,0,19,0,0,0.0526315789473684,19,1,0.00393643388249016,,,,
"Malawi","Balaka",2,0.115819618247036,0.0704391504017016,0.131697900700665,17.179270029068,23.0634319782257,2.99571922287994,12,0.357901568841803,0.146986529231071,0.188562595595916,0.580791532993317,0.129515900547016,0.142801191657782,1.51291676362355,0.45905668257412,2.38999190156822,0,9,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0.817169579961511,11,9,0.0203731987564143,0.315583327594413,13,4,0.0249219797237135,0.0812272695969525,13,1,0.00861108464662805,0.846871211599492,13,11,0.014963118757327
"Malawi","Blantyre",3,0.10307981830628,0.015322947434874,0.159876583509978,16.8121534453498,21.4213760693868,2.64658213430705,11,0.329496016741818,0.139037047409349,0.156604196255406,0.679225564002991,0.0877353234645183,5.15359983841578,3.80630986889203,0.459170805537118,1.63236520907672,0.0848922859022131,12,1,0.00971069821206375,0,13,0,0,0,15,0,0,0.269565974522219,15,4,0.0196900159902105,0.930619288891777,15,14,0.006456702803434,0.281040852369934,11,3,0.0275532125003339,0.173944505987724,11,2,0.0195937929306015,0.588432265582721,10,6,0.0363269601605861
"Malawi","Chikwawa",2,0.094009597610861,0.00870275852503255,0.154131338868393,18.7113971710205,25.1290011405945,3.02671648941079,10.5,0.362277171441487,0.177485344931483,0.213232770562172,0.477771297097206,0.0224184079249529,1.38811669917777,2.87276697158813,0.460611689238476,1.75135881402484,0.124578481047235,16,2,0.0102242515412999,0.062851265793971,16,1,0.00552196726706875,0.05913458243569,17,1,0.00490920737610411,0.561973397273083,16,9,0.0230774341903531,0.530624871499191,17,9,0.0219760691687345,0.058543877444638,17,1,0.00486321986985752,0,17,0,0,0.500997536407584,18,9,0.020833250410093
"Malawi","Chiradzulu",3,0.113943119021064,0.0171790850452251,0.151130724595657,16.0475719769796,20.8353678385417,2.58675716332917,11.3333333333333,0.303903280960917,0.125292168516252,0.117739043922888,0.580802083015442,0.116610346458272,2.32224415848032,3.61284363269806,0.459329664735009,1.72404631407723,0.065878897496086,28,2,0.0032967250907564,0,29,0,0,0,29,0,0,0.206786412328255,29,6,0.00848409268989641,0.890631049224146,29,26,0.00503831293355395,0.0531210556002105,35,2,0.00215568038794842,0.0820329096846635,35,3,0.00322729334628563,0.859869249052652,35,30,0.00516403386798346
"Malawi","Chitipa",6,0.12898600809934,0.0131744963081372,0.125679099645733,15.6349195639292,19.1700978808933,1.77356238260143,7,0.294144495813147,0.183455263988839,0.149288350923194,0.306912531455358,0.584406549779237,0.0572795011103153,0.888605910870763,0.463774062678919,1.84433017355398,0.0964271470264351,39,4,0.00335111355164528,0,43,0,0,0.0483939927753923,42,2,0.00164471479423741,0.024475717873302,42,1,0.000852737753853161,0.69263432147443,43,30,0.00742646575081696,0.081861294809197,53,5,0.00212717046852902,0.0384912818283419,53,2,0.00104744442598735,0.605661250914215,53,32,0.00675950094495971
"Malawi","Dedza",3,0.0791739479864384,0.00347527448967513,0.109485522274349,13.7902629905277,18.5359391636319,2.6534042065879,11.3333333333333,0.3393802460998,0.145367736617724,0.109268189511365,0.4108673731486,0.10037030435365,0.0591479658614844,2.36132482356495,0.457369043630499,1.87810522775534,0,24,0,0,0.0746018409357463,24,2,0.00431477539154649,0.0348384638211278,26,1,0.00193988914959876,0.033729356991038,26,1,0.00188028966161591,0.657272059053137,26,17,0.0129960865062223,0.0198279873226279,44,1,0.000662551303682781,0.135402989556766,44,6,0.00399098931735873,0.683602494276155,44,30,0.00737352695780367
"Malawi","Dowa",4,0.0729648365971874,3.06877465637163e-18,0.100789977997388,14.3473957777023,18.435693860054,2.62600233718868,11,0.309102553496515,0.133514049773415,0.100923991606881,0.493202693760395,0.521323975527663,1.11403588822577,2.44426430016756,0.457876377464872,2.5102682799996,0.0942935163759781,34,3,0.00376774628582785,0,36,0,0,0.060470740265962,35,2,0.00243488699304208,0.114103967173349,35,4,0.00433218222208511,0.42517678491235,36,15,0.0101833952701645,0.0666499556933287,27,2,0.00345598550552256,0.0239546543114188,27,1,0.00129893493601329,0.4967228807007,27,12,0.0138882922493943
"Malawi","Karonga",7,0.1400882506544,0.0161599786065164,0.143359553938637,20.0832619894118,22.6527996517363,1.78035182230979,10.5714285714286,0.263289302870348,0.136474091293557,0.125651878526523,0.382718690804073,0.407356362025269,0.0618557280062564,1.2544543828283,0.461336571206715,2.004996874666,0.0819400786731665,47,5,0.00240082666532559,0,51,0,0,0.0105719118020449,51,1,0.000307651367143961,0.261938877085872,50,15,0.00579980705270593,0.593955603448614,51,34,0.00709330425237079,0.0688109065373742,88,6,0.00109220396043544,0.105155323551972,88,9,0.00160393775251111,0.528639304523679,88,49,0.00424738278812045
"Malawi","Kasungu",4,0.0850872746073281,0,0.111292847701723,14.1699316501617,18.533983707428,2.97820062086203,11.5,0.279877390137207,0.144699679687619,0.120738347992301,0.452791139483452,0.939115058868212,0.0519445515237748,1.31916669011116,0.45751989045064,3.40859581855212,0.0562379547894539,31,2,0.00256815712405903,0.0319958534053998,36,1,0.00129050494876083,0.0837125807383402,35,3,0.00328734790990573,0.041181753656698,35,2,0.00169224929239102,0.48438110053596,36,18,0.0104065020824805,0.0911515536086785,41,4,0.00303083955670986,0.0456129704375457,41,2,0.00159264978166132,0.482243192146722,41,21,0.00913480594298275
"Malawi","Lilongwe",4,0.0775328310186291,0.000514403810181347,0.0990279104092556,14.0603917638461,18.8887132406235,2.89989156104748,12,0.278924654346472,0.121474459612121,0.10828729874144,0.436565212905407,0.381305360937144,4.28853968414479,2.60944002866745,0.458216439223816,1.97112649312371,0.0355770096329836,24,1,0.00214445537615989,0.0502788015067179,30,1,0.0023875421812883,0.0298896873582139,28,1,0.00155337289006297,0.162088209568105,27,5,0.00754531232706173,0.751864926381474,28,20,0.00999450315315293,0.198905908888085,39,6,0.00612855185759575,0.0734774863638224,39,2,0.00261840559082603,0.626216807835924,37,23,0.00948929665215039
"Malawi","Machinga",1,0.144062477954625,0.12989256468912,0.151962938932503,17.9669698079427,21.8535861968994,2.67591782078632,12,0.349934930602709,0.144890104730924,0.149603960414728,0.41949599981308,0.0715052649195053,0.274090707302094,2.61690020561218,0.458886068603767,3.14807898048702,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0.75,8,6,0.03515625,0.0555555555555556,18,1,0.00437242798353909,0.277777777777778,18,5,0.0167181069958848,0.388888888888889,18,7,0.0198045267489712
"Malawi","Mangochi",3,0.111293807869111,0.0833375194730858,0.115841191840907,18.5566565725539,23.5364764531453,2.38853444368314,11.3333333333333,0.374815220634143,0.143712194636464,0.178448036726978,0.453100621700287,0.133635846764769,0.424447125794056,1.81606239080429,0.460473263365588,2.64090815009556,0.0589114528450714,24,5,0.00346505584804715,0,24,0,0,0,24,0,0,0.185114545677323,24,7,0.00942794691600008,0.379530656590618,24,10,0.014717946081157,0.00541483347435098,34,1,0.000237596164093943,0.180781420077591,34,9,0.00653380139260238,0.687665258341138,33,20,0.00976280685507972
"Malawi","Mchinji",4,0.0799364410226541,0.000193379913980612,0.102140079108902,14.2285012602806,18.8505582809448,2.98571393948872,12,0.258794944721555,0.116974492712568,0.130995417789867,0.458160728216171,0.724844717000496,0.0171921869041398,2.1347141712904,0.45734464564145,2.24116640649174,0.0308302957066867,35,1,0.00128056236742821,0.0271567604051985,35,1,0.00113225446154971,0.0548593539939511,35,2,0.0022221345117136,0.0511858186924628,35,2,0.00208139274245336,0.708457318691176,35,25,0.00885195198360366,0.0354698579973414,59,2,0.000869790182313301,0.149187109440873,59,9,0.00322704192756484,0.712962502018569,57,41,0.0053854466508945
"Malawi","Mulanje",3,0.114968316226055,0.0188210116078456,0.179502843616326,15.5282403098212,20.8068828582764,2.74675320390777,11.3333333333333,0.322666106793361,0.148383795387215,0.158725222779645,0.536970853805542,0.0877157514822323,0.574869712193808,4.1127381324768,0.461058189368138,1.73241783343272,0.0909308537151844,24,2,0.00516640209736326,0,25,0,0,0,27,0,0,0.211573264525274,27,5,0.00926722323685514,0.52940753824772,27,13,0.0138408442607894,0.0863101575526807,32,3,0.00369659598074588,0.0605194679348895,32,2,0.0026651654032391,0.705586541947997,32,22,0.0097375393954624
"Malawi","Mwanza",2,0.0998568388793291,0.00903941423166543,0.160113617645772,17.7182507514953,23.600967168808,2.95002330681663,11.5,0.375233300199563,0.164365672816833,0.211191055054466,0.374656572937965,0.021067978839137,0.0567938136518933,1.57098686695099,0.458538392766506,2.3590096001044,0.0999636067054645,20,2,0.00674781630299248,0.0474374591522677,21,1,0.00322765333010319,0.143005715239054,21,3,0.00875393433200146,0.0948749183045353,21,2,0.00613383344151736,0.905125081695465,21,19,0.00613383344151736,0,16,0,0,0.0626420191717767,16,1,0.00550481218179932,0.562670500492016,16,9,0.0230692882845075
"Malawi","Mzimba",8,0.105501806687264,0.000403368928042862,0.115713024077334,14.8179913163185,18.5576882362366,2.22714900789763,11.375,0.272044180095268,0.217888760690888,0.177432746626437,0.540975846350193,0.411368597489333,0.513336249627173,1.10635887458921,0.464249333964626,2.42305124555282,0.222193028794954,60,14,0.00432058216874697,0,63,0,0,0.0487955042155871,64,3,0.00108783991368595,0.123219454495942,64,10,0.00253210360616402,0.629011045920212,64,40,0.00546928476634155,0.115114662953512,92,12,0.00166081430423822,0.0486848981898699,92,5,0.000755130633882259,0.489225143365177,91,44,0.00411896542523899
"Malawi","Neno",3,0.105065346086058,0.011223090502123,0.150173069038705,16.8743357658386,22.3536790211996,2.86339743294449,11.6666666666667,0.335752642816967,0.150951815976037,0.188089507321517,0.412874241669973,0.0616636681393208,0.304481854041417,1.26897164185842,0.458100899295825,2.13824831817657,0.115433477432426,23,2,0.00665925585132284,0,23,0,0,0.0526817407044878,24,1,0.00311914843130206,0.280970079450841,24,6,0.0126266183690143,0.659514721566508,24,16,0.0140346908502225,0.195976692232337,23,4,0.010276293152218,0.0038718849305904,23,1,0.000251536528544,0.604947215343073,24,17,0.0149366301244834
"Malawi","Nkhata Bay",7,0.141946614305708,0.00356004888557696,0.139363697787573,18.5502281302497,20.643976688385,1.83977709401139,8.71428571428571,0.246523536375844,0.237913107676875,0.229936059386957,0.248073912890894,0.0820637558823226,0.43584439202875,1.13671250286556,0.46051465587373,2.18179835675445,0.0604641292349047,43,4,0.00198168203409661,0,46,0,0,0,46,0,0,0.157035866063582,44,8,0.00451280464204238,0.704812504800754,43,28,0.00725762225153167,0.0632878360740644,81,5,0.00109782381257642,0.0974123538448689,81,7,0.0016282071696902,0.653631435182856,75,48,0.00452794764247312
"Malawi","Nkhotakota",4,0.124961471994976,0.00269142283893112,0.177795497011389,20.2221117814382,22.436845779419,2.61772036039249,12,0.327579162774062,0.126697153163453,0.128282121149823,0.457898840308189,0.135603110013878,0.0908139897655926,2.22476325929165,0.460693080549151,3.4507487050446,0.115934977112217,28,4,0.0054907531175468,0,32,0,0,0,30,0,0,0.510226492052567,29,15,0.0129256251134637,0.468584805850141,33,15,0.0113187766171148,0.124410499879307,49,6,0.00333466920609452,0.0774509800909431,49,5,0.00218731609511925,0.641396033509562,49,33,0.00704103556248254
"Malawi","Nsanje",3,0.0942604941911755,0.0110879588626429,0.141792417539554,19.8643752204047,24.8074221611023,2.65085562770459,11.6666666666667,0.352824347714583,0.224478796952301,0.316761957274543,0.452638934055964,0.0496972081882513,0.0614011332703135,1.45132400095463,0.466777957622879,2.14862757463576,0.088268645542996,18,1,0.00670644097975008,0.0768316101962766,21,1,0.00506632241935171,0,20,0,0,0.428679729414509,20,8,0.0183685064252709,0.607018416725081,21,11,0.0170390756058326,0.0757033369217616,30,3,0.00349861708503359,0.13605544325694,30,3,0.00587721798085487,0.714970627474919,31,20,0.00986069174143741
"Malawi","Ntcheu",4,0.100293376005933,0.00850585314522807,0.145034843641859,15.6913142402967,20.8981564044952,2.81283497784488,12,0.378529469567267,0.157845217113694,0.180755161990722,0.470623776316643,0.165285186922967,0.0888250408461318,2.18001385033131,0.458667383921809,2.1925200005456,0.0473358558823459,40,2,0.00169106897363369,0,42,0,0,0,42,0,0,0.175085543136161,42,7,0.00515823556145987,0.599226428581038,42,25,0.00857693270968043,0.128015020593015,54,7,0.00310075486376624,0.131588129729079,54,7,0.00317424149565227,0.440070818110502,52,22,0.00710793730263621
"Malawi","Ntchisi",3,0.091722432580204,0.000884905858482751,0.126103776971665,15.5837075975206,19.2188185056051,2.5014560995883,12,0.363115697595153,0.202253199699852,0.151957503830393,0.467447419961294,0.471750644261399,0.0741493941213775,1.55146924654643,0.458030394768154,3.21852265807243,0,19,0,0,0.0474446698595413,23,1,0.00294741346705177,0.138191563851981,23,3,0.00776704275209512,0,23,0,0,0.826817846549352,23,19,0.00933848446805507,0.0756226762306262,39,3,0.00268861104116708,0.0528320008651995,39,2,0.00192464540576073,0.791099259633276,39,31,0.00635620080926763
"Malawi","Phalombe",3,0.150937697205768,0.0881424407578178,0.182300375586505,16.1810250812107,20.8125902811686,2.78472088702076,11.3333333333333,0.312514796401515,0.128096027506722,0.120505189730061,0.556351184844971,0.153876533966268,0.145666273931662,3.39989948272705,0.460096375892345,2.18140498665776,0.095832473684385,24,3,0.00541553816699479,0,26,0,0,0,25,0,0,0.149261675482729,24,6,0.0079364142321761,0.813857615299332,25,20,0.00908960383911701,0.189162199797685,35,5,0.00657342265565938,0.0429703581094047,35,2,0.00176245313285804,0.688478699948951,34,23,0.00946216674995088
"Malawi","Rumphi",7,0.0995592411466745,0.00077302024666486,0.102067265123327,15.8284742605118,19.7150833947318,1.76689881347071,11.1428571428571,0.220372980179901,0.171442565996022,0.138832063192413,0.381264769605228,0.379338067026501,0.0624929742688047,1.00667074157132,0.46019166588452,1.82008353571341,0.0923923958664044,51,6,0.00246635414860206,0,55,0,0,0,54,0,0,0.3712498286137,53,20,0.00660632245381127,0.302669178958507,55,19,0.00575619673819337,0.227123946460949,69,15,0.00381605781315115,0.0317629772622515,69,2,0.00066856718560194,0.308355900664534,69,22,0.00463635954760648
"Malawi","Salima",4,0.087617661564994,0.00500833524468667,0.127880795480035,17.8139807780584,22.4397795200348,2.6124618188388,12,0.387016800051425,0.148741852492094,0.118735148726652,0.423287808895111,0.0862318433964974,0.236471051641274,2.43970699608326,0.459863121831365,1.88052671327827,0.0728180999463519,26,3,0.00389513216922433,0,27,0,0,0,27,0,0,0.465503970220929,25,14,0.0149286014357689,0.407757135503331,27,12,0.0134161807749694,0.0325733371710817,43,2,0.00109926679802165,0.207849166661391,43,8,0.00574353106672871,0.34797132563346,42,17,0.00810311722036974
"Malawi","Thyolo",3,0.102059983957191,0.0161465189885348,0.147567333581743,17.5958674218919,22.1640518506368,2.63221150143045,11,0.349453943959328,0.181482180539105,0.212288772273395,0.521491895119349,0.0370559334692102,1.51296607901653,4.32858753204346,0.460146193432852,1.59107338399624,0.108172353216828,27,3,0.00535950528979788,0.0379902959956285,28,1,0.00195787678959605,0,31,0,0,0.261194198192126,31,8,0.00933734463014025,0.655708327438813,31,20,0.0109236250048165,0.0873470723570784,23,2,0.00519897138963428,0,23,0,0,0.473321430302152,22,10,0.0169969264035598
