"target","outcome","heldout","arm","n_train_countries","train_set","n_train_areas","n_areas","spearman","topk"
"level","child_vitA","Malawi","domain_index",1,"Gambia",30,87,0.179412407960924,0.363636363636364
"level","child_vitA","Malawi","domain_enet",1,"Gambia",30,87,0.107640154552745,0.227272727272727
"level","child_vitA","Malawi","domain_index",1,"Ghana",75,87,0.245352482321207,0.454545454545455
"level","child_vitA","Malawi","domain_enet",1,"Ghana",75,87,0.160330247138587,0.363636363636364
"level","child_vitA","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.208992491069476,0.409090909090909
"level","child_vitA","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.035703871108843,0.318181818181818
"level","child_vitA","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.198549245461836,0.272727272727273
"level","child_vitA","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.118393234672304,0.227272727272727
"level","child_vitA","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.249890646642852,0.454545454545455
"level","child_vitA","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.0937340526354159,0.227272727272727
"level","child_vitA","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.223445359772545,0.363636363636364
"level","child_vitA","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.129838886053802,0.363636363636364
"level","child_vitA","SierraLeone","domain_index",1,"Gambia",30,14,-0.112087912087912,0.5
"level","child_vitA","SierraLeone","domain_enet",1,"Gambia",30,14,0.446153846153846,0.75
"level","child_vitA","SierraLeone","domain_index",1,"Ghana",75,14,0.0021978021978022,0.5
"level","child_vitA","SierraLeone","domain_enet",1,"Ghana",75,14,-0.032967032967033,0.5
"level","child_vitA","SierraLeone","domain_index",1,"Malawi",87,14,-0.0813186813186813,0.25
"level","child_vitA","SierraLeone","domain_enet",1,"Malawi",87,14,0.248351648351648,0.25
"level","child_vitA","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,-0.0989010989010989,0.5
"level","child_vitA","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.0153846153846154,0.25
"level","child_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.0725274725274725,0.5
"level","child_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,-0.0989010989010989,0.5
"level","child_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,-0.00659340659340659,0.5
"level","child_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.0769230769230769,0.5
"level","child_vitA","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.0901098901098901,0.5
"level","child_vitA","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,-0.182417582417582,0.5
"level","women_vitA","Gambia","domain_index",1,"Ghana",75,30,0.759733036707453,0.625
"level","women_vitA","Gambia","domain_enet",1,"Ghana",75,30,0.758398220244716,0.5
"level","women_vitA","Gambia","domain_index",1,"Malawi",87,30,0.664071190211346,0.5
"level","women_vitA","Gambia","domain_enet",1,"Malawi",87,30,0.603114571746385,0.5
"level","women_vitA","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.74238042269188,0.5
"level","women_vitA","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.34860956618465,0.375
"level","women_vitA","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.774860956618465,0.5
"level","women_vitA","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.866963292547275,0.625
"level","women_vitA","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,0.663181312569522,0.5
"level","women_vitA","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,0.418464961067853,0.5
"level","women_vitA","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.75083426028921,0.5
"level","women_vitA","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.611568409343715,0.5
"level","women_vitA","Ghana","domain_index",1,"Gambia",30,75,0.221308677098151,0.473684210526316
"level","women_vitA","Ghana","domain_enet",1,"Gambia",30,75,0.370782361308677,0.526315789473684
"level","women_vitA","Ghana","domain_index",1,"Malawi",87,75,0.479601706970128,0.368421052631579
"level","women_vitA","Ghana","domain_enet",1,"Malawi",87,75,0.390697012802276,0.473684210526316
"level","women_vitA","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.280568990042674,0.421052631578947
"level","women_vitA","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.359573257467994,0.578947368421053
"level","women_vitA","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.223328591749644,0.473684210526316
"level","women_vitA","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.285263157894737,0.473684210526316
"level","women_vitA","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.405291607396871,0.368421052631579
"level","women_vitA","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.368335704125178,0.421052631578947
"level","women_vitA","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.252830725462304,0.473684210526316
"level","women_vitA","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.388221906116643,0.578947368421053
"level","women_vitA","Malawi","domain_index",1,"Gambia",30,87,0.17429102573449,0.272727272727273
"level","women_vitA","Malawi","domain_enet",1,"Gambia",30,87,0.0909273164686156,0.181818181818182
"level","women_vitA","Malawi","domain_index",1,"Ghana",75,87,0.27372967850113,0.409090909090909
"level","women_vitA","Malawi","domain_enet",1,"Ghana",75,87,0.309980316395713,0.363636363636364
"level","women_vitA","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.209685062331414,0.363636363636364
"level","women_vitA","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.208883137712328,0.227272727272727
"level","women_vitA","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.142268717649632,0.272727272727273
"level","women_vitA","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,-0.102227163373916,0.227272727272727
"level","women_vitA","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.274239994167821,0.409090909090909
"level","women_vitA","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.143398702340162,0.227272727272727
"level","women_vitA","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.205821243712182,0.363636363636364
"level","women_vitA","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.110938980826711,0.227272727272727
"level","women_vitA","SierraLeone","domain_index",1,"Gambia",30,14,0.0417582417582418,0.5
"level","women_vitA","SierraLeone","domain_enet",1,"Gambia",30,14,0.186813186813187,0.75
"level","women_vitA","SierraLeone","domain_index",1,"Ghana",75,14,-0.0813186813186813,0.5
"level","women_vitA","SierraLeone","domain_enet",1,"Ghana",75,14,0.125274725274725,0.75
"level","women_vitA","SierraLeone","domain_index",1,"Malawi",87,14,-0.349450549450549,0.25
"level","women_vitA","SierraLeone","domain_enet",1,"Malawi",87,14,0.358241758241758,0.5
"level","women_vitA","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,-0.0153846153846154,0.5
"level","women_vitA","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.0725274725274725,0.5
"level","women_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.0197802197802198,0.5
"level","women_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.00659340659340659,0.5
"level","women_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0637362637362637,0.75
"level","women_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.0153846153846154,0.5
"level","women_vitA","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.0857142857142857,0.5
"level","women_vitA","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.120879120879121,0.75
"level","child_iron","Gambia","domain_index",1,"Ghana",75,30,0.583982202447164,0.5
"level","child_iron","Gambia","domain_enet",1,"Ghana",75,30,0.450055617352614,0.5
"level","child_iron","Gambia","domain_index",1,"Malawi",87,30,-0.413125695216908,0
"level","child_iron","Gambia","domain_enet",1,"Malawi",87,30,-0.354393770856507,0
"level","child_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.507452725250278,0.5
"level","child_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.332591768631813,0.5
"level","child_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.583982202447164,0.5
"level","child_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.494549499443827,0.375
"level","child_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.393548387096774,0
"level","child_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,-0.104338153503893,0
"level","child_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.518131256952169,0.5
"level","child_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.220467185761958,0.25
"level","child_iron","Ghana","domain_index",1,"Gambia",30,75,0.453229018492176,0.631578947368421
"level","child_iron","Ghana","domain_enet",1,"Gambia",30,75,0.535533428165007,0.578947368421053
"level","child_iron","Ghana","domain_index",1,"Malawi",87,75,0.0390896159317212,0.210526315789474
"level","child_iron","Ghana","domain_enet",1,"Malawi",87,75,0.199118065433855,0.210526315789474
"level","child_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.5324893314367,0.526315789473684
"level","child_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.444096728307255,0.421052631578947
"level","child_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.473115220483642,0.578947368421053
"level","child_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.50927453769559,0.631578947368421
"level","child_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.177069701280228,0.210526315789474
"level","child_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.368307254623044,0.473684210526316
"level","child_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.568620199146515,0.578947368421053
"level","child_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.444779516358464,0.526315789473684
"level","child_iron","Malawi","domain_index",1,"Gambia",30,87,-0.125355398410731,0.136363636363636
"level","child_iron","Malawi","domain_enet",1,"Gambia",30,87,-0.0450171320259532,0.318181818181818
"level","child_iron","Malawi","domain_index",1,"Ghana",75,87,0.0400233287161916,0.318181818181818
"level","child_iron","Malawi","domain_enet",1,"Ghana",75,87,0.0166399358460305,0.318181818181818
"level","child_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,-0.0125574105125027,0.227272727272727
"level","child_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.0177516949770358,0.318181818181818
"level","child_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,-0.125774586279799,0.181818181818182
"level","child_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.0152912444412043,0.272727272727273
"level","child_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.0155281767150251,0.318181818181818
"level","child_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.00639717139316177,0.227272727272727
"level","child_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,-0.0349019464897572,0.227272727272727
"level","child_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,-0.0145439965006926,0.318181818181818
"level","child_iron","SierraLeone","domain_index",1,"Gambia",30,14,0.151648351648352,0.5
"level","child_iron","SierraLeone","domain_enet",1,"Gambia",30,14,-0.032967032967033,0.25
"level","child_iron","SierraLeone","domain_index",1,"Ghana",75,14,0.178021978021978,0.25
"level","child_iron","SierraLeone","domain_enet",1,"Ghana",75,14,-0.428571428571429,0.25
"level","child_iron","SierraLeone","domain_index",1,"Malawi",87,14,-0.156043956043956,0.25
"level","child_iron","SierraLeone","domain_enet",1,"Malawi",87,14,-0.0725274725274725,0.25
"level","child_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.226373626373626,0.25
"level","child_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.147252747252747,0
"level","child_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.107692307692308,0.25
"level","child_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.191208791208791,0.25
"level","child_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.252747252747253,0.25
"level","child_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.340659340659341,0
"level","child_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,0.208791208791209,0.25
"level","child_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.0197802197802198,0.25
"level","women_iron","Gambia","domain_index",1,"Ghana",75,30,0.352169076751947,0.375
"level","women_iron","Gambia","domain_enet",1,"Ghana",75,30,0.466073414905451,0.5
"level","women_iron","Gambia","domain_index",1,"Malawi",87,30,-0.178642936596218,0.25
"level","women_iron","Gambia","domain_enet",1,"Malawi",87,30,-0.00734149054505006,0.25
"level","women_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.278309232480534,0.25
"level","women_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.289877641824249,0.25
"level","women_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.45139043381535,0.5
"level","women_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.628476084538376,0.5
"level","women_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.186651835372636,0.25
"level","women_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,0.357953281423804,0.375
"level","women_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.284093437152392,0.25
"level","women_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.403781979977753,0.375
"level","women_iron","Ghana","domain_index",1,"Gambia",30,75,0.112745376955903,0.421052631578947
"level","women_iron","Ghana","domain_enet",1,"Gambia",30,75,0.29425320056899,0.631578947368421
"level","women_iron","Ghana","domain_index",1,"Malawi",87,75,0.515106685633001,0.473684210526316
"level","women_iron","Ghana","domain_enet",1,"Malawi",87,75,0.457155049786629,0.473684210526316
"level","women_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.349587482219061,0.578947368421053
"level","women_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.342162162162162,0.526315789473684
"level","women_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.101593172119488,0.473684210526316
"level","women_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.237724039829303,0.526315789473684
"level","women_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.512773826458037,0.526315789473684
"level","women_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.351806543385491,0.473684210526316
"level","women_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.295590327169275,0.578947368421053
"level","women_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.285547652916074,0.578947368421053
"level","women_iron","Malawi","domain_index",1,"Gambia",30,87,0.00098418021433258,0.363636363636364
"level","women_iron","Malawi","domain_enet",1,"Gambia",30,87,0.124097834803528,0.409090909090909
"level","women_iron","Malawi","domain_index",1,"Ghana",75,87,0.318728584967558,0.409090909090909
"level","women_iron","Malawi","domain_enet",1,"Ghana",75,87,0.298716920609463,0.318181818181818
"level","women_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.235474229058832,0.5
"level","women_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.104013268207334,0.272727272727273
"level","women_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,-0.00982357658380112,0.318181818181818
"level","women_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.189327112342349,0.454545454545455
"level","women_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.293249252752059,0.363636363636364
"level","women_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.27965298534665,0.272727272727273
"level","women_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.260734854560035,0.454545454545455
"level","women_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.117700663410367,0.227272727272727
"level","women_iron","SierraLeone","domain_index",1,"Gambia",30,14,0.147252747252747,0.5
"level","women_iron","SierraLeone","domain_enet",1,"Gambia",30,14,0.301098901098901,0.75
"level","women_iron","SierraLeone","domain_index",1,"Ghana",75,14,-0.0857142857142857,0.25
"level","women_iron","SierraLeone","domain_enet",1,"Ghana",75,14,-0.103296703296703,0.25
"level","women_iron","SierraLeone","domain_index",1,"Malawi",87,14,-0.235164835164835,0.5
"level","women_iron","SierraLeone","domain_enet",1,"Malawi",87,14,0.0241758241758242,0.5
"level","women_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.116483516483516,0.5
"level","women_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,-0.16043956043956,0.25
"level","women_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.142857142857143,0.5
"level","women_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.331868131868132,0.5
"level","women_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,-0.169230769230769,0.5
"level","women_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.0857142857142857,0.25
"level","women_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,0.00659340659340659,0.25
"level","women_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.0021978021978022,0.25
"level","women_folate","Ghana","domain_index",1,"Malawi",87,75,-0.17800853485064,0.0526315789473684
"level","women_folate","Ghana","domain_enet",1,"Malawi",87,75,-0.09524893314367,0.105263157894737
"level","women_folate","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,-0.148221906116643,0.0526315789473684
"level","women_folate","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.105035561877667,0.263157894736842
"level","women_folate","Malawi","domain_index",1,"Ghana",75,87,-0.194393817890209,0.227272727272727
"level","women_folate","Malawi","domain_enet",1,"Ghana",75,87,0.144966100459284,0.318181818181818
"level","women_folate","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,-0.110355762921922,0.272727272727273
"level","women_folate","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.37796165342276,0.5
"level","women_folate","SierraLeone","domain_index",1,"Ghana",75,14,-0.00659340659340659,0.25
"level","women_folate","SierraLeone","domain_enet",1,"Ghana",75,14,-0.0769230769230769,0.25
"level","women_folate","SierraLeone","domain_index",1,"Malawi",87,14,0.208791208791209,0.5
"level","women_folate","SierraLeone","domain_enet",1,"Malawi",87,14,0.261538461538461,0.5
"level","women_folate","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0813186813186813,0.25
"level","women_folate","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.010989010989011,0.25
"level","women_b12","Ghana","domain_index",1,"Malawi",87,75,0.614366998577525,0.578947368421053
"level","women_b12","Ghana","domain_enet",1,"Malawi",87,75,0.52054054054054,0.578947368421053
"level","women_b12","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.614992887624466,0.578947368421053
"level","women_b12","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.587368421052632,0.578947368421053
"level","women_b12","Malawi","domain_index",1,"Ghana",75,87,0.47144054822483,0.545454545454545
"level","women_b12","Malawi","domain_enet",1,"Ghana",75,87,0.277247211489393,0.454545454545455
"level","women_b12","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.450317124735729,0.545454545454545
"level","women_b12","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.336680761099366,0.409090909090909
"level","women_b12","SierraLeone","domain_index",1,"Ghana",75,14,0.481318681318681,0.75
"level","women_b12","SierraLeone","domain_enet",1,"Ghana",75,14,0.349450549450549,0.5
"level","women_b12","SierraLeone","domain_index",1,"Malawi",87,14,0.274725274725275,0.5
"level","women_b12","SierraLeone","domain_enet",1,"Malawi",87,14,0.156043956043956,0.5
"level","women_b12","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.454945054945055,0.5
"level","women_b12","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.331868131868132,0.5
"prev","child_vitA","Gambia","domain_index",1,"Ghana",75,30,0.675576851765315,0.625
"prev","child_vitA","Gambia","domain_enet",1,"Ghana",75,30,0.553736911799728,0.625
"prev","child_vitA","Gambia","domain_index",1,"Malawi",87,30,0.465753774164614,0.625
"prev","child_vitA","Gambia","domain_enet",1,"Malawi",87,30,NA,0.125
"prev","child_vitA","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.674240399041744,0.625
"prev","child_vitA","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.564874017829489,0.625
"prev","child_vitA","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.668003619665077,0.625
"prev","child_vitA","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.538144963358062,0.75
"prev","child_vitA","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,0.304933963094862,0.5
"prev","child_vitA","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,-0.412741149462951,0.125
"prev","child_vitA","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.657980224238292,0.625
"prev","child_vitA","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.49671492892735,0.5
"prev","child_vitA","Ghana","domain_index",1,"Gambia",30,75,0.357926274776658,0.421052631578947
"prev","child_vitA","Ghana","domain_enet",1,"Gambia",30,75,0.255924050538536,0.526315789473684
"prev","child_vitA","Ghana","domain_index",1,"Malawi",87,75,0.284603721013976,0.263157894736842
"prev","child_vitA","Ghana","domain_enet",1,"Malawi",87,75,-0.0107513163897504,0.315789473684211
"prev","child_vitA","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.36548779663488,0.421052631578947
"prev","child_vitA","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.36169991562869,0.368421052631579
"prev","child_vitA","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.343942443392903,0.473684210526316
"prev","child_vitA","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.263101088234475,0.578947368421053
"prev","child_vitA","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.253617145564841,0.315789473684211
"prev","child_vitA","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,NA,0.157894736842105
"prev","child_vitA","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.352728618508766,0.473684210526316
"prev","child_vitA","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.278850698733898,0.526315789473684
"prev","child_vitA","Malawi","domain_index",1,"Gambia",30,87,0.129498236331027,0.227272727272727
"prev","child_vitA","Malawi","domain_enet",1,"Gambia",30,87,0.00659690945719817,0.227272727272727
"prev","child_vitA","Malawi","domain_index",1,"Ghana",75,87,0.139980996564383,0.181818181818182
"prev","child_vitA","Malawi","domain_enet",1,"Ghana",75,87,0.11354817442424,0.272727272727273
"prev","child_vitA","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.134265181178523,0.227272727272727
"prev","child_vitA","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.121500613221958,0.272727272727273
"prev","child_vitA","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.113615950891266,0.227272727272727
"prev","child_vitA","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,-0.00878834855770578,0.181818181818182
"prev","child_vitA","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.141878737641111,0.227272727272727
"prev","child_vitA","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.145741996261594,0.272727272727273
"prev","child_vitA","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.157806207392223,0.181818181818182
"prev","child_vitA","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.145900141351321,0.272727272727273
"prev","child_vitA","SierraLeone","domain_index",1,"Gambia",30,14,-0.032967032967033,0.5
"prev","child_vitA","SierraLeone","domain_enet",1,"Gambia",30,14,0.173626373626374,0.5
"prev","child_vitA","SierraLeone","domain_index",1,"Ghana",75,14,0.0285714285714286,0.5
"prev","child_vitA","SierraLeone","domain_enet",1,"Ghana",75,14,0.178021978021978,0.5
"prev","child_vitA","SierraLeone","domain_index",1,"Malawi",87,14,0.147252747252747,0.5
"prev","child_vitA","SierraLeone","domain_enet",1,"Malawi",87,14,NA,0.5
"prev","child_vitA","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,-0.0197802197802198,0.5
"prev","child_vitA","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.0769230769230769,0.25
"prev","child_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.0549450549450549,0.5
"prev","child_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,-0.195604395604396,0.25
"prev","child_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0769230769230769,0.5
