"Admin2","country","outcome","direct_prev","direct_se","partial_pooled_prev","insample_pooled_prev","loao_used_fh","estimate_type","method","ml_prev"
"Rumphi Boma","Malawi","women_folate",0.4033,0.0577,0.0589,0.2964,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.096762961009865
"SC Chapinduka","Malawi","women_folate",0.5,0,0.0914,0.2499,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.184193869380164
"SC Chilooko","Malawi","women_folate",0,0,0.113,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0520547091797092
"SC Chowe","Malawi","women_folate",0,0,0.2443,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.313524846885141
"SC Dambe","Malawi","women_folate",0.0833,0,0.0363,0.0735,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.129182271432271
"SC Goodson Ganya","Malawi","women_folate",0,0,0.1848,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.243335346513365
"SC Juma","Malawi","women_folate",0.4,0,0.1353,0.2136,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.166096559596044
"SC Kachulu","Malawi","women_folate",0,0,0.0042,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.133076627076627
"SC Kambwiri","Malawi","women_folate",0.3333,0,0.2618,0.2875,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.361490193257608
"SC Kawamba","Malawi","women_folate",0.1111,0,0.0704,0.097,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0596649866624305
"SC Kayembe","Malawi","women_folate",0,0,0.0963,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0940866660572543
"SC Makwangwala","Malawi","women_folate",0.1818,0,0.1271,0.1601,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0116998740246856
"SC Malanda","Malawi","women_folate",0.2,0,0.2035,0.2019,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.285080592607452
"SC Mbawela","Malawi","women_folate",0.1538,0,0.2075,0.1709,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.268611336372929
"SC Mbenje","Malawi","women_folate",0.4444,0,0.3524,0.3988,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.494581765184706
"SC Mbiza","Malawi","women_folate",0.125,0,0.0713,0.1048,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.285136224238036
"SC Mduwa","Malawi","women_folate",0.1667,0,0.0443,0.1048,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0223232053893819
"SC Mkukula","Malawi","women_folate",0.0909,0,0.0969,0.0924,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.068985971272736
"SC Mponela","Malawi","women_folate",0,0,0.0927,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.224147067833166
"SC Mwankhunikira","Malawi","women_folate",0.1429,0,0.067,0.1083,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0668019424554814
"SC Nthondo","Malawi","women_folate",0,0,0.1924,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.197899259073452
"TA Bvumbwe","Malawi","women_folate",0.3125,0,0.0754,0.2188,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.185530386280386
"TA Chikulamayembe","Malawi","women_folate",0.5311,0.0305,0.0594,0.3371,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.336995082910569
"TA Chindi","Malawi","women_folate",0,0,0.123,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0054927068064074
"TA Chiseka","Malawi","women_folate",0.3333,0,0.0401,0.1743,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.152698496220555
"TA Dzoole","Malawi","women_folate",0.375,0,0.0789,0.2014,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0352039627039627
"TA Fukamapiri","Malawi","women_folate",0,0,0.2531,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.155349243349243
"TA Kabudula","Malawi","women_folate",0.125,0,0.0731,0.1045,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0571919360595831
"TA Kabunduli","Malawi","women_folate",0,0,0.0803,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.068384506728031
"TA Kadewere","Malawi","women_folate",0.2222,0,0.1104,0.1685,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.237509310536485
"TA Kalembo","Malawi","women_folate",0,0,0.1968,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0975961227707795
"TA Kaluluma","Malawi","women_folate",0,0,0.0969,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0902629275609152
"TA Kalumo","Malawi","women_folate",0,0,0.0848,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0811168923668924
"TA Kanyenda","Malawi","women_folate",0.625,0,0.2459,0.3942,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.234196460674402
"TA Kaphuka","Malawi","women_folate",0.1667,0,0.0259,0.0928,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0931653878274929
"TA Karonga","Malawi","women_folate",1,0,0.0647,0.9994,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.270493252494279
"TA Kasisi","Malawi","women_folate",0.4286,0,0.3004,0.3517,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.404333925333925
"TA Kawinga","Malawi","women_folate",0,0,0.157,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0309534322637771
"TA Khombedza","Malawi","women_folate",0.3333,0,0.2454,0.2646,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.408435788584244
"TA Khongoni","Malawi","women_folate",0.1667,0,0.0903,0.1261,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0518628258995906
"TA Kilupula","Malawi","women_folate",0.0854,0.0695,0.3323,0.1384,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.266379568604706
"TA Kuntaja","Malawi","women_folate",0,0,0.2409,6e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.290176301367478
"TA Kyungu","Malawi","women_folate",0.2963,0.0847,0.2299,0.2756,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.360656969198925
"TA Lundu","Malawi","women_folate",0.6667,0,0.2179,0.4522,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.490314454064454
"TA M'Mbelwa","Malawi","women_folate",0.125,0,0.1045,0.1166,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.344399018837486
"TA Mabuka","Malawi","women_folate",0.1724,0.1042,0.1371,0.1639,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.146625718563263
"TA Mabulabo","Malawi","women_folate",0,0,0.1024,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.192066571228336
"TA Maganga","Malawi","women_folate",0.5,0,0.2912,0.3924,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.405399461105344
"TA Malemia","Malawi","women_folate",0,0,0.2032,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.241860023055016
"TA Malenga Chanzi","Malawi","women_folate",0.3333,0,0.3085,0.3178,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.680923068987272
"TA Mkhumba","Malawi","women_folate",0.1493,0.0204,0.1654,0.1522,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.327810227802987
"TA Mlonyeni","Malawi","women_folate",0,0,0.0858,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.126570374070374
"TA Mpama","Malawi","women_folate",0.25,0,0.0942,0.1676,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.155322448271124
"TA Mponda","Malawi","women_folate",0.2,0,0.2496,0.23,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.367830831205831
"TA Mtwalo","Malawi","women_folate",0.25,0,0.0944,0.183,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.103828031102025
"TA Musisya","Malawi","women_folate",0.5,0,0.0593,0.1793,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.200761801033927
"TA Mwabulambya","Malawi","women_folate",0,0,0.1435,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.211483309145848
"TA Mwadzama","Malawi","women_folate",0.4444,0,0.2949,0.3625,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.453396584796353
"TA Mwase","Malawi","women_folate",0.1429,0,0.086,0.117,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.077330105080105
"TA Mwenemisuku","Malawi","women_folate",0,0,0.1272,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.100450076128653
"TA Mwenewenya","Malawi","women_folate",0,0,0.1802,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.103229834979835
"TA Nankumba","Malawi","women_folate",0.5455,0,0.2272,0.3939,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.202870645047957
"TA Nchema","Malawi","women_folate",0.1667,0,0.0979,0.1415,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.287685271620912
"TA Nchilamwela","Malawi","women_folate",0.5,0,0.0687,0.1314,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.173879804366027
"TA Ndamera","Malawi","women_folate",0.4,0,0.257,0.3079,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.412195074261251
"TA Ngozi","Malawi","women_folate",0.1133,0.003,0.1783,0.1293,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0337505901505901
"TA Njolomole","Malawi","women_folate",0.1111,0,0.0706,0.0968,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.129134998814868
"TA Nsamala","Malawi","women_folate",0,0,0.2103,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.21682720982721
"TA Nthache","Malawi","women_folate",0.2,0,0.1924,0.1965,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0568662199314373
"TA Pemba","Malawi","women_folate",0,0,0.1318,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.175120219234383
"TA Phambala","Malawi","women_folate",0.3636,0,0.1491,0.2574,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.123485108287769
"TA Santhe","Malawi","women_folate",0,0,0.0782,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.289334085983265
"TA Symon","Malawi","women_folate",0.4444,0,0.2525,0.3374,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.319269806718336
"TA Tambala","Malawi","women_folate",0,0,0.1744,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0600737429474002
"TA Timbiri","Malawi","women_folate",0.1454,0.0865,0.169,0.1499,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.206943855035975
"TA Wasambo","Malawi","women_folate",0.3333,0,0.3602,0.3496,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.294617074818313
"TA Zulu","Malawi","women_folate",0,0,0.0603,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.110766531656624
"Blantyre City","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00996019720506994
"Chitipa Boma","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0543464838633926
"Karonga Town","Malawi","women_b12",0.0833,0,0.028,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00028880795245277
"Lilongwe City","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0451856709276907
"Majete Game Reserve - Mwanza","Malawi","women_b12",0.1818,0,0.0268,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.029130265659293
"Mzimba Boma","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0596960009424293
"Mzuzu City","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0104054239603718
"Nkhotakota Boma","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0119663107041411
"Nsanje Boma","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.149575517893863
"Nyika N.P. - Chitipa","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0251342574069605
"Rumphi Boma","Malawi","women_b12",0,0,0.0295,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00827517830870175
"SC Chapinduka","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0093513867039273
"SC Chilooko","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0640351385212434
"SC Chowe","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0176226206303067
"SC Dambe","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0957037442499556
"SC Goodson Ganya","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0267773924897958
"SC Juma","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",7.50950762854992e-05
"SC Kachulu","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0132594117481849
"SC Kambwiri","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0278183479385582
"SC Kawamba","Malawi","women_b12",0.2222,0,0.0267,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0597410433595844
"SC Kayembe","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0795742997656248
"SC Makwangwala","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0185577990590426
"SC Malanda","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00109301169998296
"SC Mbawela","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00291811995636122
"SC Mbenje","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0552549851684264
"SC Mbiza","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00681831608365621
"SC Mduwa","Malawi","women_b12",0.1667,0,0.0278,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0461788601890871
"SC Mkukula","Malawi","women_b12",0.0909,0,0.028,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0459193537202718
"SC Mponela","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0514313283285776
"SC Mwankhunikira","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00702949810557789
"SC Nthondo","Malawi","women_b12",0.25,0,0.0267,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0285555051013228
"TA Bvumbwe","Malawi","women_b12",0,0,0.0294,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00331295130598032
"TA Chikulamayembe","Malawi","women_b12",0,0,0.0294,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0341544570301739
"TA Chindi","Malawi","women_b12",0.0441,0.0405,0.0285,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0746410069934341
"TA Chiseka","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0624174793681661
"TA Dzoole","Malawi","women_b12",0.125,0,0.0279,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0771995229700197
"TA Fukamapiri","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00271027790565401
"TA Kabudula","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.021446463387631
"TA Kabunduli","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00388562986219374
"TA Kadewere","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00571467431780545
"TA Kalembo","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0102881182446976
"TA Kaluluma","Malawi","women_b12",0.1,0,0.028,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0229837144844816
"TA Kalumo","Malawi","women_b12",0.125,0,0.0279,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0471463478281331
"TA Kanyenda","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00990725082217277
"TA Kaphuka","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0376990767377656
"TA Karonga","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.023454073273846
"TA Kasisi","Malawi","women_b12",0.1429,0,0.0279,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0142407756276045
"TA Kawinga","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0130408996710657
"TA Khombedza","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0166859942460532
"TA Khongoni","Malawi","women_b12",0.1667,0,0.0278,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0299302416615466
"TA Kilupula","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00352803160432984
"TA Kuntaja","Malawi","women_b12",0,0,0.0289,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00383617267870557
"TA Kyungu","Malawi","women_b12",0,0,0.0297,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0171180482977189
"TA Lundu","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00493740969091154
"TA M'Mbelwa","Malawi","women_b12",0.125,0,0.0279,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0339033097174754
"TA Mabuka","Malawi","women_b12",0,0,0.0297,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00157963226659646
"TA Mabulabo","Malawi","women_b12",0.1667,0,0.0278,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0286516975399182
"TA Maganga","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0383793620810764
"TA Malemia","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00351718260433303
"TA Malenga Chanzi","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00815890417197003
"TA Mkhumba","Malawi","women_b12",0,0,0.0298,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00118396435268516
"TA Mlonyeni","Malawi","women_b12",0.1111,0,0.0279,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.054691288977848
"TA Mpama","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000791815500586133
"TA Mponda","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0259117291558107
"TA Mtwalo","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.023474891811552
"TA Musisya","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00553842247452228
"TA Mwabulambya","Malawi","women_b12",0.0667,0,0.0281,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0275278380596003
"TA Mwadzama","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0280329634449194
"TA Mwase","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0870490584692919
"TA Mwenemisuku","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00710677183712295
"TA Mwenewenya","Malawi","women_b12",0.1429,0,0.0279,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00766710480649689
"TA Nankumba","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000291073573551306
"TA Nchema","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00601169096307441
"TA Nchilamwela","Malawi","women_b12",0,0,0.0289,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.011397534468926
"TA Ndamera","Malawi","women_b12",0,0,0.029,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00220313121420839
"TA Ngozi","Malawi","women_b12",0.1067,0.006,0.0274,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0109057640618347
"TA Njolomole","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0291364960163205
"TA Nsamala","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00809216607015147
"TA Nthache","Malawi","women_b12",0.1,0,0.028,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0119540216901795
"TA Pemba","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.059049280566847
"TA Phambala","Malawi","women_b12",0,0,0.0293,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0144920396568897
"TA Santhe","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.061771283718426
"TA Symon","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0335442997384504
"TA Tambala","Malawi","women_b12",0.0909,0,0.028,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0457606306980604
"TA Timbiri","Malawi","women_b12",0,0,0.0298,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00646598709875038
"TA Wasambo","Malawi","women_b12",0,0,0.0291,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0250260890110884
"TA Zulu","Malawi","women_b12",0,0,0.0292,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0681285061011814
"Blantyre City","Malawi","child_zinc",0.5501,0.2657,0.5868,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 79/87 folds grand-mean fallback",0.338064146958941
"Chitipa Boma","Malawi","child_zinc",0.6,0,0.5864,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 79/87 folds grand-mean fallback",0.536668864939894
