iso3,year,indicator,indicator_code,pop_dim,value_num,value_str,value_low,value_high
CIV,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.3,74.3 [67.8-78.8],67.8,78.8
CIV,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.3,74.3 [67.8-78.8],67.8,78.8
CIV,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.3,74.3 [67.9-78.8],67.9,78.8
CIV,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.3,74.3 [67.9-78.8],67.9,78.8
CIV,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.4,74.4 [68.0-79.0],68,79
CIV,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.4,74.4 [68.0-79.0],68,79
CIV,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.6,74.6 [68.5-79.3],68.5,79.3
CIV,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.6,74.6 [68.5-79.3],68.5,79.3
CIV,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,75,75.0 [69.0-79.6],69,79.6
CIV,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,75,75.0 [69.0-79.6],69,79.6
CIV,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,75.4,75.4 [69.0-80.1],69,80.1
CIV,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,75.4,75.4 [69.0-80.1],69,80.1
CIV,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,76,76.0 [69.6-80.7],69.6,80.7
CIV,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,76,76.0 [69.6-80.7],69.6,80.7
CIV,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,76.6,76.6 [69.8-81.5],69.8,81.5
CIV,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,76.6,76.6 [69.8-81.5],69.8,81.5
CIV,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,77.2,77.2 [70.3-82.2],70.3,82.2
CIV,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,77.2,77.2 [70.3-82.2],70.3,82.2
CIV,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,77.9,77.9 [70.9-82.9],70.9,82.9
CIV,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,77.9,77.9 [70.9-82.9],70.9,82.9
CIV,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,78.6,78.6 [71.3-83.8],71.3,83.8
CIV,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,78.6,78.6 [71.3-83.8],71.3,83.8
CIV,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,79.3,79.3 [71.5-84.6],71.5,84.6
CIV,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,79.3,79.3 [71.5-84.6],71.5,84.6
CIV,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,80,80.0 [71.9-85.4],71.9,85.4
CIV,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,80,80.0 [71.9-85.4],71.9,85.4
CIV,2019,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,50.5,50.5 [35.5-66.1],35.5,66.1
CIV,2018,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,50.7,50.7 [36.9-64.7],36.9,64.7
CIV,2017,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,50.9,50.9 [38.3-63.2],38.3,63.2
CIV,2016,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,51.1,51.1 [39.9-62.4],39.9,62.4
CIV,2015,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,51.3,51.3 [41.0-61.3],41,61.3
CIV,2014,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,51.5,51.5 [42.1-60.6],42.1,60.6
CIV,2013,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,51.7,51.7 [42.8-60.2],42.8,60.2
CIV,2012,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,51.8,51.8 [43.3-59.9],43.3,59.9
CIV,2011,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,51.9,51.9 [43.6-59.8],43.6,59.8
CIV,2010,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,52.1,52.1 [43.7-59.8],43.7,59.8
CIV,2009,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,52.3,52.3 [43.8-60.0],43.8,60
CIV,2008,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,52.5,52.5 [44.0-60.4],44,60.4
CIV,2007,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,52.7,52.7 [44.4-60.9],44.4,60.9
CIV,2006,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,52.9,52.9 [44.2-61.6],44.2,61.6
CIV,2005,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,53,53.0 [43.9-62.2],43.9,62.2
CIV,2004,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,53.2,53.2 [43.6-62.7],43.6,62.7
CIV,2003,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,53.2,53.2 [43.3-63.1],43.3,63.1
CIV,2002,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,53.3,53.3 [42.7-63.8],42.7,63.8
CIV,2001,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,53.5,53.5 [42.2-64.6],42.2,64.6
CIV,2000,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,53.7,53.7 [41.6-65.4],41.6,65.4
CIV,2019,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,54.4,54.4 [47.5-58.6],47.5,58.6
CIV,2018,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,54.7,54.7 [48.9-58.6],48.9,58.6
CIV,2017,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55,55.0 [49.8-58.5],49.8,58.5
CIV,2016,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.2,55.2 [50.7-58.4],50.7,58.4
CIV,2015,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.4,55.4 [51.2-58.5],51.2,58.5
CIV,2014,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.6,55.6 [51.8-58.5],51.8,58.5
CIV,2013,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.8,55.8 [52.1-58.6],52.1,58.6
CIV,2012,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56,56.0 [52.3-58.7],52.3,58.7
CIV,2011,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56.1,56.1 [52.5-58.9],52.5,58.9
CIV,2010,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56.3,56.3 [52.7-59.1],52.7,59.1
CIV,2009,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56.5,56.5 [52.8-59.3],52.8,59.3
CIV,2008,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56.6,56.6 [52.9-59.5],52.9,59.5
CIV,2007,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56.8,56.8 [52.9-59.8],52.9,59.8
CIV,2006,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57,57.0 [53.0-60.0],53,60
CIV,2005,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.1,57.1 [53.0-60.1],53,60.1
CIV,2004,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.2,57.2 [53.1-60.3],53.1,60.3
CIV,2003,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.3,57.3 [53.0-60.4],53,60.4
CIV,2002,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.4,57.4 [52.8-60.6],52.8,60.6
CIV,2001,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.5,57.5 [52.6-60.8],52.6,60.8
CIV,2000,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.6,57.6 [52.4-61.0],52.4,61
ETH,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,52.1,52.1 [37.3-66.2],37.3,66.2
ETH,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,52.1,52.1 [37.3-66.2],37.3,66.2
ETH,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,51.6,51.6 [38.5-63.6],38.5,63.6
ETH,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,51.6,51.6 [38.5-63.6],38.5,63.6
ETH,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,51.2,51.2 [39.6-61.6],39.6,61.6
ETH,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,51.2,51.2 [39.6-61.6],39.6,61.6
ETH,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,50.9,50.9 [40.9-59.9],40.9,59.9
ETH,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,50.9,50.9 [40.9-59.9],40.9,59.9
ETH,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,50.5,50.5 [41.5-58.7],41.5,58.7
ETH,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,50.5,50.5 [41.5-58.7],41.5,58.7
ETH,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,50.3,50.3 [41.9-58.0],41.9,58
ETH,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,50.3,50.3 [41.9-58.0],41.9,58
ETH,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,50.4,50.4 [42.4-58.1],42.4,58.1
ETH,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,50.4,50.4 [42.4-58.1],42.4,58.1
ETH,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,50.6,50.6 [42.7-58.2],42.7,58.2
ETH,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,50.6,50.6 [42.7-58.2],42.7,58.2
ETH,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,51,51.0 [42.7-58.9],42.7,58.9
ETH,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,51,51.0 [42.7-58.9],42.7,58.9
ETH,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,51.6,51.6 [43.3-59.7],43.3,59.7
ETH,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,51.6,51.6 [43.3-59.7],43.3,59.7
ETH,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,52.6,52.6 [44.0-61.0],44,61
ETH,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,52.6,52.6 [44.0-61.0],44,61
ETH,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,53.8,53.8 [45.1-62.4],45.1,62.4
ETH,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,53.8,53.8 [45.1-62.4],45.1,62.4
ETH,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,55.3,55.3 [46.5-63.9],46.5,63.9
ETH,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,55.3,55.3 [46.5-63.9],46.5,63.9
ETH,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,56.9,56.9 [47.8-65.6],47.8,65.6
ETH,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,56.9,56.9 [47.8-65.6],47.8,65.6
ETH,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,58.5,58.5 [49.5-67.4],49.5,67.4
ETH,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,58.5,58.5 [49.5-67.4],49.5,67.4
ETH,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,60.4,60.4 [51.3-69.2],51.3,69.2
ETH,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,60.4,60.4 [51.3-69.2],51.3,69.2
ETH,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,62.4,62.4 [52.9-70.8],52.9,70.8
ETH,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,62.4,62.4 [52.9-70.8],52.9,70.8
ETH,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,64.4,64.4 [54.4-73.0],54.4,73
ETH,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,64.4,64.4 [54.4-73.0],54.4,73
ETH,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,66.5,66.5 [55.6-75.1],55.6,75.1
ETH,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,66.5,66.5 [55.6-75.1],55.6,75.1
ETH,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,68.5,68.5 [57.0-77.6],57,77.6
ETH,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,68.5,68.5 [57.0-77.6],57,77.6
ETH,2019,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,23.5,23.5 [16.0-33.0],16,33
ETH,2018,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,22.9,22.9 [16.7-30.8],16.7,30.8
ETH,2017,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,22.5,22.5 [17.0-28.8],17,28.8
ETH,2016,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,22.2,22.2 [17.2-27.6],17.2,27.6
ETH,2015,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,21.9,21.9 [17.4-27.1],17.4,27.1
ETH,2014,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,21.7,21.7 [17.3-26.7],17.3,26.7
ETH,2013,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,21.6,21.6 [17.4-26.9],17.4,26.9
ETH,2012,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,21.8,21.8 [17.4-27.1],17.4,27.1
ETH,2011,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,22,22.0 [17.4-27.6],17.4,27.6
ETH,2010,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,22.6,22.6 [17.7-28.7],17.7,28.7
ETH,2009,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,23.3,23.3 [18.1-30.0],18.1,30
ETH,2008,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,24.3,24.3 [18.7-31.4],18.7,31.4
ETH,2007,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,25.4,25.4 [19.3-33.2],19.3,33.2
ETH,2006,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,26.5,26.5 [20.1-35.2],20.1,35.2
ETH,2005,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,27.6,27.6 [20.7-36.7],20.7,36.7
ETH,2004,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,28.7,28.7 [21.3-38.5],21.3,38.5
ETH,2003,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,29.7,29.7 [22.0-40.0],22,40
ETH,2002,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,30.6,30.6 [22.3-41.7],22.3,41.7
ETH,2001,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,31.5,31.5 [22.6-43.6],22.6,43.6
ETH,2000,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,32.4,32.4 [22.7-46.1],22.7,46.1
ETH,2019,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,29,29.0 [18.7-40.0],18.7,40
ETH,2018,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.8,28.8 [19.6-38.5],19.6,38.5
ETH,2017,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.5,28.5 [20.3-37.0],20.3,37
ETH,2016,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.4,28.4 [20.9-36.0],20.9,36
ETH,2015,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.3,28.3 [21.3-35.3],21.3,35.3
ETH,2014,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.1,28.1 [21.4-35.1],21.4,35.1
ETH,2013,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.1,28.1 [21.5-35.1],21.5,35.1
ETH,2012,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.3,28.3 [21.9-35.4],21.9,35.4
ETH,2011,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,28.6,28.6 [22.0-35.8],22,35.8
ETH,2010,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,29.2,29.2 [22.3-36.7],22.3,36.7
ETH,2009,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,29.9,29.9 [23.0-37.7],23,37.7
ETH,2008,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,30.9,30.9 [23.7-39.1],23.7,39.1
ETH,2007,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,32,32.0 [24.6-40.4],24.6,40.4
ETH,2006,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,33,33.0 [25.2-41.6],25.2,41.6
ETH,2005,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,33.8,33.8 [25.8-42.6],25.8,42.6
ETH,2004,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,34.7,34.7 [26.4-43.5],26.4,43.5
ETH,2003,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,35.4,35.4 [26.6-44.5],26.6,44.5
ETH,2002,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,35.8,35.8 [26.5-45.3],26.5,45.3
ETH,2001,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,36.4,36.4 [27.0-46.2],27,46.2
ETH,2000,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,36.8,36.8 [26.7-47.0],26.7,47
GHA,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,59.5,59.5 [51.1-67.0],51.1,67
GHA,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,59.5,59.5 [51.1-67.0],51.1,67
GHA,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,61,61.0 [53.7-67.4],53.7,67.4
GHA,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,61,61.0 [53.7-67.4],53.7,67.4
GHA,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,62.6,62.6 [56.3-68.2],56.3,68.2
GHA,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,62.6,62.6 [56.3-68.2],56.3,68.2
GHA,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,64.1,64.1 [58.4-69.0],58.4,69
GHA,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,64.1,64.1 [58.4-69.0],58.4,69
GHA,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,65.4,65.4 [60.0-70.1],60,70.1
GHA,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,65.4,65.4 [60.0-70.1],60,70.1
GHA,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,66.5,66.5 [61.1-71.1],61.1,71.1
GHA,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,66.5,66.5 [61.1-71.1],61.1,71.1
GHA,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,67.5,67.5 [61.9-72.2],61.9,72.2
GHA,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,67.5,67.5 [61.9-72.2],61.9,72.2
GHA,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,68.4,68.4 [62.6-73.3],62.6,73.3
GHA,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,68.4,68.4 [62.6-73.3],62.6,73.3
GHA,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,69.4,69.4 [63.4-74.4],63.4,74.4
GHA,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,69.4,69.4 [63.4-74.4],63.4,74.4
GHA,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,70.5,70.5 [64.2-75.7],64.2,75.7
GHA,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,70.5,70.5 [64.2-75.7],64.2,75.7
GHA,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,71.7,71.7 [65.2-76.8],65.2,76.8
