"country","outcome","Admin1","Admin2","rank","variable","shap","direction"
"Malawi","child_iron","Chiradzulu","TA Mpama",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Mpama",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Mpama",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Mpama",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Kadewere",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Kadewere",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Kadewere",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Kadewere",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Kadewere",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Nchema",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Nchema",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Nchema",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Nchema",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chiradzulu","TA Nchema",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","SC Makwangwala",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","SC Makwangwala",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","SC Makwangwala",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","SC Makwangwala",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","SC Makwangwala",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","TA Njolomole",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","TA Njolomole",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","TA Njolomole",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","TA Njolomole",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Ntcheu","TA Njolomole",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Dowa","TA Dzoole",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Dowa","TA Dzoole",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Dowa","TA Dzoole",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Dowa","TA Dzoole",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Dowa","TA Dzoole",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA M'Mbelwa",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA M'Mbelwa",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA M'Mbelwa",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA M'Mbelwa",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA M'Mbelwa",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA Mabulabo",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA Mabulabo",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA Mabulabo",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA Mabulabo",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","TA Mabulabo",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","Mzimba Boma",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","Mzimba Boma",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","Mzimba Boma",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","Mzimba Boma",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Mzimba","Mzimba Boma",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chitipa","Chitipa Boma",1,"dhs2015_CH_VACC_C_DP3_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chitipa","Chitipa Boma",2,"dhs2015_CN_ANMC_C_ANY_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chitipa","Chitipa Boma",3,"dhs2015_CN_BRFS_C_EXB_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chitipa","Chitipa Boma",4,"dhs2015_CN_NUTS_C_WH2_adm2.x",0,"decreases risk"
"Malawi","child_iron","Chitipa","Chitipa Boma",5,"dhs2015_HA_HIVP_B_HIV_adm2.x",0,"decreases risk"
"Malawi","child_vitA","Mangochi","SC Chowe",1,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.0314831135774731,"increases risk"
"Malawi","child_vitA","Mangochi","SC Chowe",2,"dhs2015_w_anc1_adm2.y",-0.0279185404517877,"decreases risk"
"Malawi","child_vitA","Mangochi","SC Chowe",3,"dhs2015_c_vita_rich_food_adm2.x",-0.00760440214608919,"decreases risk"
"Malawi","child_vitA","Mangochi","SC Chowe",4,"dhs2015_w_anc_visits_adm2.y",-0.00625668055809,"decreases risk"
"Malawi","child_vitA","Mangochi","SC Chowe",5,"dhs2015_c_mean_haz_adm2.x",0.00616453801663239,"increases risk"
"Malawi","child_vitA","Blantyre","Blantyre City",1,"dhs2015_c_dpt1_adm2.y",-0.0128682580560468,"decreases risk"
"Malawi","child_vitA","Blantyre","Blantyre City",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.0113590838585914,"increases risk"
"Malawi","child_vitA","Blantyre","Blantyre City",3,"gee_a2_FLDAS_2014_Annual_Mean_Qg_tavg",-0.0079708275234,"decreases risk"
"Malawi","child_vitA","Blantyre","Blantyre City",4,"dhs2015_c_severely_stunted_adm2.y",-0.00774084441070761,"decreases risk"
"Malawi","child_vitA","Blantyre","Blantyre City",5,"wfp_groundnuts_shelled",0.00586125216086605,"increases risk"
"Malawi","child_vitA","Chitipa","TA Mwabulambya",1,"dhs2015_w_bmi_low_adm2.x",-0.0119296877587061,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwabulambya",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.00977388236314901,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwabulambya",3,"dhs2015_c_mean_hemoglobin_adm2.y",-0.00841384848288289,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwabulambya",4,"wfp_groundnuts_shelled",-0.00476421392572953,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwabulambya",5,"ihme_all_ages_22_both_w_surface_percent",-0.00397786443159466,"decreases risk"
"Malawi","child_vitA","Karonga","TA Kilupula",1,"dhs2015_hh_irs_adm2.y",0.012457151497276,"increases risk"
"Malawi","child_vitA","Karonga","TA Kilupula",2,"dhs2015_c_severely_stunted_adm2.y",-0.0114815805784627,"decreases risk"
"Malawi","child_vitA","Karonga","TA Kilupula",3,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.00824123962958257,"decreases risk"
"Malawi","child_vitA","Karonga","TA Kilupula",4,"dhs2015_c_dpt1_adm2.y",0.00735174592646842,"increases risk"
"Malawi","child_vitA","Karonga","TA Kilupula",5,"dhs2015_w_anc_visits_adm2.y",-0.00731820833887299,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenemisuku",1,"dhs2015_w_bmi_low_adm2.x",-0.0109102958617749,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenemisuku",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.00966027642986775,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenemisuku",3,"dhs2015_c_mean_hemoglobin_adm2.y",-0.0074735512018093,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenemisuku",4,"wfp_groundnuts_shelled",-0.00466968274517107,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenemisuku",5,"ihme_all_ages_22_both_w_surface_percent",-0.00437091658998198,"decreases risk"
"Malawi","child_vitA","Karonga","TA Kyungu",1,"dhs2015_hh_irs_adm2.y",0.00980305259119284,"increases risk"
"Malawi","child_vitA","Karonga","TA Kyungu",2,"dhs2015_c_dpt1_adm2.y",-0.00891286171577152,"decreases risk"
"Malawi","child_vitA","Karonga","TA Kyungu",3,"dhs2015_w_anc_visits_adm2.y",-0.00561709462433071,"decreases risk"
"Malawi","child_vitA","Karonga","TA Kyungu",4,"dhs2015_w_anc_visits_adm2.x",-0.00437174401663096,"decreases risk"
"Malawi","child_vitA","Karonga","TA Kyungu",5,"gee_a2_FLDAS_2014_Annual_Mean_Qg_tavg",0.00435423059139664,"increases risk"
"Malawi","child_vitA","Chitipa","TA Mwenewenya",1,"dhs2015_w_bmi_low_adm2.x",-0.0162039528497626,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenewenya",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.00948814000999639,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenewenya",3,"dhs2015_c_mean_hemoglobin_adm2.y",-0.00759259909228332,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenewenya",4,"gee_ndvi_mean_anomaly_2015",-0.00672817630474996,"decreases risk"
"Malawi","child_vitA","Chitipa","TA Mwenewenya",5,"wfp_groundnuts_shelled",-0.00668719776614311,"decreases risk"
"Malawi","child_vitA","Chitipa","Nyika N.P. - Chitipa",1,"dhs2015_w_bmi_low_adm2.x",0.0163115262565935,"increases risk"
"Malawi","child_vitA","Chitipa","Nyika N.P. - Chitipa",2,"dhs2015_c_severely_stunted_adm2.y",-0.0156674389697891,"decreases risk"
"Malawi","child_vitA","Chitipa","Nyika N.P. - Chitipa",3,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0143492810733156,"decreases risk"
"Malawi","child_vitA","Chitipa","Nyika N.P. - Chitipa",4,"dhs2015_c_under5_death_adm2.x",0.0134269051742716,"increases risk"
"Malawi","child_vitA","Chitipa","Nyika N.P. - Chitipa",5,"dhs2015_c_mean_hemoglobin_adm2.y",-0.00914131755226222,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","TA Kabunduli",1,"dhs2015_w_bmi_low_adm2.x",0.0204917974486428,"increases risk"
"Malawi","child_vitA","Nkhata Bay","TA Kabunduli",2,"dhs2015_c_mean_hemoglobin_adm2.y",0.0171006368216499,"increases risk"
"Malawi","child_vitA","Nkhata Bay","TA Kabunduli",3,"gee_a2_FLDAS_2014_Annual_Mean_Qg_tavg",-0.013187631806097,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","TA Kabunduli",4,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0119953420318225,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","TA Kabunduli",5,"gee_ndvi_mean_anomaly_2015",-0.0113733181319666,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Chindi",1,"missing_gee_a2_SoilPhosphorus_2014_mean_0_20",-0.0311141663719698,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Chindi",2,"dhs2015_w_bmi_low_adm2.x",-0.0101642760128241,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Chindi",3,"dhs2015_c_severely_stunted_adm2.y",0.00608261259699569,"increases risk"
"Malawi","child_vitA","Mzimba","TA Chindi",4,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.00607248952536752,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Chindi",5,"gee_ndvi_mean_anomaly_2015",-0.00501033146979436,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","Lake Malawi",1,"missing_gee_a2_SoilPhosphorus_2014_mean_0_20",-0.0350447919223171,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","Lake Malawi",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.00959259661415275,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","Lake Malawi",3,"dhs2015_w_bmi_low_adm2.x",0.00673824883792952,"increases risk"
"Malawi","child_vitA","Nkhata Bay","Lake Malawi",4,"dhs2015_c_mean_haz_adm2.x",0.00570095732846203,"increases risk"
"Malawi","child_vitA","Nkhata Bay","Lake Malawi",5,"ihme_all_ages_22_both_w_surface_percent",-0.00506260790414153,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","TA Timbiri",1,"dhs2015_c_mean_hemoglobin_adm2.y",0.0258766409254,"increases risk"
"Malawi","child_vitA","Nkhata Bay","TA Timbiri",2,"dhs2015_w_bmi_low_adm2.x",-0.0227784077109431,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","TA Timbiri",3,"dhs2015_c_severely_stunted_adm2.y",-0.0159709090904758,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","TA Timbiri",4,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0146424405593549,"decreases risk"
"Malawi","child_vitA","Nkhata Bay","TA Timbiri",5,"gee_ndvi_mean_anomaly_2015",-0.0101233678036821,"decreases risk"
"Malawi","child_vitA","Mzimba","Mzuzu City",1,"dhs2015_w_bmi_low_adm2.x",-0.0148863672977117,"decreases risk"
"Malawi","child_vitA","Mzimba","Mzuzu City",2,"gee_ndvi_mean_anomaly_2015",-0.00966515883674193,"decreases risk"
"Malawi","child_vitA","Mzimba","Mzuzu City",3,"dhs2015_c_under5_death_adm2.x",0.00697740677294463,"increases risk"
"Malawi","child_vitA","Mzimba","Mzuzu City",4,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.00685040103477778,"decreases risk"
"Malawi","child_vitA","Mzimba","Mzuzu City",5,"dhs2015_c_severely_stunted_adm2.y",-0.00641447561546034,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Mtwalo",1,"missing_gee_a2_SoilPhosphorus_2014_mean_0_20",-0.0302056213767948,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Mtwalo",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0147404272172645,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Mtwalo",3,"dhs2015_w_anc_visits_adm2.x",-0.00501685365053575,"decreases risk"
"Malawi","child_vitA","Mzimba","TA Mtwalo",4,"dhs2015_c_under5_death_adm2.x",0.00462107504374049,"increases risk"
"Malawi","child_vitA","Mzimba","TA Mtwalo",5,"dhs2015_w_anc_visits_adm2.y",-0.00427713005719766,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Khongoni",1,"dhs2015_w_bmi_low_adm2.x",0.014211237847108,"increases risk"
"Malawi","child_vitA","Lilongwe","TA Khongoni",2,"dhs2015_c_mean_hemoglobin_adm2.y",-0.00719136865092183,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Khongoni",3,"dhs2015_c_severely_stunted_adm2.y",0.00699248940193498,"increases risk"
"Malawi","child_vitA","Lilongwe","TA Khongoni",4,"dhs2015_c_under5_death_adm2.x",-0.00622505003640278,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Khongoni",5,"dhs2015_w_anc1_adm2.y",-0.00551905033645783,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Kaluluma",1,"dhs2015_w_anc1_adm2.y",-0.0272491701067837,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Kaluluma",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0118444933624319,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Kaluluma",3,"dhs2015_c_mean_haz_adm2.x",-0.00938778655509835,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Kaluluma",4,"dhs2015_c_severely_stunted_adm2.y",-0.00914446972177665,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Kaluluma",5,"dhs2015_c_under5_death_adm2.x",-0.00495692422128905,"decreases risk"
"Malawi","child_vitA","Ntchisi","SC Nthondo",1,"dhs2015_w_bmi_low_adm2.x",-0.0243927394413872,"decreases risk"
"Malawi","child_vitA","Ntchisi","SC Nthondo",2,"dhs2015_c_mean_hemoglobin_adm2.y",0.0118625695373648,"increases risk"
"Malawi","child_vitA","Ntchisi","SC Nthondo",3,"dhs2015_c_under5_death_adm2.x",0.0106425463025368,"increases risk"
"Malawi","child_vitA","Ntchisi","SC Nthondo",4,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0101867970989914,"decreases risk"
"Malawi","child_vitA","Ntchisi","SC Nthondo",5,"dhs2015_w_anc_visits_adm2.y",-0.00540757079475943,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Mwase",1,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.011406981992198,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Mwase",2,"dhs2015_c_dpt1_adm2.y",0.0104379833509107,"increases risk"
"Malawi","child_vitA","Kasungu","TA Mwase",3,"dhs2015_c_severely_stunted_adm2.y",-0.0082295045419839,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Mwase",4,"dhs2015_w_bmi_low_adm2.x",0.00550265151516894,"increases risk"
"Malawi","child_vitA","Kasungu","TA Mwase",5,"dhs2015_c_mean_haz_adm2.x",-0.00473752173915411,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Santhe",1,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0108854628006671,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Santhe",2,"dhs2015_c_dpt1_adm2.y",0.00716119479035674,"increases risk"
"Malawi","child_vitA","Kasungu","TA Santhe",3,"wfp_groundnuts_shelled",-0.00668049234442498,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Santhe",4,"dhs2015_c_mean_haz_adm2.x",-0.00519678191472138,"decreases risk"
"Malawi","child_vitA","Kasungu","TA Santhe",5,"dhs2015_hh_irs_adm2.y",-0.003783755691655,"decreases risk"
"Malawi","child_vitA","Nkhotakota","TA Malenga Chanzi",1,"dhs2015_w_bmi_low_adm2.x",-0.0245824595885024,"decreases risk"
"Malawi","child_vitA","Nkhotakota","TA Malenga Chanzi",2,"dhs2015_c_severely_stunted_adm2.y",0.0104112588997934,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Malenga Chanzi",3,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.00929795104560416,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Malenga Chanzi",4,"dhs2015_c_mean_hemoglobin_adm2.y",0.00806373287545622,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Malenga Chanzi",5,"gee_a2_FLDAS_2014_Annual_Mean_Qg_tavg",0.00743214706161176,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Kanyenda",1,"wfp_groundnuts_shelled",0.0202118389191124,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Kanyenda",2,"dhs2015_c_mean_haz_adm2.x",-0.0117560570231662,"decreases risk"
"Malawi","child_vitA","Nkhotakota","TA Kanyenda",3,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.00989103367059002,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Kanyenda",4,"dhs2015_w_bmi_low_adm2.x",-0.00694645807221597,"decreases risk"
"Malawi","child_vitA","Nkhotakota","TA Kanyenda",5,"dhs2015_hh_irs_adm2.y",0.00690474452009613,"increases risk"
"Malawi","child_vitA","Nkhotakota","Nkhotakota Boma",1,"dhs2015_w_bmi_low_adm2.x",-0.0129265048813094,"decreases risk"
"Malawi","child_vitA","Nkhotakota","Nkhotakota Boma",2,"dhs2015_c_dpt1_adm2.y",0.0114101059842535,"increases risk"
"Malawi","child_vitA","Nkhotakota","Nkhotakota Boma",3,"dhs2015_c_under5_death_adm2.x",0.00905546134370468,"increases risk"
"Malawi","child_vitA","Nkhotakota","Nkhotakota Boma",4,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.00904913874487122,"increases risk"
"Malawi","child_vitA","Nkhotakota","Nkhotakota Boma",5,"dhs2015_c_mean_haz_adm2.x",-0.0073707386838409,"decreases risk"
"Malawi","child_vitA","Nkhotakota","TA Mwadzama",1,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.0122787542499876,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Mwadzama",2,"dhs2015_w_bmi_low_adm2.x",0.0121250947609969,"increases risk"
"Malawi","child_vitA","Nkhotakota","TA Mwadzama",3,"dhs2015_w_anc_visits_adm2.y",-0.010256360158903,"decreases risk"
"Malawi","child_vitA","Nkhotakota","TA Mwadzama",4,"dhs2015_w_anc_visits_adm2.x",-0.0100761224874649,"decreases risk"
"Malawi","child_vitA","Nkhotakota","TA Mwadzama",5,"dhs2015_c_under5_death_adm2.x",-0.00993629704780591,"decreases risk"
"Malawi","child_vitA","Blantyre","TA Kuntaja",1,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.00910553533710522,"increases risk"
"Malawi","child_vitA","Blantyre","TA Kuntaja",2,"dhs2015_c_mean_haz_adm2.x",0.008312905086191,"increases risk"
"Malawi","child_vitA","Blantyre","TA Kuntaja",3,"dhs2015_c_under5_death_adm2.x",-0.0073501866269866,"decreases risk"
"Malawi","child_vitA","Blantyre","TA Kuntaja",4,"gee_ndvi_mean_anomaly_2015",0.00715540873369078,"increases risk"
"Malawi","child_vitA","Blantyre","TA Kuntaja",5,"dhs2015_c_vita_rich_food_adm2.x",-0.00582580510774643,"decreases risk"
"Malawi","child_vitA","Ntchisi","TA Kalumo",1,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0157044292695034,"decreases risk"
"Malawi","child_vitA","Ntchisi","TA Kalumo",2,"dhs2015_w_bmi_low_adm2.x",-0.00730642278376763,"decreases risk"
"Malawi","child_vitA","Ntchisi","TA Kalumo",3,"gee_a2_LandCoverLayers_2015_2015_water_seasonal_coverfraction",-0.00481248792776496,"decreases risk"
"Malawi","child_vitA","Ntchisi","TA Kalumo",4,"dhs2015_c_mean_hemoglobin_adm2.y",-0.00386435111038037,"decreases risk"
"Malawi","child_vitA","Ntchisi","TA Kalumo",5,"dhs2015_hh_irs_adm2.y",-0.00344393724347215,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Kabudula",1,"dhs2015_w_bmi_low_adm2.x",-0.021461635459062,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Kabudula",2,"dhs2015_c_severely_stunted_adm2.y",-0.0169559823065975,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Kabudula",3,"dhs2015_c_dpt1_adm2.y",0.0106010247506042,"increases risk"
"Malawi","child_vitA","Lilongwe","TA Kabudula",4,"dhs2015_c_mean_haz_adm2.x",0.00694730829122628,"increases risk"
"Malawi","child_vitA","Lilongwe","TA Kabudula",5,"dhs2015_c_mean_hemoglobin_adm2.y",-0.00655889157506521,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Chiseka",1,"missing_gee_a2_SoilPhosphorus_2014_mean_0_20",-0.028025804253926,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Chiseka",2,"dhs2015_c_under5_death_adm2.x",-0.00953894876833111,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Chiseka",3,"dhs2015_w_bmi_low_adm2.x",0.00540222463676068,"increases risk"
"Malawi","child_vitA","Lilongwe","TA Chiseka",4,"dhs2015_w_anc_visits_adm2.y",-0.00511669644671612,"decreases risk"
"Malawi","child_vitA","Lilongwe","TA Chiseka",5,"gee_a2_LandCoverLayers_2015_2015_water_seasonal_coverfraction",-0.00440815949914589,"decreases risk"
"Malawi","child_vitA","Salima","TA Maganga",1,"gee_ndvi_mean_anomaly_2015",0.0197950439644609,"increases risk"
"Malawi","child_vitA","Salima","TA Maganga",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.0141936400305654,"increases risk"
"Malawi","child_vitA","Salima","TA Maganga",3,"dhs2015_w_anc_visits_adm2.y",-0.00921937722435792,"decreases risk"
"Malawi","child_vitA","Salima","TA Maganga",4,"gee_a2_FLDAS_2014_Annual_Mean_Qg_tavg",0.00884883469460406,"increases risk"
"Malawi","child_vitA","Salima","TA Maganga",5,"dhs2015_w_anc_visits_adm2.x",-0.00884387118777164,"decreases risk"
"Malawi","child_vitA","Mchinji","SC Dambe",1,"dhs2015_hh_irs_adm2.y",0.0289867721596068,"increases risk"
"Malawi","child_vitA","Mchinji","SC Dambe",2,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0234929199112074,"decreases risk"
"Malawi","child_vitA","Mchinji","SC Dambe",3,"dhs2015_c_severely_stunted_adm2.y",-0.0135690148085769,"decreases risk"
"Malawi","child_vitA","Mchinji","SC Dambe",4,"dhs2015_c_vita_rich_food_adm2.x",0.0124868246494414,"increases risk"
"Malawi","child_vitA","Mchinji","SC Dambe",5,"dhs2015_c_mean_haz_adm2.x",0.00942416462867902,"increases risk"
"Malawi","child_vitA","Mchinji","SC Mduwa",1,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",-0.0130771132460699,"decreases risk"
"Malawi","child_vitA","Mchinji","SC Mduwa",2,"dhs2015_c_under5_death_adm2.x",-0.0113402180058118,"decreases risk"
"Malawi","child_vitA","Mchinji","SC Mduwa",3,"dhs2015_w_bmi_low_adm2.x",-0.010360441479567,"decreases risk"
"Malawi","child_vitA","Mchinji","SC Mduwa",4,"dhs2015_c_dpt1_adm2.y",0.00952552787348055,"increases risk"
"Malawi","child_vitA","Mchinji","SC Mduwa",5,"dhs2015_hh_irs_adm2.y",0.00911246973232787,"increases risk"
"Malawi","child_vitA","Balaka","TA Kalembo",1,"dhs2015_w_anc_visits_adm2.y",0.0319302169622929,"increases risk"
"Malawi","child_vitA","Balaka","TA Kalembo",2,"dhs2015_w_anc_visits_adm2.x",0.0298346593528083,"increases risk"
"Malawi","child_vitA","Balaka","TA Kalembo",3,"ihme_15_49_years_24_males_male_circumcision_prevalence_percent",0.0290451787786299,"increases risk"
"Malawi","child_vitA","Balaka","TA Kalembo",4,"dhs2015_w_bmi_low_adm2.x",-0.00879761840820684,"decreases risk"
