country,outcome,n_areas,variable,r,p_naive,p_block,q_within_naive,q_within_block,q_global_naive,q_global_block
Gambia,child_vitA,30,ndvi_y2018,-0.0306,0.8724313098855633,0.894,0.9583211070712633,0.9820361010830326,0.9619032238085364,0.9872494947924763
Gambia,child_vitA,30,popdens_y2010,-0.0231,0.9033821673306246,0.902,0.9611597093460208,0.9820361010830326,0.9697230155208156,0.9884586732338002
Gambia,child_vitA,30,popdens_y2015,-0.0203,0.9151626004438029,0.915,0.9611597093460208,0.9820361010830326,0.9731050910870791,0.9907527405602924
Gambia,child_vitA,30,popdens_y2020,-0.0173,0.9276574797132409,0.917,0.9637990082059463,0.9820361010830326,0.9789184099647746,0.99092911469425
Gambia,child_vitA,30,npp_gpp_t0,-0.1684,0.3738293813524186,0.503,0.6085983300009986,0.9478469945355191,0.7161523452166924,0.9204154241645245
Gambia,child_vitA,30,npp_npp_t0,-0.2685,0.1514243590136504,0.888,0.3474543431631048,0.9820361010830326,0.49554657352733666,0.9858973959145485
Gambia,child_vitA,30,soil_aluminium_mean_0_20,0.1832,0.33242709385885527,0.525,0.5655081596679377,0.9478469945355191,0.6924816269726257,0.9305389221556887
Gambia,child_vitA,30,soil_aluminium_mean_20_50,-0.3015,0.10541957883713489,0.21,0.2943792012810559,0.9478469945355191,0.41303313473421044,0.8478190045248868
Gambia,child_vitA,30,soil_aluminium_stdev_0_20,0.4217,0.020272911063999727,0.132,0.11112558657303555,0.9478469945355191,0.18536664863354996,0.8028493150684932
Gambia,child_vitA,30,soil_aluminium_stdev_20_50,0.4476,0.013127619338795755,0.092,0.08447337661485965,0.9478469945355191,0.14303467451350466,0.7512275862068966
Gambia,child_vitA,30,soil_calcium_mean_0_20,0.3869,0.03467756555295303,0.428,0.1532023791593149,0.9478469945355191,0.24634942568817833,0.8963773584905661
Gambia,child_vitA,30,soil_calcium_mean_20_50,0.4014,0.02791979031143772,0.434,0.13547963823255024,0.9478469945355191,0.21748047189962014,0.8972393063583814
Gambia,child_vitA,30,soil_calcium_stdev_0_20,-0.4226,0.019981802626518986,0.418,0.11112558657303555,0.9478469945355191,0.18339887061859286,0.8935582712369596
Gambia,child_vitA,30,soil_calcium_stdev_20_50,-0.5187,0.0033159562187488312,0.356,0.05545630344945143,0.9478469945355191,0.06507335076793286,0.8841274740020127
Gambia,child_vitA,30,soil_cec_mean_0_20,0.456,0.011331308423785083,0.426,0.07800156496372987,0.9478469945355191,0.13110360756118766,0.895886323268206
Gambia,child_vitA,30,soil_cec_mean_20_50,0.4761,0.007832488880007123,0.417,0.07025505177218509,0.9478469945355191,0.10598476381632496,0.8935582712369596
Gambia,child_vitA,30,soil_cec_stdev_0_20,-0.497,0.005202414184211781,0.26,0.05545630344945143,0.9478469945355191,0.0838048761102959,0.8707493061979649
Gambia,child_vitA,30,soil_cec_stdev_20_50,-0.4931,0.005625507119581701,0.322,0.05545630344945143,0.9478469945355191,0.08687739690762697,0.8785960665658095
Gambia,child_vitA,30,soil_iron_mean_0_20,0.3311,0.07390461176435711,0.546,0.2403930228818649,0.9478469945355191,0.35643675170104616,0.9391728813559324
Gambia,child_vitA,30,soil_iron_mean_20_50,-0.0018,0.992278449670061,0.991,0.992278449670061,0.993,0.9973000046114294,0.9987323024542487
Gambia,child_vitA,30,soil_iron_stdev_0_20,-0.2479,0.18663841693417704,0.394,0.40032587980084355,0.9478469945355191,0.5429481219903333,0.8896935791481246
Gambia,child_vitA,30,soil_iron_stdev_20_50,-0.3532,0.05551471005956551,0.275,0.19798017081483602,0.9478469945355191,0.3122537610951333,0.8745334522747548
Gambia,child_vitA,30,soil_magnesium_mean_0_20,0.3871,0.03456829836777764,0.495,0.1532023791593149,0.9478469945355191,0.24634942568817833,0.9150351288056207
Gambia,child_vitA,30,soil_magnesium_mean_20_50,0.3666,0.046297923238899384,0.522,0.17347069973055973,0.9478469945355191,0.28135196466136975,0.9305389221556887
Gambia,child_vitA,30,soil_magnesium_stdev_0_20,-0.4988,0.005022108297099894,0.304,0.05545630344945143,0.9478469945355191,0.0814544688187161,0.8785960665658095
Gambia,child_vitA,30,soil_magnesium_stdev_20_50,-0.4991,0.004987033285170874,0.248,0.05545630344945143,0.9478469945355191,0.08140060888889582,0.8678778325123153
Gambia,child_vitA,30,soil_phosphorus_mean_0_20,-0.375,0.04117498630170625,0.665,0.16250394593740067,0.9696551724137932,0.2656740260556959,0.9472949669139764
Gambia,child_vitA,30,soil_phosphorus_mean_20_50,-0.4044,0.026670420595300882,0.575,0.1315740749368177,0.9478469945355191,0.21216872106272952,0.9403314917127071
Gambia,child_vitA,30,soil_phosphorus_stdev_0_20,0.5077,0.004185181374702931,0.27,0.05545630344945143,0.9478469945355191,0.07359289229180599,0.8736000000000002
Gambia,child_vitA,30,soil_phosphorus_stdev_20_50,0.494,0.005525878365621096,0.487,0.05545630344945143,0.9478469945355191,0.08676356512912246,0.9118232509205682
Gambia,child_vitA,30,soil_potassium_mean_0_20,-0.18,0.3412564984213967,0.415,0.5739313837087127,0.9478469945355191,0.6966339553981616,0.8935582712369596
Gambia,child_vitA,30,soil_potassium_mean_20_50,-0.3729,0.04242210699971236,0.376,0.16449863072070756,0.9478469945355191,0.27101317277514086,0.8856445623342175
Gambia,child_vitA,30,soil_potassium_stdev_0_20,0.0542,0.7759300743505692,0.735,0.9213930620661038,0.9765357142857143,0.9307789977814119,0.9567807545106616
Gambia,child_vitA,30,soil_potassium_stdev_20_50,0.2792,0.13518705947077983,0.73,0.3354075123313064,0.9765357142857143,0.46893011253926753,0.9559058823529412
Gambia,child_vitA,30,soil_sulfur_mean_0_20,-0.3173,0.08758588972223515,0.366,0.2654304057510039,0.9478469945355191,0.380640016312355,0.8841274740020127
Gambia,child_vitA,30,soil_sulfur_mean_20_50,-0.3318,0.0732114181007794,0.341,0.2403930228818649,0.9478469945355191,0.35501291070848934,0.8821791697013839
Gambia,child_vitA,30,soil_sulfur_stdev_0_20,-0.2698,0.14931869946115145,0.295,0.347024987426672,0.9478469945355191,0.49327068914597244,0.8785960665658095
Gambia,child_vitA,30,soil_sulfur_stdev_20_50,-0.2724,0.14527307271531062,0.257,0.3467808832559028,0.9478469945355191,0.4865130789229793,0.8707493061979649
Gambia,child_vitA,30,soil_totalcarbon_mean_0_20,-0.3492,0.058553294966904014,0.298,0.20390323894357162,0.9478469945355191,0.31912095544448543,0.8785960665658095
Gambia,child_vitA,30,soil_totalcarbon_mean_20_50,-0.2993,0.1080564458082919,0.257,0.2961547033264297,0.9478469945355191,0.41774893459530144,0.8707493061979649
Gambia,child_vitA,30,soil_zinc_mean_0_20,-0.4546,0.011609645555261608,0.402,0.07810125191721445,0.9478469945355191,0.13302406778157816,0.8924400000000001
Gambia,child_vitA,30,soil_zinc_mean_20_50,-0.4625,0.010072291399968398,0.466,0.0709856727235868,0.9478469945355191,0.12210504796139163,0.9079277504105091
Gambia,child_vitA,30,soil_zinc_stdev_0_20,0.0453,0.8121607071399822,0.739,0.9247365811394738,0.9765357142857143,0.9388204310234985,0.9567807545106616
Gambia,child_vitA,30,soil_zinc_stdev_20_50,0.2437,0.1943012890959103,0.057,0.41080843980278176,0.9478469945355191,0.5552358639329633,0.6794093959731544
Gambia,child_vitA,30,tclim_aet_t0,-0.3771,0.039978407279968924,0.398,0.1599136291198757,0.9478469945355191,0.26500877176654153,0.8916404919583727
Gambia,child_vitA,30,tclim_def_t0,0.0728,0.7022882315558263,0.501,0.8826238464545728,0.9478469945355191,0.9029964881398352,0.918715539494063
Gambia,child_vitA,30,tclim_pdsi_t0,0.5586,0.001336519295082475,0.118,0.05545630344945143,0.9478469945355191,0.037528193961525305,0.7975946717411988
Gambia,child_vitA,30,tclim_pet_t0,-0.3219,0.0828079507794764,0.309,0.2580121413760528,0.9478469945355191,0.3715256698845579,0.8785960665658095
Gambia,child_vitA,30,tclim_pr_t0,-0.4644,0.009733849953136028,0.228,0.0709856727235868,0.9478469945355191,0.1199670919951916,0.8569904761904762
Gambia,child_vitA,30,tclim_ro_t0,-0.6856,2.8970222764888013e-5,0.019,0.008575185938406851,0.9478469945355191,0.0028192392126269103,0.6100387811634349
Gambia,child_vitA,30,tclim_soil_t0,-0.4097,0.024546824850200596,0.49,0.12401822657048744,0.9478469945355191,0.20113107697326993,0.9129189614476789
Gambia,child_vitA,30,tclim_srad_t0,-0.2801,0.1338476290521891,0.175,0.3354075123313064,0.9478469945355191,0.4667911422615373,0.8285646123260436
Gambia,child_vitA,30,tclim_tmmn_t0,-0.0548,0.7737609067361255,0.797,0.9213930620661038,0.9819116465863452,0.9305565399447158,0.9695556695741406
Gambia,child_vitA,30,tclim_tmmx_t0,0.4701,0.008750964224823306,0.564,0.0709856727235868,0.9478469945355191,0.11406761440943994,0.9402112059026977
Gambia,child_vitA,30,tclim_vap_t0,-0.5263,0.0028108583888298688,0.478,0.05545630344945143,0.9478469945355191,0.0583100669308483,0.9116831264853446
Gambia,child_vitA,30,tclim_vpd_t0,0.5304,0.002567217532901734,0.431,0.05545630344945143,0.9478469945355191,0.05524007606685462,0.8971063580427776
Gambia,child_vitA,30,tclim_vs_t0,-0.5158,0.0035292183239287846,0.499,0.05545630344945143,0.9478469945355191,0.06703627532938526,0.917653637069635
Gambia,child_vitA,30,precip_y2010,-0.5016,0.004745766178496339,0.387,0.05545630344945143,0.9478469945355191,0.07840447193497208,0.8877140096618359
Gambia,child_vitA,30,precip_y2011,-0.2821,0.13101884012158577,0.416,0.3354075123313064,0.9478469945355191,0.46216507952680025,0.8935582712369596
Gambia,child_vitA,30,precip_y2012,-0.516,0.003513158695295053,0.367,0.05545630344945143,0.9478469945355191,0.06698653356086018,0.8841274740020127
Gambia,child_vitA,30,precip_y2013,-0.3357,0.06976529582797801,0.823,0.23202839960765723,0.9819116465863452,0.34706769016943684,0.9758696158323632
Gambia,child_vitA,30,precip_y2014,-0.0395,0.8356810046061468,0.809,0.9369756718311342,0.9819116465863452,0.9470107303488128,0.9739257752923234
Gambia,child_vitA,30,precip_y2015,-0.489,0.006108168214693383,0.444,0.05650055598591379,0.9478469945355191,0.09096944863140836,0.8998804440649019
Gambia,child_vitA,30,precip_y2016,-0.4495,0.012708358432272488,0.458,0.0835927576878368,0.9478469945355191,0.14025377397951916,0.907352275862069
Gambia,child_vitA,30,precip_y2017,0.2422,0.19728050688934304,0.366,0.41414914921450735,0.9478469945355191,0.5596967735390946,0.8841274740020127
Gambia,child_vitA,30,precip_y2018,-0.2969,0.11115734203841104,0.536,0.30185847012265754,0.9478469945355191,0.4229575564225346,0.9339573215599706
Gambia,child_vitA,30,precip_y2019,-0.4915,0.005807923672070927,0.538,0.05545630344945143,0.9478469945355191,0.08873008551912229,0.9356063647490821
Gambia,child_vitA,30,wapor_mean_t0,0.0541,0.7766171150624648,0.753,0.9213930620661038,0.9819116465863452,0.9307789977814119,0.9617605177993528
Gambia,child_vitA,30,wapor_sd_t0,0.0638,0.7378123971007997,0.717,0.9081012568757848,0.9765357142857143,0.9189283876768501,0.9554620146314012
Gambia,child_vitA,30,wsf,-0.0231,0.9036385785555017,0.9,0.9611597093460208,0.9820361010830326,0.969836917031408,0.9884586732338002
Gambia,child_vitA,30,aef_A00,-0.0358,0.8508211183915582,0.791,0.9480570775731152,0.9819116465863452,0.9536870311404779,0.9676707422076805
Gambia,child_vitA,30,aef_A01,0.4989,0.005007329122247673,0.321,0.05545630344945143,0.9478469945355191,0.08140060888889582,0.8785960665658095
Gambia,child_vitA,30,aef_A02,0.3086,0.09707723048478538,0.163,0.27897922547083953,0.9478469945355191,0.3987963313788018,0.8276997855611151
Gambia,child_vitA,30,aef_A03,0.3493,0.05850389927742016,0.443,0.20390323894357162,0.9478469945355191,0.31912095544448543,0.8996775300171526
Gambia,child_vitA,30,aef_A04,0.1856,0.32619699747437736,0.425,0.5586652026334362,0.9478469945355191,0.6880354721074753,0.8956392761791754
Gambia,child_vitA,30,aef_A05,0.0198,0.9172252269910735,0.894,0.9611597093460208,0.9820361010830326,0.9741318601501848,0.9872494947924763
Gambia,child_vitA,30,aef_A06,-0.3145,0.0904735875348465,0.785,0.2654304057510039,0.9819116465863452,0.38583715608365965,0.9670559006211181
Gambia,child_vitA,30,aef_A07,0.0076,0.9683366670942852,0.909,0.9816015529448919,0.9820361010830326,0.99250666325751,0.9892058823529412
Gambia,child_vitA,30,aef_A08,-0.0826,0.6642445666928658,0.567,0.8551241645102912,0.9478469945355191,0.8874019170858074,0.9402112059026977
Gambia,child_vitA,30,aef_A09,-0.4302,0.017635387767228512,0.136,0.10038605344422384,0.9478469945355191,0.17091650027065666,0.8064927536231883
Gambia,child_vitA,30,aef_A10,-0.3824,0.03700808191295966,0.177,0.15406317094403482,0.9478469945355191,0.2557304047824189,0.8316190476190476
Gambia,child_vitA,30,aef_A11,-0.0818,0.6673435202766124,0.683,0.8551241645102912,0.9765357142857143,0.8882908690359854,0.9492118169530798
Gambia,child_vitA,30,aef_A12,0.4663,0.00939719958991684,0.738,0.0709856727235868,0.9765357142857143,0.11781085805639906,0.9567807545106616
Gambia,child_vitA,30,aef_A13,-0.2905,0.11932823837100473,0.653,0.3182086356560126,0.9696551724137932,0.440139047449438,0.9469099816289038
Gambia,child_vitA,30,aef_A14,0.0149,0.9376623230779173,0.944,0.9694553229976032,0.9914463667820068,0.9836231245430692,0.9942654028436019
Gambia,child_vitA,30,aef_A15,0.2893,0.1209678902651148,0.694,0.3197008528435177,0.9765357142857143,0.4418282223359257,0.9499375722543352
Gambia,child_vitA,30,aef_A16,-0.0225,0.9062498322018908,0.916,0.9611597093460208,0.9820361010830326,0.9705152433516238,0.9907527405602924
Gambia,child_vitA,30,aef_A17,0.2003,0.28857738395837595,0.179,0.5176903372829047,0.9478469945355191,0.6587708036448024,0.8341291585127201
Gambia,child_vitA,30,aef_A18,0.152,0.42270144569973356,0.285,0.6562407066288694,0.9478469945355191,0.7529766976556939,0.877987857762359
Gambia,child_vitA,30,aef_A19,0.418,0.021524221952222176,0.089,0.11377088746174578,0.9478469945355191,0.1892426642928049,0.7447067137809188
Gambia,child_vitA,30,aef_A20,0.3145,0.09056915871909255,0.193,0.2654304057510039,0.9478469945355191,0.38594637317822467,0.8396031843233314
Gambia,child_vitA,30,aef_A21,-0.3889,0.033688382643637306,0.889,0.1532023791593149,0.9820361010830326,0.2434611091560523,0.9858973959145485
Gambia,child_vitA,30,aef_A22,-0.0872,0.64687113736662,0.748,0.8489845982139168,0.9819116465863452,0.8774818712721918,0.9609709228824274
Gambia,child_vitA,30,aef_A23,0.189,0.3172815618539841,0.662,0.549589316100672,0.9696551724137932,0.6784973556323609,0.9472949669139764
Gambia,child_vitA,30,aef_A24,0.1005,0.5972673059656047,0.338,0.8109684521367845,0.9478469945355191,0.8526903017644003,0.8821791697013839
Gambia,child_vitA,30,aef_A25,-0.0407,0.830949606796609,0.66,0.9352132456722292,0.9696551724137932,0.9453858154886426,0.9472949669139764
Gambia,child_vitA,30,aef_A26,0.1576,0.4055980542827289,0.459,0.6420161714849613,0.9478469945355191,0.740951508210262,0.907352275862069
Gambia,child_vitA,30,aef_A27,-0.0248,0.8965920359250543,0.853,0.9611597093460208,0.9820361010830326,0.968718732590454,0.9798227360308285
Gambia,child_vitA,30,aef_A28,-0.0893,0.638764315283924,0.583,0.8450636424169777,0.9478469945355191,0.8718495280454741,0.9406544806063307
Gambia,child_vitA,30,aef_A29,-0.1626,0.39065713966932414,0.598,0.6250514234709187,0.952938775510204,0.7286716478082776,0.9417406340057637
Gambia,child_vitA,30,aef_A30,-0.2693,0.15006485942775005,0.904,0.347024987426672,0.9820361010830326,0.49327068914597244,0.9884586732338002
Gambia,child_vitA,30,aef_A31,-0.2224,0.23751651019290168,0.61,0.47184487930938857,0.952938775510204,0.6062943903738316,0.9417716262975778
Gambia,child_vitA,30,aef_A32,-0.3895,0.033376345219047705,0.137,0.1532023791593149,0.9478469945355191,0.2421915796078804,0.8064927536231883
Gambia,child_vitA,30,aef_A33,-0.0534,0.779351037977549,0.798,0.9213930620661038,0.9819116465863452,0.9315093349518089,0.9695556695741406
Gambia,child_vitA,30,aef_A34,-0.3268,0.07798594594610486,0.268,0.24821333333383913,0.9478469945355191,0.36257340314210007,0.8725352887259396
Gambia,child_vitA,30,aef_A35,0.0567,0.7658537523194839,0.911,0.9213930620661038,0.9820361010830326,0.9276386632931053,0.9898660140715815
Gambia,child_vitA,30,aef_A36,-0.5242,0.002943070714986963,0.11,0.05545630344945143,0.9478469945355191,0.05990708985463434,0.7901314459049545
Gambia,child_vitA,30,aef_A37,0.217,0.24948513763720043,0.486,0.4766604448364509,0.9478469945355191,0.6174014118355144,0.9116831264853446
Gambia,child_vitA,30,aef_A38,-0.3642,0.04784349671828767,0.186,0.17483549418040925,0.9478469945355191,0.2853738041030358,0.8381123595505618
Gambia,child_vitA,30,aef_A39,-0.2093,0.2669071957541255,0.2,0.48768228360013055,0.9478469945355191,0.6375321084649797,0.8442067736185384
Gambia,child_vitA,30,aef_A40,0.3825,0.03697320469126242,0.301,0.15406317094403482,0.9478469945355191,0.2557304047824189,0.8785960665658095
Gambia,child_vitA,30,aef_A41,-0.2806,0.13311483983999436,0.12,0.3354075123313064,0.9478469945355191,0.4656070025717971,0.7989503280224929
Gambia,child_vitA,30,aef_A42,-0.2591,0.16677167454772762,0.237,0.36839116168751773,0.9478469945355191,0.5151069460813291,0.8650497017892643
Gambia,child_vitA,30,aef_A43,-0.3366,0.06892556147777884,0.709,0.23184052497071064,0.9765357142857143,0.3448219639000992,0.9539272727272727
Gambia,child_vitA,30,aef_A44,-0.3154,0.08955829006016088,0.61,0.2654304057510039,0.952938775510204,0.38477799704454013,0.9417716262975778
Gambia,child_vitA,30,aef_A45,0.3121,0.09319626718369316,0.608,0.2704519126115017,0.952938775510204,0.3910585761002925,0.9417716262975778
Gambia,child_vitA,30,aef_A46,0.4125,0.023477037120120847,0.107,0.12191584188694335,0.9478469945355191,0.1973738126643059,0.7820246913580247
Gambia,child_vitA,30,aef_A47,-0.0268,0.8883387282376036,0.794,0.9611597093460208,0.9819116465863452,0.9669704729949951,0.9686718186501805
Gambia,child_vitA,30,aef_A48,0.0902,0.6355748795809992,0.52,0.8450636424169777,0.9478469945355191,0.8708050037692224,0.9288609504651748
Gambia,child_vitA,30,aef_A49,-0.516,0.0035115247831068565,0.098,0.05545630344945143,0.9478469945355191,0.06698653356086018,0.765887788778878
Gambia,child_vitA,30,aef_A50,0.1972,0.2961850380107062,0.388,0.5249746781507129,0.9478469945355191,0.6634284975754927,0.8877140096618359
Gambia,child_vitA,30,aef_A51,0.0508,0.7899458974750714,0.864,0.9213930620661038,0.9820361010830326,0.9354964690326338,0.9817428023032629
Gambia,child_vitA,30,aef_A52,0.4349,0.016324562681057714,0.651,0.09474648144300163,0.9696551724137932,0.1631078667879522,0.9469099816289038
Gambia,child_vitA,30,aef_A53,0.1018,0.5922865680664617,0.43,0.8079116320169248,0.9478469945355191,0.849334634546658,0.8971063580427776
Gambia,child_vitA,30,aef_A54,-0.3162,0.08869789355132868,0.63,0.2654304057510039,0.952938775510204,0.38327848892252975,0.9436166456494325
Gambia,child_vitA,30,aef_A55,0.2289,0.22372725390737758,0.701,0.4524610674558746,0.9765357142857143,0.5920053444072996,0.952876712328767
Gambia,child_vitA,30,aef_A56,-0.2698,0.149264185478213,0.168,0.347024987426672,0.9478469945355191,0.49327068914597244,0.8285646123260436
Gambia,child_vitA,30,aef_A57,0.3047,0.10157115158642165,0.412,0.2890871237459693,0.9478469945355191,0.4069720591483019,0.8935582712369596
Gambia,child_vitA,30,aef_A58,0.2545,0.17479506843337533,0.254,0.3832543722687341,0.9478469945355191,0.5267908833378745,0.8705045651129265
Gambia,child_vitA,30,aef_A59,-0.1193,0.5300555136139438,0.439,0.7543097693736892,0.9478469945355191,0.8221764360681849,0.8990072066878063
Gambia,child_vitA,30,aef_A60,-0.4673,0.009217490403880575,0.223,0.0709856727235868,0.9478469945355191,0.11746033634285719,0.8527845659163987
Gambia,child_vitA,30,aef_A61,0.2204,0.24197120001422573,0.543,0.47432765035901203,0.9478469945355191,0.6099344559564072,0.9376451142440447
Gambia,child_vitA,30,aef_A62,0.2657,0.1558219643995859,0.536,0.35208627070440784,0.9478469945355191,0.5015673924307469,0.9339573215599706
Gambia,child_vitA,30,aef_A63,-0.1081,0.5696125297688049,0.465,0.7915742197726116,0.9478469945355191,0.8390063055105931,0.9075164835164835
Gambia,child_vitA,30,soilgrids_ph,0.5048,0.004444206820085801,0.366,0.05545630344945143,0.9478469945355191,0.07644466162200855,0.8841274740020127
Gambia,child_vitA,30,soilgrids_organic_carbon,-0.4358,0.016070045207800813,0.387,0.09474648144300163,0.9478469945355191,0.16262336347039455,0.8877140096618359
