predictor,family,cellset,z,tau,k_countries,z_undisattenuated,n_cells,n_positive,p_analytic,z_gambia,z_ghana,z_sierraleone,z_malawi,p_perm,p_perm_fwer,q_analytic,q_perm,n_permutations
np_child_anaemia_any,marginal,shared,0.6324,0.4412,4,1.4442,16,11,0.5271192874112037,0.9559,0.1757,-0.6736,0.0642,0.7664670658682635,1,0.7615375365867842,0.969560878243513,500
spam_share_cereals,region_partialed,shared,3.5001,0,4,2.2589,16,12,4.6510276499583725e-4,0.0394,0.1407,0.0242,0.1537,0.015968063872255488,0.25748502994011974,0.007359644022400951,0.13023952095808383,500
soil_zinc_mean_20_50,region_partialed,shared,-3.3748,0.0635,4,-2.0372,16,5,7.386529139281387e-4,-0.3298,-0.0924,-0.2628,-0.1373,0.005988023952095809,0.2894211576846307,0.007359644022400951,0.13023952095808383,500
soil_zinc_mean_0_20,region_partialed,shared,-3.3665,0.0993,4,-2.4013,16,3,7.613424850759605e-4,-0.4261,-0.1077,-0.2155,-0.189,0.00998003992015968,0.29740518962075846,0.007359644022400951,0.13023952095808383,500
spam_share_pulses,region_partialed,shared,3.1018,0.0874,4,2.9873,16,14,0.0019235932509634682,0.3902,0.1775,0.0294,0.1224,0.027944111776447105,0.3972055888223553,0.013946051069485144,0.1620758483033932,500
soilgrids_organic_carbon,region_partialed,shared,-2.7603,0.0725,4,-1.9783,16,2,0.005774282775497792,-0.2557,-0.1866,-0.2034,-0.0387,0.017964071856287425,0.5528942115768463,0.03349084009788719,0.13023952095808383,500
spam_share_roots,region_partialed,shared,-2.6263,0.1178,4,-3.0698,16,4,0.008631778529469154,0.0086,-0.3357,-0.231,-0.1799,0.033932135728542916,0.6207584830339321,0.04172026289243424,0.16400532268795742,500
soilgrids_ph,region_partialed,shared,2.4911,0.1564,4,2.7518,16,11,0.012734224000216796,0.2702,0.059,0.1879,0.3712,0.04590818363273453,0.7065868263473054,0.052756070858041015,0.19019104647847165,500
np_iron_pregnancy,region_partialed,shared,2.3578,0.2691,4,2.3054,16,14,0.018383868421793015,0.3345,-0.0323,0.7624,0.3658,0.08582834331337326,0.782435129740519,0.06664152302899967,0.3111277445109781,500
dhs_w_anc1,region_partialed,shared,1.8612,0.1256,4,2.9274,16,12,0.06271159436330209,0.2325,0.0239,-0.0138,0.2659,0.14171656686626746,0.9880239520958084,0.20207069294841787,0.4566422710135285,500
soil_zinc_stdev_20_50,region_partialed,shared,-1.0811,0.2121,4,-0.1875,16,8,0.27966056019634755,0.0538,0.0878,-0.706,-0.0826,0.5429141716566867,1,0.8110156245694079,0.9820359281437125,500
np_vita_capsule,region_partialed,shared,0.9217,0.2111,4,-0.4035,16,7,0.35666992031118355,0.0052,-0.1028,0.7125,-0.0259,0.6307385229540918,1,0.8801847146192482,0.9820359281437125,500
dhs_w_anc4plus,region_partialed,shared,0.8494,0.2456,4,0.6492,16,8,0.39564256070789666,0.2854,-0.2138,0.233,0.1841,0.6506986027944112,1,0.8801847146192482,0.9820359281437125,500
dhs_hh_itn_any,region_partialed,shared,0.747,0.3363,4,0.0628,16,7,0.4550486286472639,0.1035,-0.333,0.705,0.127,0.7425149700598802,1,0.8801847146192482,0.9820359281437125,500
spam_prod_pulses,region_partialed,shared,0.6593,0.1167,4,0.1487,16,10,0.5097327718114477,-0.0542,0.1281,0.2945,-0.0688,0.7125748502994012,1,0.8801847146192482,0.9820359281437125,500
dhs_c_diet_diversity_score,region_partialed,shared,-0.653,0.13,4,-1.2248000000000001,16,4,0.5137340458996711,-0.3247,0.0092,0.161,-0.0086,0.716566866267465,1,0.8801847146192482,0.9820359281437125,500
np_women_hb_gdl,region_partialed,shared,-0.5895,0.1896,4,-2.2769,16,6,0.5555089830661502,-0.2358,-0.203,0.517,-0.1574,0.7724550898203593,1,0.8801847146192482,0.9820359281437125,500
np_child_anaemia_any,region_partialed,shared,-0.5828,0.3472,4,1.1749,16,9,0.560003860520342,0.4271,0.0649,-0.9926,-0.0151,0.7844311377245509,1,0.8801847146192482,0.9820359281437125,500
dhs_c_min_diet_diversity,region_partialed,shared,-0.5746,0.0867,4,-1.2259,16,8,0.5655359008377283,-0.2081,-0.0086,0.2404,-0.0457,0.7604790419161677,1,0.8801847146192482,0.9820359281437125,500
spam_prod_vegetables,region_partialed,shared,0.5154,0.1615,4,-0.7754,16,6,0.6062983490314381,-0.0902,-0.0197,0.5565,-0.0758,0.8582834331337326,1,0.8801847146192482,0.9820359281437125,500
soil_zinc_stdev_0_20,region_partialed,shared,-0.4713,0.1385,4,-0.504,16,9,0.6374500374417641,0.0083,0.0859,-0.0435,-0.1947,0.8303393213572854,1,0.8801847146192482,0.9820359281437125,500
