country,outcome,replicate,n_regions_total,n_regions_anchored,fraction_clusters,clusters_retained,n_retained,pct_survey_used,mae_admin2_pp,bias_admin2_pp,mae_admin1_pp,bias_admin1_pp
Ghana,women_b12,1,16,14,0.6,53,282,59.6,9.566,-1.435,2.548,1.102
Ghana,women_b12,2,16,14,0.6,51,290,61.3,9.756,-0.94,3.685,-0.109
Ghana,women_b12,3,16,14,0.6,51,264,55.8,9.355,-2.052,4.503,-1.412
Ghana,women_b12,1,16,14,0.8,66,339,71.7,9.315,-0.702,3.67,1.986
Ghana,women_b12,2,16,14,0.8,60,308,65.1,9.196,-1.264,2.139,1.527
Ghana,women_b12,3,16,14,0.8,62,323,68.3,11.23,-3.083,3.48,-0.967
Ghana,women_b12,1,16,14,1,77,407,86,9.142,-0.564,1.155,0.979
Ghana,women_b12,2,16,14,1,70,354,74.8,9.464,0.016,1.36,1.36
Ghana,women_b12,3,16,14,1,85,447,94.5,9.27,-0.755,1.004,0.738
Ghana,women_b12,1,16,16,0.15,18,109,23,9.907,-1.367,5.994,0.863
Ghana,women_b12,2,16,16,0.15,18,98,20.7,10.418,1.576,6.769,2.779
Ghana,women_b12,3,16,16,0.15,18,109,23,11.27,-3.614,7.401,-2.258
Ghana,women_b12,1,16,16,0.25,27,145,30.7,8.631,-3.001,5.432,-2.9
Ghana,women_b12,2,16,16,0.25,27,123,26,9.592,-1.783,3.387,0.831
Ghana,women_b12,3,16,16,0.25,27,120,25.4,9.685,-3.022,5.934,-2.006
Ghana,women_b12,1,16,16,0.4,36,183,38.7,8.62,-1.127,3.405,0.592
Ghana,women_b12,2,16,16,0.4,36,181,38.3,9.71,-1.414,5.887,-1.72
Ghana,women_b12,3,16,16,0.4,36,195,41.2,10.894,-0.976,5.29,0.131
Ghana,women_b12,1,16,16,0.6,56,294,62.2,9.478,-1.247,2.643,0.994
Ghana,women_b12,2,16,16,0.6,56,299,63.2,9.477,-1.016,3.697,1.563
Ghana,women_b12,3,16,16,0.6,56,296,62.6,9.044,-2.515,3.566,0.557
Ghana,women_b12,1,16,16,0.8,71,375,79.3,9.739,-0.768,3.223,0.961
Ghana,women_b12,2,16,16,0.8,71,366,77.4,10.062,-0.623,3.61,2.769
Ghana,women_b12,3,16,16,0.8,71,365,77.2,10.06,-1.431,2.989,1.119
Ghana,women_b12,1,16,16,1,90,473,100,9.382,-0.644,0.876,0.876
Ghana,women_b12,2,16,16,1,90,473,100,9.382,-0.644,0.876,0.876
Ghana,women_b12,3,16,16,1,90,473,100,9.382,-0.644,0.876,0.876
