Admin1,n_areas,target,delta,before,after,used,country,outcome,arm
Blantyre,2,0.08129274344765916,-1.0549998269991117,0.2019138827005499,0.08129274344765905,national,Malawi,women_iron,hard
Chitipa,5,0.19403269522473957,1.1279506127956016,0.07247786281946385,0.1940326952247396,region,Malawi,women_iron,hard
Karonga,4,0.13739341421842663,-1.6218007240308023,0.4062044680579147,0.13739341421842652,region,Malawi,women_iron,hard
Lilongwe,4,0.08129274344765916,-0.3822262061528526,0.11431153120786197,0.08129274344585814,national,Malawi,women_iron,hard
Mwanza,2,0.08129274344765916,0.8993234538797639,0.03476376385109444,0.08129274344765904,national,Malawi,women_iron,hard
Mzimba,6,0.33099315691967796,1.5235940454225827,0.10175572624708615,0.33099315691967807,region,Malawi,women_iron,hard
Nkhotakota,4,0.16122376591549814,0.3680517890534782,0.11829704949867702,0.1612237659155241,region,Malawi,women_iron,hard
Nsanje,3,0.08129274344765916,-2.4386807953134757,0.4974471698212351,0.08129274344758995,national,Malawi,women_iron,hard
Rumphi,5,0.23318729692732118,0.5304166842887544,0.15241393542696735,0.23318729692731532,region,Malawi,women_iron,hard
Ntchisi,3,0.08129274344765916,-0.04241155592632973,0.08451644325701607,0.08129274344590609,national,Malawi,women_iron,hard
Mangochi,3,0.08129274344765916,0.1965730985250312,0.06778254798845629,0.08129274344654969,national,Malawi,women_iron,hard
Mchinji,4,0.08954603911861665,0.9234851602829587,0.03765697624176355,0.08954603911861664,region,Malawi,women_iron,hard
Ntcheu,4,0.09602963496557426,0.13238808934112256,0.08523980386941266,0.09602963496557274,region,Malawi,women_iron,hard
Mulanje,2,0.08129274344765916,0.7962425572324159,0.038400650083428405,0.08129274344765913,national,Malawi,women_iron,hard
Salima,4,0.16433996677561163,0.6211355932188387,0.09620156391368248,0.16433996677746088,region,Malawi,women_iron,hard
Kasungu,4,0.0969419252772515,0.1510224846119055,0.0850186081553966,0.09694192527723859,region,Malawi,women_iron,hard
Dowa,4,0.18858703275195612,1.8997953673141617,0.03374976668745545,0.18858703275195612,region,Malawi,women_iron,hard
Nkhata Bay,5,0.09319716029702584,-0.08156095675327131,0.1003113717298049,0.09319716029620503,region,Malawi,women_iron,hard
Thyolo,3,0.1426092479160314,0.5809784459321837,0.08514612542999547,0.14260924791602952,region,Malawi,women_iron,hard
Zomba,2,0.3256958450055996,1.9501518388023562,0.06452963952289674,0.32569584500559945,region,Malawi,women_iron,hard
Chiradzulu,3,0.14412690010379742,0.6507074254244215,0.0812293228924856,0.1441269001037968,region,Malawi,women_iron,hard
Balaka,2,0.08129274344765916,0.04792552868769422,0.07780207335710962,0.0812927434476563,national,Malawi,women_iron,hard
Dedza,3,0.053257666980422204,-0.04495419635316773,0.05555691944751444,0.053257666980408035,region,Malawi,women_iron,hard
Chikwawa,2,0.2302897234196594,0.2678984759607749,0.1891741530710727,0.23028972341965942,region,Malawi,women_iron,hard
Machinga,1,0.08129274344765916,0.23761937620080817,0.06522090785891399,0.08129274344827483,national,Malawi,women_iron,hard
Phalombe,1,0.08129274344765916,0.7207485065144292,0.04126265591428002,0.08129274344765913,national,Malawi,women_iron,hard
Neno,2,0.08129274344765916,0.17620994399872897,0.06907177155037983,0.08129274344693863,national,Malawi,women_iron,hard
(national),87,0.08129274344765916,NA,0.14423558445598844,0.08129274344765916,national,Malawi,women_iron,national
Blantyre,2,0.18599670877138672,1.2548187749356272,0.06185751493214085,0.18599670877171792,national,Malawi,women_folate,hard
Chitipa,5,0.02447571787330198,-1.0284166087387314,0.0655543707656172,0.02447571787330206,region,Malawi,women_folate,hard
Karonga,4,0.2619388770858719,0.4326448337084085,0.18732735820050675,0.2619388770863628,region,Malawi,women_folate,hard
Lilongwe,4,0.16208820956810518,1.1511536694314772,0.05783170987243984,0.1620882095681052,region,Malawi,women_folate,hard
Mwanza,2,0.18599670877138672,0.2826023514365665,0.1482977371976637,0.1859967087713867,national,Malawi,women_folate,hard
Mzimba,6,0.12321945449594225,1.451742170793091,0.03191686915064398,0.12321945449583467,region,Malawi,women_folate,hard
Nkhotakota,4,0.5102264920525674,2.2233639274759494,0.10172172082682296,0.5102264920465198,region,Malawi,women_folate,hard
Nsanje,3,0.18599670877138672,-0.3082608140873988,0.2371630208829241,0.18599670877396704,national,Malawi,women_folate,hard
Rumphi,5,0.37124982861370004,2.916434632246033,0.03105461997601156,0.3712498286137001,region,Malawi,women_folate,hard
Ntchisi,3,0.18599670877138672,1.1548636229224563,0.06795857556108004,0.18599670877140045,national,Malawi,women_folate,hard
Mangochi,3,0.18599670877138672,0.1950486078006152,0.1582885980514797,0.18599670877138288,national,Malawi,women_folate,hard
Mchinji,4,0.051185818692462845,0.19714895907872262,0.042416462876829895,0.051185818692461235,region,Malawi,women_folate,hard
Ntcheu,4,0.17508554313616087,0.8667896372929512,0.08269523482633764,0.1750855431362676,region,Malawi,women_folate,hard
Mulanje,2,0.21157326452527422,0.9674667945546264,0.09263974099073652,0.21157326452527406,region,Malawi,women_folate,hard
Salima,4,0.4655039702209295,1.6915464327265033,0.13962016618865192,0.4655039702235887,region,Malawi,women_folate,hard
Kasungu,4,0.04118175365669803,-0.0498174478411506,0.04319224116404599,0.04118175365669415,region,Malawi,women_folate,hard
Dowa,4,0.11410396717334921,0.5472669332001586,0.06943582747080514,0.11410396717334281,region,Malawi,women_folate,hard
Nkhata Bay,5,0.1570358660635825,0.07945148763720747,0.14699541822138099,0.15703586606358252,region,Malawi,women_folate,hard
Thyolo,3,0.26119419819212636,1.5464297842270958,0.07217522538378397,0.26119419819176365,region,Malawi,women_folate,hard
Zomba,2,0.037804150454048946,-0.7363635056657389,0.0757686702130005,0.03780415045404895,region,Malawi,women_folate,hard
Chiradzulu,3,0.20678641232825495,1.5946374153662644,0.05027303797494587,0.20678641232825495,region,Malawi,women_folate,hard
Balaka,2,0.18599670877138672,-0.24337303859273468,0.2254579422585018,0.1859967087721593,national,Malawi,women_folate,hard
Dedza,3,0.023847100510548953,-0.7776740822097955,0.05025704531959307,0.023847100510551604,region,Malawi,women_folate,hard
Chikwawa,2,0.5995679955402851,0.9520435030260205,0.3672031433357508,0.5995679955402851,region,Malawi,women_folate,hard
Machinga,1,0.18599670877138672,0.5507282673846065,0.11640084732672615,0.18599670877003752,national,Malawi,women_folate,hard
Phalombe,1,0.18599670877138672,0.759059327635285,0.0966254787393773,0.18599670876812693,national,Malawi,women_folate,hard
Neno,2,0.18599670877138672,0.266202799137138,0.14943242566488374,0.18599670877138655,national,Malawi,women_folate,hard
(national),87,0.18599670877138672,NA,0.08895014455455774,0.18599670877138672,national,Malawi,women_folate,national
Blantyre,2,0.02280753744935077,1.6361894243560537,0.004530741610430106,0.02280753744939638,national,Malawi,women_b12,hard
Chitipa,5,0.048393992775392296,1.1788987004688745,0.015404367081663461,0.04839399277537609,region,Malawi,women_b12,hard
Karonga,4,0.010571911802044892,0.733388985237595,0.00511247096359,0.01057191180204489,region,Malawi,women_b12,hard
Lilongwe,4,0.029889687358213887,1.1579831412171937,0.009651646886060844,0.029889687358318283,region,Malawi,women_b12,hard
Mwanza,2,0.02280753744935077,0.709196044324582,0.011355255935810523,0.022807537449350775,national,Malawi,women_b12,hard
Mzimba,6,0.04879550421558708,1.9383776944346913,0.007387989855732205,0.04879550421558964,region,Malawi,women_b12,hard
Nkhotakota,4,0,NA,0.005680818452783099,0.005680818452783099,region,Malawi,women_b12,hard
Nsanje,3,0.02280753744935077,-0.47307211199671245,0.03609648410579339,0.022807537449343503,national,Malawi,women_b12,hard
Rumphi,5,0,NA,0.009298593728229646,0.009298593728229646,region,Malawi,women_b12,hard
Ntchisi,3,0.02280753744935077,0.651308846262492,0.012030905579527046,0.022807537449326967,national,Malawi,women_b12,hard
Mangochi,3,0.02280753744935077,0.7973117950971219,0.010406792018744717,0.022807537449350778,national,Malawi,women_b12,hard
Mchinji,4,0.054859353993951074,0.8812497219568224,0.023492229230493784,0.05485935399394661,region,Malawi,women_b12,hard
Ntcheu,4,0,NA,0.014959738136177498,0.014959738136177498,region,Malawi,women_b12,hard
Mulanje,2,0,NA,0.005516024938024921,0.005516024938024921,region,Malawi,women_b12,hard
Salima,4,0,NA,0.014134525655910397,0.014134525655910397,region,Malawi,women_b12,hard
Kasungu,4,0.08371258073834019,1.7411919737949033,0.01586463279771594,0.08371258073833535,region,Malawi,women_b12,hard
Dowa,4,0.06047074026596199,1.6205883791934221,0.012595711617249265,0.060470740265962,region,Malawi,women_b12,hard
Nkhata Bay,5,0,NA,0.005612353074255556,0.005612353074255556,region,Malawi,women_b12,hard
Thyolo,3,0,NA,0.008763604850802775,0.008763604850802775,region,Malawi,women_b12,hard
Zomba,2,0,NA,0.007606181907048326,0.007606181907048326,region,Malawi,women_b12,hard
Chiradzulu,3,0,NA,0.007378305688852566,0.007378305688852566,region,Malawi,women_b12,hard
Balaka,2,0.02280753744935077,1.31099514012418,0.006253388877040851,0.022807537449417277,national,Malawi,women_b12,hard
Dedza,3,0.02463125367602781,0.2974440530024706,0.018415555921129048,0.024631253676026612,region,Malawi,women_b12,hard
Chikwawa,2,0.037283999266367183,2.1812152314545097,0.004391927401305324,0.037283999266371715,region,Malawi,women_b12,hard
Machinga,1,0.02280753744935077,0.8905484106521467,0.009488499735672264,0.022807537449350775,national,Malawi,women_b12,hard
Phalombe,1,0,NA,0.0062492901878102684,0.0062492901878102684,region,Malawi,women_b12,hard
Neno,2,0.02280753744935077,0.5305810730010904,0.013545032040865016,0.02280753744908607,national,Malawi,women_b12,hard
(national),87,0.02280753744935077,NA,0.010781134231454308,0.02280753744935077,national,Malawi,women_b12,national
Blantyre,2,0.6114211444486362,1.0064785089502462,0.3665397576550177,0.6114211444486359,national,Malawi,child_zinc,hard
Chitipa,5,0.6056612509142153,1.78233181013222,0.23341649110230359,0.6056612509142351,region,Malawi,child_zinc,hard
Karonga,4,0.528639304523679,-0.24586373901462522,0.5890792843997035,0.5286393045236819,region,Malawi,child_zinc,hard
Lilongwe,4,0.6262168078359237,0.20207607089116042,0.57839143717767,0.6262168078360354,region,Malawi,child_zinc,hard
Mwanza,2,0.6114211444486362,-0.09423902084842367,0.6335068851688332,0.6114211444486456,national,Malawi,child_zinc,hard
Mzimba,6,0.48922514336517664,-0.24312852006928204,0.5484753315107922,0.48922514336517875,region,Malawi,child_zinc,hard
Nkhotakota,4,0.6413960335095616,0.35757037613626924,0.55591044378839,0.6413960335096881,region,Malawi,child_zinc,hard
Nsanje,3,0.7149706274749186,0.6988292513980997,0.5550554256770973,0.7149706274749085,region,Malawi,child_zinc,hard
Rumphi,5,0.3083559006645338,-1.330090879689793,0.6200674208426594,0.30835590066453455,region,Malawi,child_zinc,hard
Ntchisi,3,0.7910992596332763,1.4723361291749908,0.46586917630922053,0.7910992596332762,region,Malawi,child_zinc,hard
Mangochi,3,0.6876652583411381,0.45562741448297417,0.5833217326983867,0.6876652583412582,region,Malawi,child_zinc,hard
Mchinji,4,0.7129625020185694,0.6554067713023011,0.564072760049059,0.7129625020185693,region,Malawi,child_zinc,hard
Ntcheu,4,0.4400708181105019,-1.196505588691138,0.7211899828138197,0.4400708181105018,region,Malawi,child_zinc,hard
Mulanje,2,0.7055865419479971,0.09060554716161244,0.6869353384817946,0.7055865419479972,region,Malawi,child_zinc,hard
Salima,4,0.34797132563346034,-1.6453323888782223,0.7280486707058348,0.34797132563646155,region,Malawi,child_zinc,hard
Kasungu,4,0.48224319214672196,-0.7274285471872147,0.6583568889330582,0.48224319214672257,region,Malawi,child_zinc,hard
Dowa,4,0.4967228807007002,-0.6648821164861349,0.6564766332864553,0.49672288070070014,region,Malawi,child_zinc,hard
Nkhata Bay,5,0.6536314351828559,3.5073521469022206,0.07741012924523671,0.65363143518197,region,Malawi,child_zinc,hard
Thyolo,3,0.6114211444486362,-0.2522908651815202,0.6693691115958041,0.6114211444486362,national,Malawi,child_zinc,hard
Zomba,2,0.7895012310382291,0.7789253093985081,0.638806560865702,0.7895012310382286,region,Malawi,child_zinc,hard
Chiradzulu,3,0.8598692490526516,1.5139592388042207,0.5746348134955273,0.8598692490526525,region,Malawi,child_zinc,hard
Balaka,2,0.6114211444486362,-0.1621077707704674,0.6491587008226081,0.6114211444486362,national,Malawi,child_zinc,hard
Dedza,3,0.6847803301347162,0.5816258117239781,0.5540418367975981,0.684780330134715,region,Malawi,child_zinc,hard
Chikwawa,2,0.42403461114493834,-0.5877027897260534,0.5698714901576202,0.42403461114493035,region,Malawi,child_zinc,hard
Machinga,1,0.6114211444486362,-0.7520968636380033,0.7694816668551733,0.6114211444486363,national,Malawi,child_zinc,hard
Phalombe,1,0.6884786999489513,-0.1820794964278256,0.7261341048505079,0.6884786999526981,region,Malawi,child_zinc,hard
Neno,2,0.6114211444486362,-0.6411359171196986,0.7464006392236358,0.6114211444486362,national,Malawi,child_zinc,hard
(national),87,0.6114211444486362,NA,0.5448797498458643,0.6114211444486362,national,Malawi,child_zinc,national
Blantyre,2,0.6411263289957567,-0.5669879187199759,0.7589207727592211,0.6411263289957575,national,Malawi,women_zinc,hard
Chitipa,5,0.6926343214744297,-0.6628395957755809,0.813014610097672,0.6926343214743383,region,Malawi,women_zinc,hard
Karonga,4,0.593955603448614,0.9193130343938518,0.3834108689511579,0.593955603448614,region,Malawi,women_zinc,hard
Lilongwe,4,0.7518649263814741,1.5186343685162453,0.4256825399913525,0.7518649263814743,region,Malawi,women_zinc,hard
Mwanza,2,0.6411263289957567,-0.42854113111348485,0.7326885186008518,0.6411263289957568,national,Malawi,women_zinc,hard
Mzimba,6,0.6290110459202123,-0.08851861932703022,0.6490537655362298,0.6290110459202121,region,Malawi,women_zinc,hard
Nkhotakota,4,0.46858480585014056,-1.835844478787398,0.8407060183851068,0.4685848058501361,region,Malawi,women_zinc,hard
Nsanje,3,0.6411263289957567,-0.5221410100120043,0.7506009360911278,0.64112632899575706,national,Malawi,women_zinc,hard
Rumphi,5,0.30266917895850687,-2.4787683662498465,0.8343198785979428,0.30266917896221923,region,Malawi,women_zinc,hard
Ntchisi,3,0.6411263289957567,0.40668624046799484,0.5438938028529041,0.6411263289957564,national,Malawi,women_zinc,hard
Mangochi,3,0.6411263289957567,-0.5147411704253487,0.7489275585457656,0.6411263289957568,national,Malawi,women_zinc,hard
Mchinji,4,0.7084573186911762,0.03264521099035406,0.7017191326238567,0.7084573186911762,region,Malawi,women_zinc,hard
Ntcheu,4,0.5992264285810379,-1.0841405174491736,0.8116218970564064,0.5992264285813846,region,Malawi,women_zinc,hard
Mulanje,2,0.5294075382477201,-1.703951766555089,0.8528080577262752,0.5294075382469524,region,Malawi,women_zinc,hard
Salima,4,0.40775713550333065,-1.5037607353103684,0.7440190622429367,0.40775713550332987,region,Malawi,women_zinc,hard
Kasungu,4,0.48438110053595984,-1.0881243423228362,0.7321205592673475,0.48438110053589817,region,Malawi,women_zinc,hard
Dowa,4,0.42517678491235045,-1.9224219031082324,0.8298475430047179,0.42517678491235167,region,Malawi,women_zinc,hard
Nkhata Bay,5,0.7048125048007541,0.19254996871415783,0.6636223716516462,0.7048125048007547,region,Malawi,women_zinc,hard
Thyolo,3,0.6557083274388126,-0.7249631305932503,0.7891551453513755,0.6557083274388125,region,Malawi,women_zinc,hard
Zomba,2,0.7602188003070585,-0.219116393721848,0.7973551266226663,0.7602188003070584,region,Malawi,women_zinc,hard
Chiradzulu,3,0.8906310492241458,1.089925233468593,0.7389246269845267,0.8906310492241458,region,Malawi,women_zinc,hard
Balaka,2,0.6411263289957567,0.019505141610645912,0.6367983803101991,0.6411263289957486,national,Malawi,women_zinc,hard
Dedza,3,0.6600245551056151,-0.7435515413058978,0.8021178916778046,0.6600245551056174,region,Malawi,women_zinc,hard
Chikwawa,2,0.44540759713883205,-2.181008290627653,0.8756803488885767,0.44540759714325445,region,Malawi,women_zinc,hard
Machinga,1,0.6411263289957567,0.035458428037489324,0.6329277671760805,0.6411263289957568,national,Malawi,women_zinc,hard
Phalombe,1,0.8138576152993315,0.661686298058368,0.69287339676009,0.8138576152993318,region,Malawi,women_zinc,hard
Neno,2,0.6411263289957567,-0.8738173908711414,0.810245583627309,0.6411263289958975,national,Malawi,women_zinc,hard
(national),87,0.6411263289957567,NA,0.7112820220249364,0.6411263289957567,national,Malawi,women_zinc,national
