variable,level,prefix,source,source_kind,conceptual_domain,conceptual_subdomain,description,countries_present,n_countries,in_all_countries,reaches_area_model,reaches_individual_model,note
gw_HC6,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7B,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7C,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7D,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7E,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7F,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7G,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7H,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC7I,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC8,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC9A,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC9B,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC9C,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC9D,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC9E,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hCattleNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hcmalref,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hCookFuel,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hDrinkSource,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HDrinkTreatOK,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hDrinkTreatYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hDrinkWaterSafeYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hDrinkWaterSource,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_head,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_headlanguage,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hEducLevel,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hEducLevelYears,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_height,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_helevel,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hEthnic,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hExtWalls,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HExtWallsGrp3,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hFloor,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HFloorGrp2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hFowlNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hFowlYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hGoatsNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hGoatsYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH11H,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH11M,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH13H,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH13M,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH15,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH16,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH26A,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH26B,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH26C,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hh3,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH3,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH4,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH47,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH48,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH49,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hh5,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH50,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH50A,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH51,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH52,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH53,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH54,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH55,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH56,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hh5d,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH5D,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hh5m,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH5M,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH6,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH7,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH8,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HH9,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHandWashBarSoap,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHandWashDeter,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHandwashingH2OYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHandWashNone,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHandWashOth,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHandWashWater,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHandWashWhere,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasBike,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasElec,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasFrig,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasMobPhone,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasMotorcycle,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasRadio,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasSalt,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasShovelHoe,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasSickle,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasTV,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHasWatch,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHHNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hhid,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HHID,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hhln2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HHMembers_sum,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHRostAge01,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHRostAge02,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHRostAge03,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHRostAge04,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHRostAge05,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHRostAge06,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hHRostAge07,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
