variable,level,prefix,source,source_kind,conceptual_domain,conceptual_subdomain,description,countries_present,n_countries,in_all_countries,reaches_area_model,reaches_individual_model,note
gw_cStratum,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cStuntCat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cStuntSev,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cStuntYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cSugar,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cTea,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cti,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cttp,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cUnderCat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cUnderYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cUrbRur,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVA1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVA2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVA3,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVA4,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAD,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana;SierraLeone;Tanzania,3,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAD_Brinda,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAD_NoAdj,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAD_Thurn,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVADAdjBrinda,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVADAdjBrindaMRDR,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVADAdjSherryThurn,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVADAdjThurn,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAFruitVeg,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVARF,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAS,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAS_cat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAS_dayssince,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVAS_monthsince,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVASDate,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVASPast3M,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVegGreen,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVegOth,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVitADef,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVitARichFood,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVitASupp,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVitASuppl,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVitMinSupps,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cVits,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cWasteCat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cWasteOWCat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cWasteYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cWater,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cWeighedBirthYN,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cWeight,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_cwt,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_datalab,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_datalib,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_datasource,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_diar14d,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_DietMilkFreq,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_diffage_calc_quest,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_diffhead,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_diffheight,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_diffheight2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_diffMUAC,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_diffweight,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_DivScore6,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_DivScore7,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_donkey,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_echcm,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_ecrmm,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_EducYrs,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_electric_1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_electric_2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_electric_3,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_ethnicity,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_EU1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_EU2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_EU4,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_EU5,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_EU8,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_EU9,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FAC2_1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FAC3_1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FAC4_1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FAC5_1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_fer,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FerAdj,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_fever14d,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_ff1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_ff3,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_fieldworkhalf,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_floor_11,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_floor_32,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_floor_33,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_floor_34,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_Folate_nmol_L,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FoodGrp1Grains,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FoodGrp2Beans,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FoodGrp3Dairy,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FoodGrp4Meat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FoodGrp5Eggs,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FoodGrp6VitA,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_FoodGrp7Vegs,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_fsc,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_fuel_5,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_fuel_6,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_gchb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_gcmst,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_gender,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_B,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_C,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_D,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_E,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_F,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_G,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_H,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_goods_I,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_h_weight,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_handwash,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hAnySoap,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Ghana,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_haz06,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia;Ghana,2,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HbCat,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBirdsNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBreadType,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuyBreadTimes,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuyBreadTimeUnit,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuyFullLoafNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuyMedLoafNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuyOilQuant,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuyOilTimes,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuyOilTimeUnit,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_hBuySmLoafNumb,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,SierraLeone,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC10A,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC10B,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC10C,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC10D,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC10E,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC11,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC13,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC14,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC15,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC16A,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC16B,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC17,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC18A,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC18B,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC18C1,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC18C2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC18D,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC18E,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC18F,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC19,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC1C,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC2,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC3,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC4,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
gw_HC5,individual,gw_,GroundWork/biomarker survey items,survey (excluded from models),NA,NA,NA,Gambia,1,FALSE,FALSE,FALSE,excluded: biomarker survey block (proxy-only rule)
