"column","domain","source","n_countries","countries","completeness","subnational","tier","domain_block","modelled_surface","alignment_rule","year_used","year_offset_max_abs","finite_all","n_countries_finite","within_country_var","min","median","max","duplicate_of","flag_national_constant","flag_partial_coverage","flag_low_completeness","flag_duplicate","flag_survey_derived","flag_modelled_surface","flag_survey_year_matched","flag_year_offset_3plus","flag_declared_subnational_mismatch","finite_Gambia","finite_Ghana","finite_Malawi","finite_SierraLeone","sd_Gambia","sd_Ghana","sd_Malawi","sd_SierraLeone"
"aef_A10","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0878233922617182,0.0201877657751111,0.226156408018316,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0261,0.0402,0.0312,0.0251
"aef_A11","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.173205232639056,0.0404892343217721,0.213970409617755,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0158,0.0541,0.0564,0.047
"aef_A12","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.301287571044508,-0.119813800293441,0.0658986376008789,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0298,0.0493,0.0378,0.0427
"aef_A13","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.115876175086341,0.008456341126027,0.141187415856682,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0207,0.0344,0.0366,0.0194
"aef_A14","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.176254423790412,-0.0406978229709758,0.0597722050949829,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0236,0.0427,0.0306,0.0342
"aef_A15","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.171495574356913,-0.0280398645816264,0.2447588119973,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0214,0.0883,0.0405,0.0675
"aef_A16","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.186407282888302,-0.0170990174487466,0.212706353260995,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.035,0.056,0.0441,0.0355
"aef_A17","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0941975016531384,0.062023271563643,0.215350192429726,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0278,0.0491,0.0398,0.0283
"aef_A18","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.24162994138181,-0.0847441787494458,0.0566462966961313,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0252,0.0536,0.0372,0.0325
"aef_A19","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.171598977987832,0.144570610161319,0.260481260141542,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0198,0.0286,0.0346,0.0378
"aef_A20","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.4146728168778,-0.111478197733348,0.28842753563745,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0376,0.1023,0.045,0.0507
"aef_A21","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0309572247353194,0.144319767497197,0.338254687204363,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0449,0.0474,0.0337,0.0334
"aef_A22","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.290933791582615,0.016188734848843,0.269811746391493,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0332,0.0745,0.0248,0.0339
"aef_A23","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,0.0333336662196013,0.162920430937792,0.308081208464011,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0163,0.0388,0.0319,0.0372
"aef_A24","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.142560338537172,-0.0594392197906738,0.122573965565955,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.016,0.066,0.0236,0.0246
"aef_A25","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0346700618209197,0.122477166711729,0.298978698819741,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0342,0.0501,0.0294,0.0321
"aef_A26","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.104162049303285,0.115977108727376,0.203948922942181,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.035,0.0594,0.0306,0.0346
"aef_A27","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.210425952027786,-0.0292332822266022,0.32375763539996,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0152,0.0392,0.0338,0.0217
"aef_A28","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.297182479225995,-0.110763011862421,0.115355692498454,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.038,0.0486,0.0322,0.04
"aef_A29","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.190272159927826,0.147067150857543,0.314669693872569,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.032,0.0527,0.0344,0.0267
"aef_A30","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.24703624467751,-0.116104778551808,0.144267934287407,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0216,0.0653,0.035,0.0468
"aef_A31","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.182914951860332,-0.00438245938640528,0.267759731660533,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0236,0.0476,0.0277,0.0429
"aef_A32","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.277914904995462,-0.0925662170167191,0.181189052075456,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0139,0.05,0.0253,0.0407
"aef_A33","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.24609478963499,-0.0755175699128982,0.177472721274634,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0142,0.0803,0.0409,0.0368
"aef_A34","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.254664275167539,-0.00432921162989,0.271991555807347,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0385,0.0815,0.0375,0.0299
"aef_A35","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.171461062801905,-0.0193692216851043,0.206289097358108,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.033,0.0535,0.0703,0.0422
"aef_A36","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.328752671774059,-0.0787231217940819,0.125811146438896,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0348,0.0774,0.0431,0.0442
"aef_A37","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.109177958602755,0.0220082925253999,0.206377021050161,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0321,0.0884,0.048,0.049
"aef_A38","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.182095153140014,-0.0524920108497019,0.245175547113884,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0165,0.102,0.024,0.0617
"aef_A39","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0812137128979695,0.0897962023960354,0.264771159342211,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0257,0.0746,0.0249,0.049
"aef_A40","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.308346253913952,0.0578414126095684,0.209702794804331,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.033,0.0428,0.0416,0.0255
"aef_A41","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.219427776049467,-0.0652767064735239,0.054366155925349,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0149,0.0389,0.024,0.0244
"aef_A42","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.237162184022307,-0.120380002111399,0.0636895868170161,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0199,0.0665,0.048,0.0541
"aef_A43","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0142075395773001,0.135611479547042,0.374340330636216,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0321,0.0699,0.0239,0.0252
"aef_A44","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.297025627842347,-0.034341657929608,0.264522360081092,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0345,0.045,0.0378,0.0227
"aef_A45","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.229144413211506,-0.156420490518866,0.1533684178933,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0242,0.0835,0.0247,0.0298
"aef_A46","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.27643592761421,-0.0795644776972487,0.170755222643865,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.033,0.065,0.0308,0.0392
"aef_A47","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.086614931570464,-0.0162044575887354,0.220313747363752,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0313,0.0479,0.032,0.0646
"aef_A48","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.192159957185079,-0.0875977242925099,0.0818313218956261,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0201,0.0414,0.031,0.0354
"aef_A49","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.132205619728287,-0.027005517368032,0.108686545455612,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0388,0.0476,0.0332,0.0307
"aef_A50","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.045018333930924,0.072747705431309,0.241642213209063,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0397,0.0428,0.0257,0.0236
"aef_A51","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.173253101213881,0.060431129903432,0.193001538064772,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0237,0.1053,0.0302,0.0421
"aef_A52","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.222157805071508,-0.068302787503721,0.078868236387915,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0248,0.0413,0.0571,0.0329
"aef_A53","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0743224119532034,0.112926614089073,0.384631739909571,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.021,0.0605,0.0268,0.0276
"aef_A54","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.11983777725899,0.0900361448264643,0.244837454156412,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0209,0.0333,0.035,0.0289
"aef_A55","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.160405660671866,-0.0123887869352526,0.149595297036761,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0299,0.0648,0.0195,0.0375
"aef_A56","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0836926015669774,0.0323616035638958,0.185535722728434,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0236,0.0219,0.0355,0.0181
"aef_A57","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.120825669791865,-0.00633039014224738,0.135598966455192,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0294,0.037,0.0298,0.0159
"aef_A58","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.288840656633713,-0.0872545302653896,0.143410713214405,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0201,0.0913,0.0506,0.0597
"aef_A59","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.162240469342602,0.0498649433564432,0.348314188705211,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0319,0.1313,0.0202,0.0635
"aef_A60","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.314490796569367,-0.0413303917904587,0.253145515488595,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.03,0.0796,0.0422,0.0501
"aef_A61","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.198785122293432,-0.00696102254879404,0.192060435227015,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0347,0.0849,0.0466,0.0284
"aef_A62","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.0937188619484414,0.0524569429652548,0.216016094592031,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0321,0.0454,0.0304,0.0413
"aef_A63","Satellite embedding","AlphaEarth (GEE)",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Satellite embedding",FALSE,"alphaearth_2017","2017",4,1,4,TRUE,-0.450011108043383,0.0962993222907671,0.258705212687223,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.0133,0.0422,0.0532,0.0215
"aod_t0","Climate and weather","GEE",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Climate and weather",FALSE,"gee_t0","Gambia=2018;Ghana=2017;Malawi=2016;SierraLeone=2013",0,1,4,TRUE,249.112396240234,371.143859863281,948.813659667969,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,33.3899,127.3204,35.4051,32.0552
"built_surface","Ruralness, population density, built environment","GEE",4,"Gambia|Ghana|Malawi|SierraLeone",1,TRUE,"open","Ruralness, population density, built environment",FALSE,"ghsl_epoch","Gambia=2020;Ghana=2015;Malawi=2015;SierraLeone=2015",2,1,4,TRUE,0.0617707036435604,90.2701797485352,5993.9453125,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,432.3707,1191.8361,383.9133,706.6861
