Admin1,n_areas,target,delta,before,after,used,country,outcome,arm
Western North,1,0.07574165056497939,0.795032528189528,0.03568471188468371,0.07574165056497932,national,Ghana,women_iron,hard
(national),75,0.07574165056497939,NA,0.08503912269462256,0.07574165056497939,national,Ghana,women_iron,national
Greater Accra,8,0.5161290322580645,1.2268648391907213,0.24393349819361745,0.5161290322555045,region,Ghana,women_folate,hard
Eastern,5,0.5706230958580456,0.08781742653308622,0.5522075057760907,0.5706230958580139,region,Ghana,women_folate,hard
Ashanti,12,0.5157894736842106,0.6974794178395419,0.34743685504528643,0.5157894736802072,region,Ghana,women_folate,hard
Volta,4,0.5458601808320227,0.5340740143963602,0.42667462165832865,0.5458601808372976,national,Ghana,women_folate,hard
Central,6,0.5517241379310345,3.318319818807766,0.06963152222937324,0.5517241379276566,region,Ghana,women_folate,hard
Ahafo,2,0.5458601808320227,-0.18722768923220773,0.5917226422291124,0.5458601808319982,national,Ghana,women_folate,hard
Upper East,5,0.5666666666666667,-0.36018057263952064,0.651384230646226,0.5666666666664021,region,Ghana,women_folate,hard
Savannah,4,0.5458601808320227,-1.2140885224548046,0.8017711865449538,0.5458601808285202,national,Ghana,women_folate,hard
North East,3,0.5458601808320227,-1.046781433376517,0.7722573832543628,0.5458601808281387,national,Ghana,women_folate,hard
Bono,3,0.5458601808320227,-0.3097069245773976,0.6196153924637134,0.5458601808317857,national,Ghana,women_folate,hard
Western,5,0.5458601808320227,1.071350817526107,0.2955004591963266,0.5458601808320735,national,Ghana,women_folate,hard
Northern,8,0.6458333333333334,0.01672937350012894,0.6420914433042666,0.6458333333333076,region,Ghana,women_folate,hard
Upper West,5,0.5458601808320227,-0.9575194144502622,0.7557071048398674,0.5458601808285896,national,Ghana,women_folate,hard
Bono East,3,0.5458601808320227,-0.8541695183841203,0.7368939817551933,0.5458601808289653,national,Ghana,women_folate,hard
Oti,1,0.5458601808320227,-1.3212270639197126,0.8183464986171124,0.5458601808300458,national,Ghana,women_folate,hard
Western North,1,0.5458601808320227,0.810145904602681,0.34837536190122403,0.5458601808320233,national,Ghana,women_folate,hard
(national),75,0.5458601808320227,NA,0.3023040325387889,0.5458601808320227,national,Ghana,women_folate,national
Greater Accra,8,0.048387096774193554,1.0212703758361648,0.017998825017853534,0.048387096774192145,region,Ghana,women_b12,hard
Eastern,5,0.04770854490466158,0.16200423136544215,0.04245052094129918,0.04770854490466984,region,Ghana,women_b12,hard
Ashanti,12,0.05263157894736842,0.6230813589965123,0.028995168577218167,0.05263157894736875,region,Ghana,women_b12,hard
Volta,4,0.07008314907753983,1.2236767805137478,0.021696714102173494,0.07008314907753976,national,Ghana,women_b12,hard
Central,6,0,NA,0.013911166447842674,0.013911166447842674,region,Ghana,women_b12,hard
Ahafo,2,0.07008314907753983,1.3040300832809355,0.02005473494968805,0.07008314907753799,national,Ghana,women_b12,hard
Upper East,5,0,NA,0.1315007634212093,0.1315007634212093,region,Ghana,women_b12,hard
Savannah,4,0.07008314907753983,0.14581497519674858,0.061180476175971214,0.07008314907753972,national,Ghana,women_b12,hard
North East,3,0.07008314907753983,0.7293012932306044,0.03510858771101691,0.07008314907753976,national,Ghana,women_b12,hard
Bono,3,0.07008314907753983,0.844715197294031,0.03143752361078081,0.07008314907685688,national,Ghana,women_b12,hard
Western,5,0.07008314907753983,3.0012816434217036,0.0037469910090328915,0.07008314907754018,national,Ghana,women_b12,hard
Northern,8,0.25,2.728597969154125,0.021308199627823973,0.2499999999977215,region,Ghana,women_b12,hard
Upper West,5,0.07008314907753983,0.009542672170727037,0.06946407772583042,0.07008314907753985,national,Ghana,women_b12,hard
Bono East,3,0.07008314907753983,1.2162000860638529,0.021849435157725066,0.07008314907753975,national,Ghana,women_b12,hard
Oti,1,0.07008314907753983,0.1384744897880143,0.06157845039204309,0.07008314907753965,national,Ghana,women_b12,hard
Western North,1,0.07008314907753983,1.7296546477622385,0.013189363667388872,0.07008314907821592,national,Ghana,women_b12,hard
(national),75,0.07008314907753983,NA,0.022959366740477462,0.07008314907753983,national,Ghana,women_b12,national
