country,outcome,Admin1,Admin2,svy_prev,svy_prev_se,svy_prev_low,svy_prev_upp,n_svy,svy_cv,svy_ci_width,region_target,v_d,tau2,tau2_source,lambda_emp,lambda,eb_prev,eb_source,rank,rank_lo,rank_hi,r_max_emp,admin2_released,suppression_reason,calibration_status
Gambia,child_vitA,Maccarthy Island,Lower Saloum,0.17874994995154347,0.01946756785007218,0.1399132147257529,0.21758668517733404,39,0.10890950098363417,0.07767347045158113,0.308465,0.00584208,0.01839101,split_half_reliability,0.6355,0.7589,0.210022,region,10,5,22,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Maccarthy Island,Niamina Dankunku,0.38235294117647056,3.4694469519536154e-17,0.3823529411764705,0.3823529411764706,34,9.073938182032533e-17,1.1102230246251565e-16,0.280934,0.01045318,0.01839101,split_half_reliability,0.6355,0.6376,0.345599,region,2,1,12,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Maccarthy Island,Niamina East,0.25,2.775557561562892e-17,0.24999999999999994,0.25000000000000006,28,1.1102230246251568e-16,1.1102230246251565e-16,0.296288,0.01027157,0.01839101,split_half_reliability,0.6355,0.6416,0.266588,region,7,2,19,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Maccarthy Island,Niani,0.30796573834652313,0.08191066007019396,0.1445584425910822,0.4713730341019641,45,0.2659732881650233,0.3268145915108819,0.289388,0.00715696,0.01839101,split_half_reliability,0.6355,0.7199,0.302761,region,5,1,15,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Maccarthy Island,Nianija,0.1361608612728394,0.023569588096318084,0.08914081956412351,0.18318090298155532,22,0.1731010503017405,0.09404008341743181,0.304047,0.00878741,0.01839101,split_half_reliability,0.6355,0.6767,0.190442,region,16,5,24,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Maccarthy Island,Sami,0.38888888888888884,4.8572257327350586e-17,0.38888888888888873,0.38888888888888895,18,1.2490009027033009e-16,2.220446049250313e-16,0.286106,0.01990997,0.01839101,split_half_reliability,0.6355,0.4802,0.335459,region,3,1,16,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Upper River,Sandu,0.25,0,0.25,0.25,16,0,0,0.272119,0.01824719,0.01839101,split_half_reliability,0.6355,0.502,0.261016,region,8,2,21,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,North Bank,Upper Baddibu,0.08873102064592955,0.02545770775987304,0.03794428327123088,0.1395177580206282,34,0.28690876735723525,0.10157347474939733,0.152542,0.00398757,0.01839101,split_half_reliability,0.6355,0.8218,0.100101,region,22,14,28,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,North Bank,Upper Nuimi,0.22222222222222224,1.387778780781446e-17,0.2222222222222222,0.22222222222222227,9,6.245004513516507e-17,5.551115123125783e-17,0.119248,0.03125,0.01839101,split_half_reliability,0.6355,0.3705,0.157398,region,17,4,29,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Maccarthy Island,Upper Saloum,0.3,3.469446951953615e-18,0.3,0.3,10,1.1564823173178718e-17,0,0.291829,0.03254132,0.01839101,split_half_reliability,0.6355,0.3611,0.29478,region,6,1,20,0.7972,TRUE,NA,calibration_failed
Gambia,child_vitA,Upper River,Wuli,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,9,0,0,0.27914,0.02125,0.01839101,split_half_reliability,0.6355,0.4639,0.201185,region,13,3,26,0.7972,TRUE,NA,calibration_failed
Gambia,women_vitA,Banjul,Banjul,0,0,0,0,232,NA,0,0.029916,1.384e-5,0.00235037,split_half_reliability,0.4148,0.9941,1.75e-4,national,30,19,27,0.6441,TRUE,NA,passed
Gambia,women_vitA,North Bank,Central Baddibu,0.06060606060606061,2.1684043449710096e-18,0.0606060606060606,0.060606060606060615,33,3.577867169202166e-17,1.3877787807814457e-17,0.009759,0.00309649,0.00235037,split_half_reliability,0.4148,0.4315,0.0317,region,10,2,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Western,Foni Bintang Karanai,0,0,0,0,20,NA,0,0.010684,0.0017432,0.00235037,split_half_reliability,0.4148,0.5742,0.00455,region,26,6,30,0.6441,TRUE,NA,passed
Gambia,women_vitA,Western,Foni Brefet,0.05882352941176471,8.673617379884037e-19,0.05882352941176471,0.05882352941176471,17,1.4745149545802863e-17,0,0.005861,0.0067402,0.00235037,split_half_reliability,0.4148,0.2586,0.019555,region,18,2,30,0.6441,TRUE,NA,passed
Gambia,women_vitA,Upper River,Fulladu East,0.025196820445441238,0.012256839383846536,7.450949129307674e-4,0.04964854597795171,153,0.4864438912197796,0.04890345106502094,0.093023,2.6941e-4,0.00235037,split_half_reliability,0.4148,0.8972,0.032172,region,9,5,21,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Fulladu West,0.02188734920444337,0.016727012841515794,-0.011482128372178452,0.055256826781065194,147,0.7642320084206464,0.06673895515324364,0.063783,2.4987e-4,0.00235037,split_half_reliability,0.4148,0.9039,0.025913,region,11,6,22,0.6441,TRUE,NA,passed
Gambia,women_vitA,Lower River,Jarra East,0.1417916779718894,0.01145276766615986,0.11894403162599537,0.16463932431778344,43,0.08077179020640692,0.04569529269178807,0,0.00444603,0.00235037,split_half_reliability,0.4148,0.3458,0.049035,region,3,1,27,0.6441,TRUE,NA,passed
Gambia,women_vitA,Lower River,Jarra West,0,0,0,0,61,NA,0,0.072584,1.9671e-4,0.00235037,split_half_reliability,0.4148,0.9228,0.005606,region,25,12,28,0.6441,TRUE,NA,passed
Gambia,women_vitA,North Bank,Jokadu,0,0,0,0,12,NA,0,0.022581,0.00462278,0.00235037,split_half_reliability,0.4148,0.3371,0.01497,region,19,3,30,0.6441,TRUE,NA,passed
Gambia,women_vitA,Banjul,Kanifing,0.01322702636478957,0.007713707306896925,-0.0021613986605836504,0.02861545139016279,139,0.5831777373205261,0.030776850050746443,0.026289,1.7725e-4,0.00235037,split_half_reliability,0.4148,0.9299,0.014143,national,20,10,26,0.6441,TRUE,NA,passed
Gambia,women_vitA,Upper River,Kantora,0.1764705882352941,0,0.1764705882352941,0.1764705882352941,17,0,0,0.027124,0.01382081,0.00235037,split_half_reliability,0.4148,0.1453,0.04883,region,4,1,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Lower River,Kiang Central,0,0,0,0,20,NA,0,0.048776,0.0017432,0.00235037,split_half_reliability,0.4148,0.5742,0.020771,region,15,4,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Lower River,Kiang East,0,0,0,0,21,NA,0,0.04917,0.00158648,0.00235037,split_half_reliability,0.4148,0.597,0.019815,region,17,4,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Western,Kombo Central,0,0,0,0,42,NA,0,0.011927,4.1045e-4,0.00235037,split_half_reliability,0.4148,0.8513,0.001773,region,29,11,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Western,Kombo East,0,0,0,0,28,NA,0,0.011105,9.0772e-4,0.00235037,split_half_reliability,0.4148,0.7214,0.003094,region,27,8,30,0.6441,TRUE,NA,passed
Gambia,women_vitA,Western,Kombo Saint Mary,0.013203069882629632,0.01310516603325492,-0.012941021009631378,0.039347160774890644,95,0.9925847662517095,0.05228818178452202,0.007353,2.8326e-4,0.00235037,split_half_reliability,0.4148,0.8924,0.012574,region,21,9,27,0.6441,TRUE,NA,passed
Gambia,women_vitA,Western,Kombo South,0,0,0,0,29,NA,0,0.01116,8.477e-4,0.00235037,split_half_reliability,0.4148,0.7349,0.002958,region,28,8,30,0.6441,TRUE,NA,passed
Gambia,women_vitA,North Bank,Lower Baddibu,0,0,0,0,23,NA,0,0.024507,0.00133039,0.00235037,split_half_reliability,0.4148,0.6386,0.008858,region,23,6,30,0.6441,TRUE,NA,passed
Gambia,women_vitA,North Bank,Lower Nuimi,0,0,0,0,29,NA,0,0.025702,8.477e-4,0.00235037,split_half_reliability,0.4148,0.7349,0.006813,region,24,8,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Lower Saloum,0.011865608731859505,0.015096728326539141,-0.018251540226289317,0.04198275769000833,29,1.2723096359990353,0.06023429791629765,0.047682,0.0014144,0.00235037,split_half_reliability,0.4148,0.6243,0.025322,region,12,3,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Niamina Dankunku,0,0,0,0,20,NA,0,0.047397,0.0017432,0.00235037,split_half_reliability,0.4148,0.5742,0.020183,region,16,4,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Niamina East,0.13043478260869568,4.5102810375397046e-17,0.1304347826086956,0.13043478260869576,23,3.4578821287804396e-16,1.6653345369377348e-16,0.037709,0.00812387,0.00235037,split_half_reliability,0.4148,0.2244,0.058517,region,2,1,27,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Niani,0.10135166268514711,0.02263847546733303,0.0561891398465734,0.14651418552372084,45,0.22336560513723724,0.09032504567714744,0.035031,0.0032638,0.00235037,split_half_reliability,0.4148,0.4186,0.062796,region,1,1,23,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Nianija,0.0477098880449538,0.029051264169449188,-0.01024579821295804,0.10566557430286563,21,0.6089149515940206,0.11591137251582367,0.044183,0.00454342,0.00235037,split_half_reliability,0.4148,0.3409,0.045385,region,7,1,28,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Sami,0.05263157894736842,1.1275702593849262e-17,0.0526315789473684,0.05263157894736844,19,2.1423834928313597e-16,4.163336342344337e-17,0.043894,0.00547697,0.00235037,split_half_reliability,0.4148,0.3003,0.046518,region,6,1,28,0.6441,TRUE,NA,passed
Gambia,women_vitA,Upper River,Sandu,0,0,0,0,15,NA,0,0.043398,0.00302734,0.00235037,split_half_reliability,0.4148,0.4371,0.024431,region,14,2,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,North Bank,Upper Baddibu,0.030561624570691986,0.01027195636319964,0.010069632319745246,0.051053616821638725,38,0.3361063591184302,0.04098398450189348,0.017544,0.00160989,0.00235037,split_half_reliability,0.4148,0.5935,0.02527,region,13,3,29,0.6441,TRUE,NA,passed
Gambia,women_vitA,North Bank,Upper Nuimi,0,0,0,0,17,NA,0,0.023417,0.0023829,0.00235037,split_half_reliability,0.4148,0.4966,0.011789000000000001,region,22,4,30,0.6441,TRUE,NA,passed
Gambia,women_vitA,Maccarthy Island,Upper Saloum,0.07142857142857142,5.204170427930425e-18,0.07142857142857141,0.07142857142857144,14,7.285838599102596e-17,2.7755575615628914e-17,0.043172,0.00964286,0.00235037,split_half_reliability,0.4148,0.196,0.04871,region,5,1,28,0.6441,TRUE,NA,passed
Gambia,women_vitA,Upper River,Wuli,0.0909090909090909,3.469446951953615e-18,0.0909090909090909,0.0909090909090909,11,3.816391647148977e-17,0,0.037055,0.01491477,0.00235037,split_half_reliability,0.4148,0.1361,0.044386,region,8,1,29,0.6441,TRUE,NA,passed
Gambia,child_iron,Banjul,Banjul,0.4735937386684563,0.03262381667262411,0.40851100517410577,0.5386764721628068,96,0.06888565875965416,0.13016546698870102,0.637946,0.00389558,0.0207717,split_half_reliability,0.5678,0.8421,0.499549,national,28,19,29,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,North Bank,Central Baddibu,0.6428571428571428,4.8572257327350586e-17,0.6428571428571427,0.6428571428571429,14,7.555684473143425e-17,2.220446049250313e-16,0.664854,0.02488095,0.0207717,split_half_reliability,0.5678,0.455,0.654846,region,16,3,26,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Western,Foni Bintang Karanai,0.47058823529411764,6.93889390390723e-18,0.47058823529411764,0.47058823529411764,17,1.4745149545802863e-17,0,0.546395,0.02199074,0.0207717,split_half_reliability,0.5678,0.4857,0.509572,region,25,13,30,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Western,Foni Brefet,0.6363636363636364,1.387778780781446e-17,0.6363636363636364,0.6363636363636364,11,2.1807952269422723e-17,0,0.529885,0.03196023,0.0207717,split_half_reliability,0.5678,0.3939,0.571828,region,22,7,29,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Upper River,Fulladu East,0.6083208562145317,0.05235094866153181,0.5038835712056944,0.712758141223369,124,0.0860581190447786,0.20887457001767462,0.675,0.00288452,0.0207717,split_half_reliability,0.5678,0.8781,0.616451,region,19,11,24,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Fulladu West,0.7249368716059348,0.02025613236862029,0.6845269932093504,0.7653467500025192,112,0.02794192592762923,0.08081975679316877,0.712793,0.00268252,0.0207717,split_half_reliability,0.5678,0.8856,0.723548,region,6,3,16,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Lower River,Jarra East,0.8033318431157576,0.036580735673461956,0.7303552722027349,0.8763084140287802,52,0.045536269957359064,0.14595314182604535,0.562577,0.00465661,0.0207717,split_half_reliability,0.5678,0.8169,0.759243,region,4,2,15,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Lower River,Jarra West,0.359107369139993,0.02107304269487711,0.3170677992334889,0.4011469390464972,35,0.058681732834789245,0.0840791398130083,0.762992,0.00991015,0.0207717,split_half_reliability,0.5678,0.677,0.489561,region,29,17,30,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,North Bank,Jokadu,0.7857142857142858,1.0755285551056195e-16,0.7857142857142856,0.785714285714286,14,1.3688545246798792e-16,4.440892098500626e-16,0.639538,0.01916667,0.0207717,split_half_reliability,0.5678,0.5201,0.715563,region,8,2,23,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Banjul,Kanifing,0.47361199352160166,0.04990980999677404,0.3740446468996639,0.5731793401435394,72,0.10538122066053132,0.19913469324387556,0.633753,0.00519422,0.0207717,split_half_reliability,0.5678,0.8,0.505647,national,27,18,29,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Upper River,Kantora,0.8666666666666667,6.071532165918817e-17,0.8666666666666666,0.8666666666666668,15,7.005614037598636e-17,2.220446049250313e-16,0.600213,0.01318359,0.0207717,split_half_reliability,0.5678,0.6117,0.763213,region,3,1,18,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Lower River,Kiang Central,0.6666666666666666,2.775557561562892e-17,0.6666666666666666,0.6666666666666666,24,4.163336342344338e-17,0,0.654514,0.014025,0.0207717,split_half_reliability,0.5678,0.5969,0.661768,region,15,4,25,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Lower River,Kiang East,0.7727272727272727,0,0.7727272727272727,0.7727272727272727,22,0,0,0.633712,0.01240548,0.0207717,split_half_reliability,0.5678,0.6261,0.720747,region,7,2,21,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Western,Kombo Central,0.3300182481518789,0.08381367911619939,0.16281453327574769,0.49722196302801014,26,0.2539668020952198,0.33440742975226245,0.581656,0.01287732,0.0207717,split_half_reliability,0.5678,0.6173,0.426319,region,30,21,30,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Western,Kombo East,0.6000000000000001,8.32667268468868e-17,0.6,0.6000000000000002,20,1.3877787807814464e-16,2.220446049250313e-16,0.528095,0.01806973,0.0207717,split_half_reliability,0.5678,0.5348,0.566548,region,23,9,29,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Western,Kombo Saint Mary,0.6347092567755424,0.08740493062196641,0.46034119117348427,0.8090773223776004,56,0.13770861176029164,0.3487361312041162,0.47936,0.00622726,0.0207717,split_half_reliability,0.5678,0.7694,0.598878,region,21,10,27,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Western,Kombo South,0.47368421052631576,6.938893903907231e-17,0.47368421052631565,0.4736842105263159,19,1.4648776019359711e-16,2.220446049250313e-16,0.547109,0.0196875,0.0207717,split_half_reliability,0.5678,0.5134,0.509413,region,26,13,30,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,North Bank,Lower Baddibu,0.6666666666666667,8.32667268468868e-17,0.6666666666666666,0.6666666666666669,9,1.2490009027033018e-16,2.220446049250313e-16,0.660994,0.03791667,0.0207717,split_half_reliability,0.5678,0.3539,0.663002,region,13,2,27,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,North Bank,Lower Nuimi,0.5746551456484323,0.05566643747961538,0.46360364142311994,0.6857066498737447,13,0.0968692926551666,0.2221030084506248,0.675662,0.02829166,0.0207717,split_half_reliability,0.5678,0.4234,0.632899,region,18,4,28,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Lower Saloum,0.6340624624636575,0.014600675887554206,0.6049349110443144,0.6631900138830006,39,0.023027188568809295,0.05825510283868618,0.729387,0.00895826,0.0207717,split_half_reliability,0.5678,0.6987,0.662786,region,14,5,24,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Niamina Dankunku,0.7647058823529411,6.765421556309561e-17,0.764705882352941,0.7647058823529412,34,8.847089727481735e-17,2.220446049250313e-16,0.711304,0.00811224,0.0207717,split_half_reliability,0.5678,0.7191,0.749708,region,5,2,18,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Niamina East,0.7142857142857142,7.979727989493311e-17,0.7142857142857141,0.7142857142857143,28,1.1171619185290639e-16,2.220446049250313e-16,0.717535,0.01109967,0.0207717,split_half_reliability,0.5678,0.6517,0.715417,region,9,2,21,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Niani,0.6719206344240587,0.020716760861553114,0.6305918273274302,0.7132494415206871,44,0.030832154573301095,0.0826576141932569,0.724848,0.0075594,0.0207717,split_half_reliability,0.5678,0.7332,0.686043,region,10,4,22,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Nianija,0.5904021531820985,0.0589239702407952,0.47285204891030885,0.7079522574538882,22,0.09980310864926877,0.23510020854357938,0.727063,0.01653564,0.0207717,split_half_reliability,0.5678,0.5568,0.650974,region,17,4,26,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Sami,0.9444444444444444,2.3418766925686924e-17,0.9444444444444444,0.9444444444444444,18,2.479634145072733e-17,0,0.703037,0.00605956,0.0207717,split_half_reliability,0.5678,0.7742,0.889925,region,1,1,6,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Upper River,Sandu,0.4375,0,0.4375,0.4375,16,0,0,0.644809,0.02311311,0.0207717,split_half_reliability,0.5678,0.4733,0.546685,region,24,10,30,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,North Bank,Upper Baddibu,0.7074403506014929,0.0800099386738867,0.5478248902810113,0.8670558109219745,34,0.1130977878288384,0.31923092064096315,0.635094,0.0092379,0.0207717,split_half_reliability,0.5678,0.6922,0.68517,region,11,3,22,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,North Bank,Upper Nuimi,0.4444444444444445,0,0.4444444444444445,0.4444444444444445,9,0,0,0.684803,0.04125,0.0207717,split_half_reliability,0.5678,0.3349,0.604305,region,20,4,29,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Maccarthy Island,Upper Saloum,0.8888888888888888,5.551115123125784e-17,0.8888888888888887,0.888888888888889,9,6.245004513516507e-17,2.220446049250313e-16,0.712036,0.02125,0.0207717,split_half_reliability,0.5678,0.4943,0.79945600000000006,region,2,1,17,0.7535,TRUE,NA,calibration_failed
Gambia,child_iron,Upper River,Wuli,0.7777777777777777,9.714451465470117e-17,0.7777777777777775,0.7777777777777779,9,1.2490009027033009e-16,4.440892098500626e-16,0.615689,0.03125,0.0207717,split_half_reliability,0.5678,0.3993,0.680409,region,12,2,25.049999999999955,0.7535,TRUE,NA,calibration_failed
Gambia,women_iron,Banjul,Banjul,0.34413119665356046,0.02706167919991969,0.29014462380857775,0.39811776949854316,225,0.07863768081207381,0.10797314568996541,0.472321,0.00150613,0.02779296,split_half_reliability,0.6784,0.9486,0.350721,national,28,20,29,0.8237,TRUE,NA,passed
Gambia,women_iron,North Bank,Central Baddibu,0.4545454545454546,4.5102810375397046e-17,0.4545454545454545,0.4545454545454547,33,9.92261828258735e-17,2.220446049250313e-16,0.424815,0.01127517,0.02779296,split_half_reliability,0.6784,0.7114,0.445965,region,19,9,28,0.8237,TRUE,NA,passed
Gambia,women_iron,Western,Foni Bintang Karanai,0.35000000000000003,6.245004513516515e-17,0.3499999999999999,0.35000000000000014,20,1.7842870038618613e-16,2.220446049250313e-16,0.366452,0.01721939,0.02779296,split_half_reliability,0.6784,0.6175,0.356294,region,26,13,30,0.8237,TRUE,NA,passed
Gambia,women_iron,Western,Foni Brefet,0.29411764705882354,2.775557561562892e-17,0.2941176470588235,0.2941176470588236,17,9.436895709313833e-17,1.1102230246251565e-16,0.370681,0.01872277,0.02779296,split_half_reliability,0.6784,0.5975,0.324935,region,29,15,30,0.8237,TRUE,NA,passed
Gambia,women_iron,Upper River,Fulladu East,0.47164905936463764,0.07374286230988931,0.32453607430263964,0.6187620444266356,152,0.15635112769911794,0.294225970123996,0.744186,0.00245928,0.02779296,split_half_reliability,0.6784,0.9187,0.493804,region,17,10,21,0.8237,TRUE,NA,passed
Gambia,women_iron,Maccarthy Island,Fulladu West,0.4961439000233724,0.01760773372059586,0.46101743236704057,0.5312703676797043,147,0.035489166993217885,0.07025293531266369,0.626328,0.00255087,0.02779296,split_half_reliability,0.6784,0.9159,0.507088,region,14,9,20,0.8237,TRUE,NA,passed
Gambia,women_iron,Lower River,Jarra East,0.6515859396197293,0.002147393937404963,0.6473020059298742,0.6558698733095845,43,0.003295641920478209,0.00856786737971027,0.526562,0.00795538,0.02779296,split_half_reliability,0.6784,0.7775,0.623763,region,6,2,16,0.8237,TRUE,NA,passed
Gambia,women_iron,Lower River,Jarra West,0.4378577063975018,0.019377462035877143,0.39920072735261414,0.4765146854423895,61,0.04425515813186496,0.07731395808977537,0.654979,0.00605562,0.02779296,split_half_reliability,0.6784,0.8211,0.476701,region,18,9,24,0.8237,TRUE,NA,passed
Gambia,women_iron,North Bank,Jokadu,0.5833333333333334,5.551115123125784e-17,0.5833333333333333,0.5833333333333335,12,9.516197353929915e-17,2.220446049250313e-16,0.41814,0.03051036,0.02779296,split_half_reliability,0.6784,0.4767,0.496887,region,16,4,28,0.8237,TRUE,NA,passed
