country,outcome,arm,n_clusters,n_districts,n_districts_eval,median_clusters_per_district,districts_single_cluster,pearson_r,spearman_r,pred_sd_over_truth_sd,correlation_degenerate,correlation_is_mechanical,mae_pp,rmse_pp,bias_pp,calib_slope,aggregation,covariates_district_constant,seed,r_max,r_max_hi,r_share,signal,elapsed_min,analysis_profile
Malawi,women_iron,spatial_only,103,87,51,1,74,-0.036687361042134915,-0.006761383531548797,0.4,FALSE,FALSE,11.436286978424215,14.179845568822843,2.3265906801059555,-0.0917162693455699,cluster-count weighted (not population weighted),FALSE,12345,0,0.469,NA,TRUE,1.96,full
Malawi,women_iron,spatial_plus_covariates,103,87,51,1,74,0.039820759935758225,0.041248977383744,0.5313,FALSE,FALSE,11.546930902013143,14.350891172131625,1.4015705368270988,0.0749467005538983,cluster-count weighted (not population weighted),TRUE,12345,0,0.469,NA,TRUE,1.96,full
Malawi,women_iron,matern_spamm,103,87,51,1,74,0.06217202096484565,0.0544540955560977,0.1913,FALSE,FALSE,10.697565235825266,12.997053633109424,1.5205717060028656,0.325018822631427,cluster-count weighted (not population weighted),FALSE,12345,0,0.469,NA,TRUE,1.96,full
Malawi,women_folate,national_mean,103,87,55,1,74,NA,NA,0.0153,TRUE,TRUE,17.017267895792916,19.636573691000653,1.1224356376804745,-61.437111189194916,cluster-count weighted (not population weighted),FALSE,12345,0.721,0.802,NA,TRUE,2.08,full
Malawi,women_folate,covariates_only,103,87,55,1,74,0.20609261695776096,0.21644671858289408,0.5211,FALSE,FALSE,15.600933612683084,19.89149723356981,0.9605005278568196,0.39549382114167314,cluster-count weighted (not population weighted),TRUE,12345,0.721,0.802,0.29,TRUE,2.08,full
Malawi,women_folate,spatial_only,103,87,55,1,74,0.4865337171690972,0.5242396087448918,0.6638,FALSE,FALSE,13.27096290428535,17.247861905509044,-0.7921681505832334,0.7329545905958422,cluster-count weighted (not population weighted),FALSE,12345,0.721,0.802,0.68,TRUE,2.08,full
Malawi,women_folate,spatial_plus_covariates,103,87,55,1,74,0.46650503585203923,0.4887956780758789,0.8124,FALSE,FALSE,14.23135142133476,18.367636049345435,-0.6480020409094817,0.5742198883184085,cluster-count weighted (not population weighted),TRUE,12345,0.721,0.802,0.65,TRUE,2.08,full
Malawi,women_folate,matern_spamm,103,87,55,1,74,0.43091184533447285,0.4544169018000281,0.5229,FALSE,FALSE,13.35862535289181,17.665454004413935,-2.172964882677303,0.8240792714806313,cluster-count weighted (not population weighted),FALSE,12345,0.721,0.802,0.6,TRUE,2.08,full
Malawi,women_b12,national_mean,103,87,55,1,74,NA,NA,0.0121,TRUE,TRUE,4.62036198306319,6.202877222419343,-0.5719824251165393,-79.79580935988578,cluster-count weighted (not population weighted),FALSE,12345,0,0.027,NA,FALSE,3.07,full
Malawi,women_b12,covariates_only,103,87,55,1,74,0.2637432766727195,0.3975161437319599,0.5393,FALSE,FALSE,4.0688793043084734,6.124605956753457,0.011771586969396008,0.48903235251510707,cluster-count weighted (not population weighted),TRUE,12345,0,0.027,NA,FALSE,3.07,full
Malawi,women_b12,spatial_only,103,87,55,1,74,0.23312519740322804,0.41522338836192696,0.5021,FALSE,FALSE,4.024186371920685,6.164349530801943,-0.2349737239337811,0.4642899642813945,cluster-count weighted (not population weighted),FALSE,12345,0,0.027,NA,FALSE,3.07,full
Malawi,women_b12,spatial_plus_covariates,103,87,55,1,74,0.29478879051821294,0.4200986297405672,1.0791,FALSE,FALSE,4.3705233221048125,7.556681916007789,0.37888132567750615,0.27318937138796906,cluster-count weighted (not population weighted),TRUE,12345,0,0.027,NA,FALSE,3.07,full
Malawi,women_b12,matern_spamm,103,87,55,1,74,0.2543899056963806,0.33280421335698973,0.2972,FALSE,FALSE,4.128277375017877,5.944061550465107,-0.6345893641446488,0.855878899135897,cluster-count weighted (not population weighted),FALSE,12345,0,0.027,NA,FALSE,3.07,full
Malawi,child_zinc,national_mean,103,87,68,1,74,NA,NA,0.014,TRUE,TRUE,19.522974723222262,25.151159686488096,9.830421733927086,-61.359341113528046,cluster-count weighted (not population weighted),FALSE,12345,0.734,0.813,NA,TRUE,1.86,full
Malawi,child_zinc,covariates_only,103,87,68,1,74,-0.4232923618282721,-0.5108669817328606,0.2594,FALSE,FALSE,22.15559000640476,27.720232568169628,9.748153027740724,-1.6319649614501839,cluster-count weighted (not population weighted),TRUE,12345,0.734,0.813,-0.58,TRUE,1.86,full
Malawi,child_zinc,spatial_only,103,87,68,1,74,0.03710670103498688,0.07135834900479926,0.4292,FALSE,FALSE,20.871992021888357,26.220902479371095,9.19312797927897,0.08644677541059691,cluster-count weighted (not population weighted),FALSE,12345,0.734,0.813,0.05,TRUE,1.86,full
Malawi,child_zinc,spatial_plus_covariates,103,87,68,1,74,-0.14482901288561412,-0.10476581576734573,0.5516,FALSE,FALSE,23.34389394862632,28.998583314443994,8.649299279706424,-0.26255568665726664,cluster-count weighted (not population weighted),TRUE,12345,0.734,0.813,-0.2,TRUE,1.86,full
Malawi,child_zinc,matern_spamm,103,87,68,1,74,NA,NA,0.0157,TRUE,FALSE,20.09967494134385,26.29352226614116,12.444746037940158,-50.554524135347954,cluster-count weighted (not population weighted),FALSE,12345,0.734,0.813,NA,TRUE,1.86,full
Malawi,women_zinc,national_mean,103,87,56,1,74,NA,NA,0.0134,TRUE,TRUE,21.930949406243073,26.99889315106596,12.381185133963202,-64.04297576819621,cluster-count weighted (not population weighted),FALSE,12345,0.72,0.807,NA,TRUE,3.91,full
Malawi,women_zinc,covariates_only,103,87,56,1,74,-0.08598671533069689,-0.09442385095858498,0.3172,FALSE,FALSE,22.484580962386673,28.30401200049741,12.300650249736222,-0.27108117991434577,cluster-count weighted (not population weighted),TRUE,12345,0.72,0.807,-0.12,TRUE,3.91,full
Malawi,women_zinc,spatial_only,103,87,56,1,74,0.01105881164203502,0.002257143847615577,0.3636,FALSE,FALSE,22.81607283309117,28.401288238398724,13.200164165286832,0.03041113431747892,cluster-count weighted (not population weighted),FALSE,12345,0.72,0.807,0.02,TRUE,3.91,full
Malawi,women_zinc,spatial_plus_covariates,103,87,56,1,74,-0.06781059127142587,-0.08371951725701413,0.5048,FALSE,FALSE,24.5078523444856,30.568205411240708,13.785575116955917,-0.1343356011239766,cluster-count weighted (not population weighted),TRUE,12345,0.72,0.807,-0.09,TRUE,3.91,full
Malawi,women_zinc,matern_spamm,103,87,56,1,74,-0.35193728731517554,-0.7253981538147576,0.0805,FALSE,FALSE,24.348175278093738,30.657572155530083,18.489598762923066,-4.374602644078453,cluster-count weighted (not population weighted),FALSE,12345,0.72,0.807,-0.49,TRUE,3.91,full
