country,outcome,metric,binary_classifier,distributional_default,delta,lower_better,dist_better
Malawi,women_folate,r_share,0.13,0.11,-0.020000000000000004,FALSE,FALSE
Malawi,women_b12,auc,0.6222756942139618,0.6571246819338422,0.03484898771988043,FALSE,TRUE
Malawi,women_b12,brier_skill,0.006660344282291342,0.011132380188006219,0.004472035905714877,FALSE,TRUE
Malawi,women_b12,pearson_r,0.2170292565213607,0.2715977058657463,0.05456844934438557,FALSE,TRUE
Malawi,women_b12,mae_pp,4.186563122158335,4.199509753640978,0.012946631482643411,TRUE,FALSE
Malawi,women_b12,calib_slope,0.9020728150679987,0.7033239327481277,-0.1987488823198711,FALSE,FALSE
Malawi,child_zinc,auc,0.6621094351239033,0.604413575496383,-0.05769585962752033,FALSE,FALSE
Malawi,child_zinc,brier_skill,-0.009100540589589201,-0.010903712551393552,-0.0018031719618043507,FALSE,FALSE
Malawi,child_zinc,pearson_r,-0.5399921540421795,-0.27235861106218795,0.26763354297999153,FALSE,TRUE
Malawi,child_zinc,mae_pp,19.99759094078963,20.396827984404894,0.3992370436152619,TRUE,FALSE
Malawi,child_zinc,calib_slope,-13.622187340179481,-3.2386483080455855,10.383539032133896,FALSE,TRUE
Malawi,child_zinc,r_share,-0.74,-0.37,0.37,FALSE,TRUE
Malawi,women_zinc,auc,0.5038461538461538,0.5630642085187539,0.05921805467260011,FALSE,TRUE
Malawi,women_zinc,brier_skill,-0.01570584255203511,-0.007203935419068941,0.008501907132966169,FALSE,TRUE
Malawi,women_zinc,pearson_r,-0.0011913353234973057,-0.07543944010851074,-0.07424810478501344,FALSE,FALSE
Malawi,women_zinc,mae_pp,22.154533229230676,21.59654488166975,-0.5579883475609257,TRUE,TRUE
Malawi,women_zinc,calib_slope,-0.0050136784347243855,-0.8943918343125092,-0.8893781558777849,FALSE,FALSE
Malawi,women_zinc,r_share,-0,-0.11,-0.11,FALSE,FALSE
