"Admin2","country","outcome","direct_prev","direct_se","partial_pooled_prev","insample_pooled_prev","loao_used_fh","estimate_type","method","ml_prev"
"SC Dambe","Malawi","child_vitA",0.2381,0,0.089,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0596983621689319
"SC Goodson Ganya","Malawi","child_vitA",0.0769,0,0.092,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.114948970035381
"SC Juma","Malawi","child_vitA",0.1429,0,0.0912,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.170906758159854
"SC Kachulu","Malawi","child_vitA",0,0,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0620912271839315
"SC Kambwiri","Malawi","child_vitA",0.1538,0,0.0911,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.148826925499836
"SC Kawamba","Malawi","child_vitA",0,0,0.093,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0856858548247105
"SC Kayembe","Malawi","child_vitA",0.125,0,0.0916,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0441908983173503
"SC Makwangwala","Malawi","child_vitA",0.2308,0,0.0902,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0935459903838665
"SC Malanda","Malawi","child_vitA",0,0,0.0924,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0359191875182531
"SC Mbawela","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0337915627303115
"SC Mbenje","Malawi","child_vitA",0.1875,0,0.0904,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0792505354736151
"SC Mbiza","Malawi","child_vitA",0.3571,0,0.0884,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.123088747092027
"SC Mduwa","Malawi","child_vitA",0.1429,0,0.0912,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"SC Mkukula","Malawi","child_vitA",0,0,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0828309358520536
"SC Mponela","Malawi","child_vitA",0,0,0.0924,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0995352280522932
"SC Mwankhunikira","Malawi","child_vitA",0,0,0.0922,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0350236942445395
"SC Nthondo","Malawi","child_vitA",0.0588,0,0.0923,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0483366000110707
"TA Bvumbwe","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0297468109373926
"TA Chikulamayembe","Malawi","child_vitA",0.0731,0.0133,0.0923,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0691254859763541
"TA Chindi","Malawi","child_vitA",0,0,0.094,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0204048979972925
"TA Chiseka","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0717594124461639
"TA Dzoole","Malawi","child_vitA",0,0,0.0921,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.065630418477629
"TA Fukamapiri","Malawi","child_vitA",0,0,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0575076957373459
"TA Kabudula","Malawi","child_vitA",0,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Kabunduli","Malawi","child_vitA",0.2941,0,0.0887,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0257384829472295
"TA Kadewere","Malawi","child_vitA",0,0,0.0932,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.156068026099658
"TA Kalembo","Malawi","child_vitA",0.1429,0,0.0915,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.129981275329658
"TA Kaluluma","Malawi","child_vitA",0,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Kalumo","Malawi","child_vitA",0.0833,0,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0681206116318361
"TA Kanyenda","Malawi","child_vitA",0.0667,0,0.0922,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.341120364672547
"TA Kaphuka","Malawi","child_vitA",0.1,0,0.0917,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0875371443466077
"TA Karonga","Malawi","child_vitA",0,0,0.0924,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.171108210449183
"TA Kasisi","Malawi","child_vitA",0,0,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.155823851443198
"TA Kawinga","Malawi","child_vitA",0.2778,0,0.0887,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.204156450994936
"TA Khombedza","Malawi","child_vitA",0.3636,0,0.0891,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.152601918416098
"TA Khongoni","Malawi","child_vitA",0,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00136904761904762
"TA Kilupula","Malawi","child_vitA",0.0548,0.0267,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0304026580508013
"TA Kuntaja","Malawi","child_vitA",0.5,0,0.0911,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.125163454623014
"TA Kyungu","Malawi","child_vitA",0.1204,0.062,0.0907,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0555275105389289
"TA Lundu","Malawi","child_vitA",0,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0422844873405581
"TA M'Mbelwa","Malawi","child_vitA",0.1053,0,0.0916,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.30457173621548
"TA Mabuka","Malawi","child_vitA",0,0,0.0933,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0415940851265337
"TA Mabulabo","Malawi","child_vitA",0.1111,0,0.0915,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0572795781064288
"TA Maganga","Malawi","child_vitA",0.1667,0,0.091,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.351198809739058
"TA Malemia","Malawi","child_vitA",0.0865,0.008,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.282354879916587
"TA Malenga Chanzi","Malawi","child_vitA",0.1111,0,0.0917,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.1040950954333
"TA Mkhumba","Malawi","child_vitA",0.043,0.009,0.0934,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.018423305640374
"TA Mlonyeni","Malawi","child_vitA",0,0,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0953450126670132
"TA Mpama","Malawi","child_vitA",0,0,0.0923,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0832408597822632
"TA Mponda","Malawi","child_vitA",0.1429,0,0.0915,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.334455450585136
"TA Mtwalo","Malawi","child_vitA",0,0,0.093,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0210501736274922
"TA Mwabulambya","Malawi","child_vitA",0,0,0.0924,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0584913261707757
"TA Mwadzama","Malawi","child_vitA",0.0526,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0715189113400218
"TA Mwase","Malawi","child_vitA",0.1111,0,0.0917,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.107926521623182
"TA Mwenemisuku","Malawi","child_vitA",0.0594,0.0393,0.0923,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0393106865774457
"TA Mwenewenya","Malawi","child_vitA",0,0,0.0931,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0383354850034937
"TA Nankumba","Malawi","child_vitA",0.4706,0,0.0859,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Nchema","Malawi","child_vitA",0.2308,0,0.0902,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.110821182436834
"TA Nchilamwela","Malawi","child_vitA",0,0,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.027774805366347
"TA Ndamera","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Ngozi","Malawi","child_vitA",0.0073,0.0097,0.0931,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.103220172362608
"TA Njolomole","Malawi","child_vitA",0.0667,0,0.0922,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0807847864954701
"TA Nsamala","Malawi","child_vitA",0,0,0.0923,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.157818254564715
"TA Nthache","Malawi","child_vitA",0,0,0.0922,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0491453164613571
"TA Pemba","Malawi","child_vitA",0.125,0,0.0913,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.131838031924799
"TA Phambala","Malawi","child_vitA",0.1538,0,0.0911,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.100943872663073
"TA Santhe","Malawi","child_vitA",0.1,0,0.0917,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.101846796431389
"TA Symon","Malawi","child_vitA",0,0,0.0924,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0522749731315439
"TA Tambala","Malawi","child_vitA",0.1667,0,0.0906,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0667126674208712
"TA Timbiri","Malawi","child_vitA",0.0833,0,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0476388356524031
"TA Wasambo","Malawi","child_vitA",0.1333,0,0.0913,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.128746930547995
"TA Zulu","Malawi","child_vitA",0.1667,0,0.091,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.103080080130174
"Blantyre City","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0207982464911844
"Chitipa Boma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",2.62055123599025e-05
"Karonga Town","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0130802048255609
"Lake Malawi","Malawi","women_vitA",0,0,0.014,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00296576397193924
"Lilongwe City","Malawi","women_vitA",0.25,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00456583073564844
"Majete Game Reserve - Mwanza","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0667347157374372
"Mzimba Boma","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000833333333333333
"Mzuzu City","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000189019798307525
"Nkhotakota Boma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00475697450697451
"Nsanje Boma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0125836058485091
"Nyika N.P. - Chitipa","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0032979242979243
"Rumphi Boma","Malawi","women_vitA",0,0,0.014,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000277777777777778
"SC Chapinduka","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00548619245678069
"SC Chilooko","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0120894999863462
"SC Chowe","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0263224384602514
"SC Dambe","Malawi","women_vitA",0.0833,0,0.0126,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0169265258580339
"SC Goodson Ganya","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0174537897846144
"SC Juma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0135566960272843
"SC Kachulu","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000967278344264934
"SC Kambwiri","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0125301596551597
"SC Kawamba","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0045856363348582
"SC Kayembe","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00871226921226921
"SC Makwangwala","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000725066322688108
"SC Malanda","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000154727283860216
"SC Mbawela","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00535858585858586
"SC Mbenje","Malawi","women_vitA",0.1111,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0320430716283101
"SC Mbiza","Malawi","women_vitA",0.125,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00397222222222222
"SC Mduwa","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00854200592435887
"SC Mkukula","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.037332376229435
"SC Mponela","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0557503062702742
"SC Mwankhunikira","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000291014570106631
"SC Nthondo","Malawi","women_vitA",0.125,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000248424748651811
"TA Bvumbwe","Malawi","women_vitA",0.0667,0,0.0126,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0105664983164983
"TA Chikulamayembe","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00153625970824547
"TA Chindi","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00100352527014095
"TA Chiseka","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0301594266300149
"TA Dzoole","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0222711846629214
"TA Fukamapiri","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000740740740740741
"TA Kabudula","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.091109863471756
"TA Kabunduli","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00390490176343565
"TA Kadewere","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.019631808006808
"TA Kalembo","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Kaluluma","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0148898008309773
"TA Kalumo","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0159537407037407
"TA Kanyenda","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00170064856649292
"TA Kaphuka","Malawi","women_vitA",0.1667,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00285466056172128
"TA Karonga","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0131613756613757
"TA Kasisi","Malawi","women_vitA",0.1667,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0105015632515633
"TA Kawinga","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00780291005291005
"TA Khombedza","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000284894270818915
"TA Khongoni","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0512268036973919
"TA Kilupula","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000985887001227667
"TA Kuntaja","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0217261790733658
"TA Kyungu","Malawi","women_vitA",0,0,0.014,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Lundu","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.021087423622652
"TA M'Mbelwa","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00208080808080808
"TA Mabuka","Malawi","women_vitA",0,0,0.014,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00453413861838002
"TA Mabulabo","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000833333333333333
"TA Maganga","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00791666666666667
"TA Malemia","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0148390416199457
"TA Malenga Chanzi","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000536545710017454
"TA Mkhumba","Malawi","women_vitA",0,0,0.0141,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00207544897905009
"TA Mlonyeni","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0154740917407326
"TA Mpama","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00238888888888889
"TA Mponda","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0176315118958556
"TA Mtwalo","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00103703703703704
"TA Mwabulambya","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Mwadzama","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0538222023074964
"TA Mwase","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0170070577020618
"TA Mwenemisuku","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",2.88288599754814e-05
"TA Mwenewenya","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Nankumba","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00791221741221741
"TA Nchema","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0287976190476191
"TA Nchilamwela","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0486357130294771
"TA Ndamera","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0597426984779926
"TA Ngozi","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00712962962962963
"TA Njolomole","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000658987437669709
"TA Nsamala","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00364124764124764
"TA Nthache","Malawi","women_vitA",0.1,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0135978835978836
"TA Pemba","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0865196404902287
"TA Phambala","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Santhe","Malawi","women_vitA",0.1,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000841267328596554
"TA Symon","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0166291178904856
"TA Tambala","Malawi","women_vitA",0.1,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00136246735026064
"TA Timbiri","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"TA Wasambo","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00158264272103124
"TA Zulu","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0296039964221079
"Blantyre City","Malawi","child_iron",0.4434,0.0531,0.2035,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.392725469170963
"Chitipa Boma","Malawi","child_iron",0.6,0,0.2037,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.129584595959596
"Karonga Town","Malawi","child_iron",0.0909,0,0.2066,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.188581519018836
"Lake Malawi","Malawi","child_iron",0.1251,0.0256,0.208,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0916390458796122
"Lilongwe City","Malawi","child_iron",0.6,0,0.2019,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.251113095238095
