country,outcome,Admin2,prevalence,se,threshold,severity_label,p_exceeds,source_document,verified_against_source,basis
Gambia,child_vitA,Central Baddibu,0.3571428571428571,6.938893903907231e-17,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Foni Bintang Karanai,0,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Foni Brefet,0,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Fulladu East,0.24633696960276544,0.03816725493219343,0.1,moderate public health problem,0.9999999232980896,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Fulladu West,0.322404265149205,0.05993660413207026,0.1,moderate public health problem,0.9999999425274763,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Jarra East,0.20822152678735353,0.01707100998094889,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Jarra West,0.07552063936958485,0.017808651270114845,0.1,moderate public health problem,0.11392421845592793,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Jokadu,0.14285714285714288,3.122502256758258e-17,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kanifing,0.12937945972429077,0.06405840986707917,0.1,moderate public health problem,0.6954249187839845,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kantora,0.5625,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kiang Central,0.20833333333333331,3.816391647148977e-17,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kiang East,0.2272727272727273,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo Central,0.17423184355970267,0.05652550331851179,0.1,moderate public health problem,0.9486921272982579,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo East,0.1,4.336808689942019e-18,0.1,moderate public health problem,0.5,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo Saint Mary,0.12838761788768127,0.07563660604817143,0.1,moderate public health problem,0.6617048602148681,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo South,0.05263157894736842,1.040834085586085e-17,0.1,moderate public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Lower Baddibu,0,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Lower Nuimi,0,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Lower Saloum,0.17874994995154347,0.01946756785007218,0.1,moderate public health problem,0.9999998013311481,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Niamina Dankunku,0.38235294117647056,3.4694469519536154e-17,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Niamina East,0.25,2.775557561562892e-17,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Niani,0.30796573834652313,0.08191066007019396,0.1,moderate public health problem,0.9998470960101236,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Nianija,0.1361608612728394,0.023569588096318084,0.1,moderate public health problem,0.959508378259321,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Sami,0.38888888888888884,4.8572257327350586e-17,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Sandu,0.25,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Upper Baddibu,0.08873102064592955,0.02545770775987304,0.1,moderate public health problem,0.3375108189258943,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Upper Nuimi,0.22222222222222224,1.387778780781446e-17,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Upper Saloum,0.3,3.469446951953615e-18,0.1,moderate public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Wuli,0.1111111111111111,0,0.1,moderate public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Banjul,0.07471193092123284,0.024904034229789686,0.2,severe public health problem,8.52866417906939e-4,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Central Baddibu,0.3571428571428571,6.938893903907231e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Foni Bintang Karanai,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Foni Brefet,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Fulladu East,0.24633696960276544,0.03816725493219343,0.2,severe public health problem,0.9038592126410364,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Fulladu West,0.322404265149205,0.05993660413207026,0.2,severe public health problem,0.9905027888191057,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Jarra East,0.20822152678735353,0.01707100998094889,0.2,severe public health problem,0.6875164681518808,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Jarra West,0.07552063936958485,0.017808651270114845,0.2,severe public health problem,5.796590544449032e-6,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Jokadu,0.14285714285714288,3.122502256758258e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kanifing,0.12937945972429077,0.06405840986707917,0.2,severe public health problem,0.18018661625709487,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kantora,0.5625,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kiang Central,0.20833333333333331,3.816391647148977e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kiang East,0.2272727272727273,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo Central,0.17423184355970267,0.05652550331851179,0.2,severe public health problem,0.33295476054490736,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo East,0.1,4.336808689942019e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo Saint Mary,0.12838761788768127,0.07563660604817143,0.2,severe public health problem,0.21691649211193398,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Kombo South,0.05263157894736842,1.040834085586085e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Lower Baddibu,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Lower Nuimi,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Lower Saloum,0.17874994995154347,0.01946756785007218,0.2,severe public health problem,0.14807523018578306,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Niamina Dankunku,0.38235294117647056,3.4694469519536154e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Niamina East,0.25,2.775557561562892e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Niani,0.30796573834652313,0.08191066007019396,0.2,severe public health problem,0.9332414069861692,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Nianija,0.1361608612728394,0.023569588096318084,0.2,severe public health problem,0.010672198052029902,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Sami,0.38888888888888884,4.8572257327350586e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Sandu,0.25,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Upper Baddibu,0.08873102064592955,0.02545770775987304,0.2,severe public health problem,0.0013726174502537436,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Upper Nuimi,0.22222222222222224,1.387778780781446e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Upper Saloum,0.3,3.469446951953615e-18,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Gambia,child_vitA,Wuli,0.1111111111111111,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ablekuma Central,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ablekuma North,0.19999999999999998,0.028767798089123043,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Abuakwa South,0.22222222222222224,2.428612866367531e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Adansi Asokwa,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Afadzato South,0.13043478260869565,1.2143064331837654e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Agona West,0.1904761904761905,6.938893903907221e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Akatsi South,0.375,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Akwapem North,0.17391304347826086,0.07613405921507045,0.02,mild public health problem,0.9999946794213058,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asante-Akim South,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ashaiman,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asikuma-Odoben-Brakwa,0.10526315789473685,2.949029909160572e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asokore-Mampong,0.16666666666666669,3.4694469519536126e-18,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asokwa,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asunafo North,0.10526315789473685,2.949029909160572e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Atiwa East,0.1,3.4694469519536126e-18,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Atwima-Mponua,0.15625,0.011237421128563692,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Atwima-Nwabiagya South,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Awutu Senya West,0.08333333333333333,8.673617379884026e-18,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ayawaso West,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Bawku West,0.2222222222222222,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Bekwai,0.25,2.77555756156289e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Binduri,0.2,0.07671412823766147,0.02,mild public health problem,0.9999999132459478,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Bole,0.25,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Builsa South,0.28571428571428575,4.1633363423443413e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Central Gonja,0.16666666666666666,0.031964220099025616,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Chereponi,0.16666666666666666,6.938893903907225e-18,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Denkyembour,0.2857142857142857,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
